,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$288,$529,$-71,$458,$-173,$-43,$64,$114,$-38,$674,"$-1,688",-,-,-,$-5,$-5,$-26,"$-1,719",$-300,$84,$-216,$722,$722,$-218,$1,$289,$-756,$13,$-218
2020-09-30,$603,$546,$46,$592,$-100,$-52,$63,$-31,$-120,"$1,026","$-1,112",-,$684,-,$-5,$-5,$-8,$-441,$-208,$-910,"$-1,118",$5,$5,$-217,$-4,"$-1,334",$-749,$19,$-217
2020-06-30,$287,$508,$-176,$332,$109,$-18,$41,$-204,$-72,$479,$-962,-,-,-,$-5,$-5,$-7,$-974,"$2,447",$-355,"$2,092",-,-,$-217,$10,"$1,885","$1,390",$15,$-217
2020-03-31,$295,$499,$186,$685,$7,$33,$-201,$-164,$-325,$669,"$-1,607",-,-,-,$-5,$-5,$6,"$-1,606",-,"$1,170","$1,170",-,-,$-204,$-33,$933,$-4,$26,$-204
2019-12-31,$292,$483,$59,$542,$-119,$-24,$44,$50,$-49,$706,"$-1,207",-,-,-,$-10,$-10,$3,"$-1,214",$433,$-338,$95,$1,$1,$-204,-,$-108,$-616,$11,$-204
2019-09-30,$527,$482,$93,$575,$-79,$-85,$101,$49,$-14,"$1,223","$-1,329",-,-,-,-,-,$-92,"$-1,421","$1,119",$-664,$455,$457,$457,$-200,$-3,$709,$511,$12,$-200
2019-06-30,$238,$470,$-58,$412,$334,$-59,$-161,$-229,$-115,$541,$-845,-,-,-,$-5,$-5,$-6,$-856,$427,$345,$772,-,-,$-200,$2,$574,$259,$16,$-200
2019-03-31,$315,$469,$118,$587,$-114,$84,$4,$-61,$-87,$793,$-844,-,-,-,$-5,$-5,$-3,$-852,$-8,$214,$206,-,-,$-187,$-13,$6,$-53,$19,$-187
2018-12-31,$214,$476,$89,$565,$-48,$-102,$53,$-37,$-134,$629,"$-1,276",-,-,-,$-5,$-5,$1,"$-1,280",$143,$601,$744,$27,$27,$-186,-,$585,$-66,$20,$-186
2018-09-30,$491,$474,$79,$553,$-37,$-64,$38,$130,$67,"$1,056",$-827,-,-,-,$-5,$-5,$-9,$-841,$-105,$-244,$-349,$203,$203,$-185,$-3,$-334,$-119,$15,$-185
