,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$361.6,$514.1,$279.2,$793.3,$-175.5,-,-,$223.9,$-22.6,"$1,132.3",$-362.9,-,"$-3,465.5",$4.9,-,$4.9,$9.5,"$-3,814","$3,653.9",$-68.2,"$3,585.699",$15.6,$15.6,$-506.4,$-360.2,"$2,734.7",$131.2,$21.8,$-506.4
2020-09-30,$462.9,$473.9,$139.7,$613.6,-,-,-,$-116.2,$-116.2,$960.3,$-243.9,-,$-100.9,$5.4,-,$5.4,$7.6,$-331.8,$-544.1,-,$-544.1,$48.2,$48.2,$-488,$-28.7,"$-1,012.6",$-375.9,$24.1,$-488
2020-06-30,$448.4,$454.9,$114.5,$569.4,-,-,-,$-29,$-29,$988.8,$-210.5,-,$-183.4,$3.5,-,$3.5,$5,$-385.4,$573.2,$33.5,$606.7,$6.9,$6.9,$-478.9,$-35.5,$99.2,$705.8,$27.2,$-478.9
2020-03-31,$418.6,$472.3,$164.9,$637.2,-,-,-,$-255.8,$-255.8,$800,$-214.4,-,$-49.3,$5.8,-,$5.8,$4.5,$-253.4,$537.1,$-33.5,$503.6,$-28.6,$-28.6,$-454.9,$-626.1,$-606,$-177.7,$47.7,$-454.9
2019-12-31,$569.4,$475.7,$-43,$432.7,$12.5,-,-,$-6.5,$-8.4,$993.7,$-266.7,-,"$-2,272",$5.1,-,$5.1,$-53.1,"$-2,586.7","$2,235.1",$-21,"$2,214.1",$-6.8,$-6.8,$-420.8,$-90.2,"$1,696.3",$129.7,$23.5,$-420.8
2019-09-30,$505.3,$442.8,$112.5,$555.3,-,-,-,$-123.4,$-123.4,$937.2,$-260.3,-,$-553.1,$9.7,-,$9.7,$-6.4,$-810.1,$450.8,-,$450.8,$36.1,$36.1,$-407.1,$-7,$72.8,$162.3,$23.5,$-407.1
2019-06-30,$434.3,$448.9,$120.9,$569.8,-,-,-,$32.5,$32.5,"$1,036.6",$-243.5,-,$-43.4,$19.4,-,$19.4,$0.1,$-267.4,$-200.2,-,$-200.2,$29.4,$29.4,$-398,$-28.2,$-597,$186.3,$21.9,$-398
2019-03-31,$407.6,$436.9,$91.7,$528.6,-,-,-,$-151.1,$-151.1,$785.1,$-220.8,-,$-91.1,$-6.6,-,$-6.6,$-4.8,$-323.3,$215.7,-,$215.7,$27.2,$27.2,$-377.1,$-516.2,$-650.4,$-205.2,$42.5,$-377.1
2018-12-31,$292.7,$788,$58.9,$846.9,$-32.1,-,-,$78,$123.6,"$1,263.2",$-302.8,-,$-443.6,$73.1,-,$73.1,$-21.1,$-694.4,$-205.6,$-3.3,$-208.9,$-6.8,$-6.8,$-348.4,$-9.3,$-573.4,$11.6,$26.2,$-348.4
2018-09-30,$377.3,$448.9,$32.3,$481.2,-,-,-,$-105.2,$-105.2,$753.3,$-185.5,-,$-101.3,$83.1,-,$83.1,$-8.4,$-212.1,$178.2,-,$178.2,$-68.7,$-68.7,$-339.5,$7.3,$-222.7,$323.2,$43.8,$-339.5
2018-06-30,$314.4,$449.7,$134,$583.7,-,-,-,$41.9,$41.9,$940,$-226.4,-,$-663.1,$335.8,-,$335.8,$-8.7,$-562.4,$-172.6,-,$-172.6,$-78.4,$-78.4,$-331.3,$-46.6,$-628.9,$-308.8,$24.8,$-331.3
2018-03-31,$280.3,$446.3,$139.5,$585.8,-,-,-,$-74.3,$-74.3,$791.8,$-198.5,-,$-673.4,$-394.1,-,$-394.1,$-14.6,"$-1,280.6","$1,163.4",-,"$1,163.4",$20,$20,$-323.2,$-42.9,$817.3,$324,$42.7,$-304.3
2017-12-31,$194.8,$486.1,$166.8,$652.9,$-191.1,-,-,$27.4,$-58.7,$789,$-248.6,-,"$-1,050.1",$4.6,-,$4.6,$3.7,"$-1,290.4",$973.6,$-75.3,$898.3,$-82.6,$-82.6,$-302.4,$-12.4,$500.9,$0.2,$22.1,$-283.5
2017-09-30,$334.7,$432.3,$82.2,$514.5,-,-,-,$-185.4,$-185.4,$663.8,$-183.5,-,$-99.7,$2.9,-,$2.9,$-15.7,$-296,$-24.1,-,$-24.1,$-5.2,$-5.2,$-293.5,$-0.5,$-323.3,$41.4,$24.4,$-274.6
2017-06-30,$388.5,$396.4,$21.2,$417.6,-,-,-,$-11.5,$-11.5,$794.6,$-203.4,-,$-79.4,$3.4,-,$3.4,$-14.8,$-294.2,$235.9,$61.8,$297.7,$-448.5,$-448.5,$-291.3,$-6.4,$-448.5,$55,$25.8,$-264.5
2017-03-31,$307.4,$421.1,$46.3,$467.4,-,-,-,$-96.6,$-96.6,$678.2,$-168.1,-,$-777.8,$3.8,-,$3.8,$21.8,$-920.3,$363.6,$-61.8,$301.8,$-110.3,$-110.3,$-277.2,$243.6,$157.9,$-78.2,$36.2,$-250.4
2016-12-31,$232.894,$405.902,$100.122,$506.024,$11.4,-,-,$-18.549,$-15.649,$723.269,$-207.326,-,$-101.385,$7.841,-,$7.841,$-15.228,$-316.098,$-130.621,$7.462,$-123.159,$15.899,$15.899,$-260.89,$242.123,$-126.027,$263.928,$19.688,$-234.134
2016-09-30,$263.735,$397.999,$78.888,$476.887,-,-,-,$-73.507,$-73.507,$667.115,$-155.747,-,$-93.448,$1.858,-,$1.858,$4.536,$-242.801,$-56.614,$-4.619,$-61.233,$16.24,$16.24,$-252.183,$-6.356,$-303.532,$119.82,$20.226,$-225.402
2016-06-30,$192.464,$397.765,$71.255,$469.02,-,-,-,$86.32,$86.32,$747.804,$-165.205,-,"$-1,215.594",$1.417,-,$1.417,$21.497,"$-1,357.885",$886.281,$5.793,$892.074,$45.779,$45.779,$-243.362,$1.832,$696.323,$74.135,$21.907,$-216.58
2016-03-31,$281.307,$341.634,$43.535,$385.169,-,-,-,$-102.964,$-102.964,$563.512,$-154.222,-,$-0.873,$1.184,-,$1.184,$-31.605,$-185.516,$-109.646,$-8.636,$-118.282,$14.582,$14.582,$-236.765,$-25.599,$-366.064,$15.717,$28.079,$-209.984
2015-12-31,$221.588,$359.228,$39.773,$399.001,$-56.3,-,-,$-21.304,$2.696,$623.285,$-210.782,-,$-344.895,$18.606,-,$18.606,$-0.352,$-537.423,$152.988,$0.718,$153.706,$21.349,$21.303,$-221.622,$7.265,$-39.348,$15.288,$18.249,$-194.888
2015-09-30,$97.74,$341.096,$79.393,$420.489,-,-,-,$-11.074,$-11.074,$507.155,$-206.896,-,$-945.959,$25.463,-,$25.463,$2.555,"$-1,124.837","$1,701.214",$8.282,"$1,709.496",$11.96,$11.96,$-213.027,$-866.198,$642.231,$12.702,$18.345,$-186.246
2015-06-30,$157.18,$328.356,$106.959,$435.315,-,-,-,$-65.965,$-65.965,$526.53,$-151.938,-,$-649.3,$-24.696,-,$-24.696,$-4.087,$-830.021,$-444.131,-,$-444.131,$12.195,$12.132,$-200.939,$863.028,$230.09,$-48.698,$24.045,$-177.729
2015-03-31,$195.492,$263.52,$128.075,$391.595,-,-,-,$-77.157,$-77.157,$509.93,$-159.184,-,$-20.946,$-9.873,-,$-9.873,"$-5,059.416","$-5,249.419","$1,159.229",-,"$1,159.229","$2,445.496","$3,783.505",$-159.912,$-22.695,"$4,760.127",$9.908,$29.861,$-152.037
2014-12-31,$181.597,$258.676,$25.068,$283.744,$-84.529,-,-,$103.946,$99.642,$564.983,$-251.051,-,$-685.701,$46.805,-,$46.805,$43.809,$-846.138,$514.734,$6.767,$521.501,$14.338,$-44.773,$-150.593,$1.111,$327.246,$17.879,$18.445,$-142.718
2014-09-30,$206.63,$249.066,$64.496,$313.562,-,-,-,$-22.968,$-22.968,$497.224,$-257.106,-,$-9.409,$-13.393,-,$-13.393,$13.303,$-266.605,$-18.502,-,$-18.502,$17.2,$16.979,$-142.782,$-68.3,$-212.605,$12.654,$18.269,$-134.644
2014-06-30,$221.659,$245.427,$71.595,$317.022,-,-,-,$57.119,$57.119,$595.8,$-252.356,-,$-252.766,$19.138,-,$19.138,$-59.765,$-545.749,$-562.096,$-6.595,$-568.691,$16.943,$600.269,$-126.715,$-1.194,$-96.331,$-50.48,$18.835,$-126.715
2014-03-31,$193.313,$245.763,$21.555,$267.318,-,-,-,$15.951,$15.951,$476.582,$-213.891,-,$-62.761,$-13.035,-,$-13.035,$-1.369,$-291.056,$-143.959,$-0.172,$-144.131,$13.795,$13.795,$-0.554,$-22.011,$-152.901,$39.863,$24.604,$-0.554
2013-12-31,$73.925,$252.407,$84.73,$337.137,$-19.08,-,-,$-72.2,$43.542,$454.604,$-276.283,-,"$-4,096.106",$16.782,-,$16.782,$140.908,"$-4,214.699",$242.832,$0.647,$243.479,$12.523,$12.523,$-224.976,$-0.22,$30.806,"$-3,746.777",$14.983,$-224.976
2013-09-30,$163.222,$184.922,$16.776,$201.698,-,-,-,$-4.998,$-4.998,$359.922,$-167.644,-,$-54.488,$-13.432,-,$-13.432,$-121.3,$-356.864,"$3,741.654",$7.544,"$3,749.198",$-57.166,$-57.166,$-106.727,$4.314,"$3,589.619","$3,591.906",$15.058,$-106.727
2013-06-30,$84.113,$184.608,$101.953,$286.561,-,-,-,$19.811,$19.811,$390.485,$-156.7,-,$-66.076,$-1.403,-,$-1.403,$-0.967,$-225.146,"$1,793.541",-,"$1,793.541",$-48.533,$-48.533,$-102.984,"$-1,771.513",$-129.489,$6.741,$17.055,$-102.984
2013-03-31,$160.948,$185.804,$71.417,$257.221,-,-,-,$-24.133,$-24.133,$394.036,$-123.905,-,$-245.094,$-7.5,-,$-7.5,$-0.129,$-376.628,"$-1,705.39",$-29.234,"$-1,734.624",$-6.34,$-6.34,-,"$1,775.593",$34.629,$73.088,$21.042,-
2012-12-31,$118.153,$189.578,$26.294,$215.872,$-43.679,-,-,$-39.413,$-36.181,$297.844,$-191.022,-,"$-1,175.241",$-5.99,-,$-5.99,$-11.866,"$-1,384.119","$1,331.968",$-75.363,"$1,256.605",$-33.379,$-33.379,$-185.758,$20.803,"$1,058.271",$-13.694,$12.329,$-185.758
2012-09-30,$231.825,$144.061,$-24.723,$119.338,-,-,-,$2.509,$2.509,$353.672,$-150.624,-,$-289.854,$33.563,-,$33.563,$-0.442,$-407.357,$18.524,$2.972,$21.496,$5.796,$5.796,$-86.935,$1.448,$-58.195,$-99.625,$13.058,$-86.935
2012-06-30,$33.689,$172.072,$172.126,$344.198,-,-,-,$-17.029,$-17.029,$360.858,$-105.37,-,$-373.457,$3.793,-,$3.793,$-0.579,$-475.613,$177.412,-,$177.412,$25.346,$25.346,$-82.881,$22.973,$142.85,$10.679,$13.551,$-82.881
2012-03-31,$210.358,$149.655,$-28.787,$120.868,-,-,-,$70.791,$70.791,$402.017,$-121.032,-,$-159.403,$-8.99,-,$-8.99,$-1.871,$-291.296,$21.499,$17.127,$38.626,$-5.05,$-5.05,-,$-6.136,$27.44,$141.067,$13.045,-
2011-12-31,$196.434,$156.707,$-32.786,$123.921,$-28.857,-,-,$-83.613,$-4.411,$315.944,$-125.927,-,"$-1,100.101",$-17.43,-,$-17.43,$12.277,"$-1,231.181","$1,167.995",$26.993,"$1,194.988",$-21.588,$-21.588,$-137.765,$46.195,"$1,081.83",$152.685,$11.252,$-137.765
2011-09-30,$-19.726,$142.113,$196.546,$338.659,-,-,-,$-28.273,$-28.273,$290.66,$-160.508,-,$-328.018,$-1.913,-,$-1.913,$-11.905,$-502.344,$151.026,$-0.001,$151.025,$-138.817,$-138.817,-,$49.437,$61.645,$-155.036,$12.14,-
2011-06-30,$113.171,$138.558,$67.851,$206.409,-,-,-,$-44.058,$-44.058,$275.522,$-138.679,-,$-275.206,$9.572,-,$9.572,$21.556,$-382.757,$129.351,-,$129.351,$-73.805,$-73.805,-,$24.6,$80.146,$-30.281,$11.687,-
2011-03-31,$91.961,$131.231,$58.249,$189.48,-,-,-,$2.375,$2.375,$283.816,$-97.901,-,$-617.348,$37.152,-,$37.152,$3.567,$-674.53,$-126.669,$101.129,$-25.54,$-117.55,$-117.55,-,$5.564,$-137.526,$-521.14,$12.358,-
2010-12-31,$83.703,$133.513,$80.021,$213.534,$-18.974,-,-,$-50.141,$-50.879,$246.358,$-118.184,-,$-315.336,$-3.39,-,$-3.39,$-4.832,$-441.742,$780.913,-,$780.913,$-64,$-64,-,$-6.541,$710.372,$512.085,$12.409,-
2010-09-30,$93.601,$115.383,$87.846,$203.229,-,-,-,$-38.607,$-38.607,$258.223,$-95.97,-,$-451.798,$-12.43,-,$-12.43,$-12.052,$-572.25,$498.342,-,$498.342,$-117.658,$-117.658,-,$-5.863,$374.821,$68.985,$13.354,-
2010-06-30,$99.819,$110.403,$48.699,$159.102,-,-,-,$3.826,$3.826,$262.747,$-77.453,-,$-43.985,$-6.58,-,$-6.58,$-8.212,$-136.23,$-78.351,-,$-78.351,$-99.085,$-99.085,-,$-0.077,$-177.513,$-49.994,$13.227,-
2010-03-31,$96.483,$110.835,$45.281,$156.116,-,-,-,$1.05,$1.05,$253.649,$-55.057,-,$-88.487,$-8.075,-,$-8.075,$0.939,$-150.68,$14.291,-,$14.291,$-11.367,$-11.367,-,$-0.274,$2.65,$105.594,$13.565,-
2009-12-31,$64.302,$116.583,$43.217,$159.8,$-17.844,-,-,$2.005,$-31.375,$192.727,$-67.835,-,$-134.428,$-2.091,-,$-2.091,$5.669,$-198.685,$23.445,-,$23.445,$6.368,$6.368,-,$-6.3,$23.513,$17.619,$10.546,-
2009-09-30,$67.579,$105.543,$73.416,$178.959,-,-,-,$-6.485,$-6.485,$240.053,$-68.573,-,$-67.909,$1.155,-,$1.155,$2.727,$-132.6,$-97.16,-,$-97.16,$-104.039,$-104.039,-,$-0.409,$-201.608,$-93.963,$12.95,-
2009-06-30,$56.487,$102.463,$71.662,$174.125,-,-,-,$-27.004,$-27.004,$203.608,$-64.227,-,$-92.121,$1.251,-,$1.251,$-8.176,$-163.273,$43.671,-,$43.671,$-53.881,$-53.881,-,$-9.62,$-19.83,$20.599,$12.836,-
2009-03-31,$58.759,$99.868,$53.254,$153.122,-,-,-,$-6.143,$-6.143,$205.738,$-49.627,-,$-1.145,$1.144,-,$1.144,$1.12,$-48.508,$-1.155,-,$-1.155,$4.237,$4.237,-,$-0.099,$2.983,$159.961,$24.338,-
2008-12-31,$85.742,$113.6,$2.274,$115.874,$-13.55,-,-,$31.307,$-14.684,$186.932,$-78.29,-,$-10.184,$5.208,-,$5.208,$-0.207,$-83.473,$49.476,-,$49.476,$-75.736,$-75.736,-,$-0.165,$-26.425,$76.842,$11.696,-
2008-09-30,$60.561,$104.389,$55.184,$159.573,-,-,-,$7.059,$7.059,$227.193,$-67.876,-,$-0.498,$2.163,-,$2.163,$3.692,$-62.519,$49.397,-,$49.397,$-299.801,$-299.801,-,$-0.165,$-250.569,$-85.895,$13.249,-
2008-06-30,$158.884,$99.697,$-57.145,$42.552,-,-,-,$-24.685,$-24.685,$176.751,$-52.693,-,$-3.823,$0.218,-,$0.218,$-3.919,$-60.217,$-0.686,-,$-0.686,$-85.084,$-85.084,-,$-0.267,$-86.037,$30.497,$13.598,-
2008-03-31,$42.228,$97.072,$51.131,$148.203,-,-,-,$-8.049,$-8.049,$182.382,$-44.625,-,$-28.312,$2.136,-,$2.136,$2.07,$-68.731,$149.36,-,$149.36,$-171.106,$-171.106,-,$-3.395,$-25.141,$88.51,$16.264,-
2007-12-31,$-5.211,$137.402,$-23.679,$113.723,$-13.417,-,-,$48.637,$20.366,$128.878,$-47.415,-,$-23.268,$2.095,-,$2.095,$-0.226,$-68.814,$274.526,-,$274.526,$-376.447,$-376.447,-,$-7.755,$-109.676,$-49.612,$11.123,-
2007-09-30,$59.628,$131.484,$-11.309,$120.175,-,-,-,$1.834,$1.834,$181.637,$-39.38,-,$-6.698,$3.787,-,$3.787,$16.462,$-25.829,$49.92,-,$49.92,$-330.913,$-330.913,-,$-5.101,$-286.094,$-130.286,$15.266,-
2007-06-30,$-19.991,$131.637,$65.427,$197.064,-,-,-,$33.704,$33.704,$210.777,$-36.141,-,$-3.935,$7.186,-,$7.186,$-26.301,$-59.191,$404.163,-,$404.163,$-359.206,$-359.206,-,$-30.673,$14.284,$165.87,$11.547,-
2007-03-31,$22.228,$130.194,$38.817,$169.011,-,-,-,$-19.852,$-19.852,$171.387,$-31.445,-,$-10.061,$9.095,-,$9.095,$0.065,$-32.346,$84.151,-,$84.151,$-452.168,$-452.168,-,$-5.137,$-373.154,$-234.113,$16.667,-
2006-12-31,$18.285,$537.77,$-403.681,$134.089,$-0.182,-,-,$0.153,$-6.805,$145.569,$-36.436,-,$-30.922,$35.387,-,$35.387,$0.126,$-31.845,$-23.333,-,$-23.333,$-15.237,$-15.237,-,$-1.092,$-39.662,$74.062,$9.961,-
2006-09-30,$3.472,-,$164.031,$164.031,-,-,-,$15.025,$15.025,$182.528,$-33.618,-,$4.675,-,-,-,$0.088,$-28.855,$-40.086,-,$-40.086,$3.418,$3.418,-,$-0.257,$-36.925,$116.748,$10.683,-
2006-06-30,$7.664,-,$158.802,$158.802,-,-,-,$-25.521,$-25.521,$140.945,$-28.668,-,$-10.31,$-1.636,-,$-1.636,$-0.284,$-40.898,$12.683,-,$12.683,$-107.596,$-107.596,-,$-0.253,$-95.166,$4.881,$9.347,-
2006-03-31,$-1.937,-,$168.128,$168.128,-,-,-,$-14.495,$-14.495,$151.696,$-28.376,-,$-0.724,$1.636,-,$1.636,$-0.05,$-27.514,$-3.024,-,$-3.024,$-146.501,$-146.501,-,$-1.785,$-151.31,$-27.128,$9.511,-
2005-12-31,$-90.749,$456.468,$-227.614,$228.854,$7.57,-,-,$32.086,$-1.105,$137,$-29.409,-,$-22.996,$6.881,-,$6.881,$0.374,$-45.15,$-29.994,-,$-29.994,$-49.607,$-49.607,-,$-8.707,$-88.308,$3.542,$9.003,-
2005-09-30,$-22.08,-,$138.74,$138.74,-,-,-,$-21.465,$-21.465,$95.195,$-22.702,-,$32.772,-,-,-,$-0.512,$9.558,$-116.262,-,$-116.262,$35.27,$35.27,-,$-0.224,$-81.216,$23.537,$3.637,-
