,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,-,-,-,-,-,-,-,-,-,$447,$-444,-,-,$105,-,$105,$10,$-329,"$1,299",-,"$1,299",-,-,-,$-21,"$1,278","$1,396",-,-
2020-12-31,"$-7,069","$2,488",$920,"$3,408",$135,-,"$-1,079",$472,$-472,"$-2,177",$-97,-,-,$137,-,$137,-,$40,$556,-,$556,-,-,-,$-75,$481,"$-1,656",-,-
2020-09-30,-,-,-,-,-,-,-,-,-,"$-1,889",$368,-,-,$406,-,$406,$-4,$770,"$12,037","$-2,750","$9,287","$-1,135","$-1,135",-,$-247,"$7,905","$6,786",-,-
2020-06-30,-,-,-,-,-,-,-,-,-,$-130,$-39,-,-,$838,-,$838,$13,$812,"$-1,455","$2,750","$1,295","$1,135","$1,135",-,$-48,"$2,382","$3,064",-,-
2020-03-31,-,-,-,-,-,-,-,-,-,$63,"$-1,959",-,-,$386,-,$386,$1,"$-1,572","$2,560",-,"$2,560",$-353,$-353,-,$-18,"$2,189",$680,-,-
2019-12-31,"$3,009","$2,288","$1,360","$3,648",$44,-,$324,$-116,$252,"$1,181","$-1,192",-,-,$-15,$-36,$-51,$-86,"$-1,329",$178,-,$178,$-214,$-214,-,$-11,$-47,$-195,-,-
2019-09-30,-,-,-,-,-,-,-,-,-,"$1,103",$-869,-,-,$73,-,$73,$1,$-795,$-182,-,$-182,$-369,$-369,-,$-20,$-571,$-263,-,-
2019-06-30,-,-,-,-,-,-,-,-,-,"$2,710",$-858,-,-,$-3,-,$-3,$5,$-856,$84,-,$84,$-549,$-549,-,$-14,$-479,"$1,375",-,-
2019-03-31,-,-,-,-,-,-,-,-,-,"$1,915","$-1,609",-,-,$44,-,$44,$-15,"$-1,580",$376,-,$376,$-513,$-513,-,$-46,$-183,$152,-,-
2018-12-31,"$2,122","$2,165","$1,316","$3,481",$17,-,$130,$414,$561,"$1,129","$-1,604",-,-,$60,-,$60,$-404,"$-1,948",$123,-,$123,$-225,$-225,-,$-6,$-108,$-927,-,-
