,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$101.068,$21.886,$8.137,$30.023,$-12.418,$18.603,$14.198,$49.559,$30.283,$161.374,$-12.05,-,$-4.974,-,-,-,$0.052,$-16.972,$6.712,-,$6.712,$15.858,$15.858,$-37.59,$-6.774,$-21.794,$148.093,$-1.78,$-37.59
2020-09-30,$103.848,$21.726,$7.346,$29.072,$-0.962,$27.449,$-4.654,$-7.624,$20.766,$153.686,$-18.237,-,$2.68,-,-,-,$0.398,$-15.159,$-0.352,-,$-0.352,$15.618,$15.618,$-37.75,$-0.374,$-22.858,$131.41,$7.49,$-37.75
2020-06-30,$70.864,$21.259,$10.083,$31.342,$58.443,$14.188,$-20.988,$-0.112,$67.247,$169.453,$-6.25,-,-,-,-,-,$-0.476,$-6.726,$42.344,-,$42.344,$9.587,$9.587,$-37.762,$-4.317,$9.852,$177.129,$6.935,$-37.762
2020-03-31,$101.998,$20.34,$10.287,$30.627,$-24.19,$-23.717,$14.146,$-16.164,$-47.865,$84.76,$-12.721,-,$-120.839,-,-,-,$-0.16,$-133.72,$150,-,$150,$-106.818,$-106.818,$-38.736,$-12.248,$-7.802,$-63.362,$6.73,$-38.736
2019-12-31,$96.85,$19.872,$4.367,$24.239,$24.409,$13.665,$-11.922,$27.361,$30.071,$151.16,$-14.134,-,-,-,-,-,$-0.292,$-14.426,$-0.134,-,$-0.134,$3.214,$3.214,$-37.981,$-0.013,$-34.914,$116.596,$7.049,$-37.981
2019-09-30,$105.194,$19.867,$18.296,$38.163,$12.106,$4.02,$-14.469,$-4.33,$13.707,$157.064,$-10.854,-,$-87.18,-,-,-,$-0.094,$-98.128,$-49.923,-,$-49.923,$14.834,$14.834,$-37.944,$-1.01,$-74.043,$-27.204,$6.207,$-37.944
2019-06-30,$113.209,$19.498,$16.094,$35.592,$7.225,$-2.459,$-0.212,$-7.184,$-17.626,$131.175,$-12.716,-,-,-,-,-,$0.696,$-12.02,-,-,-,$8.02,$8.02,$-37.837,$-1.83,$-31.647,$87.059,$6.853,$-37.837
2019-03-31,$110.268,$18.994,$12.175,$31.169,$-21.402,$-18.548,$17.488,$-5.706,$-52.774,$88.663,$-12.246,-,-,-,-,-,$-0.195,$-12.441,-,-,-,$-41.927,$-41.927,$-33.446,$-11.608,$-86.981,$-10.277,$7.56,$-33.446
2018-12-31,$98.137,$18.648,$4.627,$23.275,$10.638,$4.872,$3.2,$6.378,$32.18,$153.592,$-16.081,-,-,-,-,-,$-0.32,$-16.401,$-0.156,-,$-0.156,$-122.426,$-122.426,$-32.565,$-0.295,$-155.442,$-25.36,$4.94,$-32.565
2018-09-30,$106.352,$18.94,$9.713,$28.653,$5.987,$0.108,$-9.852,$-19.085,$-1.678,$133.327,$-18.677,-,$-20.205,-,-,-,$-0.319,$-39.201,$-11.128,-,$-11.128,$-17.978,$-17.978,$-32.997,$-0.51,$-62.613,$33.016,$6.562,$-32.997
2018-06-30,$107.126,$19.902,$6.247,$26.149,$-9.228,$-6.895,$-2.783,$0.186,$-12.578,$120.697,$-10.959,$-4,-,-,-,-,$-0.677,$-15.636,-,-,-,$-12.473,$-12.473,$-32.971,$-0.025,$-45.469,$45.778,$5.6,$-32.971
2018-03-31,$98.958,$21.386,$7.243,$28.629,$-30.816,$-21.116,$8.215,$15.132,$-55.858,$71.729,$-10.009,-,-,-,-,-,$-0.184,$-10.193,-,-,-,$6.59,$6.59,$-28.945,$-4.132,$-26.487,$37.023,$7.652,$-28.945
2017-12-31,$93.746,$20.741,$-36.675,$-15.934,$12.604,$5.629,$8.875,$21.455,$58.361,$136.173,$-14.952,-,$-16.366,-,-,-,$-0.196,$-31.514,$-18.926,-,$-18.926,$-2.469,$-2.469,$-28.303,$9.005,$-40.693,$72.659,$6.262,$-28.303
2017-09-30,$83.768,$21.61,$6.9,$28.51,$2.703,$-0.073,$-2.788,$-7.831,$11.722,$124,$-3.356,-,-,-,-,-,$-0.433,$-3.789,$-15.395,-,$-15.395,$-6.855,$-6.855,$-28.297,$-0.089,$-50.636,$84.93,$5.745,$-28.297
2017-06-30,$83.844,$22.164,$9.006,$31.17,$-11.052,$-2.035,$1.281,$-17.373,$-27.413,$87.601,$-9.377,-,-,-,-,-,$-0.45,$-9.827,$-66.073,-,$-66.073,$4.116,$4.116,$-28.245,$3.501,$-86.701,$2.266,$6.239,$-28.245
2017-03-31,$75.899,$21.021,$9.129,$30.15,$-20.058,$-2.761,$5.188,$8.126,$-21.07,$84.979,$-10.162,-,-,-,-,-,$0.546,$-9.616,$-67.224,-,$-67.224,$-0.931,$-0.931,$-26.327,$-4.909,$-99.391,$-19.869,$6.159,$-26.327
2016-12-31,$57.347,$22.713,$8.482,$31.195,$2.48,$10.497,$16.769,$-0.207,$27.051,$115.593,$-9.551,-,$6.535,-,-,-,$0.004,$-3.012,$-578.477,$501.529,$-76.948,$7.086,$7.086,$-25.283,$-0.029,$-95.174,$-3.433,$5.001,$-25.283
2016-09-30,$69.873,$22.584,$8.701,$31.285,$20.447,$10.864,$-13.329,$-3.352,$24.323,$125.481,$-11.59,-,$-255.916,-,-,-,$-0.1,$-267.606,$44.164,-,$44.164,$4.919,$4.919,$-25.937,$-0.223,$22.923,$-122.091,$3.722,$-25.937
2016-06-30,$75.759,$22.555,$7.599,$30.154,$-3.358,$11.656,$-9.818,$-9.881,$-17.435,$88.478,$-8.402,-,-,-,-,-,$-0.064,$-8.466,$-40.209,-,$-40.209,$-0.431,$-0.431,$-26.768,$-0.205,$-67.613,$3.043,$5.161,$-26.768
2016-03-31,$68.13,$20.335,$11.116,$31.451,$-19.267,$-0.27,$6.451,$-9.489,$-29.216,$70.365,$-8.65,-,$-221.556,-,-,-,$0.091,$-230.115,$254.397,-,$254.397,$-38.606,$-38.606,$-24.662,$-4.717,$186.412,$30.427,$6.442,$-24.662
2015-12-31,$67.763,$20.525,$5.01,$25.535,$10.249,$11.031,$1.174,$1.527,$5.242,$98.54,$-10.271,-,$-1.85,-,-,-,$-0.92,$-13.041,$-7.285,-,$-7.285,$-29,$-29,$-24.499,$0.832,$-59.952,$21.536,$5.313,$-24.499
2015-09-30,$79.505,$20.75,$-12.707,$8.043,$13.857,$3.999,$-8.16,$-1.844,$25.805,$113.353,$-8.785,-,$7.847,-,-,-,$0.752,$-0.186,$-22.069,-,$-22.069,$-62.472,$-62.472,$-24.763,$-0.123,$-109.427,$-5.013,$2.933,$-24.763
2015-06-30,$69.585,$19.513,$5.348,$24.861,$2.765,$0.742,$-2.699,$5.426,$4.578,$99.024,$-13.749,-,$-173.333,-,-,-,$-0.057,$-187.139,$-33.587,-,$-33.587,$-47.186,$-47.186,$-24.759,$-0.555,$-106.087,$-183.001,$4.92,$-24.759
2015-03-31,$65.954,$18.944,$6.434,$25.378,$-18.039,$-11.215,$6.857,$-5.301,$-41.928,$49.404,$-10.077,-,-,-,-,-,$-0.048,$-10.125,$54.923,-,$54.923,$-52.947,$-52.947,$-22.151,$0.113,$-20.062,$-14.641,$6.882,$-22.151
2014-12-31,$61.62,$19.058,$3.847,$22.905,$10.284,$10.067,$-4.654,$-3.535,$16.853,$101.378,$-12.717,-,$-0.001,-,-,-,$-0.228,$-12.946,$106.78,$-61.951,$44.829,$-70.477,$-70.477,$-22.201,$0.866,$-46.983,$22.071,$4.272,$-22.201
2014-09-30,$71.441,$20.04,$-0.102,$19.938,$-5.176,$-2.304,$-11.103,$2.686,$9.024,$100.403,$-10.521,-,$0.553,-,-,-,$-0.023,$-9.991,$14.401,-,$14.401,$-58.026,$-58.026,$-22.332,$-0.387,$-66.344,$1.731,$4.482,$-22.332
2014-06-30,$71.777,$19.846,$6.99,$26.836,$17.692,$-2.979,$-2.101,$1.041,$-6.618,$91.995,$-12.49,-,$-25.995,-,-,-,$-0.05,$-38.535,$37.436,-,$37.436,$-42.846,$-42.846,$-22.565,$0.533,$-27.442,$26.952,$5.651,$-22.565
2014-03-31,$74.548,$19.686,$4.459,$24.145,$-33.91,$-12.605,$15.392,$-7.804,$-24.508,$74.185,$-10.809,-,-,-,-,-,$0.021,$-10.788,$6.397,-,$6.397,$-31.383,$-31.383,$-18.628,$0.311,$-43.303,$18.754,$6.312,$-18.628
2013-12-31,$67.555,$20.067,$2.02,$22.087,$3.241,$6.444,$2.251,$-0.694,$11.97,$101.612,$-7.829,-,-,-,-,-,$-0.127,$-7.956,$-79.451,$67.009,$-12.442,$-24.763,$-24.763,$-18.948,$0.499,$-55.654,$39.824,$3.529,$-18.948
2013-09-30,$63.799,$20.205,$4.944,$25.149,$16.11,$-2.736,$1.729,$3.366,$29.448,$118.396,$-7.318,-,-,-,-,-,$-0.087,$-7.405,$34.649,$-69.833,$-35.184,$-45.938,$-45.938,$-18.536,$2.117,$-97.541,$25.316,$3.975,$-18.536
2013-06-30,$62.561,$20.501,$3.466,$23.967,$1.687,$8.495,$5.177,$8.392,$22.791,$109.319,$-8.197,-,$-2.201,-,-,-,$-0.073,$-10.471,$22.987,$-31.519,$-8.532,$-39.139,$-39.139,$-18.846,$-0.886,$-67.403,$33.444,$3.877,$-18.846
