,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-12-31,"$2,119",$272,$74,$346,$167,$-988,$428,"$1,147",$675,"$3,162",$-140,-,-,-,$-44,$-44,$-402,$-586,"$1,483",$89,"$1,572",$-3,$-3,"$-1,879",$-155,$-465,"$2,458",-,"$-1,879"
2020-09-30,"$2,437",$239,$-135,$104,$197,$843,$142,$-246,$988,"$3,614",$-152,-,-,-,-,-,$-282,$-434,$-358,$-129,$-487,$1,$1,"$-1,827",$-215,"$-2,528",$620,-,"$-1,827"
2020-06-30,"$2,049",$229,$-24,$205,$-454,$555,$-99,$-118,$-295,"$1,925",$-140,-,-,-,$-1,$-1,$-507,$-648,"$2,230","$-1,152","$1,078",-,-,"$-1,830",$-202,$-954,$457,-,"$-1,830"
2020-03-31,"$1,987",$241,$-72,$169,$116,$-575,$-65,$-662,"$-1,240","$1,111",$-170,-,-,-,$-2,$-2,$686,$514,"$-3,641","$1,122","$-2,519",$2,$2,"$-1,828",$-204,"$-4,549","$-3,115",-,"$-1,828"
2019-12-31,"$1,782",$255,$312,$567,$175,$-484,$482,$816,"$1,070","$3,324",$-156,-,-,-,-,-,$-28,$-184,"$-1,027",$-24,"$-1,051",$-47,$-47,"$-1,825",$-36,"$-2,959",$354,-,"$-1,825"
2019-09-30,"$2,046",$237,$8,$245,$267,$-450,$70,$-250,$-268,"$2,083",$-194,-,-,-,$-3,$-3,$319,$122,"$2,191",$89,"$2,280",$2,$2,"$-1,779",$-50,$453,"$2,498",-,"$-1,779"
2019-06-30,"$2,436",$232,$-13,$219,$-777,$149,$-94,"$1,397",$825,"$3,442",$-178,-,-,-,$-4,$-4,$29,$-153,$794,"$-1,251",$-457,$45,$45,"$-1,777",$-215,"$-2,404",$927,-,"$-1,777"
2019-03-31,"$1,464",$240,$-77,$163,$4,$237,$-7,$-855,$-872,"$1,241",$-324,-,"$-1,346",-,$-24,$-24,$98,"$-1,596","$-2,137",$822,"$-1,315",-,-,"$-1,780",$-56,"$-3,151","$-3,534",-,"$-1,780"
2018-12-31,"$2,003",$255,$-61,$194,$-59,$-464,$325,$289,$228,"$2,422",$-334,-,-,-,$-22,$-22,$522,$166,$-1,$180,$179,$82,$82,"$-1,775",$-233,"$-1,747",$707,-,"$-1,775"
2018-09-30,"$2,341",$246,$3,$249,$177,$377,$-248,"$-1,402","$-1,008","$1,683",$-328,-,-,-,$-11,$-11,$-142,$-481,-,$-44,$-44,$3,$3,"$-1,778",$-70,"$-1,889",$-709,-,"$-1,778"
2018-06-30,"$2,295",$246,$-71,$175,$48,$-864,$-66,"$2,532","$1,605","$3,993",$-409,-,-,-,$-12,$-12,$756,$335,"$-2,483",$16,"$-2,467",$6,$6,"$-1,673",$-143,"$-4,277",$-609,-,"$-1,673"
2018-03-31,"$1,647",$242,$26,$268,$-113,$338,$-62,$-509,$-661,"$1,380",$-365,-,-,-,$-18,$-18,$-635,"$-1,018",-,$103,$103,$-91,$-91,"$-1,659",$-91,"$-1,738","$-1,245",-,"$-1,659"
2017-12-31,$796,$243,$-156,$87,$26,$-513,$178,$164,"$1,645","$2,921",$-553,-,-,-,$-71,$-71,$-137,$-761,"$2,631","$-2,407",$224,-,-,"$-1,666",$-95,"$-1,537",$741,-,"$-1,666"
2017-09-30,"$2,045",$225,$-425,$-200,$-104,$-421,$111,$402,$28,"$1,920",$-435,-,-,-,$-21,$-21,$-622,"$-1,078",$1,"$2,014","$2,015",$2,$2,"$-1,618",$-40,$359,"$1,448",-,"$-1,618"
2017-06-30,"$1,842",$210,$43,$253,$-518,$421,$52,"$1,087","$1,092","$3,228",$-268,-,-,-,$-14,$-14,$-419,$-701,$-1,$-108,$-109,$3,$3,"$-1,618",$-208,"$-1,932","$1,081",-,"$-1,618"
2017-03-31,"$1,658",$197,$27,$224,$504,"$1,243",$84,"$-2,207",$-886,$843,$-292,-,-,-,$-5,$-5,$-246,$-543,"$1,668",$374,"$2,042",-,-,"$-1,618",$-83,$341,$875,-,"$-1,618"
2016-12-31,"$1,775",$195,$158,$353,$-611,"$-1,940",$193,"$2,462",$154,"$2,149",$-438,-,-,-,$-15,$-15,$562,$109,$-321,$43,$-278,$2,$2,"$-1,619",$42,"$-1,853",$-602,-,"$-1,619"
2016-09-30,"$2,028",$188,$2,$190,$-13,$546,$-92,$204,$854,"$3,092",$-254,-,-,-,$-10,$-10,$-242,$-506,-,$56,$56,-,-,"$-1,586",$-36,"$-1,566","$1,070",-,"$-1,586"
2016-06-30,"$1,842",$185,$26,$211,$-210,$650,$49,$-267,$239,"$2,374",$-254,-,-,-,$-9,$-9,$245,$-18,$313,$25,$338,$-1,$-1,"$-1,588",$-150,"$-1,401",$870,-,"$-1,588"
2016-03-31,"$1,605",$175,$-4,$171,$-175,$49,$223,$-922,"$-1,310",$462,$-226,-,-,-,$-7,$-7,$-186,$-419,"$1,151",$-136,"$1,015",$6,$6,"$-1,585",$-29,$-593,$-473,-,"$-1,585"
2015-12-31,"$1,298",$193,$-64,$129,$472,"$-1,429",$140,"$1,260",$459,"$1,872",$-324,-,-,-,$-31,$-31,$35,$-320,$-1,$-180,$-181,"$1,503","$1,503","$-1,585",$-12,$-275,"$1,024",-,"$-1,585"
2015-09-30,"$1,984",$184,$-60,$124,$113,$-221,$132,$193,$538,"$2,693",$-223,-,-,-,$-13,$-13,$72,$-164,$409,$-659,$-250,$6,$6,"$-1,555",$-22,"$-1,821",$555,-,"$-1,555"
2015-06-30,"$1,916",$185,$-30,$155,$8,$416,$-6,$866,"$1,440","$3,675",$-210,-,-,-,$-3,$-3,$-79,$-292,$-1,"$-1,677","$-1,678",$113,$113,"$-1,555",$-45,"$-3,165",$314,-,"$-1,555"
2015-03-31,"$1,834",$192,$-28,$164,$54,$393,$44,"$-2,327","$-2,371",$-375,$-203,-,-,-,$-8,$-8,$279,$68,$-97,"$2,250","$2,153",$-48,$-48,"$-1,555",$-25,$525,$-158,-,"$-1,555"
2014-12-31,"$1,649",$229,$-179,$50,$-287,"$-1,221",$50,$901,$-349,"$1,354",$-349,-,-,-,$-7,$-7,$133,$-223,"$1,959",$-855,"$1,104",$-783,$-783,"$-1,564",$-34,"$-1,277",$-361,-,"$-1,564"
2014-09-30,"$2,198",$233,$-71,$162,$69,$-158,$125,$258,$531,"$2,965",$-296,-,$-7,-,$-6,$-6,$80,$-229,-,$203,$203,$-769,$-769,"$-1,478",$-31,"$-2,075",$502,-,"$-1,478"
2014-06-30,"$1,895",$216,$454,$670,$-640,$398,$-33,$465,$277,"$2,705",$-252,-,$-103,-,$-16,$-16,$35,$-336,"$1,273","$-1,362",$-89,"$-1,040","$-1,040","$-1,490",$-63,"$-2,682",$-282,-,"$-1,490"
2014-03-31,"$1,916",$211,$-91,$120,$395,"$1,086",$35,"$-2,131","$-1,377",$715,$-256,-,-,-,-,-,$48,$-208,"$1,119",$934,"$2,053","$-1,241","$-1,241","$-1,503",$-114,$-805,$-331,-,"$-1,503"
2013-12-31,"$2,036",$223,$196,$419,$-243,"$-1,959",$77,"$1,697",$-153,"$2,320",$-379,-,-,-,$-762,$-762,$-68,"$-1,209","$1,976","$-1,257",$719,"$-1,447","$-1,447","$-1,518",$-66,"$-2,312","$-1,228",-,"$-1,518"
2013-09-30,"$2,402",$218,$-1,$217,$328,$74,$-35,$29,$590,"$3,315",$-301,-,-,-,$-653,$-653,$-26,$-980,-,"$1,014","$1,014","$-2,191","$-2,191","$-1,387",$-40,"$-2,604",$-204,-,"$-1,387"
2013-06-30,"$2,194",$219,$-12,$207,$-467,$-334,$60,"$1,414",$607,"$3,137",$-280,-,-,-,$-3,$-3,$14,$-269,"$-1,363","$1,174",$-189,"$-1,575","$-1,575","$-1,401",$-81,"$-3,246",$-395,-,"$-1,401"
2013-03-31,"$2,218",$222,$77,$299,$-67,$806,$1,"$-1,260","$-1,254","$1,363",$-240,-,-,-,-,-,$18,$-222,"$3,830",$-879,"$2,951","$-1,453","$-1,453","$-1,414",$-137,$-53,$998,-,"$-1,414"
2012-12-31,"$2,191",$233,$-132,$101,$-6,$-591,$10,$-360,$-635,"$1,650",$-337,-,-,-,$-3,$-3,$39,$-301,-,$273,$273,"$-1,970","$-1,970","$-1,431",$-84,"$-3,212","$-1,834",-,"$-1,431"
2012-09-30,"$2,324",$216,$-52,$164,$21,$-714,$-80,$327,$-140,"$2,393",$-243,-,-,-,$-3,$-3,$67,$-179,"$2,023",$-568,"$1,455","$-1,498","$-1,498","$-1,310",$-47,"$-1,400",$971,-,"$-1,310"
2012-06-30,"$2,407",$222,$-84,$138,$-262,$-459,$57,"$1,393",$802,"$3,480",$-249,-,-,-,-,-,$-39,$-288,"$1,703","$-1,371",$332,"$-1,632","$-1,632","$-1,325",$-80,"$-2,705",$270,-,"$-1,325"
2012-03-31,"$2,232",$227,$46,$273,$-151,"$1,036",$23,"$-1,543",$-688,"$1,898",$-227,-,-,-,-,-,$3,$-224,$-447,"$2,564","$2,117","$-1,427","$-1,427","$-1,338",$-135,$-783,"$1,026",-,"$-1,338"
2011-12-31,"$1,946",$250,$99,$349,$-60,"$-1,006",$20,$272,$-998,$961,$-329,-,-,-,$-36,$-36,$15,$-350,"$2,142","$-1,036","$1,106","$-1,008","$-1,008","$-1,347",$-35,"$-1,284",$-841,-,"$-1,347"
2011-09-30,"$2,461",$255,$-35,$220,$59,$-26,$-7,$-7,$332,"$3,053",$-223,-,$-18,-,-,-,$-20,$-261,$-813,"$2,016","$1,203","$-1,445","$-1,445","$-1,133",$19,"$-1,356","$1,213",-,"$-1,133"
2011-06-30,"$2,485",$249,$-68,$181,$-388,$518,$70,$917,"$1,396","$4,120",$-186,-,$-42,-,-,-,$-18,$-246,$978,"$-1,174",$-196,"$-1,594","$-1,594","$-1,149",$-100,"$-3,039",$856,-,"$-1,149"
2011-03-31,"$1,987",$239,$30,$269,$138,$478,$116,$-491,$104,"$2,395",$-159,-,$-20,-,-,-,$4,$-175,$-23,$-32,$-55,"$-1,253","$-1,253","$-1,159",$-192,"$-2,659",$-381,-,"$-1,159"
2010-12-31,"$1,810",$255,$104,$359,$-37,$-215,$-154,$62,$-409,"$1,581",$-230,-,$-41,-,-,-,$7,$-264,$-115,$-663,$-778,"$-1,107","$-1,107","$-1,169",$-17,"$-3,071","$-1,804",-,"$-1,169"
2010-09-30,"$1,892",$230,$-21,$209,$430,$-78,$-38,$-180,$277,"$2,417",$-164,-,$-41,-,-,-,$10,$-195,-,"$1,544","$1,544",$-956,$-956,"$-1,071",$-20,$-503,"$1,923",-,"$-1,071"
2010-06-30,"$2,042",$224,$-6,$218,$-242,$146,$103,"$1,113","$1,280","$3,465",$-169,-,$-1,-,-,-,$23,$-147,$-68,$-184,$-252,"$-1,092","$-1,092","$-1,085",$-63,"$-2,492",$734,-,"$-1,085"
2010-03-31,"$1,754",$223,$-4,$219,$-28,"$1,218",$17,$-954,$107,"$1,974",$-150,-,-,-,-,-,$46,$-104,"$1,130",$-706,$424,"$-1,646","$-1,646","$-1,098",$-192,"$-2,512",$-690,-,"$-1,098"
2009-12-31,"$1,584",$246,$27,$273,$-102,$-483,$-172,$497,$-294,"$1,465",$-232,-,$6,-,-,-,$-104,$-330,$-100,"$1,352","$1,252","$-1,321","$-1,321","$-1,115",$-17,"$-1,201",$-62,-,"$-1,115"
2009-09-30,"$1,854",$212,$33,$245,$241,$-201,$83,$-665,$-302,"$1,846",$-160,-,$-226,-,-,-,$13,$-373,-,$-107,$-107,"$-1,382","$-1,382","$-1,051",$-25,"$-2,565","$-1,000",-,"$-1,051"
2009-06-30,"$1,597",$202,$8,$210,$-370,$249,$7,"$1,470","$1,290","$3,146",$-178,-,-,-,-,-,$-29,$-207,-,$-358,$-358,"$-1,387","$-1,387","$-1,072",$-46,"$-2,863",$241,-,"$-1,072"
2009-03-31,"$1,517",$193,$34,$227,$44,"$1,095",$-34,"$-1,112",$-142,"$1,427",$-145,-,$-209,-,-,-,$166,$-188,"$2,986",$-641,"$2,345","$-1,358","$-1,358","$-1,089",$-180,$-282,$830,-,"$-1,089"
2008-12-31,"$1,515",$217,$-29,$188,$-88,"$-1,488",$-97,$810,$-882,$833,$-275,-,$-9,-,-,-,$-25,$-309,"$1,240",$-460,$780,$-841,$-841,"$-1,104",$-77,"$-1,242","$-1,272",-,"$-1,104"
2008-09-30,"$2,154",$221,$17,$238,$-106,$-402,$11,$-68,$-355,"$2,003",$-250,-,"$-1,625",-,-,-,$-4,"$-1,879","$2,985",$83,"$3,068","$-2,417","$-2,417",$-956,$-145,$-450,$-225,-,$-956
2008-06-30,"$1,808",$203,$79,$282,$-236,$246,$146,"$1,202","$1,468","$3,516",$-273,-,-,-,-,-,$-383,$-656,"$1,144",$-430,$714,"$-1,880","$-1,880",-,$90,"$-1,076","$1,797",-,-
2008-03-31,"$1,673",$201,$47,$248,$405,$730,$-150,"$-1,050",$-327,"$1,583",$-301,-,$-29,-,-,-,$13,$-317,$787,$358,"$1,145",-,-,"$-3,019",$464,"$-1,410",$-270,-,"$-3,019"
2007-12-31,"$1,661",$218,$-249,$-31,$-638,$-998,$-29,$425,"$-1,471",$232,$-358,-,"$-1,010",-,-,-,$-40,"$-1,408",$399,"$2,086","$2,485",-,-,"$-4,080",$793,$-802,"$-1,796",-,"$-4,080"
2007-09-30,"$1,725",$192,$12,$204,$54,$-658,$27,$-326,$-845,"$1,100",$-256,-,$-12,-,-,-,$-62,$-330,$180,$38,$218,-,-,"$-1,250",$29,"$-1,003",$-120,-,"$-1,250"
2007-06-30,"$1,483",$175,$90,$265,$-172,$215,$46,"$1,068","$1,405","$3,207",$-228,-,$-28,-,-,-,$4,$-252,$-330,$26,$-304,-,-,$-700,$-51,"$-1,055","$1,937",-,$-700
2007-03-31,"$1,445",$163,$150,$313,$-72,$164,$3,$-955,$-716,"$1,011",$-230,-,$-382,-,-,-,$16,$-596,$530,$12,$542,-,-,$-530,$-746,$-734,$-305,-,$-530
