,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,$440,$141,$110,$251,$-58,$-332,$185,$-75,$-509,$182,$-60,-,-,-,-,-,-,$-60,-,-,-,$-119,$-119,$-79,$-36,$-234,$-170,-,$-79
2020-12-31,$501,$161,$59,$220,$-277,$83,$503,$-60,$372,"$1,093",$-20,-,-,-,-,-,$7,$-13,$1,"$-1,735","$-1,734",$28,$28,$-79,$1,"$-1,784",$-607,-,$-79
2020-09-30,$398,$146,$57,$203,$-719,$-65,$820,$129,$551,"$1,152",$-96,-,-,-,-,-,-,$-96,$2,$-12,$-10,$13,$13,$-77,-,$-74,$995,-,$-77
2020-06-30,$23,$133,$-8,$125,$-69,$429,$-738,$181,$-79,$69,$-72,-,-,-,-,-,-,$-72,$486,$-694,$-208,-,-,$-80,-,$-288,$-291,-,$-80
2020-03-31,$149,$135,$41,$176,$125,$-206,$-244,$-50,"$-1,139",$-814,$-56,-,-,-,-,-,-,$-56,$-25,"$2,111","$2,086",$-118,$-118,$-75,-,"$1,893",$885,-,$-75
2019-12-31,$288,$144,$-57,$87,$430,$486,$250,$62,"$1,421","$1,796",$-86,-,-,-,-,-,$-1,$-87,$-2,$-660,$-662,$-45,$-45,$-76,-,$-783,$953,-,$-76
2019-09-30,$364,$141,$-396,$-255,$-266,$49,$72,$66,$146,$255,$920,-,-,-,-,-,$-2,$918,$-1,"$-1,182","$-1,183",$-49,$-49,$-80,$-7,"$-1,319",$-210,-,$-80
2019-06-30,$72,$160,$90,$250,$-212,$-99,-,$7,$-248,$74,$-109,-,-,-,-,-,-,$-109,$-2,$128,$126,$1,$1,$-76,-,$51,$14,-,$-76
2019-03-31,$474,$142,$-190,$-48,$-39,$-475,$-182,$-316,"$-1,321",$-895,$-83,-,-,-,-,-,$-3,$-86,$-244,$991,$747,$-47,$-47,$-73,-,$627,$-343,-,$-73
2018-12-31,$170,$154,$-67,$87,$664,$344,$332,$61,"$1,587","$1,844",$-127,-,-,-,-,-,-,$-127,$-3,"$-1,108","$-1,111",$-82,$-82,$-74,$-1,"$-1,268",$456,-,$-74
2018-09-30,$216,$152,-,$152,$-482,$128,$165,$240,$-399,$-31,$-136,-,-,-,$-23,$-23,$-4,$-163,$-2,$363,$361,$-101,$-101,$-73,$-6,$181,$-45,-,$-73
2018-06-30,$-639,$909,-,$909,$-188,$-24,$-28,$-344,$-141,$129,$-107,-,-,-,-,-,$1,$-106,$328,$799,"$1,127",$-999,$-999,$-81,-,$47,$3,-,$-81
2018-03-31,$94,$177,-,$177,$85,$-375,$-259,$-40,$-984,$-713,$-60,-,-,$60,$-2,$58,$-1,$-3,$-4,$599,$595,$5,$5,$-78,-,$522,$-169,-,$-78
2017-12-31,$-272,$167,$383,$550,$419,$360,$73,$171,"$1,019","$1,297",$-257,-,-,$-60,-,$-60,$-4,$-321,$388,$-998,$-610,$-204,$-204,$-77,$3,$-888,$96,-,$-77
2017-09-30,$272,$168,$-60,$108,$-80,$-67,$-68,$-58,$-222,$158,$-160,-,-,-,$-3,$-3,$6,$-157,$-1,$313,$312,$-199,$-199,$-80,$-11,$22,$39,-,$-80
2017-06-30,$179,$156,$-46,$110,$-193,$-107,$334,$-31,$-45,$244,$-121,-,-,-,$-32,$-32,$-4,$-157,$-5,$252,$247,$-191,$-191,$-82,-,$-26,$74,-,$-82
2017-03-31,$158,$163,$-38,$125,$14,$-415,$-159,$17,$-718,$-435,$-85,-,-,-,-,-,$-1,$-86,$-255,$800,$545,$-127,$-127,$-73,$-6,$339,$-156,-,$-73
2016-12-31,$186,$159,$149,$308,$147,$500,$224,$69,$884,"$1,378",$-292,-,-,-,$-2,$-2,$-15,$-309,$506,"$-1,314",$-808,$-123,$-123,$-73,$-3,"$-1,007",$24,-,$-73
2016-09-30,$244,$164,$-149,$15,$-190,$10,$-89,$-45,$-30,$229,$-150,-,-,-,$-2,$-2,$1,$-151,$-250,$401,$151,$-86,$-86,$-76,$-2,$-13,$66,-,$-76
2016-06-30,$342,$164,$21,$185,$-141,$-130,$130,$-32,$-270,$257,$-74,-,-,-,$-8,$-8,$23,$-59,$239,$2,$241,$-93,$-93,$-76,-,$72,$260,-,$-76
2016-03-31,$156,$168,$-21,$147,$-107,$-398,$-228,$5,$-964,$-661,$-81,-,-,-,-,-,$-12,$-93,$-5,$966,$961,$-222,$-222,$-69,-,$670,$-73,-,$-69
2015-12-31,$189,$172,$-42,$130,$316,$256,$302,$35,"$1,063","$1,382",$-296,-,-,-,$2,$2,$20,$-274,$-5,$-772,$-777,$-153,$-153,$-69,$-4,"$-1,003",$74,-,$-69
2015-09-30,$250,$165,$-8,$157,$-311,$61,$39,$6,$-167,$240,$-122,-,-,-,$-51,$-51,$9,$-164,$1,$70,$71,$-45,$-45,$-70,$-2,$-46,$7,-,$-70
2015-06-30,$185,$170,$40,$210,$-152,$-64,$-42,$65,$-223,$172,$-141,-,-,-,$-6,$-6,$1,$-146,$-202,$278,$76,$-48,$-48,$-70,$-3,$-45,$-13,-,$-70
2015-03-31,$198,$161,$-95,$66,$58,$-394,$-285,$40,$-833,$-569,$-93,-,-,-,$-15,$-15,$11,$-97,$454,$-41,$413,$34,$34,$-60,-,$387,$-322,-,$-60
