,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-02-28,"$1,025",$473,$-203,$270,$-297,$977,$-655,$-131,$68,"$1,361",$-40,-,"$-1,237",-,-,-,$179,"$-1,097",$-468,$697,$229,$17,$17,$-403,$-138,$-295,$-28,$34,$-403
2020-11-30,$-299,$475,$967,"$1,442",$-259,"$-1,225","$1,398",$110,$51,"$1,195",$-200,-,$-77,-,-,-,$19,$-259,$503,$-347,$156,$-106,$-106,$-405,$4,$-352,$594,$36,$-405
2020-08-31,$356,"$-1,521","$2,185",$664,$22,$290,$185,$-4,"$1,064","$2,086",$-245,-,$-373,-,-,-,$-18,$-637,$-512,$-357,$-869,$-200,$-200,$-487,$-91,"$-1,649",$-197,$36,$-487
2020-05-31,"$-1,725","$2,479",$-5,"$2,474",$465,$15,$-765,$20,$167,$914,$-33,-,$-59,-,-,-,$49,$-43,$-930,$851,$-79,$-449,$-449,$-403,$16,$-913,$-45,$34,$-403
2020-02-29,$951,$492,$22,$514,$-208,$857,$-369,$-59,$-42,"$1,423",$-132,-,$-106,-,-,-,$22,$-215,$25,$-263,$-238,$-426,$-426,$-447,$-106,"$-1,219",$-12,$39,$-447
2019-11-30,$842,$477,$-10,$467,$-116,"$-1,099",$924,$-4,$-248,"$1,061",$-240,-,$-180,-,-,-,$18,$-402,$370,$-392,$-22,$-459,$-459,$-410,$24,$-866,$-206,$28,$-410
2019-08-31,$687,$526,$220,$746,$-59,$495,$292,$-15,$947,"$2,379",$-453,-,$-274,-,-,-,$-13,$-738,$-987,$237,$-750,$-416,$-416,$-399,$92,"$-1,474",$170,$32,$-399
2019-05-31,"$1,037",$522,$-120,$402,$434,$203,$-20,$-86,$581,"$2,020",$-453,-,$-120,-,-,-,$51,$-523,$-338,$-37,$-375,$-595,$-595,$-403,$-84,"$-1,458",$28,$24,$-403
2019-02-28,"$1,138",$500,$140,$640,$-649,$867,$-415,$-28,"$-1,042",$735,$-323,-,$-147,-,-,-,$60,$-411,"$2,757",$-731,"$2,026","$-2,164","$-2,164",$-419,$51,$-505,$-174,$36,$-419
2018-11-30,"$1,100",$490,$94,$584,$-515,"$-1,424","$1,097",$-137,"$-1,226",$460,$-470,-,$-200,-,-,-,$35,$-635,$540,"$1,067","$1,607",$-811,$-811,$-422,$16,$390,$208,$27,$-422
