,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,474",$430,$128,$558,-,-,-,"$1,592","$1,592","$3,624",$-385,-,$80,"$13,835","$-8,014","$5,821",$79,"$5,595","$-10,783",-,"$-10,783",$108,$108,"$-3,525",$157,"$-14,043","$-4,590",$38,"$-3,525"
2020-09-30,"$1,740",$358,$512,$870,-,-,-,$824,$824,"$3,434",$-179,-,$-5,-,$76,$76,$3,$-105,$-550,-,$-550,$70,$70,"$-1,761",$169,"$-2,072","$1,348",$52,"$-1,761"
2020-06-30,"$1,759",$381,$47,$428,-,-,-,$43,$43,"$2,230",$-188,-,$10,$-148,"$-5,645","$-5,793",$88,"$-5,883","$1,741",-,"$1,741",$32,$32,"$-1,761",$223,$235,"$-3,524",$41,"$-1,761"
2020-03-31,"$2,795",$367,$-837,$-470,-,-,-,"$-1,769","$-1,769",$556,$-236,-,$-948,$148,-,$148,$-48,"$-1,084","$7,730",-,"$7,730",$319,$319,-,$-239,"$7,810","$6,824",$-5,-
2019-12-31,"$2,065",$400,$-10,$390,-,-,-,$245,$245,"$2,700",$-814,-,$-3,"$2,269","$-1,561",$708,$34,$-75,$277,-,$277,$-324,$-324,"$-3,426",$-194,"$-3,667","$-1,051",$55,"$-3,426"
2019-09-30,"$2,589",$363,$-463,$-100,-,-,-,$781,$781,"$3,270",$462,-,$-22,-,"$1,101","$1,101",$-80,"$1,461","$-2,358",-,"$-2,358",$320,$320,"$-1,710",$-157,"$-3,905",$800,$58,"$-1,710"
2019-06-30,"$2,628",$327,$-64,$263,-,-,-,$822,$822,"$3,713",$-363,-,$-27,$-932,$460,$-472,$-41,$-903,$-364,-,$-364,$120,$120,"$-1,709",$100,"$-1,853",$883,$48,"$-1,709"
2019-03-31,"$1,703",$275,$292,$567,-,-,-,"$-1,482","$-1,482",$788,$-361,-,"$-5,061",$932,-,$932,$31,"$-4,459",$604,-,$604,$-207,$-207,-,$24,$421,"$-3,470",$40,-
2018-12-31,$927,$279,$333,$612,-,-,-,$398,$398,"$1,937",$-349,-,$-657,"$2,918",-,"$2,918",$-93,"$1,819",$-822,-,$-822,$269,$269,"$-3,323",$-88,"$-3,964",$-144,$58,"$-3,323"
2018-09-30,"$1,818",$254,$377,$631,-,-,-,$555,$555,"$3,004",$-325,-,"$-6,951","$9,103",-,"$9,103",$27,"$1,854","$-1,787",-,"$-1,787",$12,$12,"$-1,659",$-114,"$-3,548","$1,072",$46,"$-1,659"
2018-06-30,"$2,331",$283,$340,$623,-,-,-,$-881,$-881,"$2,073",$-395,-,"$7,887","$-6,543",-,"$-6,543",$-16,$933,"$-1,192",-,"$-1,192",$-267,$-267,"$-1,662",$2,"$-3,119",$-142,$49,"$-1,662"
2018-03-31,"$1,400",$270,$255,$525,-,-,-,"$-1,312","$-1,312",$613,$-231,-,$-180,"$1,710",-,"$1,710",$22,"$1,321",$806,-,$806,$-450,$-450,-,$-72,$284,"$1,918",$72,-
2017-12-31,"$-2,717",$334,"$-1,331",$-997,-,-,-,"$4,893","$4,893","$1,179",$-520,-,"$-2,240",$-602,$758,$156,$21,"$-2,583","$-1,420",-,"$-1,420",$-320,$-320,"$-3,155",$-53,"$-4,948","$-6,426",$52,"$-3,155"
2017-09-30,"$1,444",$297,$762,"$1,059",-,-,-,$17,$17,"$2,520",$-332,-,$717,-,$948,$948,$139,"$1,472","$-1,201",-,"$-1,201",$-487,$-487,"$-1,581",$-27,"$-3,296",$810,$53,"$-1,581"
2017-06-30,"$1,372",$301,$839,"$1,140",-,-,-,$66,$66,"$2,578",$-366,-,$442,-,"$-2,337","$-2,337",$-271,"$-2,532","$1,195",-,"$1,195",$-370,$-370,"$-1,584",$21,$-738,$-402,$59,"$-1,584"
