,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$509,$153,$36,$189,$-419,-,$61,$547,$442,"$1,140",$-22,-,-,-,$22,$22,-,-,$28,-,$28,$56,$56,-,$-26,$58,"$1,235",$80,-
2020-09-30,$604,$82,$89,$171,$-5,-,$42,$-343,$-579,$196,$-24,-,-,-,$-66,$-66,-,$-90,$916,-,$916,$45,$45,-,$-27,$934,"$1,077",$53,-
2020-06-30,$579,$72,$53,$125,$-19,-,$19,$-55,$64,$768,$-13,-,-,-,$-47,$-47,-,$-60,-,-,-,$43,$43,$-316,$-15,$-288,$430,$42,$-316
2020-03-31,$505,$139,$70,$209,$249,-,$-132,$-430,$-566,$148,$-19,-,-,-,$-9,$-9,-,$-28,-,-,-,$26,$26,-,$-19,$7,$112,$43,-
2019-12-31,$525,$144,$-388,$-244,$-453,-,$9,$785,$637,$918,$-37,-,-,-,$-65,$-65,$1,$-101,-,-,-,$18,$18,-,$-4,$14,$852,$39,-
2019-09-30,$204,$90,$70,$160,$65,-,$97,$-209,$-55,$309,$-34,-,-,-,$78,$78,$-2,$42,-,-,-,$30,$30,-,$-7,$23,$347,$27,-
2019-06-30,$327,$128,$19,$147,$132,-,$16,$-168,$-320,$154,$-27,-,-,$-13,$75,$62,$7,$42,-,-,-,$27,$27,$-283,$-42,$-298,$-101,$37,$-283
2019-03-31,$447,$191,$196,$387,$438,-,$-91,$-666,$-384,$450,$-18,-,-,$13,-,$13,-,$-5,-,-,-,$30,$30,-,$-6,$24,$471,$63,-
2018-12-31,$686,$375,$-172,$203,$-404,$127,$-51,$480,$110,$999,$-34,-,-,-,$-34,$-34,$-2,$-70,-,-,-,$8,$8,-,$-8,-,$913,$45,-
2018-09-30,$260,$150,$185,$335,$-221,$-135,$143,$31,$-342,$253,$-36,-,-,-,-,-,-,$-36,"$-1,740",-,"$-1,740",$14,$14,-,$-44,"$-1,770","$-1,549",$54,-
2018-06-30,$402,$168,$121,$289,$8,$4,$3,$-432,$-682,$9,$-30,-,-,-,$-39,$-39,$-4,$-73,-,-,-,$30,$30,$-259,$-29,$-258,$-359,$56,$-259
2018-03-31,$500,$305,$93,$398,$503,$4,$-160,$-629,$-369,$529,$-31,-,-,-,$-20,$-20,-,$-51,-,-,-,$47,$47,-,$-39,$8,$504,$54,-
2017-12-31,$-585,$317,$64,$381,$-25,$24,$7,$439,"$1,362","$1,158",$-69,-,-,-,$25,$25,-,$-44,-,-,-,$28,$28,-,$-12,$16,"$1,134",$58,-
2017-09-30,$189,$244,$25,$269,$-525,$-44,$146,$289,$-79,$379,$-34,-,-,-,$-80,$-80,$-1,$-115,-,-,-,$20,$20,-,$-8,$12,$298,$47,-
2017-06-30,$243,$325,$16,$341,$-11,$-8,$8,$-342,$-319,$265,$-31,-,-,-,-,-,$10,$-21,$-10,-,$-10,$21,$21,$-226,$-33,$-248,$27,$38,$-226
2017-03-31,$426,$313,$-25,$288,$396,$2,$-76,$-564,$-303,$411,$-21,-,-,-,-,-,$-6,$-27,$-500,-,$-500,$109,$109,-,$-13,$-404,$-1,$33,-
