,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$230,$768,$-132,$636,$175,$258,$134,$-132,$435,"$1,301",$-247,-,$3,-,-,-,$7,$-237,"$-2,002",$-390,"$-2,392",$23,$23,$-220,$-3,"$-2,592","$-1,465",-,$-220
2020-09-30,$-72,$963,$-202,$761,$22,$324,$9,$230,$585,"$1,274",$378,-,-,-,-,-,$5,$383,"$6,248","$-1,165","$5,083",-,-,$-220,$-83,"$4,780","$6,471",-,$-220
2020-06-30,"$-2,471","$3,272",$-166,"$3,106",$245,$122,$-202,$2,$167,$802,$-238,-,-,-,$1,$1,$13,$-224,"$1,974",$-343,"$1,631",-,-,$-220,$-17,"$1,394","$1,987",-,$-220
2020-03-31,$-610,"$1,305",$42,"$1,347",$-134,$-134,$236,$13,$-19,$718,$-54,-,$-73,-,$-1,$-1,$4,$-124,$24,$69,$93,$-198,$-198,$-222,$-17,$-344,$205,-,$-222
2019-12-31,$188,$-642,"$1,071",$429,$191,$48,$-244,$-34,$-39,$578,$-341,-,$-171,-,$7,$7,$-1,$-506,$-1,$-141,$-142,$-280,$-280,$-222,$-9,$-653,$-570,-,$-222
2019-09-30,$377,$499,$-88,$411,$117,$37,$-110,$50,$94,$882,$-158,-,$-9,-,$-19,$-19,$36,$-150,$-7,$359,$352,$-350,$-350,$-224,$-14,$-236,$446,-,$-224
2019-06-30,$-537,"$1,866",$-217,"$1,649",$-892,$496,$37,$-830,"$-1,189",$-77,$-660,-,$-21,-,$34,$34,$-10,$-657,"$-3,524","$1,719","$-1,805",$-98,$-98,$-314,"$-7,412","$-9,629","$-10,365",-,$-314
2019-03-31,$572,"$1,725",$575,"$2,300","$-1,643",$-194,$-732,$-277,"$-2,846",$26,"$-1,039",-,$21,-,$23,$23,$-5,"$-1,000",$637,$798,"$1,435","$-1,516","$-1,516",$-851,$-100,"$-1,032","$-1,956",-,$-851
2018-12-31,$520,"$1,602",$-152,"$1,450","$2,154",$-360,$-149,"$1,486","$3,131","$5,101","$-1,209",-,-,-,$195,$195,$-9,"$-1,023","$5,279",$223,"$5,502","$-1,411","$-1,411",$-866,$-659,"$2,566","$6,546",-,$-866
2018-09-30,$539,"$1,579","$-1,728",$-149,$689,$-921,$285,$-766,$-713,$-323,"$-1,000",-,$-20,-,$-72,$-72,$43,"$-1,049","$1,755",$-800,$955,$-955,$-955,$-870,$-12,$-882,"$-2,329",-,$-870
2018-06-30,"$1,793","$2,178",$-67,"$2,111","$-1,311",$955,$-340,"$-1,118","$-1,814","$2,090",$-765,-,-,-,$-126,$-126,$211,$-680,$-756,$604,$-152,$-966,$-966,$-875,$-66,"$-2,059",$-476,-,$-875
2018-03-31,"$1,148","$2,187",$490,"$2,677","$-3,143","$-1,170",$405,"$-2,054","$-5,962","$-2,137",$-771,-,-,-,$618,$618,$443,$290,$168,$196,$364,$-892,$-892,$-880,$-135,"$-1,543","$-3,734",-,$-880
