,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$50.936,$382.17,$123.471,$505.641,$63.516,-,-,$78.548,$129.571,$686.148,$-575.653,-,$-702.024,-,$-62.099,$-62.099,-,"$-1,339.776",$-138.808,-,$-138.808,-,-,$-237.756,$-45.266,$-421.83,"$-1,040.393",$79.361,$-237.756
2020-09-30,$66.831,$364.572,$173.343,$537.915,$-23.871,-,-,$-78.069,$-72.584,$532.162,$-607.18,-,-,-,$3.969,$3.969,-,$-603.211,"$-1,998.246",-,"$-1,998.246",$228.204,$228.204,$-240.69,$-77.785,"$-2,088.517","$-2,141.053",$75.248,$-240.69
2020-06-30,$133.35,$353.037,$91.102,$444.139,$-29.539,-,-,$18.455,$-2.803,$574.686,$-528.142,-,$0.039,-,$-1.341,$-1.341,-,$-529.444,"$2,392.145",$-250,"$2,142.145","$1,683.106","$1,683.106",$-236.008,$-26.266,"$3,562.977","$3,620.63",$75.844,$-236.008
2020-03-31,$118.957,$339.329,$80.557,$419.886,$15.306,-,-,$-15.335,$-22.013,$516.83,$-437.314,-,$-478.287,-,$-38.94,$-38.94,-,$-954.541,$-381.189,$250,$-131.189,$132.183,$132.183,$-233.479,$-4.619,$-237.104,$-700.102,$64.499,$-233.479
2019-12-31,$124.835,$334.157,$72.386,$406.543,$96.48,-,-,$-22.951,$-1.708,$529.67,$-460.77,-,-,-,$-5.776,$-5.776,-,$-466.546,$658.485,-,$658.485,-,-,$-210.36,$-66.652,$381.473,$466.48,$62.126,$-210.36
2019-09-30,$120.811,$325.087,$66.957,$392.044,$3.331,-,-,$-70.321,$-13.861,$498.994,$-573.557,-,-,-,$-2.905,$-2.905,-,$-576.462,$-37.257,-,$-37.257,$123.846,$123.846,$-212.752,-,$-126.163,$-217.159,$63.871,$-212.752
2019-06-30,$143.852,$322.462,$67.976,$390.438,$-42.37,-,-,$28.69,$8.633,$542.923,$-485.886,-,$-34.143,-,$-3.063,$-3.063,-,$-523.092,$-179.832,-,$-179.832,$348.121,$348.121,$-208.449,-,$-40.16,$-18.223,$61.519,$-208.449
2019-03-31,$117.747,$316.173,$73.604,$389.777,$-84.35,-,-,$-6.395,$-86.383,$421.141,$-369.688,-,-,-,$-8.779,$-8.779,-,$-378.467,$-49.492,-,$-49.492,"$1,241.027","$1,241.027",$-204.603,-,$986.932,"$1,027.911",$49.023,$-204.603
2018-12-31,$110.022,$309.873,$62,$371.873,$32.195,-,-,$-8.38,$76.734,$558.629,$-726.471,-,$-0.502,$-74.376,$75.778,$1.402,-,$-725.571,$-32.094,-,$-32.094,$114.332,$114.332,$-183.858,$0.725,$-100.895,$-270.8,$40.867,$-183.858
2018-09-30,$124.825,$308.874,$46.405,$355.279,$-46.685,-,-,$-35.354,$-62.942,$417.162,$-628.217,-,$1.808,$74.376,$-67.924,$6.452,-,$-619.957,$0.768,-,$0.768,$290.494,$290.494,$-185.983,$-1.215,$104.064,$-103.835,$47.588,$-185.983
2018-06-30,$67.618,$310.693,$72.759,$383.452,$32.834,-,-,$51.491,$87.658,$538.728,$-547.321,-,$-830.993,-,$13.24,$13.24,-,"$-1,365.074",$-32.885,-,$-32.885,$7.635,$7.635,$-181.76,$0.728,$-206.282,"$-1,066.371",$49.725,$-181.76
2018-03-31,$62.894,$311.667,$71.812,$383.479,$-71.275,-,-,$-23.667,$-145.466,$300.907,$-364.429,-,-,-,$-0.497,$-0.497,-,$-364.926,$867.464,-,$867.464,$25.847,$25.847,$-186.999,$-32.287,$674.025,$617.909,$42.536,$-186.999
2017-12-31,$65.215,$296.626,$53.625,$350.251,$40.656,-,-,$-9.451,$79.413,$494.879,$-462.796,-,$-334.754,-,$13.554,$13.554,-,$-783.996,$-71.419,-,$-71.419,$355.151,$355.151,$-157.583,$-27.263,$98.886,$-185.494,$45.898,$-157.583
2017-09-30,$79.9,$282.801,$66.374,$349.175,$-50.53,-,-,$2.865,$-38.565,$390.51,$-336.618,-,$1.128,-,$-28.258,$-28.258,-,$-363.748,$662.693,-,$662.693,$21.506,$21.506,$-159.541,$-28.033,$496.625,$532.969,$45.654,$-159.541
2017-06-30,$45.805,$258.916,$63.444,$322.36,$-112.236,-,-,$-17.751,$-61.692,$306.473,$-355.413,-,"$-3,593.613",$-19.152,$29.455,$10.303,-,"$-3,938.723",$-48.659,-,$-48.659,$0.128,$0.128,$-156.29,$-8.076,$-212.897,"$-3,839.82",$45.625,$-156.29
2017-03-31,$42.062,$228.586,$52.213,$280.799,$-39.664,-,-,$50.225,$-75.49,$247.371,$-271.214,-,$-36.041,$19.152,$-26.256,$-7.104,-,$-314.359,"$2,271.694",-,"$2,271.694","$2,146.332","$2,146.332",$-148.083,$-44.697,"$4,225.246","$4,169.799",$38.323,$-148.083
2016-12-31,$61.75,$215.225,$51.361,$266.586,$-27.423,-,-,$-101.385,$-27.718,$300.618,$-362.936,-,$0.621,-,$0.779,$0.779,-,$-361.536,$-32.045,-,$-32.045,$0.036,$0.036,$-125.312,$-0.88,$-158.201,$-250.294,$39.837,$-125.312
2016-09-30,$51.45,$217.509,$33.953,$251.462,$-30.44,-,-,$39.29,$32.725,$335.637,$525.895,-,$-165.901,-,$-2.123,$-2.123,-,$357.871,$-59.728,-,$-59.728,$16.504,$16.504,$-127.457,$-21.89,$-192.571,$526.784,$42.346,$-127.457
2016-06-30,$44.711,$217.568,$48.056,$265.624,$-31.055,-,-,$-35.509,$-32.071,$278.264,$-261.577,-,-,$-14.294,$23.058,$8.764,-,$-252.813,$-48.861,-,$-48.861,$1.335,$1.335,$-121.858,$0.023,$-169.361,$-150.881,$39.323,$-121.858
2016-03-31,$-31.111,$206.042,$35.873,$241.915,$-11.312,-,-,$-25.785,$-105.97,$104.834,$-191.283,-,"$-1,601.326",$14.294,$-10.875,$3.419,-,"$-1,789.19",$-268.335,-,$-268.335,$16.304,$16.304,$-124.836,$-0.065,$-376.932,"$-2,070.789",$34.061,$-124.836
2015-12-31,$10.731,$148.658,$40.335,$188.993,$-2.581,-,-,$29.155,$35.424,$235.148,$-280.612,-,$-235.256,-,$-9.369,$-9.369,$493.371,$-31.866,"$1,612.835",-,"$1,612.835",$829.681,$829.681,$-230.452,$-19.144,"$2,192.92","$2,365.842",$33.868,$-230.452
2015-09-30,$41.132,$136.375,$38.422,$174.797,$-0.22,-,-,$-8.858,$-1.528,$214.401,$-216.046,-,-,-,$94.217,$94.217,$14.274,$-107.555,$-17.393,-,$-17.393,$13.29,$13.29,$-98.041,$0.732,$-101.412,$-0.664,$33.969,$-98.041
2015-06-30,$59.459,$131.187,$39.833,$171.02,$-10.991,-,-,$26.967,$-18.016,$212.463,$-221.342,-,-,$-6.709,$440.675,$433.966,$-511.166,$-298.542,$-23.61,-,$-23.61,$0.181,$0.181,$-96.349,$0.216,$-119.562,$-200.576,$33.993,$-96.349
2015-03-31,$76.452,$125.41,$35.669,$161.079,$-30.791,-,-,$8.933,$-4.72,$232.811,$-188.402,-,$-10.247,$6.709,$-11.415,$-4.706,$3.521,$-199.834,$-18.657,-,$-18.657,$16.384,$16.384,$-96.619,$0.098,$-98.794,$-74.208,$30.613,$-96.619
2014-12-31,$-355.103,$135.791,$142.194,$277.985,$2.428,-,-,$-2.531,$279.415,$202.297,$-238.477,-,-,$785.548,"$-1,167.177",$-381.629,$0.195,$-619.911,$879.113,-,$879.113,$1.137,$1.137,$-83.266,$-117.134,$679.85,$256.736,$31.517,$-83.266
2014-09-30,$42.961,$123.866,$28.991,$152.857,$-50.889,-,-,$6.89,$20.623,$216.441,$-156.003,-,-,-,$148.789,$148.789,$0.898,$-6.316,$-5.447,$-0.128,$-5.575,$-256.489,$-256.489,-,$5.825,$-256.239,$-54.153,$27.662,-
2014-06-30,$10.079,$120.364,$91.281,$211.645,$-24.51,-,-,$1.516,$-122.76,$98.964,$-159.816,-,-,-,$250.737,$250.737,$0.582,$91.503,$-51.289,$0.128,$-51.161,$-206.829,$-206.829,-,$-20.938,$-278.928,$-86.84,$33.83,-
2014-03-31,$41.337,$120.337,$19.937,$140.274,$-28.995,-,-,$26.021,$-9.893,$171.718,$-122.698,-,-,-,$221.654,$221.654,$-0.071,$98.885,$-14.567,-,$-14.567,$-32.733,$-32.733,-,$10.018,$-37.282,$233.28,$24.981,-
2013-12-31,$45.373,$112.641,$50.074,$162.715,$12.336,-,-,$-6.939,$-41.382,$166.706,$-201.488,-,$-50.092,$276.351,$-257.71,$18.641,$-0.423,$-233.362,$-11.799,-,$-11.799,$-44.989,$-44.989,-,$-13.853,$-70.641,$-137.848,$27.63,-
2013-09-30,$42.753,$115.801,$22.622,$138.423,$3.469,-,-,$0.925,$25.386,$206.562,$-243.76,-,$0.755,-,$-89.219,$-89.219,$1.266,$-330.958,$-12.932,-,$-12.932,$12.202,$12.202,-,$-0.448,$-1.178,$-117.754,$27.28,-
2013-06-30,$-25.287,$115.004,$114.546,$229.55,$-19.098,-,-,$6.811,$-57.104,$147.159,$-125.823,-,-,$-37.163,$-138.43,$-175.593,$838.963,$537.547,$-772.296,-,$-772.296,$1.512,$1.512,-,$-79.25,$-850.034,$-167.523,$24.194,-
2013-03-31,$33.284,$112.893,$9.394,$122.287,$-24.663,-,-,$-16.384,$-71.39,$84.181,$-75.667,-,-,$37.163,$-270.128,$-232.965,$-833.908,"$-1,142.54","$1,482.432",-,"$1,482.432",$14.368,$14.368,-,$-0.04,"$1,496.76",$432.806,$23.836,-
2012-12-31,$46.611,$108.789,$0.777,$109.566,$20.299,-,-,$-1.88,$47.515,$203.692,$-235.064,-,$45.407,-,$-15.162,$-15.162,$0.899,$-203.92,$-12.754,-,$-12.754,$5.998,$5.998,-,$19.004,$12.248,$12.526,$21.593,-
2012-09-30,$24.082,$111.78,$-21.976,$89.804,$-12.359,-,-,$-9.164,$-6.327,$107.559,$-212.118,-,$-278.441,-,$-111.574,$-111.574,$-0.133,$-602.266,$8.104,-,$8.104,$13.666,$13.666,-,$51.927,$73.697,$-414.409,$21.78,-
2012-06-30,$37.64,$100.464,$22.915,$123.379,$-14.864,-,-,$-14.006,$33.763,$194.782,$-196.484,-,-,-,$279.621,$279.621,$10.743,$93.88,$-263.209,-,$-263.209,$6.013,$6.013,-,$-7.52,$-264.716,$21.152,$20.549,-
2012-03-31,$34.811,$100.911,$23.078,$123.989,$-19.677,-,-,$36.168,$-32.807,$125.993,$-145.49,-,-,-,$346.366,$346.366,$68.557,$269.433,$-61.046,-,$-61.046,$17.096,$17.096,-,-,$-43.95,$354.121,$19.103,-
2011-12-31,$16.865,$101.727,$25.524,$127.251,$3.238,-,-,$-33.992,$43.216,$187.332,$-193.944,-,-,$-104.8,$106.2,$1.4,$-1.792,$-194.336,$-21.15,$21.273,$0.123,$-83.477,$-83.477,-,$-0.029,$-83.383,$-91.7,$18.472,-
2011-09-30,$20.639,$98.953,$22.778,$121.731,$-9.989,-,-,$9.457,$-0.5,$141.87,$-131.525,-,-,$104.8,$-782.029,$-677.229,$0.061,$-878.693,$769.739,$-21.273,$748.466,$11.107,$11.107,-,$-15.426,$744.147,$72.651,$19.207,-
2011-06-30,$30.733,$93.547,$22.699,$116.246,$-19.409,-,-,$8.696,$-6.631,$140.348,$-197.917,-,$-41.954,-,$30.979,$30.979,$-0.845,$-139.737,$52.909,-,$52.909,$8.929,$8.929,-,-,$61.838,$-6.594,$18.318,-
