,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$855,$338,$403,$741,$-398,$-259,$307,-,$-350,$743,$-274,-,"$-1,953",$24,$-341,$-317,$-55,"$-2,599","$1,506",$43,"$1,549",-,-,$-352,$-118,"$1,079",$-719,$12,$-352
2020-09-30,$114,$363,$512,$875,$-335,$-171,$395,-,$-111,$827,$-425,-,$-472,$90,$229,$319,$-2,$-580,-,$-22,$-22,-,-,$-352,$-2,$-376,$-94,$14,$-352
2020-06-30,$314,$359,$-140,$219,$483,$246,$-250,-,$479,"$1,292",$-588,-,-,$-270,$-184,$-454,$-22,"$-1,064","$1,492",$-267,"$1,225",$-516,$-516,$-350,$325,$684,$945,$13,$-350
2020-03-31,$144,$346,$99,$445,$4,$540,$-235,-,$309,$542,$-660,-,-,-,$1,$1,$-4,$-663,$500,$500,"$1,000",$512,$512,$-351,$-277,$884,$745,$16,$-351
2019-12-31,$612,$339,$69,$408,$413,$-84,$-244,-,$85,"$1,242",$-731,-,$5,$-108,$494,$386,$-85,$-425,"$1,961","$-2,052",$-91,-,-,$-351,$-11,$-453,$376,$12,$-351
2019-09-30,$965,$330,$50,$380,$217,$161,$95,-,$473,"$1,876",$-742,-,-,-,-,-,$-12,$-754,"$1,096",$605,"$1,701","$-3,240","$-3,240",$-351,$-10,"$-1,900",$-796,$12,$-351
2019-06-30,"$1,003",$331,$136,$467,$-57,$-170,$-207,-,$-434,"$1,186",$-622,-,-,$203,$170,$373,$-29,$-278,-,$-128,$-128,$559,$559,$-388,$-4,$39,$950,$12,$-388
2019-03-31,$817,$323,$19,$342,$-206,$-3,$105,-,$-104,$657,$-599,-,-,$308,$162,$470,$-49,$-178,"$-1,000","$2,000","$1,000","$-1,071","$-1,071",$-372,$-78,$-521,$-43,$12,$-372
2018-12-31,$692,$336,$190,$526,$561,$61,$-456,-,$166,"$1,297",$-698,-,$20,$13,$41,$54,$-34,$-658,-,$670,$670,"$-1,053","$-1,053",$-378,$-5,$-766,$-131,$6,$-378
2018-09-30,"$1,113",$313,$-43,$270,$196,$-211,$42,-,$27,"$1,441",$-482,-,"$-1,776",-,$-16,$-16,$-38,"$-2,312",$-394,$140,$-254,$-331,$-331,$-389,$-3,$-977,"$-1,854",$9,$-389
