,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$2,573","$-1,023","$-2,753","$-3,776",-,-,-,$97,$97,"$-1,106",$912,-,-,-,-,-,-,$912,-,-,-,$38,$38,$129,$5,$172,$-53,$-70,$129
2020-09-30,$-90,$307,$152,$459,$-318,-,$2,$4,$58,$427,$-203,-,-,-,-,-,-,$-203,-,-,-,-,-,$-47,$1,$-46,$228,$31,$-47
2020-06-30,$-668,$307,$610,$917,$80,-,$-44,$122,$-99,$150,$-305,-,-,-,-,-,-,$-305,-,-,-,-,-,$-45,$6,$-39,$-58,$19,$-45
2020-03-31,"$-1,815",$409,"$1,991","$2,400",$238,-,$42,$-223,$-56,$529,$-404,-,-,-,-,-,-,$-404,-,-,-,$-38,$-38,$-37,$-12,$-87,$-117,$20,$-37
2019-12-31,$-640,$390,$817,"$1,207",$-3,-,$-54,$75,$18,$579,$-337,-,$-31,-,-,-,-,$-368,-,-,-,$-103,$-103,$-34,$113,$-24,$188,$23,$-34
2019-09-30,$109,$389,$62,$451,$-10,-,$37,$-8,$36,$596,$-522,-,-,-,-,-,-,$-522,-,-,-,$-561,$-561,$-35,-,$-596,"$-2,197",$23,$-35
2019-06-30,$495,$382,$-371,$11,$39,-,$14,$-111,$-75,$431,$-471,-,-,-,-,-,-,$-471,-,-,-,$-186,$-186,$-37,$-4,$-227,"$2,498",$25,$-37
2019-03-31,$-317,$369,$446,$815,$-29,-,$-51,$19,$-61,$437,$-190,-,-,-,-,-,-,$-190,$-162,-,$-162,$-999,$-999,$-34,$-19,"$-1,214","$-1,091",$44,$-34
2018-12-31,"$1,149",$239,"$-1,157",$-918,$186,-,$-99,$-235,$-148,$64,$-624,-,$-55,-,-,-,-,$-679,$-94,-,$-94,$-759,$-759,$-37,$-8,$-898,$-675,$25,$-37
2018-09-30,"$2,563",$351,"$-2,338","$-1,987",$-93,-,$3,$9,$-81,$560,$-478,-,-,-,-,-,-,$-478,$-21,-,$-21,"$-1,698","$-1,698",$-38,$-3,"$-1,760","$1,596",$25,$-38
2018-06-30,$-335,$250,$453,$703,$-199,-,$89,$156,$46,$349,$96,-,-,-,-,-,-,$96,-,-,-,$-428,$-428,$-42,$3,$-467,$55,$49,$-42
2018-03-31,$-153,$415,$323,$738,$37,-,$4,$-16,$25,$610,$-610,-,-,-,-,-,-,$-610,"$-1,111",-,"$-1,111",$-71,$-71,$-32,$-38,"$-1,252","$-1,214",$38,$-32
2017-12-31,$304,$-151,$-455,$-606,$-111,-,$-6,$6,$-111,$-413,$-239,-,$-44,-,-,-,-,$-283,-,-,-,-,-,$-32,$11,$-21,$-170,$12,$-32
2017-09-30,$212,$385,$-84,$301,$-102,-,$29,$61,$-12,$501,$-226,-,$33,-,-,-,-,$-193,-,-,-,-,-,$-30,$-1,$-31,$485,$33,$-30
2017-06-30,$245,$249,$-206,$43,$74,-,$68,$-45,$97,$409,$-83,-,$-33,$-190,-,$-190,$3,$-303,$-226,-,$-226,$-55,$-55,$48,$236,$3,$250,$26,$48
2017-03-31,$317,$552,$-135,$417,-,-,-,$36,$36,$746,$-641,-,-,$190,-,$190,$-3,$-454,$226,-,$226,$55,$55,$-113,$-292,$-124,$160,$55,$-113
2016-12-31,"$2,566",$189,"$-2,961","$-2,772",$-145,-,$-11,$62,$-201,$-403,$557,-,"$1,641",-,-,-,$-7,"$2,191","$-1,615",-,"$-1,615",$-835,$-835,$193,$-150,"$-2,407",$-426,$40,$193
2016-09-30,"$1,007",$413,$-839,$-426,$81,-,$-34,$93,$146,$727,"$2,897",-,"$-1,641",-,-,-,$34,"$1,290","$-1,439",-,"$-1,439",$59,$59,$-109,$143,"$-1,346",$662,$23,$-109
2016-06-30,"$-1,563",$504,"$1,565","$2,069",$-140,-,$-30,$23,$-161,$345,$-309,-,-,-,-,-,$-26,$-335,$160,-,$160,$49,$49,$-107,$-12,$90,$88,$32,$-107
2016-03-31,"$-3,468",$561,"$2,832","$3,393",$146,-,$-121,$100,$240,$165,"$-2,358",-,-,-,-,-,$-1,"$-2,359",$137,$-626,$-489,"$2,196","$2,196",$-198,$-16,"$1,493",$-675,$108,$-198
2015-12-31,"$-3,354","$1,609","$2,557","$4,166",$229,-,$-55,$-260,$-216,$596,"$-1,063",-,-,-,-,-,$-8,"$-1,071",$583,$625,"$1,208",$12,$12,$-168,$-42,"$1,010",$523,$244,$-168
2015-09-30,"$-3,909",$744,"$4,563","$5,307",$273,-,$-33,$-183,$155,"$1,553","$-1,166",-,-,-,-,-,$-3,"$-1,169",$25,$-169,$-144,$9,$9,$-167,$2,$-300,$62,-,$-167
2015-06-30,"$-2,793",$814,"$3,385","$4,199",$36,-,$-87,$-670,$-305,"$1,101","$-1,439",-,-,-,-,-,$-8,"$-1,447","$1,060",$-778,$282,$2,$2,$-163,$89,$210,$-133,-,$-163
2015-03-31,"$-3,589",$930,"$3,927","$4,857",$404,-,$-15,$-9,$380,"$1,648","$-2,119",-,-,-,-,-,$3,"$-2,116",$470,$15,$485,$2,$2,$-152,$557,$892,$378,-,$-152
2014-12-31,$-379,$999,"$1,128","$2,127",$153,-,$50,$-22,$-990,"$1,003","$-2,264",-,-,-,-,-,$2,"$-2,262","$-1,782",$933,$-849,$246,$246,$-147,$95,$-655,"$-1,928",$163,$-147
2014-09-30,"$1,041",$842,$-609,$233,$209,-,$-163,$-465,$285,"$1,559",$557,-,-,-,-,-,$3,$560,$163,$-456,$-293,$61,$61,$-144,$-13,$-389,"$1,702",-,$-144
2014-06-30,$700,$828,$-119,$709,$221,-,$25,$425,$640,"$2,049",$753,-,-,-,-,-,$47,$800,"$-2,039","$-1,119","$-3,158",$92,$92,$-140,$12,"$-3,194",$-321,-,$-140
2014-03-31,$329,$739,$569,"$1,308",$-455,-,$20,$177,$-227,"$1,410","$-7,376",-,-,-,$57,$57,$37,"$-7,282","$1,769",$257,"$2,026",$11,$11,$-190,$-3,"$1,844","$-4,039",-,$-190
