,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$177.1,$56.1,$53.3,$109.4,-,-,-,$-43.9,$5.4,$291.9,$-33.1,$-17.4,-,-,$5.2,$5.2,$0.6,$-44.7,$30,-,$30,$-1.2,$-1.2,$-92.5,-,$-63.7,$183.5,-,$-92.5
2020-09-30,$228.6,$54.2,$42.5,$96.7,-,-,-,$2.7,$-87.5,$237.8,$-16.4,$-5.7,-,-,$-2.4,$-2.4,-,$-24.5,$-50,-,$-50,$-0.1,$-0.1,$-92.9,-,$-143,$70.3,-,$-92.9
2020-06-30,$161.9,$57.1,$43.1,$100.2,-,-,-,$11.3,$-26.7,$235.4,$-24,$-24.5,-,-,$-1.9,$-1.9,$-2.6,$-53,$15,-,$15,$-0.1,$-0.1,$-92.5,-,$-77.6,$104.8,-,$-92.5
2020-03-31,$176.7,$58.2,$20.8,$79,-,-,-,$-31.2,$-143.3,$112.4,$-14.2,$-21.5,-,-,$44.5,$44.5,-,$8.8,$-160,-,$-160,$-236.1,$-236.1,$-92.4,$-0.7,$-489.2,$-368,-,$-92.4
2019-12-31,$135.4,$67,$30.4,$97.4,-,-,-,$-19.4,$16.5,$249.3,$-14.8,$-19.4,-,-,$9.5,$9.5,-,$-24.7,$-19,-,$-19,$-60.1,$-60.1,$-83.7,$-3.2,$-166,$58.6,-,$-83.7
2019-09-30,$135,$61.1,$11.2,$72.3,-,-,-,$-4,$55.4,$262.7,$-15.8,$-2.7,$-20.9,-,$9.4,$9.4,-,$-30,$167,-,$167,$-134.7,$-134.7,$-84.2,$-0.1,$-52,$180.7,-,$-84.2
2019-06-30,$614.8,$64.8,$-508.2,$-443.4,-,-,-,$16.4,$-8.4,$163,$-28,$-9.4,$732.6,-,$8.5,$8.5,-,$703.7,$-292,-,$-292,$-151.3,$-151.3,$-85.5,$-0.7,$-529.5,$337.2,-,$-85.5
2019-03-31,$173.1,$64.8,$28.4,$93.2,-,-,-,$-13.7,$-26.7,$239.6,$-22.5,$-15.1,-,-,$20.9,$20.9,-,$-16.7,$-65,-,$-65,$-169.8,$-169.8,$-87.4,$-0.1,$-322.3,$-99.4,-,$-87.4
2018-12-31,$212.1,$68.7,$27.6,$96.3,-,-,-,$31.5,$-5.6,$302.8,$-50.1,$-40.8,-,-,$-8.1,$-8.1,-,$-99,$136.7,-,$136.7,$-51,$-51,$-83.9,$-2.6,$-0.8,$203,-,$-83.9
2018-09-30,$208.6,$63.6,$24.2,$87.8,-,-,-,$-18.9,$-76.6,$219.8,$-67.3,$-90.3,-,-,$-3.5,$-3.5,-,$-161.1,$-38.5,-,$-38.5,$-107.6,$-107.6,$-84.5,$-1.4,$-232,$-173.3,-,$-84.5
