,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,022",$9,"$2,622","$2,631",-,$-743,"$3,161","$-9,753","$-7,428","$-4,513",-,-,-,"$2,145","$-5,415","$-3,270",$799,"$-2,471",$-565,$484,$-81,$47,$47,$-441,$292,$-183,"$-6,949",-,$-441
2020-09-30,"$1,507",$65,$350,$415,-,-,"$2,470","$-4,238","$-2,095",$-598,-,-,"$1,454","$1,361","$-2,680","$-1,319",$-525,$-390,$62,$-353,$-291,$33,$33,$-439,"$1,076",$379,$-493,-,$-439
2020-06-30,"$-2,405",$54,"$3,939","$3,993",-,-,"$2,361","$-5,096","$-2,624","$-1,287",-,-,-,"$-3,551","$-3,664","$-7,215",$-354,"$-7,569",$-779,$-342,"$-1,121",$13,$13,$-438,$-126,"$-1,672","$-10,500",-,$-438
2020-03-31,$-270,$329,"$-1,138",$-809,-,-,"$2,825","$15,605","$18,315","$14,766",-,-,-,"$-2,418","$-4,450","$-6,868","$1,088","$-5,780","$1,533",$689,"$2,222",$-440,$-440,$-448,"$5,025","$6,359","$15,323",-,$-448
2019-12-31,"$1,138",$108,"$1,694","$1,802",-,$-971,"$3,274","$-3,960","$-1,751","$3,985",-,-,"$-1,755","$1,838","$-3,774","$-1,936",$-221,"$-3,912",$25,$-221,$-196,$-534,$-534,$-404,$-858,"$-1,992","$-1,959",-,$-404
2019-09-30,"$1,425",$441,$-472,$-31,-,-,"$2,115","$3,059","$5,311","$7,316",-,-,-,"$-1,433","$-4,061","$-5,494",$415,"$-5,079","$1,070",$-207,$863,$-925,$-925,$-410,"$1,069",$597,"$2,863",-,$-410
2019-06-30,$738,$-109,$445,$336,-,-,"$3,099","$2,237","$4,802","$5,239",-,-,-,"$1,039","$-3,949","$-2,910",$172,"$-2,738",$-535,$90,$-445,$-460,$-460,$-407,$-493,"$-1,805",$725,-,$-407
2019-03-31,$937,$20,"$1,056","$1,076",-,-,"$2,504",$-485,"$2,171","$3,085",-,-,-,$-635,"$-4,908","$-5,543",$244,"$-5,299","$1,337",$173,"$1,510",$-448,$-448,$-420,$924,"$1,566",$-650,-,$-420
2018-12-31,$849,$116,"$-1,186","$-1,070",-,$863,"$6,968","$3,311","$11,318","$11,396",-,-,-,$-529,"$-8,464","$-8,993",$306,"$-8,687",$39,$57,$96,$-363,$-363,$-374,$613,$-28,"$2,891",-,$-374
2018-09-30,"$1,675",$-3,$285,$282,-,-,"$3,751","$-1,696","$2,024","$3,593",-,-,-,$-13,"$-6,376","$-6,389",$-63,"$-6,452",$739,$276,"$1,015",$-340,$-340,$-378,$103,$400,"$-2,456",-,$-378
2018-06-30,$200,$70,$-96,$-26,-,-,"$3,903",$189,"$3,575","$4,374",-,-,-,$19,"$-4,235","$-4,216",-,"$-4,216",$-706,$890,$184,$-347,$-347,$-381,$64,$-480,$-697,-,$-381
2018-03-31,"$1,364",$-22,$-32,$-54,-,-,"$1,859","$-1,433",$847,"$2,301",-,-,-,"$1,033","$-2,901","$-1,868",$-405,"$-2,273","$1,052",$101,"$1,153",$-318,$-318,$-388,$442,$889,"$1,221",-,$-388
2017-12-31,"$3,865",$-49,$809,$760,-,-,"$4,475",$-466,"$1,042","$4,674",-,-,-,"$-1,020","$-2,314","$-3,334",$-401,"$-3,735",$258,$-81,$177,"$-1,474","$-1,474",$-320,$662,$-955,$-51,-,$-320
2017-09-30,"$2,241",$164,"$-1,275","$-1,111",-,-,"$2,516",$-595,"$2,710","$4,075",-,-,-,"$-2,038","$-2,877","$-4,915",$-660,"$-5,575",$-965,$-26,$-991,$921,$921,$-323,$-362,$-755,"$-2,220",-,$-323
2017-06-30,$496,$157,"$1,072","$1,229",-,$43,"$2,100","$-1,378",$953,"$3,063",-,-,$-64,"$1,651","$-1,277",$374,$62,$372,$-26,$144,$118,$-276,$-276,$-324,$504,$22,"$3,451",-,$-324
2017-03-31,"$1,372",$-50,$-28,$-78,-,$-43,"$1,849","$-1,069","$1,108","$1,648",-,-,-,"$2,330","$-5,234","$-2,904",$-115,"$-3,019",$131,$816,$947,$-175,$-175,$-329,$-13,$430,$-825,-,$-329
2016-12-31,$293,$-84,"$2,414","$2,330",-,-,"$2,916","$-6,953","$-4,168","$-2,198",-,-,-,"$-2,202","$-5,420","$-7,622",$-988,"$-8,610",$-8,$-151,$-159,$-347,$-347,$-361,"$1,302",$435,"$-10,683",-,$-361
2016-09-30,"$1,832",$-22,$-549,$-571,-,-,"$3,401","$-2,532","$1,335","$3,550",-,-,-,$-306,"$-5,489","$-5,795",$500,"$-5,295","$1,182",$364,"$1,546",$-548,$-548,$-308,"$1,492","$2,182",$586,-,$-308
2016-06-30,$925,$257,$-748,$-491,-,$-96,"$2,526","$4,527","$7,172","$7,197",-,-,-,"$-1,471","$-3,848","$-5,319",$278,"$-5,041",$-898,$-413,"$-1,311",$-345,$-345,$-313,"$1,407",$-562,"$1,650",-,$-313
2016-03-31,"$1,369",$167,"$-1,440","$-1,273",-,$96,"$1,741","$5,057","$6,962","$6,327",-,-,$-532,"$4,309","$-6,693","$-2,384",$168,"$-2,748",$-287,"$1,053",$766,$-453,$-453,$-318,"$1,151","$1,146","$4,880",-,$-318
2015-12-31,$740,$-13,$29,$16,-,$406,"$3,656","$-2,161","$1,823","$2,112",-,-,-,$60,"$-3,157","$-3,097",$514,"$-2,583",$-446,"$-1,136","$-1,582",$-218,$-218,$-316,$-21,"$-2,137","$-2,595",-,$-316
2015-09-30,"$1,467",$174,"$-1,254","$-1,080",-,$180,"$1,498","$5,239","$7,174","$8,355",-,-,-,"$-2,286","$-3,124","$-5,410",$-467,"$-5,877",$-527,$419,$-108,$-209,$-209,$-264,"$1,256",$675,"$3,169",-,$-264
2015-06-30,"$1,459",$-218,$585,$367,-,$-51,"$1,608","$-5,709","$-3,758","$-2,053",-,-,-,$295,"$-1,802","$-1,507",$573,$-934,"$1,323",$-175,"$1,148",$-166,$-166,$-269,$264,$977,"$-2,081",-,$-269
2015-03-31,"$2,046",$170,"$-1,789","$-1,619",-,$-11,"$1,549","$3,403","$5,585","$5,528",-,-,-,"$2,330",$-221,"$2,109",$-461,"$1,648",$-141,"$-1,310","$-1,451",$-862,$-862,$-268,$-505,"$-3,086","$4,201",-,$-268
2014-12-31,"$-1,447",$177,$-337,$-160,-,$-66,"$5,686","$3,492","$8,749","$7,974",-,-,-,"$-2,519","$-4,519","$-7,038",$-373,"$-7,411","$-2,112",$-338,"$-2,450",$-211,$-211,$-272,$444,"$-2,489","$-2,304",-,$-272
2014-09-30,$523,$275,$449,$724,-,$111,"$2,339",$903,"$3,116","$5,867",-,-,-,$99,"$-2,183","$-2,084",$-68,"$-2,152",$837,$-39,$798,$-158,$-158,$-250,"$1,111","$1,501","$5,062",-,$-250
2014-06-30,"$1,113",$138,$-177,$-39,-,$13,"$1,683",$84,"$2,290","$3,576",-,-,-,$396,"$-4,988","$-4,592",$36,"$-4,556",$925,$-103,$822,$-189,$-189,$-253,$240,$620,$-312,-,$-253
2014-03-31,"$1,249",$41,$197,$238,-,$-14,"$1,568",$-211,"$1,731","$1,979",-,-,$-23,"$1,552","$-4,575","$-3,023",$77,"$-2,969",$921,"$1,163","$2,084",$-173,$-173,$-252,$338,"$1,997","$1,033",-,$-252
2013-12-31,$-428,$73,"$1,775","$1,848",-,$1,"$2,168","$-4,178","$-1,390","$2,962",-,-,-,$956,"$-4,002","$-3,046","$-1,012","$-4,058",$530,$-344,$186,$-129,$-129,$-248,$281,$90,"$-1,211",-,$-248
