,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$318,"$1,282",$-26,"$1,256",$-51,-,-,"$-1,005","$-1,021",$553,$-112,-,$-11,-,$-40,$-40,$10,$-153,-,-,-,$-228,$-228,$-38,$-11,$-277,$166,$48,$-38
2020-09-30,$330,"$1,104",$44,"$1,148",$34,-,-,$-660,$-618,$860,$-73,-,$-24,-,$-310,$-310,$11,$-396,$-29,-,$-29,$-214,$-214,$-14,$-17,$-274,$218,$32,$-14
2020-06-30,$300,"$1,023",$39,"$1,062",$86,-,-,$-485,$-371,$991,$-112,-,$65,-,$-39,$-39,$2,$-84,$-185,$-500,$-685,-,-,$-29,$-25,$-739,$204,$34,$-29
2020-03-31,$407,"$1,030",$-13,"$1,017",$36,-,-,$-923,"$-1,089",$335,$-105,-,-,-,$-42,$-42,$77,$-70,-,$500,$500,$-527,$-527,$-173,$-59,$-259,$-18,$-4,$-173
2019-12-31,$511,"$1,108",$131,"$1,239",$77,-,-,$-738,$-518,"$1,232",$-100,-,$-5,-,$-39,$-39,$-3,$-147,$-6,-,$-6,$-333,$-333,$-23,$-3,$-365,$739,$60,$-23
2019-09-30,$297,"$1,177",$57,"$1,234",$147,-,-,$-838,$-580,$951,$-67,-,$12,-,$-68,$-68,$52,$-71,$-915,$-173,"$-1,088",$-300,$-300,$-36,$75,"$-1,349",$-508,$13,$-36
2019-06-30,$987,"$1,001",$-410,$591,$-221,-,-,$-762,$-904,$674,$-78,-,$67,-,$-113,$-113,$-2,$-126,$195,$-52,$143,-,-,$-28,$-106,$9,$576,$39,$-28
2019-03-31,$418,"$1,069",$26,"$1,095",$-10,-,-,$-750,$-971,$542,$-44,-,$-22,-,$-34,$-34,$6,$-94,$-453,-,$-453,-,-,$-163,$-36,$-652,$-241,$30,$-163
2018-12-31,$299,"$1,162",$157,"$1,319",$-65,-,-,$-617,$-633,$929,$-109,-,-,-,$-5,$-5,$70,$-44,$-2,$-393,$-395,-,-,$-17,$-19,$-431,$455,$-12,$-17
2018-09-30,$135,"$1,261",$-8,"$1,253",$157,-,-,$-590,$-488,$931,$44,-,-,-,$-8,$-8,$-2,$34,$-512,$-336,$-848,-,-,-,$19,$-829,$139,$43,-
2018-06-30,$244,"$1,319",$-36,"$1,283",$-140,-,-,$-892,$-929,$556,$-34,-,$107,-,$-26,$-26,$45,$92,"$-1,511",$529,$-982,-,-,$-57,$-3,"$-1,042",$-420,$34,$-57
2018-03-31,$3,$944,$16,$960,$-36,-,-,$-663,$-870,$160,$-48,-,"$-8,565",-,$-22,$-22,$-40,"$-8,675","$2,009",-,"$2,009",-,-,$-2,$12,"$2,019","$-6,497",$15,$-2
2017-12-31,"$-1,137","$1,930",$129,"$2,059",$-120,-,-,$-517,$-386,$462,$-32,-,$-56,-,$-18,$-18,$-4,$-110,$-7,-,$-7,-,-,$-8,$-17,$-32,$315,$17,$-8
2017-09-30,$223,$567,$49,$616,$111,-,-,$-437,$-173,$724,$-25,-,$-4,-,$-97,$-97,$-104,$-230,"$6,822",$-348,"$6,474",$-102,$-102,$-22,$-72,"$6,278","$6,788",-,$-22
2017-06-30,$380,$990,$-461,$529,$-205,-,-,$-484,$-734,$188,$-31,-,$29,-,$-69,$-69,$2,$-69,$-6,$96,$90,$-301,$-301,$3,$-3,$-211,$-61,$1,$3
2017-03-31,$221,$80,$553,$633,$-44,-,-,$-484,$-602,$255,$-47,-,-,-,$-183,$-183,$6,$-224,$-4,$79,$75,$-200,$-200,$-3,$44,$-84,$-33,$21,$-3
2016-12-31,$309,$563,$14,$577,$23,-,-,$-440,$-340,$546,$-19,-,-,-,$-183,$-183,-,$-202,$-5,$-17,$-22,$-250,$-250,$-5,$68,$-209,$76,$20,$-5
2016-09-30,$225,$509,$178,$687,$25,-,-,$-532,$-442,$444,$-26,-,-,-,$18,$18,$3,$-5,$-6,$29,$23,$-374,$-374,$-17,$-31,$-399,$39,$22,$-17
2016-06-30,$415,$503,$-31,$472,$-66,-,-,$-487,$-585,$328,$-28,-,$19,-,$-35,$-35,$-4,$-48,$-5,$-29,$-34,$-377,$-377,$2,$-12,$-421,$-148,$3,$2
2016-03-31,$269,$520,$-23,$497,$-7,-,-,$-577,$-704,$62,$-15,-,-,-,$15,$15,$-1,$-1,$486,$-250,$236,$-373,$-373,$-2,$-16,$-155,$-57,$24,$-2
2015-12-31,$226,$553,$36,$589,$89,-,-,$-346,$-173,$642,$-27,-,$-56,-,$-210,$-210,$18,$-275,$-10,$712,$702,$-375,$-375,$-4,$-543,$-220,$128,$19,$-4
2015-09-30,$283,$497,$143,$640,$-61,-,-,$-519,$-645,$258,$-24,-,$-2,-,$19,$19,$7,-,$-5,$-153,$-158,$-52,$-52,$-2,-,$-212,$30,$-9,$-2
