,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-348,$82,$241,$323,$105,$141,$14,$-43,$211,$186,$-53,-,$-14,-,-,-,$83,$16,$-31,-,$-31,-,-,-,$28,$-3,$207,$105,-
2020-09-30,$-53,$83,$52,$135,$113,$165,$-80,$-18,$241,$323,$-49,-,-,-,-,-,-,$-49,-,$-206,$-206,-,-,-,$-23,$-229,$38,-,-
2020-06-30,$-87,$82,$57,$139,$383,$76,$-106,$-28,$326,$378,$-56,-,-,-,-,-,$-2,$-58,-,$25,$25,-,-,-,$-9,$16,$332,-,-
2020-03-31,"$-2,049","$1,483",$854,"$2,337",$-27,$47,$-54,$-58,$-249,$39,$-68,-,-,-,-,-,$15,$-53,-,-,-,-,-,$-19,$-24,$-43,$-56,-,$-19
2019-12-31,$-385,$526,$78,$604,$-63,$273,$1,$22,$254,$473,$-67,-,-,-,-,-,$20,$-47,$-32,$-489,$-521,-,-,$-19,$-34,$-574,$-142,$130,$-19
2019-09-30,$-249,$102,$329,$431,$194,$24,$13,$-59,$170,$352,$-69,-,$-115,-,-,-,$72,$-112,-,-,-,-,-,$-20,$-14,$-34,$192,-,$-20
2019-06-30,"$-5,384","$3,340","$2,194","$5,534",$-182,$-41,$16,$-57,$-223,$-73,$-54,-,-,-,-,-,$5,$-49,-,-,-,-,-,$-19,-,$-19,$-149,-,$-19
2019-03-31,$-75,$177,$26,$203,$326,$-152,$-49,$-12,$-166,$-38,$-43,-,$-65,-,-,-,$1,$-107,-,-,-,-,-,$-19,$-1,$-20,$-157,-,$-19
2018-12-31,$15,$171,$-53,$118,$-109,$186,$44,$-152,$88,$221,$-71,-,-,-,-,-,$6,$-65,$-8,-,$-8,-,-,$-19,$9,$-18,$134,$110,$-19
2018-09-30,$4,$172,$55,$227,$-50,$-43,$64,$-76,$-41,$190,$-71,-,-,-,-,-,$39,$-32,-,-,-,-,-,$-19,$27,$8,$156,-,$-19
2018-06-30,$25,$174,$68,$242,$166,$-4,$74,$-205,$-28,$239,$-63,-,$-244,-,-,-,$8,$-299,-,-,-,-,-,$-19,$17,$-2,$-99,-,$-19
2018-03-31,$-66,$173,$22,$195,$-79,$-146,$14,$278,$-258,$-129,$-39,-,$-36,-,-,-,$14,$-61,-,-,-,-,-,$-19,$1,$-18,$-201,-,$-19
2017-12-31,$-15,$175,$-239,$-64,$59,$126,$50,$217,$400,$321,$-65,-,$-1,-,-,-,$5,$-61,$-6,$-496,$-502,$-11,$-11,$-19,$-11,$-543,$-285,$124,$-19
2017-09-30,$-27,$174,$50,$224,$22,$-19,$-1,$5,$35,$232,$-42,-,$-3,-,-,-,$9,$-36,-,$-1,$-1,$11,$11,$-19,$-12,$-21,$192,-,$-19
2017-06-30,$-74,$174,$52,$226,$-110,$57,$63,$43,$16,$168,$-43,-,$-76,-,-,-,$13,$-106,-,$-1,$-1,$-9,$-9,$-19,$11,$-18,$51,-,$-19
2017-03-31,$-120,$175,$59,$234,$101,$65,$-26,$-30,$-3,$111,$-42,-,$-6,-,-,-,$6,$-42,-,$-2,$-2,$9,$9,$-19,$-1,$-13,$71,-,$-19
2016-12-31,$-717,$174,$-522,$-348,$845,$352,$-13,$60,"$1,218",$153,$-63,-,$-170,-,-,-,$22,$-211,-,$-3,$-3,$2,$2,$-19,$-5,$-25,$-102,$107,$-19
2016-09-30,"$-1,364","$1,148","$1,253","$2,401",$-858,$110,$-40,$-2,$-979,$58,$-60,-,$-24,-,-,-,$1,$-83,-,$-112,$-112,$1,$1,$-19,$4,$-126,$-151,-,$-19
2016-06-30,$-217,$178,$-28,$150,$152,$208,$-33,$276,$195,$128,$-77,-,$-15,-,-,-,$1,$-91,-,$-101,$-101,-,-,$-19,$-9,$-129,$-98,-,$-19
2016-03-31,$-118,$175,$-46,$129,$706,$112,$-157,$245,$610,$621,$-84,-,$-21,-,-,-,$2,$-103,-,$-684,$-684,$1,$1,$-173,$-5,$-861,$-321,-,$-173
2015-12-31,"$-1,522","$1,817",$-3,"$1,814",$46,$416,$-110,$240,$322,$614,$-121,-,$-16,-,-,-,$1,$-136,-,$-53,$-53,$1,$1,$-173,$1,$-224,$234,$109,$-173
2015-09-30,$156,$239,$-74,$165,$138,$186,$-117,$12,$89,$410,$-98,-,$-26,-,-,-,$18,$-106,-,$-324,$-324,$-443,$-443,$-174,$-1,$-942,$-698,-,$-174
2015-06-30,$286,$190,$131,$321,$538,$-66,$-142,$-62,$-413,$194,$-104,-,$-21,-,-,-,$2,$-123,-,$60,$60,$-445,$-445,$-178,$2,$-561,$-480,-,$-178
2015-03-31,$313,$190,$75,$265,$369,$-126,$-201,$-283,$-464,$114,$-130,-,$-23,-,-,-,$4,$-149,-,"$1,079","$1,079","$-1,327","$-1,327",$-185,$-3,$-436,$-512,-,$-185
2014-12-31,$597,$303,$-193,$110,$48,$107,$-91,"$-1,079",$29,$736,$-231,-,$-110,-,-,-,$34,$-307,$155,$-135,$20,$-778,$-778,$-196,$4,$-950,$-555,$101,$-196
2014-09-30,$701,$198,$65,$263,$-78,$-301,$85,$-157,$-445,$519,$-168,-,$-79,-,-,-,$104,$-143,$-4,$2,$-2,$73,$73,$-198,$-3,$-130,$206,-,$-198
2014-06-30,$609,$190,$97,$287,$202,$-415,$34,$370,$-25,$871,$-175,-,$-100,-,-,-,$-253,$-528,$-150,$151,$1,$29,$29,$-198,$10,$-158,$197,-,$-198
2014-03-31,$548,$191,$102,$293,$-325,$-101,$67,$85,$-353,$488,$-125,-,$-2,-,-,-,$1,$-126,$-1,-,$-1,$5,$5,$-111,$2,$-105,$252,-,$-111
2013-12-31,$630,$195,$-89,$106,$-151,$366,$17,$170,$782,"$1,518",$-180,-,-,-,-,-,$28,$-152,"$1,758","$-2,357",$-599,$33,$33,$-111,$9,$-668,$695,$92,$-111
2013-09-30,$598,$187,$141,$328,$-361,$-74,$48,$458,$83,"$1,009",$-150,-,$-7,-,-,-,$9,$-148,"$-1,172",$801,$-371,$13,$13,$-111,$4,$-465,$414,-,$-111
