,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$2,568",$800,$-388,$412,$796,-,$20,$354,"$1,170","$4,627",$-167,-,-,-,"$-1,106","$-1,106","$-4,651","$-5,924","$-8,807","$6,636","$-2,171",$95,$-405,$-113,$-244,"$-2,933","$-4,230",$75,$-45
2020-09-30,"$2,406",$897,$514,"$1,411",$-542,-,$-48,$100,$-490,"$2,857",$-201,-,$-7,-,"$-13,473","$-13,473",$-295,"$-13,976","$-2,159",$123,"$-2,036",$62,$183,$-114,"$1,529",$-438,"$-11,557",$54,$-47
2020-06-30,$-917,$911,"$3,469","$4,380",$512,-,$21,$-183,$350,"$3,806",$-188,-,-,-,"$-5,350","$-5,350","$9,556","$4,018","$-5,049","$-5,832","$-10,881",$56,$56,$-273,"$34,532","$23,434","$31,258",$50,$-183
2020-03-31,"$-1,340",$893,"$4,700","$5,593",$-684,-,$-80,"$1,920","$1,156","$5,409",$-154,-,-,-,$39,$39,"$1,156","$1,041",$-465,$-927,"$-1,392",$-303,$31,$-240,"$6,702","$5,101","$11,551",$24,$-185
2019-12-31,"$1,178",$905,"$1,681","$2,586",$761,-,$69,$-474,$356,"$4,120",$-256,-,"$-8,308",-,"$1,663","$1,663","$-10,211","$-17,112","$-3,167","$8,964","$5,797",$-882,"$-1,883",$-281,"$5,571","$9,204","$-3,788",$64,$-184
2019-09-30,"$1,329",$849,"$1,371","$2,220",$485,-,$-67,$-555,$-137,"$3,412",$-235,-,$-85,-,"$1,287","$1,287","$-6,728","$-5,761",$595,$105,$700,$-414,"$1,049",$-243,"$2,559","$4,065","$1,716",$46,$-190
2019-06-30,"$1,616",$881,"$1,317","$2,198","$-1,072",-,$55,"$1,429",$412,"$4,226",$-213,-,-,-,$957,$957,"$-5,882","$-5,138","$-1,764",$13,"$-1,751",$44,$44,$-268,$-730,"$-2,705","$-3,617",$57,$-188
2019-03-31,"$1,410",$704,"$1,804","$2,508",$583,-,$-76,$456,$963,"$4,881",$-183,-,-,-,"$1,975","$1,975","$3,221","$5,013",$150,"$-9,082","$-8,932",$-13,$-13,$-243,"$5,243","$-3,945","$5,949",$72,$-191
2018-12-31,"$1,264",$675,"$2,106","$2,781",$-120,-,$67,$-103,$-156,"$3,940",$-205,-,$-600,-,$-541,$-541,"$-8,401","$-9,747","$6,127",-,"$6,127",$-600,$-600,$-269,"$2,410","$7,668","$1,861",$17,$-189
2018-09-30,"$1,501",$589,"$1,564","$2,153",$-445,-,$-59,$252,$-252,"$3,351",$-240,-,-,-,"$1,707","$1,707","$-3,723","$-2,256",$-989,-,$-989,$-506,$-506,$-244,"$-1,024","$-2,763","$-1,668",$45,$-191
2018-06-30,"$1,917",$582,"$1,362","$1,944",$-24,-,$97,$146,$219,"$4,080",$-224,-,-,-,"$-14,367","$-14,367","$10,294","$-4,297","$2,826",-,"$2,826",$-755,$-755,$-276,"$-2,599",$-804,"$-1,021",$41,$-196
2018-03-31,"$1,343",$550,"$1,776","$2,326",$-630,-,$-60,"$-1,372","$-2,062","$1,607",$-205,-,-,-,"$-3,659","$-3,659","$4,546",$682,"$-9,155",-,"$-9,155",$-210,$-210,$-249,"$7,290","$-2,324",$-35,$67,$-197
2017-12-31,$-836,$721,"$3,323","$4,044",$915,-,$112,$-140,$887,"$4,091",$-242,-,$33,-,$807,$807,"$-4,394","$-3,796",$761,-,$761,$-178,$58,$-275,"$4,725","$5,269","$5,564",$80,$-195
2017-09-30,"$1,107",$588,"$1,673","$2,261",$-753,-,$-76,$533,$-296,"$3,068",$-293,-,"$-3,220",-,$346,$346,"$-4,283","$-7,450","$7,028",$21,"$7,049",$285,$49,$-247,$-696,"$6,155","$1,773",$53,$-195
2017-06-30,"$1,051",$565,"$1,736","$2,301",$-17,-,$116,$409,$508,"$3,860",$-261,-,-,-,$-475,$-475,"$-5,637","$-6,373","$1,413",$-21,"$1,392",$53,$53,$-275,"$-1,443",$-273,"$-2,786",$34,$-195
2017-03-31,$795,$566,"$1,936","$2,502",$292,-,$-67,$-359,$-134,"$3,163",$-222,-,-,-,$-987,$-987,"$3,287","$2,078","$-11,980",-,"$-11,980",$-112,$-112,$-248,"$4,407","$-7,933","$-2,692",$77,$-195
2016-12-31,$774,$609,"$1,796","$2,405",$-120,-,$90,"$-1,153","$-1,183","$1,995",$-271,-,$-640,-,$-792,$-792,"$-8,750","$-10,453","$1,368",$-97,"$1,271",$-697,$-214,$-269,"$10,782","$11,570","$3,112",$89,$-194
2016-09-30,"$1,016",$612,"$1,404","$2,016",$-138,-,$-64,$463,$261,"$3,293",$-184,-,$11,-,"$-1,501","$-1,501","$-4,585","$-6,259",$751,$79,$830,"$-1,159",$-576,$-239,"$4,918","$4,933","$1,967",$60,$-202
2016-06-30,$943,$616,"$1,400","$2,016",$-120,-,$84,$-447,$-483,"$2,466",$-190,-,-,-,$274,$274,"$-8,274","$-8,190","$8,450",$82,"$8,532",$-595,$-595,$-270,$-724,"$6,943","$1,219",$46,$-205
2016-03-31,"$1,018",$591,"$1,448","$2,039",$-116,-,$-82,"$1,243","$1,045","$4,102",$-134,-,-,-,"$-1,228","$-1,228",$634,$-728,"$-9,025",$-64,"$-9,089",$-937,$-937,$-248,"$4,055","$-6,219","$-2,845",$44,$-211
2015-12-31,$908,$542,"$1,024","$1,566",$-391,-,$101,"$-1,062","$-1,352","$1,122",$-121,-,"$-9,314",-,$-995,$-995,"$-9,736","$-20,166",$690,"$16,035","$16,725",$-597,$-597,$-282,"$5,167","$21,013","$1,969",$40,$-214
2015-09-30,"$1,118",$546,$958,"$1,504",$331,-,$-64,"$1,768","$2,035","$4,657",$-182,-,-,-,$-273,$-273,"$-4,634","$-5,089","$-2,488",$-843,"$-3,331",$-581,$-97,$-246,"$3,787",$113,$-319,$-3,$-217
2015-06-30,$852,$529,"$1,333","$1,862",$480,-,$67,$-906,$-359,"$2,355",$-76,-,-,-,$-535,$-535,"$-6,931","$-7,542","$9,735","$-4,796","$4,939",$-547,$441,$-247,"$-1,681","$3,452","$-1,735",$74,$-218
2015-03-31,"$1,134",$483,$971,"$1,454",$-715,-,$-59,$179,$-595,"$1,993",$-153,-,-,-,$-390,$-390,"$3,614","$3,071","$2,810","$-10,396","$-7,586",$-520,$-520,$-199,"$4,890","$-3,415","$1,649",$50,$-167
2014-12-31,$970,$470,$880,"$1,350",$-262,-,$80,$-535,$-717,"$1,603",$-97,-,$-24,-,$-87,$-87,"$-7,696","$-7,904","$6,062",-,"$6,062",$-418,$67,$-187,"$1,453","$7,395","$1,094",$38,$-166
2014-09-30,"$1,125",$515,"$1,051","$1,566",$384,-,$-60,$-234,$90,"$2,781",$-155,-,-,-,$-162,$-162,"$-3,903","$-4,220","$3,238",-,"$3,238",$-522,$-522,$-189,"$-1,672",$855,$-584,$30,$-169
2014-06-30,"$1,204",$503,$768,"$1,271",$-423,-,$52,$-343,$-714,"$1,761",$-121,-,-,-,$-666,$-666,"$-6,466","$-7,253","$8,847",-,"$8,847",$-859,$-375,$-183,"$-2,247","$6,042",$550,$53,$-170
2014-03-31,"$1,124",$514,$792,"$1,306",$-30,-,$-50,$809,$729,"$3,159",$-129,-,-,-,$294,$294,"$3,221","$3,386","$-10,590",-,"$-10,590",-,-,$-187,"$4,123","$-6,654",$-109,$84,$-174
2013-12-31,$875,$418,"$1,035","$1,453",$127,-,$9,$-919,$-783,"$1,545",$-196,-,$-204,-,$351,$351,"$-5,987","$-6,036","$8,732",-,"$8,732",$-688,$-688,$-186,"$-2,794","$5,064",$573,$68,$-172
2013-09-30,"$1,118",$495,$904,"$1,399",$95,-,$-48,$951,$998,"$3,515",$-172,-,-,-,$752,$752,"$4,791","$5,371","$-4,375",-,"$-4,375",$-209,$-209,$-190,"$-3,047","$-7,821","$1,065",$60,$-177
2013-06-30,"$1,227",$811,$524,"$1,335",$-124,-,$14,$102,$-8,"$2,554",$-214,-,-,-,$-372,$-372,"$-1,184","$-1,770",$-826,-,$-826,$49,$49,$-189,"$-1,911","$-2,877","$-2,093",$58,$-176
2013-03-31,"$1,134",$341,$776,"$1,117",$419,-,$-140,$-160,$119,"$2,370",$-236,-,-,-,$-324,$-324,"$6,716","$6,156","$-12,139",-,"$-12,139",$10,$10,$-43,$-666,"$-12,838","$-4,312",$54,$-30
2012-12-31,$823,$605,"$1,183","$1,788",$-45,-,$51,"$-2,112","$-2,106",$505,$-201,-,-,-,"$-2,672","$-2,672","$-3,883","$-6,756","$11,770",-,"$11,770",$39,$39,$-44,$-425,"$11,340","$5,089",$46,$-29
2012-09-30,"$1,390",$586,$808,"$1,394",$876,-,$-94,"$1,422","$2,204","$4,988",$-97,-,-,-,"$-5,726","$-5,726","$-1,856","$-7,679","$2,476",-,"$2,476",$28,$881,$-29,$-647,"$2,681",$-10,$37,$-29
2012-06-30,$-9,$451,"$1,684","$2,135",$-378,-,$78,$368,$68,"$2,194",$-106,-,"$-31,343",-,"$5,645","$5,645","$-1,339","$-27,143","$2,858",-,"$2,858",$41,$41,$-29,"$-2,598",$272,"$-24,677",$53,$-29
2012-03-31,"$1,505",$220,$95,$315,$-13,-,$-82,$112,$17,"$1,837",$-156,-,"$13,740",-,"$8,169","$8,169","$1,011","$22,764","$-6,798",-,"$-6,798","$3,162","$3,162",$-24,"$3,877",$217,"$24,818",$63,$-24
2011-12-31,$411,$170,$924,"$1,094",$40,-,$65,$-58,$47,"$1,539",$-46,-,-,-,$-537,$-537,"$-7,442","$-8,025","$5,262",-,"$5,262",$9,$9,$-22,$717,"$5,966",$-520,$54,$-22
2011-09-30,$865,$110,$394,$504,$-163,-,$-68,$404,$173,"$1,555",$-110,-,-,-,"$1,156","$1,156","$-1,418",$-372,"$-3,667",-,"$-3,667",$25,$25,$-23,"$2,197","$-1,468",$-285,$18,$-23
2011-06-30,$945,$132,$365,$497,$35,-,$58,$957,"$1,050","$2,492",$-92,-,-,-,"$2,339","$2,339","$-4,568","$-2,321","$-2,175",-,"$-2,175",$28,$28,$-23,$671,"$-1,499","$-1,328",$42,$-23
2011-03-31,"$1,032",$167,$617,$784,$156,-,$-77,$-26,$53,"$1,869",$-67,-,"$-1,444",-,$-139,$-139,"$1,194",$-456,"$-1,897",-,"$-1,897",$-7,$-7,$-23,"$3,236","$1,309","$2,722",$75,$-23
2010-12-31,$701,$95,"$1,259","$1,354",$-76,-,$24,"$-1,881","$-1,933",$122,$-115,-,-,-,"$-1,977","$-1,977",$605,"$-1,487","$-1,310",-,"$-1,310",$5,$5,$-22,"$2,999","$1,672",$307,$32,$-22
2010-09-30,$817,$106,$856,$962,$104,-,$-79,"$1,405","$1,430","$3,209",$-75,-,-,-,$-532,$-532,$85,$-522,"$-4,809",-,"$-4,809",$7,$7,$-23,"$1,881","$-2,944",$-257,$30,$-23
2010-06-30,$812,$169,$559,$728,$56,-,$21,"$1,170","$1,247","$2,787",$-76,-,-,-,$-713,$-713,"$1,120",$331,"$-4,949",-,"$-4,949",$10,$10,$-23,$-455,"$-5,417","$-2,299",$40,$-23
