,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,438",$428,$-372,$56,-,-,"$2,359",$-353,"$2,006","$3,500",$-436,-,$-597,-,$704,$704,"$-5,228","$-5,557","$-1,825",$110,"$-1,715","$-1,019",$7,$-362,"$1,384",$-686,"$-2,662",$74,$-362
2020-09-30,"$1,073",$404,$475,$879,-,-,$868,$-640,$228,"$2,180",$-353,-,-,-,"$-2,515","$-2,515","$-2,089","$-4,957","$-4,000",$122,"$-3,878","$1,026",-,$-363,$639,"$-3,602","$-6,476",$66,$-363
2020-06-30,$257,$374,"$1,623","$1,997",-,-,$977,"$-1,101",$-124,"$2,130",$-354,-,-,-,"$-14,902","$-14,902","$15,475",$219,"$-3,850","$-1,979","$-5,829",$15,$15,$-366,"$6,818",$638,"$3,495",$66,$-366
2020-03-31,$367,$337,"$2,997","$3,334",-,-,"$-6,229",$309,"$-5,920","$-2,219",$-335,-,-,-,"$3,379","$3,379","$18,883","$21,927","$-5,849","$-2,880","$-8,729","$-1,007","$-1,007",$-383,"$4,701","$-5,418","$14,162",$43,$-383
2019-12-31,"$1,693",$305,$897,"$1,202",-,-,$626,$-325,$301,"$3,196",$-431,-,$-82,-,$30,$30,"$-4,972","$-5,455",$-575,"$3,601","$3,026","$-4,676","$-1,213",$-374,$-16,"$1,423",$-908,$66,$-374
2019-09-30,"$1,755",$300,"$1,074","$1,374",-,-,"$-4,599",$429,"$-4,170","$-1,041",$-374,-,$-179,-,$39,$39,$-239,$-753,$630,$37,$667,"$2,023","$-1,440",$-346,$721,$-398,"$-1,978",$61,$-346
2019-06-30,"$1,761",$286,"$1,280","$1,566",-,-,$-282,$-115,$-397,"$2,930",$-492,-,$-71,-,"$-2,051","$-2,051","$-5,176","$-7,790","$-1,011",$777,$-234,$-613,$-613,$-347,$-267,"$-1,461","$-6,299",$71,$-347
2019-03-31,"$1,550",$297,"$1,031","$1,328",-,-,"$6,026",$-357,"$5,669","$8,547",$-348,-,$-20,-,"$-1,833","$-1,833",$-508,"$-2,709",$-188,"$-1,099","$-1,287","$-1,333","$-1,333",$-355,"$2,892",$-83,"$5,823",$85,$-355
2018-12-31,"$2,010",$286,"$1,809","$2,095",$88,-,"$-6,498","$1,053","$-5,357","$-1,252",$-439,-,$-8,-,"$12,728","$12,728","$-17,725","$-5,444","$2,856",$821,"$3,677",$-749,$-749,$-354,$666,"$3,240","$-3,454",$53,$-354
2018-09-30,"$1,654",$322,$712,"$1,034",$76,-,"$2,315",$7,"$2,398","$5,086",$-335,-,$-31,-,"$-12,833","$-12,833","$7,409","$-5,790",$-546,$338,$-208,$-760,$-760,$-325,"$1,919",$626,-,$76,$-325
2018-06-30,"$1,623",$337,$964,"$1,301",$-286,-,$249,$146,$109,"$3,033",$-299,-,$-6,-,"$-1,497","$-1,497","$-5,886","$-7,688","$3,538",$182,"$3,720",$34,$34,$-321,$751,"$4,184",$-244,$70,$-321
2018-03-31,"$1,634",$348,$605,$953,$122,-,$-431,$-215,$-524,"$2,063",$-237,-,$-475,-,$-329,$-329,$348,$-693,"$-3,219","$-1,489","$-4,708",$-123,$-123,$-324,"$2,206","$-2,949","$-1,757",$84,$-324
2017-12-31,"$-1,206",$368,"$1,733","$2,101","$-1,026",-,"$4,063","$1,027","$4,064","$4,959",$-250,-,$-1,-,$24,$24,"$-9,318","$-9,545","$7,156",$932,"$8,088","$-1,266","$-1,266",$-326,"$3,166","$9,662","$5,008",$70,$-326
2017-09-30,"$1,359",$338,$768,"$1,106",$208,-,"$2,095",$-471,"$1,832","$4,297",$-274,-,$-36,-,$125,$125,"$-4,366","$-4,551","$-3,249","$-1,108","$-4,357","$-1,282","$-1,282",$-305,"$3,553","$-2,391","$-2,507",$60,$-305
2017-06-30,"$1,344",$319,$643,$962,$32,-,"$1,163",$-377,$818,"$3,124",$-261,-,$-146,-,"$1,029","$1,029","$-5,479","$-4,857",$156,$-183,$-27,$-828,$-828,$-307,"$3,931","$2,769","$1,085",$63,$-307
2017-03-31,"$1,251",$296,$680,$976,$786,-,"$-2,072",$219,"$-1,067","$1,160",$-277,-,$-28,-,"$-1,294","$-1,294","$2,310",$711,"$4,619","$-1,941","$2,678",$-895,$-895,$-313,$735,"$2,205","$4,183",$89,$-313
2016-12-31,$792,$285,$700,$985,$-817,-,"$2,143",$237,"$1,563","$3,340",$-400,-,$-296,-,$460,$460,"$-8,171","$-8,407","$2,399","$2,928","$5,327",$-857,$-857,$-315,$-436,"$3,719","$-1,503",$64,$-315
