,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,428.5",$664.8,$16.3,$681.1,$16.4,-,"$1,591.2",$-89,"$1,518.6",$628.2,$-25.9,-,$-51.2,-,"$-1,082","$-1,082",$-226.8,"$-1,385.9",$144.199,$127.6,$271.8,$-67.3,$-67.3,$-153.7,-,$50.8,$-706.9,$87.6,$-153.7
2020-09-30,-,-,-,-,-,-,-,-,-,"$1,064.3",$-36.5,-,$-78.9,-,"$-1,474.9","$-1,474.9",$171.5,"$-1,418.8",$789,$114.1,$903.1,$11.3,$11.3,$-153.7,$0.1,$760.8,$406.3,-,$-153.7
2020-06-30,-,-,-,-,-,-,-,-,-,$457,$-28.4,-,$-58.6,-,"$-1,196.1","$-1,196.1",$-25.3,"$-1,308.4",$612.2,$46.3,$658.5,$14.1,$14.1,$-153.5,-,$519.1,$-332.3,-,$-153.5
2020-03-31,-,-,-,-,-,-,-,-,-,"$1,589.1",$-18,-,$-39.6,-,$-869.3,$-869.3,$14.2,$-912.7,$398.5,$269.1,$667.6,$-223.7,$-223.7,$-153.6,$0.1,$290.4,$966.8,-,$-153.6
2019-12-31,"$1,444.1",$598.2,$-313.6,$284.6,$-247.6,-,"$3,599.9",$401.1,"$3,753.4","$1,028.4",$-34.3,-,$-37.2,-,"$-2,525.199","$-2,525.199",$-165.6,"$-2,762.3","$1,154.601",$126.7,"$1,281.3",$-77.3,$-77.3,$-152.4,$0.2,"$1,051.8",$-682.1,$82.6,$-152.4
2019-09-30,-,-,-,-,-,-,-,-,-,"$1,786.4",$-32.7,-,"$-1,211",-,"$-1,268.8","$-1,268.8",$-69.7,"$-2,582.2",$428,$439.1,$867.1,$-36.1,$-36.1,$-153,$-0.1,$677.9,$-117.9,-,$-153
2019-06-30,-,-,-,-,-,-,-,-,-,"$1,502",$-36,-,$19,-,$-795.4,$-795.4,$-40.5,$-852.9,$390.8,$150.4,$541.2,$16.2,$16.2,$-150.4,$0.1,$407.1,"$1,056.2",-,$-150.4
2019-03-31,-,-,-,-,-,-,-,-,-,"$1,176.4",$-29.4,-,$-10.5,-,"$-1,237.9","$-1,237.9",$-213.3,"$-1,491.1",$-75.3,$-35.3,$-110.6,$-147.8,$-147.8,$-150.2,$5.5,$-403.1,$-717.8,-,$-150.2
2018-12-31,$231.7,$170.4,$103.6,$274,$71.5,-,"$1,151.3",$-295.1,$927.7,"$1,442.6",$-18.9,-,$-34.4,-,$-930,$-930,$-310.5,"$-1,293.8",$-146.2,$402.8,$256.6,$-199.3,$-199.3,$-152.1,$-3.2,$-98,$50.8,$17.1,$-152.1
2018-09-30,$460,$72.8,$45.6,$118.4,$-60,-,"$1,538.4",$39.9,"$1,518.3","$2,075.7",$-29.8,-,$-60.5,-,"$-1,985.7","$-1,985.7",$8.8,"$-2,067.2",$789.4,$5.1,$794.5,$-64.5,$-64.5,$-150.7,$-3.1,$576.2,$584.7,$19.5,$-150.7
2018-06-30,$459.5,$115.6,$-193,$-77.4,$83.3,-,$620.3,$-170.4,$533.2,$891.7,$-17.6,-,$-42.3,-,"$-1,369","$-1,369",$67.3,"$-1,361.6",$843.7,$-8.5,$835.2,$-207.8,$-207.8,$-148.5,$-2.7,$476.2,$6.3,$19.2,$-148.5
2018-03-31,$402.5,$123.6,$-166.1,$-42.5,$-57,-,$300.2,$143.6,$386.8,$746.5,$-26,-,$-72.1,-,$-813.5,$-813.5,$-68.3,$-979.9,$245.9,$162.1,$408,$-167.1,$-167.1,$-147.3,$4.7,$98.3,$-135.1,$21.6,$-147.3
2017-12-31,$842.9,$111.7,"$-1,060.5",$-948.8,$44,-,$603.3,$15,$662.3,$559.3,$-31.5,-,$-62.1,-,$-522.2,$-522.2,$-119.3,$-735.1,$-57.101,$36.4,$-20.701,$17.1,$17.1,$-141.5,$-3.3,$-148.4,$-324.2,$20.5,$-141.5
2017-09-30,$813.2,$116.2,$-467.6,$-351.4,$-144.4,-,"$1,389",$63.3,"$1,307.9","$1,799.6",$-29.2,-,$393.2,-,"$-1,292.1","$-1,292.1",$114.7,$-813.4,$-121.6,$95.1,$-26.5,$-32.4,$-32.4,$-135.8,$-2.9,$-197.6,$788.6,$18.2,$-135.8
2017-06-30,$314.8,$102,$-1,$101,$30.3,-,$874.7,$-18.6,$886.4,"$1,306.2",$-60.3,-,$-6,-,$-627.3,$-627.3,$20.3,$-673.3,$-17.1,$-24.8,$-41.9,$16.1,$16.1,$-132.7,$-2.7,$-161.2,$471.7,$21.9,$-132.7
2017-03-31,$353.6,$100.4,$-10.2,$90.2,$-44.1,-,$429.8,$-286.8,$98.9,$522.9,$-43.8,-,$-43.7,-,"$-1,657","$-1,657",$-86.5,"$-1,831",$304.4,$14.4,$318.8,$-72,$-72,$-130,$6.4,$123.2,"$-1,184.9",$22.1,$-130
2016-12-31,$338.2,$68.1,$284.3,$352.4,$29.8,-,$545.9,$-1.1,$574.6,$930.5,$-45.8,-,$-19.5,-,$-659.402,$-659.402,$68.4,$-656.3,$296.6,$71.4,$368,$-22.4,$-22.4,$-123.8,$5.4,$227.2,$501.4,$25.7,$-123.8
2016-09-30,$327.4,$138.8,$-145.6,$-6.8,$11.2,-,$280.4,-,$291.6,$801.7,$-34.4,-,$-15.6,-,$-752.198,$-752.198,$-21.4,$-823.6,$83.5,$36,$119.5,$-18.7,$-18.7,$-117.9,$1.8,$-15.3,$-37.2,$18.6,$-117.9
2016-06-30,$327,$119.4,$-60.5,$58.9,$-66.5,-,$696.9,-,$630.4,"$1,230.1",$-30.5,-,$-9.6,-,"$-1,805.501","$-1,805.501",$24.9,"$-1,820.7",$975.7,$-53.9,$921.8,$-102.9,$-102.9,$-112.8,$-3,$703.1,$112.5,$17.8,$-112.8
2016-03-31,$369.2,$145.4,$-219.7,$-74.3,$124.2,-,$617.1,-,$741.3,$895.5,$-44.2,-,$-29.5,-,"$-1,733.7","$-1,733.7",$-45.9,"$-1,853.3",$791.9,$-55.9,$736,$-97.9,$-97.9,$-110.4,$8.2,$535.9,$-421.9,$22.3,$-110.4
2015-12-31,$258.3,$91.3,$70.1,$161.4,$-46.1,-,$623.4,$145.7,$723,"$1,054.1",$-40.1,-,$145.2,-,"$-1,215.199","$-1,215.199",$-290.7,"$-1,400.8",$593,$26,$619,$-107.8,$-107.8,$-110.8,$-3.1,$397.3,$50.6,$17.8,$-110.8
