,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$12,136","$2,127",$-30,"$2,097","$-13,272","$-3,625",-,"$-18,429","$-44,107","$-28,052",-,-,-,"$23,482","$-59,638","$-36,156","$-27,550","$-63,706",$-131,"$-18,724","$-18,855",-,-,"$-3,139","$147,952","$125,958","$40,087",-,"$-3,139"
2020-09-30,"$9,443","$2,141",$69,"$2,210","$5,473","$-18,648",-,"$-9,948","$-25,455","$-14,826",-,-,-,"$-59,230","$27,831","$-31,399","$16,810","$-14,589","$-41,038","$-5,196","$-46,234",-,-,"$-3,209","$68,694","$19,251","$-6,207",-,"$-3,209"
2020-06-30,"$4,687","$2,149","$7,742","$9,891","$48,635","$37,863",-,"$7,077","$67,496","$83,740",-,-,-,$-502,"$-83,144","$-83,646","$35,179","$-48,467","$9,006","$-1,842","$7,164",-,-,"$-3,154","$85,121","$89,131","$126,195",-,"$-3,154"
2020-03-31,"$2,865","$2,197","$7,367","$9,564","$-49,862","$-164,339",-,"$35,330","$-133,852","$-120,772",-,-,-,"$-10,865","$-65,801","$-76,666","$-58,484","$-135,150","$5,794","$61,728","$67,522","$-6,517","$-3,447","$-3,188","$301,418","$362,305","$103,903",-,"$-3,188"
2019-12-31,"$8,520","$2,139","$3,167","$5,306","$15,512","$98,592",-,"$-25,306","$68,785","$82,811",-,-,-,"$8,189","$-4,905","$3,284","$-18,842","$-15,558","$-1,744","$-72,065","$-73,809","$-6,751","$-8,121","$-3,287","$22,198","$-63,019","$7,034",-,"$-3,287"
2019-09-30,"$9,080","$2,145","$1,597","$3,742","$-7,135","$19,521",-,"$-18,444","$4,813","$16,015",-,-,-,"$10,450","$-85,809","$-75,359","$11,434","$-63,925","$2,444","$35,415","$37,859","$-6,949","$-5,579","$-2,975","$10,232","$39,537","$-11,441",-,"$-2,975"
2019-06-30,"$9,652","$2,046","$1,398","$3,444","$-15,115","$11,502",-,"$-20,458","$-25,986","$-13,854",-,-,-,"$31,298","$-36,286","$-4,988","$-3,889","$-8,877","$-12,360","$-32,371","$-44,731","$-5,210","$-5,210","$-3,048","$40,023","$-12,966","$-34,566",-,"$-3,048"
2019-03-31,"$9,179","$2,038","$2,368","$4,406","$8,786","$-123,064",-,"$4,491","$-99,082","$-80,880",-,-,-,"$22,459","$-2,772","$19,687","$16,614","$36,301","$3,135","$41,807","$44,942","$-5,091","$-4,166","$-3,033","$31,692","$69,435","$23,811",-,"$-3,033"
2018-12-31,"$7,066","$2,075","$4,130","$6,205","$-3,474","$9,360",-,"$-4,495","$-10,656","$1,849",-,-,-,"$-103,942","$-29,111","$-133,053","$-26,585","$-159,638","$10,143","$6,198","$16,341","$-5,928","$-7,583","$-3,120","$12,201","$17,839","$-140,304",-,"$-3,120"
2018-09-30,"$8,380","$1,992","$1,409","$3,401","$-1,789","$-1,568",-,"$-11,004",$-258,"$13,189",-,-,-,"$8,850",$-460,"$8,390","$-9,198",$-808,"$-5,789","$7,146","$1,357","$-4,416","$-2,761","$-2,273","$6,230","$2,553","$13,917",-,"$-2,273"
2018-06-30,"$8,316","$1,927","$1,829","$3,756","$-2,848","$-5,628",-,"$21,270","$25,458","$35,685",-,-,-,"$21,070","$2,711","$23,781","$-17,734","$6,047","$2,966","$-2,667",$299,"$-4,968","$-4,968","$-2,480","$-39,674","$-46,823","$-9,632",-,"$-2,480"
2018-03-31,"$8,712","$1,797","$1,941","$3,738","$-6,719","$-37,231",-,"$-3,121","$-47,161","$-35,109",-,-,-,"$-49,179","$8,814","$-40,365","$-4,656","$-45,021","$-11,971","$31,214","$19,243","$-4,671","$-4,671","$-2,236","$48,253","$60,589","$-16,492",-,"$-2,236"
2017-12-31,"$4,232","$1,632","$4,288","$5,920","$-6,779","$36,862",-,"$-21,242","$2,457","$12,554",-,-,-,"$-13,015","$12,850",$-165,"$-19,292","$-19,457","$-7,187","$-12,936","$-20,123","$-4,808","$-4,808","$-2,515","$5,683","$-21,763","$-27,852",-,"$-2,515"
2017-09-30,"$6,732","$1,579","$1,918","$3,497","$6,559","$-8,275",-,"$-13,915","$-15,258","$-4,895",-,-,-,"$33,099","$1,244","$34,343","$-11,176","$23,167","$-7,408","$4,558","$-2,850","$-4,763","$-4,763","$-2,092","$-1,801","$-11,506","$8,630",-,"$-2,092"
