,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,688",$243,$19,$262,$-22,$117,$63,$-104,$240,"$2,125",$-211,-,-,$-764,-,$-764,$-21,$-996,-,-,-,$99,$99,$-937,$-6,$-844,$285,$42,$-937
2020-09-30,"$1,353",$250,$-3,$247,$-216,$64,$-73,$24,$-192,"$1,443",$-144,-,-,"$-2,030",-,"$-2,030",$-15,"$-2,189",-,-,-,$108,$108,$-825,$-9,$-726,"$-1,472",$50,$-825
2020-06-30,"$1,380",$249,$38,$287,$140,$-133,$73,$53,$26,"$1,720",$-129,-,-,"$1,561",-,"$1,561",$5,"$1,437",$249,-,$249,$-795,$-795,$-823,$-12,"$-1,381","$1,776",$69,$-823
2020-03-31,"$1,174",$250,$29,$279,$-242,$-2,-,$-61,$-511,$851,$-161,-,-,$992,-,$992,$-5,$826,$749,-,$749,"$-1,495","$-1,495",$-841,$-9,"$-1,596",$81,$63,$-841
2019-12-31,"$1,070",$250,$91,$341,$268,$39,$-93,$-17,$368,"$1,754",$-163,-,-,"$-1,765",-,"$-1,765",$7,"$-1,921",-,-,-,$-441,$-441,$-841,$-7,"$-1,289","$-1,456",$41,$-841
2019-09-30,"$1,425",$275,$44,$319,$77,$39,$93,$61,$242,"$1,992",$-149,-,-,$-766,-,$-766,$1,$-914,$-2,-,$-2,$-262,$-262,$-721,$-13,$-998,$80,$48,$-721
2019-06-30,"$1,305",$267,$77,$344,$21,$52,$-93,$20,$183,"$1,796",$-256,-,-,$-39,-,$-39,$37,$-258,-,-,-,$-717,$-717,$-722,$-6,"$-1,445",$93,$67,$-722
2019-03-31,"$1,217",$258,$63,$321,$-233,$86,-,$230,$-451,"$1,107",$-249,-,-,"$1,435",-,"$1,435",$-13,"$1,173",$743,-,$743,"$-1,001","$-1,001",$-724,$-16,$-998,"$1,282",$61,$-724
2018-12-31,"$1,239",$249,$16,$265,$378,$-101,$-7,$111,$627,"$2,145",$-314,-,-,"$1,830",-,"$1,830",$-11,"$1,505",-,-,-,"$-1,971","$-1,971",$-736,$-7,"$-2,714",$936,$42,$-736
2018-09-30,"$1,570",$243,$-6,$237,$-34,$-26,-,$163,$313,"$2,106",$-370,-,-,"$-1,384",-,"$-1,384",$-14,"$-1,768",-,-,-,"$-1,145","$-1,145",$-602,$-8,"$-1,755","$-1,417",$46,$-602
