,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$438,$464,$119,$583,$-255,-,-,$-38,$-268,$753,$-394,-,"$-3,217",-,-,-,$5,"$-3,606","$1,694","$1,211","$2,905",$14,$14,$-231,$-3,"$2,685",$-165,$20,$-231
2020-09-30,$390,$445,$223,$668,$-109,-,-,$-29,$-29,"$1,029",$-343,-,$3,-,-,-,$17,$-323,"$-3,006",$597,"$-2,409",$7,$7,$-230,$-37,"$-2,669","$-1,959",$51,$-230
2020-06-30,$307,$439,$72,$511,$58,-,-,$28,$38,$856,$-436,-,$3,-,-,-,$18,$-415,$-680,-,$-680,$11,$11,$-230,$-8,$-907,$-465,$10,$-230
2020-03-31,$361,$426,$46,$472,$127,-,-,$-72,$-68,$765,$-459,-,$11,-,-,-,$-55,$-503,$-25,-,$-25,$-371,$-371,$-236,$-36,$-668,$-410,$13,$-236
2019-12-31,$447,$421,$149,$570,$-51,-,-,$26,$5,"$1,022",$-286,-,$12,-,-,-,$-6,$-280,$94,-,$94,$7,$7,$-218,$1,$-116,$627,$24,$-218
2019-09-30,$495,$429,$70,$499,$-21,-,-,$-107,$-42,$952,$-483,-,$-64,-,-,-,$16,$-531,$470,-,$470,$15,$15,$-218,$-9,$258,$678,$19,$-218
2019-06-30,$382,$433,$132,$565,$-193,-,-,$12,$63,"$1,010",$-578,-,$-38,-,-,-,$-149,$-765,"$3,642","$-1,358","$2,284",$-160,$-160,$-217,$-127,"$1,780","$2,027",$16,$-217
2019-03-31,$347,$389,$100,$489,$212,-,-,$-41,$54,$890,$-471,-,$-382,-,-,-,$53,$-800,$-56,$357,$301,$-43,$-43,$-223,$7,$42,$132,$27,$-223
2018-12-31,$531,$394,$44,$438,$-59,-,-,$-24,$-57,$912,$-454,-,$-16,-,-,-,$-193,$-663,$24,$-70,$-46,$-247,$-247,$-197,$-3,$-493,$-247,$26,$-197
2018-09-30,$498,$400,$50,$450,$-159,-,-,$-61,$-74,$874,$-404,-,$-69,-,-,-,$-23,$-496,$-51,$80,$29,$-188,$-188,$-199,$-10,$-368,$11,$22,$-199
