,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$62,$346,$52,$398,$264,$-220,$-39,$-166,$-35,$425,$-207,-,-,-,-,-,$-63,$-270,$-248,-,$-248,$62,$62,-,$-11,$-197,$-39,$80,-
2020-09-30,$-60,$384,$82,$466,$282,$-285,$96,$-139,$-43,$363,$-330,-,-,-,-,-,$164,$-166,$-213,-,$-213,$1,$1,-,$-41,$-253,$-53,$76,-
2020-06-30,$148,$387,$63,$450,$-401,$21,$70,$-6,$-426,$172,$-215,-,-,-,-,-,$301,$86,$-63,-,$-63,$62,$62,$-150,$-3,$-154,$105,$76,$-150
2020-03-31,$17,$394,$82,$476,$-187,$24,$-6,$-82,$-351,$142,$-127,-,-,-,-,-,$159,$32,$-212,-,$-212,$7,$7,$-149,$-15,$-369,$-194,$78,$-149
2019-12-31,$-139,$409,$49,$458,$-344,$160,$-128,$-93,$-62,$257,$-160,-,-,-,-,-,$286,$126,$-388,-,$-388,$46,$46,$-149,$-2,$-493,$-111,$77,$-149
2019-09-30,$-276,$416,$31,$447,$-243,$-5,$331,$-176,$82,$253,$-145,-,$-22,-,-,-,$201,$34,$-319,-,$-319,$26,$26,$-147,$-52,$-492,$-207,$77,$-147
2019-06-30,$-197,$426,$193,$619,$18,$157,$-20,$64,$-253,$169,$-38,-,-,$-10,$126,$116,$-308,$-230,$432,$-500,$-68,$52,$52,$-146,$-10,$-172,$-227,$64,$-146
2019-03-31,$-581,$453,$41,$494,$493,$-13,$-291,$-73,$291,$204,$-222,-,-,$-36,$36,-,$-95,$-317,$-38,-,$-38,$5,$5,$-146,$-40,$-219,$-331,$84,$-146
2018-12-31,$-487,$482,$175,$657,$504,$-308,$-155,$192,$299,$469,$-220,-,-,$-22,$11,$-11,$-235,$-466,$-537,-,$-537,$53,$53,$-144,$-3,$-631,$-633,$79,$-144
2018-09-30,$511,$489,$302,$791,$-22,$-175,$-50,$-404,$-597,$705,$-277,-,-,$-11,$9,$-2,$20,$-259,$-38,-,$-38,$-555,$-555,$-148,$-66,$-807,$-359,$79,$-148
2018-06-30,$756,$502,$67,$569,$-186,$-274,$3,$-49,$-462,$863,$-190,-,$-1,$-23,$12,$-11,$-47,$-249,$-37,-,$-37,$-362,$-362,$-150,$-14,$-563,$42,$78,$-150
2018-03-31,$61,$684,$605,"$1,289",$41,$-389,$267,$-43,$-323,"$1,027",$-213,-,-,$-9,$10,$1,$-187,$-399,"$-2,046",$500,"$-1,546",$-108,$-108,$-148,$-144,"$-1,946","$-1,309",$103,$-148
2017-12-31,$-823,$548,$-50,$498,$49,$21,$-106,"$1,557","$1,507","$1,182",$-251,-,$-6,$-19,$29,$10,$-382,$-629,"$-1,089",-,"$-1,089",$79,$79,$-148,$-9,"$-1,167",$-614,$99,$-148
2017-09-30,$681,$543,$145,$688,$-148,$44,$-126,$-132,$-236,"$1,133",$-155,-,$-93,$-38,$16,$-22,$-108,$-378,$-62,-,$-62,$20,$20,$-147,$-35,$-224,$532,$97,$-147
2017-06-30,$280,$556,$83,$639,$2,$-87,$-83,$92,$20,$939,$-125,-,-,$-7,$6,$-1,$-64,$-190,$482,-,$482,$112,$112,$-146,$-497,$-49,$702,$91,$-146
2017-03-31,$248,$577,$65,$642,$51,$-169,$158,$71,$108,$998,$-103,-,-,$-35,$171,$136,$-163,$-130,$-9,-,$-9,$33,$33,$-144,$-40,$-160,$712,$102,$-144
2016-12-31,$235,$525,$132,$657,$22,$24,$66,$91,$168,"$1,060",$-146,-,-,$-155,$241,$86,$-54,$-114,$-12,-,$-12,$66,$66,$-142,$14,$-74,$863,$102,$-142
2016-09-30,$-366,$755,$256,"$1,011",$-562,$28,$120,$-79,$-205,$440,$-183,-,-,$-84,$73,$-11,$-8,$-202,"$-4,250",-,"$-4,250",$85,$85,$-142,$-5,"$-4,312","$-4,074",$99,$-142
2016-06-30,$-366,$456,$21,$477,$188,$168,$-113,$62,$244,$355,$-151,-,"$-9,835",$-170,$702,$532,$-143,"$-9,597","$15,159",$-255,"$14,904",$462,$462,$-117,"$-3,744","$11,505","$2,264",$70,$-117
2016-03-31,$74,$247,$35,$282,$396,$11,$-243,$-84,$129,$485,$-133,-,-,$-54,$641,$587,$-11,$443,$-301,-,$-301,$10,$10,$-116,$3,$-404,$524,$42,$-116
2015-12-31,$251,$253,$65,$318,$-34,$22,$13,$32,$29,$598,$-149,-,-,$-172,$142,$-30,$-2,$-181,$-32,-,$-32,$39,$39,$-116,$-26,$-135,$282,$37,$-116
2015-09-30,$283,$237,$53,$290,$-84,$105,$-71,$-2,$-28,$545,$-151,-,-,$-236,$124,$-112,$-10,$-273,$-31,-,$-31,$-45,$-45,$-115,$-24,$-215,$57,$42,$-115
2015-06-30,$220,$250,$141,$391,$164,$-47,$-156,$35,$-123,$488,$-163,-,$-10,$-835,$768,$-67,$-1,$-241,$224,-,$224,$-132,$-132,$-116,$-11,$-35,$212,$45,$-116
2015-03-31,$384,$285,$10,$295,$185,$-40,$-86,$-13,$5,$684,$-150,-,$-241,$573,$-630,$-57,$-10,$-458,$-31,-,$-31,$-206,$-206,$-93,$14,$-316,$-90,$37,$-93
2014-12-31,$438,$290,$51,$341,$35,$-10,$45,$99,$-536,$243,$-305,-,$-6,$-475,$630,$155,$28,$-128,$-32,-,$-32,$-236,$-236,$-93,$-11,$-372,$-257,$41,$-93
2014-09-30,$423,$289,$54,$343,$74,$-46,$49,$-24,$61,$827,$6,-,-,$-120,-,$-120,$-12,$-126,$-31,-,$-31,$-184,$-184,$-94,$-37,$-346,$355,$39,$-94
2014-06-30,$317,$308,$132,$440,$-187,$51,$81,$-17,$-45,$712,$-161,-,-,$-91,$72,$-19,-,$-180,$-31,-,$-31,$-210,$-210,$-70,$14,$-297,$235,$31,$-70
2014-03-31,$375,$307,$39,$346,$157,$15,$-199,$21,$-23,$698,$-161,-,-,$-470,-,$-470,-,$-631,$621,$-500,$121,$-216,$-216,$-71,$13,$-153,$-86,$41,$-71
2013-12-31,$430,$317,$44,$361,$-170,$-45,$64,$-11,$-65,$726,$-170,-,$-560,-,-,-,$-35,$-765,$-57,$500,$443,$-75,$-75,$-59,$-484,$-175,$-214,$42,$-59
2013-09-30,$495,$312,$-26,$286,$25,$-21,$22,$-23,$-101,$680,$-136,-,$-263,-,-,-,$39,$-360,$-58,-,$-58,$-128,$-128,$-59,$485,$240,$560,$42,$-59
2013-06-30,$-265,$302,$9,$311,$-81,$9,$-77,$34,$638,$684,$-136,-,-,$-17,-,$-17,$17,$-136,$-57,-,$-57,$-173,$-173,$-60,$-9,$-299,$249,$30,$-60
2013-03-31,$391,$309,$28,$337,$32,$6,$-82,$-9,$-1,$727,$-188,-,$26,-,-,-,$-2,$-164,$-115,-,$-115,$-206,$-206,-,$2,$-319,$244,$36,-
2012-12-31,$335,$309,$127,$436,$220,$101,$-285,$21,$1,$772,$-246,-,$-18,-,-,-,$-15,$-279,-,-,-,$-95,$-95,$-121,$2,$-214,$279,$32,$-121
2012-09-30,$519,$313,$27,$340,$413,$-94,$-67,$-62,$77,$936,$-382,-,$-9,-,-,-,-,$-391,$-58,-,$-58,$-183,$-183,-,$25,$-216,$329,$39,-
2012-06-30,$745,$339,$84,$423,$40,$71,$-95,$46,$-39,"$1,129",$-248,-,$15,-,-,-,-,$-233,$-558,-,$-558,$-571,$-571,-,$59,"$-1,070",$-169,$31,-
2012-03-31,$483,$188,$54,$242,$-337,$-94,$902,$37,$483,"$1,208",$-140,-,"$-3,541",-,-,-,-,"$-3,681",$-872,-,$-872,$18,$18,-,"$2,786","$1,932",$-547,$20,-
2011-12-31,$145,$140,$142,$282,$609,$179,$-832,$-20,$-49,$378,$-119,-,-,-,-,-,-,$-119,$-32,-,$-32,$21,$21,-,$1,$-10,$249,$24,-
2011-09-30,$239,$158,$26,$184,$-150,$-68,$157,$7,$-71,$352,$-134,-,-,-,-,-,-,$-134,$-31,-,$-31,$2,$2,-,$-4,$-33,$185,$17,-
2011-06-30,$158,$150,$31,$181,$-36,$-3,$107,$-57,$108,$447,$-153,-,$-15,-,-,-,-,$-168,$-31,-,$-31,$23,$23,-,$-11,$-19,$260,$15,-
2011-03-31,$146,$151,$20,$171,$79,$-6,$-86,$22,$-4,$313,$-175,-,-,-,-,-,-,$-175,$-25,-,$-25,$11,$11,-,$-4,$-18,$120,$17,-
2010-12-31,$225,$151,$19,$170,$75,$-7,$-5,$8,$110,$505,$-250,-,-,-,-,-,-,$-250,$-25,-,$-25,$22,$22,-,-,$-3,$252,$18,-
2010-09-30,$197,$150,$19,$169,$-68,$-1,$162,$-17,$24,$390,$-200,-,-,-,-,-,-,$-200,$-25,-,$-25,$-48,$-48,-,$7,$-66,$124,$19,-
2010-06-30,$264,$134,$46,$180,$1,$-17,$-150,$37,$-81,$363,$-185,-,$-253,-,-,-,-,$-438,$-25,-,$-25,$25,$25,-,$-17,$-17,$-92,$17,-
2010-03-31,$401,$129,$19,$148,$108,$-54,$-8,$31,$39,$588,$-177,-,-,-,$1,$1,-,$-176,$-19,-,$-19,$7,$7,-,$-9,$-21,$391,$16,-
2009-12-31,$429,$126,$9,$135,$-234,$-58,$170,$35,$-7,$557,$-199,-,-,-,$3,$3,-,$-196,$-19,-,$-19,$32,$32,-,$5,$18,$379,$14,-
2009-09-30,$288,$121,$13,$134,$-205,$-19,$258,$1,$12,$434,$-176,-,-,-,-,-,-,$-176,$-19,-,$-19,$15,$15,-,$8,$4,$262,$13,-
2009-06-30,$196,$121,$27,$148,$-98,$9,$66,$12,$5,$349,$-82,-,$-19,-,$1,$1,-,$-100,$-20,-,$-20,$15,$15,-,$-29,$-34,$215,$14,-
2009-03-31,$49,$119,$28,$147,$106,$69,$-36,$24,$159,$355,$-106,-,$-44,-,-,-,-,$-150,$-2,-,$-2,$1,$1,-,$-1,$-2,$203,$12,-
2008-12-31,$14,$122,$90,$212,$156,$31,$-139,$22,$74,$300,$-140,-,-,-,-,-,-,$-140,$-3,-,$-3,$11,$11,-,$-5,$3,$163,$11,-
2008-09-30,$211,$117,$13,$130,$-72,$-21,$76,$-30,$-40,$301,$-162,-,-,-,$1,$1,-,$-161,$-2,-,$-2,$-35,$-35,-,$6,$-31,$109,$10,-
2008-06-30,$213,$113,$-67,$46,$4,-,$-67,$15,$-29,$230,$-146,-,$-2,$324,$-325,$-1,-,$-149,$-5,-,$-5,$23,$23,-,$88,$106,$187,$10,-
2008-03-31,$280,$111,$28,$139,$72,$3,$-21,$-22,$12,$431,$-137,-,$-10,$-1,$16,$15,-,$-132,$499,$-760,$-261,$-36,$-36,-,$-2,$-299,-,$10,-
2007-12-31,$305,$111,$19,$130,$-97,$2,$130,$22,$84,$519,$-169,-,$-4,$-74,$216,$142,-,$-31,$-254,$10,$-244,$24,$24,-,$-2,$-222,$266,$9,-
2007-09-30,$69,$78,$117,$195,$-173,$3,$72,$41,$-45,$219,$-163,-,$-911,$-28,$93,$65,-,"$-1,009",$-3,$750,$747,$-6,$-6,-,-,$741,$-49,$8,-
2007-06-30,$212,$61,$-115,$-54,$11,$-15,$-13,$1,$-4,$154,$-86,-,-,$-36,-,$-36,-,$-122,$-5,-,$-5,$-22,$-22,-,$-9,$-36,$-4,$14,-
2007-03-31,$121,$55,$16,$71,$-41,$22,$16,$-11,$-28,$164,$-69,-,-,$-17,-,$-17,-,$-86,$-22,-,$-22,$-28,$-28,-,-,$-50,$28,$13,-
2006-12-31,$128,$49,$12,$61,$-56,$-49,$88,$4,$-4,$185,$-110,-,-,$-6,-,$-6,-,$-116,$-10,-,$-10,$14,$14,-,-,$4,$73,$12,-
2006-09-30,$103,$45,$9,$54,$-132,$-11,$105,$-3,$-42,$115,$-59,-,-,-,-,-,-,$-59,$-6,-,$-6,$2,$2,-,-,$-4,$52,$9,-
2006-06-30,$120,$44,$-10,$34,$2,$-27,$8,$-20,$-53,$101,$-70,-,-,$-17,-,$-17,-,$-87,$-6,-,$-6,-,-,-,-,$-6,$8,$12,-
2006-03-31,$102,$42,$7,$49,$-54,$-10,$2,$6,$-50,$101,$-86,-,-,$-37,-,$-37,-,$-123,$-6,-,$-6,$21,$21,-,-,$15,$-7,$9,-
2005-12-31,$104,$38,$16,$54,$42,$5,$-59,$-43,$-32,$126,$-62,-,-,$-19,-,$-19,-,$-81,$-6,-,$-6,$5,$5,-,-,$-1,$44,$9,-
2005-09-30,$69,$36,$7,$43,$-67,$-20,$79,$-24,$-72,$40,$-50,-,-,$38,-,$38,-,$-12,$-5,-,$-5,$-2,$-2,-,-,$-7,$21,$7,-
2005-06-30,$38.8,$35.7,$3.1,$38.8,$-4.2,$-17.1,$-22.1,$-4.3,$-4.2,$73.4,$-41,-,-,$0.9,-,$0.9,-,$-40.1,$-5.4,-,$-5.4,$-3.5,$-3.5,-,-,$-8.9,$24.4,$3.1,-
2005-03-31,$157.2,$95.3,$1.9,$97.2,$-85.8,$13.1,$116.1,$-6.7,$93.2,$347.6,$-153,-,-,$-80.9,-,$-80.9,-,$-233.9,$-14.6,-,$-14.6,$16.5,$16.5,-,-,$1.9,$115.6,$1.9,-
