,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,859",$817,$580,"$1,397","$1,010",$33,-,$228,"$1,006","$4,490","$-2,137",-,$1,$-731,-,$-731,$9,"$-2,858","$1,129","$-1,843",$-714,$-423,$-423,"$-1,415",$-40,"$-2,592",$-905,$78,"$-1,415"
2020-09-30,"$2,307",$609,$20,$629,$-329,$278,-,$49,"$1,758","$4,661",$-878,-,$-724,$-395,-,$-395,$-2,"$-1,999",$-62,$-691,$-753,$-381,$-381,"$-1,417",$-9,"$-2,560",$170,$85,"$-1,417"
2020-06-30,"$1,658",$589,$81,$670,$-317,$-515,-,$12,$-493,"$2,211",$-691,-,"$-5,191",$11,-,$11,$34,"$-5,837","$3,384",$-8,"$3,376",$-522,$-522,"$-1,328",$-17,"$1,509","$-2,303",$40,"$-1,328"
2020-03-31,"$1,351",$533,$-130,$403,$-784,$-312,-,$-263,"$-2,574",$-749,$-479,-,$-454,$7,-,$7,$1,$-925,"$6,428","$2,956","$9,384",$-495,$-495,"$-1,349",$-78,"$7,462","$5,722",$61,"$-1,349"
2019-12-31,"$1,778",$798,$333,"$1,131","$1,066",$383,-,$177,"$1,647","$4,586","$-2,166",-,$-89,$73,-,$73,$30,"$-2,152",$-500,$-99,$-599,$-685,$-685,"$-1,333",$-43,"$-2,660",$-137,$68,"$-1,333"
2019-09-30,"$2,110",$578,$63,$641,$-344,$299,-,$72,$773,"$3,675",$-771,-,$-221,$10,-,$10,$-32,"$-1,014","$1,975",$-558,"$1,417",$-470,$-470,"$-1,336",$-1,$-390,"$2,236",$51,"$-1,336"
2019-06-30,"$2,043",$558,$-276,$282,$-966,$-437,-,$46,$-589,"$1,733",$-685,-,$-291,$5,-,$5,-,$-971,"$-1,102",$541,$-561,$-679,$-679,"$-1,303",$-20,"$-2,563","$-1,834",$61,"$-1,303"
2019-03-31,"$1,422",$498,$5,$503,$-406,$-435,-,$-382,"$-2,310",$-345,$-440,-,"$-1,863",$9,-,$9,$-6,"$-2,300",$-729,$117,$-612,$-837,$-837,"$-1,332",$-95,"$-2,876","$-5,464",$57,"$-1,332"
2018-12-31,"$6,867",$763,"$-4,987","$-4,224","$1,046",$188,-,$167,"$1,941","$4,683","$-1,689",-,"$-1,032","$1,685",-,"$1,685",$2,"$-1,034","$-3,090",$33,"$-3,057",$-492,$-490,"$-1,309",$-42,"$-4,898","$-1,274",$53,"$-1,309"
2018-09-30,"$2,509",$566,$-367,$199,$-280,$275,-,$66,"$1,001","$3,645",$-557,-,$-51,"$2,379",-,"$2,379",-,"$1,771",$-4,"$-5,473","$-5,477",$-388,$-388,"$-1,316",$-32,"$-7,213","$-1,851",$57,"$-1,316"
2018-06-30,"$1,830",$574,$529,"$1,103",$-857,$-254,-,$123,$-266,"$2,396",$-559,-,$86,"$2,904",-,"$2,904",-,"$2,431","$-2,502",$-216,"$-2,718",$-471,$-471,"$-1,145",$-6,"$-4,340",$419,$66,"$-1,145"
2018-03-31,"$1,353",$496,"$-1,372",$-876,$-162,$-383,-,$-347,"$-1,764","$-1,309",$-343,-,$6,"$1,733",-,"$1,733",-,"$1,396",-,"$4,290","$4,290",$-368,$-370,"$-1,160",$-78,"$2,682","$2,818",$80,"$-1,160"
2017-12-31,$-695,$765,"$3,097","$3,862",$797,$256,-,$139,$918,"$3,943","$-1,397",-,$108,$-856,-,$-856,$20,"$-2,125","$2,834","$-2,565",$269,$-470,$-471,"$-1,148",$-61,"$-1,411",$378,$86,"$-1,148"
2017-09-30,"$2,156",$573,$178,$751,$-266,$402,-,$131,$932,"$3,836",$-544,-,$-5,"$-1,159",-,"$-1,159",$1,"$-1,707","$-2,253","$1,690",$-563,$-442,$-444,"$-1,149",$-37,"$-2,193",$-24,$63,"$-1,149"
2017-06-30,"$2,118",$554,$84,$638,$-605,$-313,-,$49,$-183,"$2,444",$-543,-,$98,$-402,-,$-402,$7,$-840,"$3,274","$-2,602",$672,$-427,$-428,"$-1,077",$-6,$-839,$758,$71,"$-1,077"
2017-03-31,"$1,329",$477,$186,$663,$-128,$-513,-,$-299,"$-2,154",$-193,$-305,-,$5,$568,-,$568,$1,$269,$-752,"$2,424","$1,672",$-199,$-200,"$-1,098",$-117,$257,$376,$72,"$-1,098"
2016-12-31,"$1,417",$757,$77,$834,$952,$306,-,$151,"$1,383","$3,839","$-1,434",-,$-187,"$-2,496",-,"$-2,496",$-2,"$-4,119","$4,443",$-532,"$3,911",$-871,$-875,"$-1,083","$-2,549",$-596,"$-1,110",$94,"$-1,083"
2016-09-30,"$2,004",$567,$277,$844,$-252,$374,-,$61,$888,"$3,717",$-635,-,$-11,$-785,-,$-785,$8,"$-1,423",$821,$-750,$71,$-628,$-629,"$-1,084",$-37,"$-1,679",$610,$67,"$-1,084"
2016-06-30,"$2,013",$563,$168,$731,$-700,$-225,-,$53,$102,"$2,802",$-508,-,$16,$295,-,$295,$1,$-196,"$-1,832","$2,348",$516,$-582,$-582,"$-1,022",$-5,"$-1,093","$1,522",$54,"$-1,022"
2016-03-31,$945,$481,$428,$909,$-349,$-530,-,$-255,"$-1,477",$305,$-364,-,$55,"$-1,103",-,"$-1,103",-,"$-1,412","$1,281",$471,"$1,752",$-454,$-456,"$-1,038",$-101,$157,$-972,$69,"$-1,038"
2015-12-31,"$1,733",$772,$89,$861,"$1,092",$330,-,$107,"$1,260","$4,089","$-1,272",-,$-61,$-928,-,$-928,$-2,"$-2,263","$2,954","$-1,388","$1,566","$-1,624","$-1,626","$-1,032",$-262,"$-1,354",$398,$87,"$-1,032"
2015-09-30,$543,$569,"$1,706","$2,275",$-244,$288,-,$107,"$1,322","$4,014",$-594,-,$-7,$21,-,$21,$-568,"$-1,148","$1,220",$-834,$386,$-992,$-993,"$-1,035",$-17,"$-1,659","$1,136",$64,"$-1,035"
2015-06-30,"$1,994",$579,$131,$710,$-874,$-448,-,$-2,$-84,"$2,491",$-547,-,$-1,$73,-,$73,$-3,$-478,"$2,485","$-1,490",$995,$-927,$-928,$-995,$39,$-889,"$1,152",$68,$-995
2015-03-31,"$1,231",$496,$29,$525,$-435,$-414,-,$-262,"$-1,506",$270,$-259,-,$59,$520,-,$520,-,$320,"$-2,052","$3,737","$1,685",$-953,$-954,$-978,$37,$-210,$276,$76,$-978
2014-12-31,"$1,326",$831,$59,$890,"$1,239",$370,-,$98,"$1,588","$3,813","$-1,264",-,$10,"$3,008",-,"$3,008",$-13,"$1,741",$488,"$-4,136","$-3,648","$-1,611","$-1,614",$-985,$10,"$-6,237","$-1,148",$90,$-985
2014-09-30,"$2,018",$632,$97,$729,$-28,$341,-,$134,"$1,343","$4,021",$-601,-,$13,"$-1,926",-,"$-1,926",$-2,"$-2,516",$-531,$591,$60,$-828,$-832,$-993,$-7,"$-1,772",$-325,$67,$-993
2014-06-30,"$1,987",$630,$82,$712,"$-1,196",$-416,-,$82,$-136,"$2,491",$-531,-,$31,"$-3,439",-,"$-3,439",-,"$-3,939","$1,371",$-577,$794,$-740,$-741,$-864,$14,$-797,"$-2,232",$68,$-864
2014-03-31,"$1,227",$532,$195,$727,$-358,$-406,-,$-234,"$-1,636",$181,$-348,-,$61,$59,-,$59,$5,$-223,$338,"$2,125","$2,463","$-1,078","$-1,080",$-888,$47,$542,$464,$72,$-888
2013-12-31,"$1,754",$848,$-694,$154,"$1,174",$341,-,$105,"$1,168","$3,026","$-1,240",-,$-68,$69,-,$69,$-8,"$-1,247",$-930,$977,$47,$-828,$-830,$-876,$5,"$-1,654",$171,$84,$-876
2013-09-30,"$1,923",$630,$288,$918,$-174,$322,-,$85,$835,"$3,647",$-565,-,$-23,$-4,-,$-4,-,$-592,$685,$-565,$120,$-845,$-846,$-881,$-1,"$-1,608","$1,411",$70,$-881
2013-06-30,"$2,025",$634,$-126,$508,$-913,$-308,-,$-40,$16,"$2,313",$-586,-,$142,$-44,-,$-44,$-13,$-501,$-755,$906,$151,$-28,$-30,$-846,$25,$-700,"$1,078",$72,$-846
2013-03-31,"$1,085",$551,$161,$712,$-175,$-351,-,$-201,"$-1,061",$702,$-295,-,$-30,$40,-,$40,-,$-285,"$1,301",$-153,"$1,148",$-177,$-179,$-831,$35,$173,$418,$77,$-831
2012-12-31,"$1,667",$852,$8,$860,"$1,050",$378,-,$172,"$1,034","$3,361","$-1,268",-,$-92,$82,-,$82,$1,"$-1,277",$-300,$733,$433,$-696,$-698,$-835,$-42,"$-1,142",$988,$85,$-835
2012-09-30,"$1,913",$636,$72,$708,$-216,$409,-,$113,"$1,084","$3,871",$-492,-,$-34,$-62,-,$-62,$-2,$-590,"$2,151","$-2,520",$-369,$-691,$-693,$-844,$34,"$-1,872","$1,446",$68,$-844
2012-06-30,"$1,501",$646,$121,$767,"$-1,013",$-377,-,$1,$-280,"$1,937",$-560,-,$-310,$-11,-,$-11,-,$-881,"$-1,025","$2,116","$1,091",$-842,$-844,$-810,$-12,$-575,$378,$69,$-810
2012-03-31,"$1,133",$555,$-859,$-304,$-71,$-266,-,$-197,"$-1,404",$-690,$-299,-,$-23,$52,-,$52,$13,$-257,"$2,724","$-1,790",$934,$132,$131,$-816,$34,$283,$-582,$56,$-816
2011-12-31,"$1,402",$860,"$1,295","$2,155",$977,$135,-,$27,$241,"$3,110","$-1,339",-,$329,$100,-,$100,$-13,$-923,-,$247,$247,$-339,$-341,$-808,$-90,$-992,$984,$104,$-808
2011-09-30,"$2,011",$690,$-9,$681,$-152,$276,-,$90,$508,"$3,481",$-719,-,$-89,$-34,-,$-34,$-1,$-843,$-836,$318,$-518,"$-1,111","$-1,112",$-819,$5,"$-2,444",$170,$76,$-819
2011-06-30,"$1,905",$664,$44,$708,"$-1,220",$-665,-,$-7,$-442,"$1,973",$-776,-,$-33,$-63,-,$-63,$-1,$-873,"$1,470","$-1,379",$91,$49,$47,$-761,"$-1,302","$-1,925",$-749,$74,$-761
2011-03-31,"$1,144",$523,$-53,$470,$-271,$-77,-,$-137,"$-1,151",$380,$-421,-,"$-2,456",$63,$-164,$-101,$-1,"$-2,979",$-1,"$1,117","$1,116",$-143,$-145,$-769,$24,$226,"$-2,281",$72,$-769
2010-12-31,"$1,361",$747,$195,$942,"$1,019",$52,-,$158,$291,"$2,660","$-1,557",$900,$-927,$-172,$-463,$-635,$-5,"$-2,224","$1,750",$-897,$853,$-222,$-224,$-760,$27,$-104,$366,$108,$-760
2010-09-30,"$1,930",$611,$-443,$168,$-293,$184,-,$125,"$1,283","$3,346",$-684,-,$-10,$-3,-,$-3,$-2,$-699,$-48,$38,$-10,$-874,$-875,$-767,$26,"$-1,626","$1,048",$72,$-767
2010-06-30,"$1,613",$593,$473,"$1,066",$-839,$-269,-,$-41,$-437,"$2,201",$-673,-,$-19,$-35,-,$-35,$-7,$-734,$-19,"$2,313","$2,294","$-2,376","$-2,377",$-739,$17,$-805,$580,$72,$-739
2010-03-31,"$1,434",$376,"$-1,073",$-697,$-155,$309,-,$-98,$-374,$241,$-258,$-900,"$-2,848",$-2,-,$-2,$-3,"$-4,011","$4,209","$1,028","$5,237",$-468,$-469,$-712,$-135,"$3,921",$6,$47,$-712
2009-12-31,"$1,437",$552,$206,$758,$647,$145,-,$-144,$161,"$2,393",$-965,-,$-216,$25,-,$25,-,"$-1,156",$-38,$-21,$-59,$226,$223,$-700,$26,$-510,$689,$68,$-700
2009-09-30,"$1,733",$398,$10,$408,$30,$256,-,$141,$936,"$2,911",$-396,-,$-66,$13,-,$13,-,$-449,$-33,$-770,$-803,$70,$69,$-701,$-18,"$-1,453","$1,040",$51,$-701
2009-06-30,"$1,668",$371,$-11,$360,$-375,$-245,-,$79,$-187,"$1,758",$-419,-,$-77,$10,-,$10,-,$-486,$-103,$-556,$-659,$26,$24,$-662,$1,"$-1,296",$26,$54,$-662
2009-03-31,"$1,141",$314,"$-1,006",$-692,$-114,$-139,-,$-203,$-646,$-266,$-290,-,$-27,$7,-,$7,-,$-310,"$1,005",$329,"$1,334",$91,$90,$-669,$7,$762,$124,$54,$-669
2008-12-31,$726,$488,$954,"$1,442",$617,$17,-,$-19,$375,"$2,341","$-1,034",-,$61,$82,-,$82,-,$-891,"$1,825","$-1,557",$268,$-398,$-400,$-662,$24,$-770,$547,$69,$-662
2008-09-30,"$1,583",$377,$-23,$354,$-64,$240,-,$170,$548,"$2,465",$-483,-,"$-1,600",$-55,-,$-55,-,"$-2,138",$-51,"$1,297","$1,246","$-1,137","$-1,138",$-670,$18,$-544,$-251,$57,$-670
2008-06-30,"$1,705",$375,$37,$412,$-749,$-427,-,$116,$-327,"$1,673",$-575,-,$4,$697,-,$697,-,$126,"$1,550","$-1,273",$277,"$-1,328","$-1,330",$-599,$12,"$-1,640",$164,$40,$-599
2008-03-31,"$1,152",$303,$137,$440,$-353,$-175,-,$-335,"$-1,020",$520,$-256,-,$-66,$558,-,$558,-,$236,$-254,"$1,978","$1,724","$-1,237","$-1,238",$-610,$53,$-71,$694,$72,$-610
2007-12-31,"$1,274",$478,$164,$642,$439,$40,-,$-67,$-92,"$1,764","$-1,146",-,$-313,$-360,$24,$-336,-,"$-1,795","$1,126",$7,"$1,133",$-735,$-739,$-606,$90,$-122,$-125,$78,$-606
2007-09-30,"$1,743",$340,$-148,$192,$8,$282,-,$120,"$1,223","$3,152",$-509,-,$-31,$-349,$3,$-346,-,$-886,$-8,$-668,$-676,$-978,$-982,$-609,$32,"$-2,235",$37,$59,$-609
2007-06-30,"$1,557",$332,$-36,$296,$-475,$-392,-,$6,$-376,"$1,392",$-465,-,$-324,$-76,-,$-76,-,$-865,$497,$252,$749,$-833,$-835,$-491,$39,$-538,$31,$60,$-491
2007-03-31,"$1,096",$276,$54,$330,$-377,$-134,-,$-75,$-730,$626,$-263,-,$-337,$402,-,$402,-,$-198,$-26,$14,$-12,$-646,$-648,$-498,$47,"$-1,111",$-684,$63,$-498
2006-12-31,"$1,826",$466,$-439,$27,$455,$60,-,$-39,$-45,"$1,813",$-926,-,$-8,$918,$-14,$904,-,$-30,$5,$-307,$-302,$-657,$-660,$-495,$43,"$-1,414",$385,$79,$-495
2006-09-30,"$1,494",$330,$-22,$308,$-32,$150,-,$31,$660,"$2,491",$-400,-,$95,$191,$-11,$180,-,$-125,$-85,$-534,$-619,$-377,$-379,$-496,$27,"$-1,467",$904,$63,$-496
2006-06-30,"$1,375",$324,$-15,$309,$-406,$-217,-,$10,$-38,"$1,607",$-410,-,$-64,$108,-,$108,-,$-366,$-4,$-809,$-813,$-548,$-551,$-431,$30,"$-1,765",$-522,$61,$-431
2006-03-31,$947,$286,$84,$370,$-347,$-179,-,$-39,"$-1,146",$173,$-283,-,$-190,$800,-,$800,-,$327,$-22,$-691,$-713,$-224,$-226,$-432,$34,"$-1,337",$-832,$67,$-432
2005-12-31,"$1,108",$412,$-439,$-27,$479,$-28,-,$-104,$63,"$1,294",$-917,-,$-6,$867,-,$867,-,$-56,$-20,$627,$607,$-535,$-540,$-433,-,$-366,$872,$96,$-433
2005-09-30,$864,$308,$180,$488,$-164,$178,-,$36,$788,"$2,195",$-295,-,$-18,$-696,-,$-696,-,"$-1,009",$-60,$285,$225,$-728,$-731,$-435,-,$-941,$249,$68,$-435
2005-06-30,"$1,194",$306,$44,$350,$-350,$-189,-,$9,$102,"$1,614",$-280,-,$-110,$-634,-,$-634,-,"$-1,024",$-82,$203,$121,$-389,$-394,$-387,-,$-660,$-86,$70,$-387
2005-03-31,$912,$282,$117,$399,$-237,$-93,-,$3,$-616,$749,$-156,-,$-744,$-528,-,$-528,-,"$-1,428",$10,$733,$743,$-261,$-267,$-387,-,$89,$-599,$77,$-387
