,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-19,$343,$179,$522,"$1,588",-,-,$-556,"$2,478","$2,981",$-206,-,"$-1,049",-,"$-2,978","$-2,978",$-22,"$-4,255",$7,-,$7,$-56,$-56,-,$-74,$-123,"$-1,387",$63,-
2020-09-30,$565,$298,$-119,$179,$-481,-,-,$955,"$-1,696",$-952,$-251,-,-,-,$578,$578,$5,$332,$1,-,$1,$-9,$-9,-,$12,$4,$-611,$54,-
2020-06-30,"$1,202",$330,$-81,$249,"$1,023",-,-,$635,"$2,263","$3,714",$-235,-,$58,-,$417,$417,-,$240,$-471,-,$-471,$-3,$-3,-,$14,$-460,"$3,498",$47,-
2020-03-31,$46,$288,$276,$564,"$-2,182",-,-,$628,$-850,$-240,$-177,-,"$-2,592",-,$-498,$-498,$-5,"$-3,272","$1,503",-,"$1,503",$-558,$-558,-,$-106,$839,"$-2,674",$117,-
2019-12-31,$202,$168,$231,$399,$-757,-,-,$-626,"$-1,252",$-651,$-200,-,$-5,-,$61,$61,-,$-144,"$6,755",-,"$6,755",$-34,$-34,-,$-17,"$6,704","$5,903",$71,-
2019-09-30,$96,$162,$240,$402,$-553,-,-,$-108,$-597,$-99,$-194,-,$1,-,$-266,$-266,-,$-459,$-101,-,$-101,$-4,$-4,-,$-3,$-108,$-664,$34,-
2019-06-30,$492,$158,$12,$170,$896,-,-,$332,$255,$917,$-160,-,$-32,-,$-364,$-364,-,$-556,$173,-,$173,$-2,$-2,-,$7,$178,$541,$34,-
2019-03-31,$519,$155,$50,$205,$-662,-,-,$897,$592,"$1,316",$-176,-,-,-,$-197,$-197,-,$-373,$91,-,$91,$-35,$-35,-,$2,$58,"$1,001",$38,-
2018-12-31,$241,$141,$14,$155,$-477,-,-,$15,"$-1,030",$-634,$-186,-,$-97,-,$-739,$-739,-,"$-1,022",$206,-,$206,$-54,$-54,-,-,$152,"$-1,504",$40,-
2018-09-30,$16,$139,$-69,$70,$-143,-,-,$-295,$462,$548,$-127,-,"$-1,721",-,$-462,$-462,-,"$-2,310",$113,-,$113,$-5,$-5,-,$-26,$82,"$-1,680",$38,-
2018-06-30,$299,$111,$8,$119,$-377,-,-,$455,$-944,$-526,$-144,-,$-11,-,$-334,$-334,-,$-489,"$1,151",-,"$1,151","$2,776","$2,776",-,$-62,"$3,865","$2,850",$34,-
2018-03-31,$338,$104,$63,$167,$-176,-,-,"$1,360","$1,341","$1,846",$-218,-,$-226,-,$-320,$-320,-,$-764,$524,-,$524,$-9,$-9,-,$-2,$513,"$1,595",$33,-
