,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$67.289,$219.056,$-52.077,$166.979,$303.382,$60.665,$-492.305,$-28.985,$-228.504,$5.764,$-79.959,-,-,$-0.933,-,$-0.933,-,$-80.892,$-12.87,$3.353,$-9.517,$34.702,$34.702,$-230.003,$-0.416,$-205.234,$-220.401,$21.288,$-230.003
2020-09-30,$216.9,$214.453,$-100.133,$114.32,$-111.261,$-23.32,$577.013,$2.508,$599.694,$930.914,$-68.475,-,-,$-14.391,-,$-14.391,-,$-82.866,$-756.699,$3.11,$-753.589,$31.933,$31.933,$-228.714,$-0.457,$-950.827,$-85.684,$25.834,$-228.714
2020-06-30,$-618.419,$413.701,$171.149,$584.85,$573.16,$611.954,$-480.282,$57.124,$573.78,$540.211,$-101.086,-,-,$3.067,-,$3.067,$1.7,$-96.319,"$3,010.296",$595.771,"$3,606.067",$41.099,$41.099,$-228.256,$-41.788,"$3,377.122","$3,811.023",$-21.708,$-228.256
2020-03-31,$-3.297,$290.56,$126.94,$417.5,$503.715,$-217.988,$-162.556,$-26.29,$-90.203,$324,$-207.534,-,$0.003,$8.427,-,$8.427,$66.806,$-132.298,"$2,658.302",$-700.529,"$1,957.773",$-169.51,$-169.51,$-228.963,$-23.529,"$1,535.771","$1,713.051",$17.298,$-228.963
2019-12-31,$383.41,$216.499,$-4.496,$212.003,$74.978,$-93.072,$-152.386,$22.072,$-12.523,$582.89,$-212.26,-,$-67.969,$-1.402,-,$-1.402,$0.565,$-281.066,$-19.918,$188.015,$168.097,$-224.689,$-224.689,$-199.056,$-0.15,$-255.798,$57.076,$25.258,$-199.056
2019-09-30,$453.781,$219.25,$16.899,$236.149,$-236.136,$-186.331,$-38.894,$-53.796,$-518.351,$171.579,$-170.826,-,$-74.814,$-0.984,-,$-0.984,-,$-246.624,$15.65,$533.4,$549.05,$-263.997,$-263.997,$-200.037,$-22.311,$62.705,$-17.825,$21.386,$-200.037
2019-06-30,$535.766,$192.477,$-44.368,$148.109,$114.169,$117.065,$15.207,$-6.075,$362.107,"$1,045.982",$-304.928,-,$140.793,$-0.633,-,$-0.633,$1.772,$-162.996,$-513.517,$-67.9,$-581.417,$-113.358,$-113.358,$-200.371,$-2.313,$-897.459,$-17.531,$26.794,$-200.371
2019-03-31,$440.083,$189.613,$22.859,$212.472,$-180.313,$-27.295,$99.498,$-36.732,$-205.12,$447.435,$-149.598,-,$-97.53,$-115.807,-,$-115.807,$0.088,$-362.847,$-255.099,$90.1,$-164.999,$-54.231,$-54.231,$-195.843,$-14.01,$-429.083,$-347.21,$23.911,$-195.843
2018-12-31,$267.38,$209.43,$-22.554,$186.876,$44.919,$24.663,$53.603,$-22.22,$192.389,$646.645,$-116.441,-,-,-,-,-,$-1,$-117.441,$-11.518,$109.9,$98.382,$-481.062,$-481.062,$-191.987,$-4.453,$-579.12,$-56.385,$25.006,$-191.987
2018-09-30,$431.042,$193.797,$15.713,$209.51,$-182.233,$-229.1,$78.112,$-25.745,$-369.407,$271.145,$-100.483,-,-,-,-,-,$0.912,$-99.571,$378.064,-,$378.064,$-120.247,$-120.247,$-187.229,$-2.2,$68.388,$237.527,$29.193,$-187.229
