,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$36,130","$2,904","$-38,544","$-35,640",$657,-,-,"$2,405","$10,056","$10,546","$-3,496",-,"$-2,421",-,"$24,491","$24,491","$-1,925","$16,649","$2,615",$-56,"$2,559","$-8,994","$-8,994",-,$-233,"$-6,668","$20,959",-,-
2020-09-30,"$30,413","$2,583","$-31,211","$-28,628",$-62,-,-,"$4,352","$9,976","$11,761","$-3,329",-,$-29,-,"$-7,628","$-7,628",$-869,"$-11,855",$-5,$104,$99,"$-8,973","$-8,973",-,$18,"$-8,856","$-9,150",-,-
2020-06-30,"$26,407","$2,524","$-28,203","$-25,679",$-540,-,-,"$1,916","$9,940","$10,668","$-3,219",-,$-56,-,"$-10,749","$-10,749",$-723,"$-14,747","$2,612",$-33,"$2,579","$-4,998","$-4,998",-,$-55,"$-2,474","$-6,509",-,-
2020-03-31,"$-49,697","$2,585","$68,316","$70,901",$-77,-,-,$-280,"$-14,406","$6,798","$-2,968",-,$-26,-,"$-24,366","$-24,366",$-444,"$-27,804","$2,687","$-1,133","$1,554","$-1,741","$-1,741",-,$-159,$-346,"$-21,536",-,-
2019-12-31,"$29,230","$2,657","$-30,558","$-27,901",$359,-,-,"$3,934","$10,748","$12,077","$-4,840",-,$-951,-,"$-14,925","$-14,925",$-361,"$-21,077",$319,$101,$420,"$-2,043","$-2,043",-,$-156,"$-1,779","$-10,659",-,-
2019-09-30,"$16,657","$2,534","$-11,695","$-9,161",$134,-,-,"$1,648","$2,352","$9,848","$-4,392",-,$-152,-,"$23,780","$23,780",$-872,"$18,364","$2,574",$260,"$2,834",$-674,$-674,-,$-62,"$2,098","$30,189",-,-
2019-06-30,"$14,173","$2,456","$-10,103","$-7,647",$-906,-,-,$780,"$2,659","$9,185","$-3,596",-,$-318,-,"$11,346","$11,346",$-139,"$7,293","$2,219",$408,"$2,627",$-548,$-548,-,$10,"$2,089","$18,578",-,-
2019-03-31,"$21,732","$2,417","$-20,021","$-17,604",$-183,-,-,"$-1,739","$3,449","$7,577","$-3,151",-,$-262,-,"$-6,934","$-6,934",$146,"$-10,201",$699,$-503,$196,"$-1,585","$-1,585",-,$-289,"$-1,678","$-4,287",-,-
2018-12-31,"$-25,391","$2,610","$38,539","$41,149",$158,-,-,"$2,677","$-4,913","$10,845","$-4,497",-,"$-2,758",-,"$-14,288","$-14,288",$-275,"$-21,818",$-613,$811,$198,$-418,$-418,-,$-66,$-286,"$-11,290",-,-
2018-09-30,"$18,707","$2,395","$-14,825","$-12,430",$-647,-,-,"$2,055","$4,187","$10,464","$-3,711",-,$-148,-,"$-28,044","$-28,044","$-1,558","$-33,461","$2,616","$-1,674",$942,$-928,$-928,-,$-24,$-10,"$-23,075",-,-
2018-06-30,"$12,077","$2,387","$-6,410","$-4,023","$-1,326",-,-,$994,$481,"$8,535","$-3,740",-,$-261,-,"$3,696","$3,696",$427,$122,"$-2,420",$849,"$-1,571",-,-,-,$-151,"$-1,722","$6,802",-,-
2018-03-31,"$-1,071","$2,387","$7,808","$10,195",$166,-,-,$-933,"$-1,568","$7,556","$-2,589",-,$-112,-,"$25,103","$25,103",$-94,"$22,308","$-1,763","$-1,929","$-3,692",-,-,-,$-102,"$-3,794","$26,162",-,-
2017-12-31,"$32,656","$2,353",$-800,"$1,553",$408,-,-,"$1,162","$-25,980","$8,229","$-3,297",-,$-68,-,"$-13,100","$-13,100","$-3,398","$-19,863","$-1,475","$1,957",$482,-,-,-,$-13,$469,"$-11,139",-,-
2017-09-30,"$4,203","$2,296",$50,"$2,346",$-859,-,-,"$4,487","$4,328","$10,877","$-3,262",-,$-919,-,"$9,880","$9,880","$1,152","$6,851","$-1,042",$-340,"$-1,382",-,-,-,$-16,"$-1,398","$16,369",-,-
2017-06-30,"$4,355","$2,296",$-7,"$2,289",$-410,-,-,"$1,651","$1,683","$8,327","$-2,794",-,$-122,-,"$-1,590","$-1,590",$-959,"$-5,465","$-2,790",$375,"$-2,415",-,-,-,$-69,"$-2,484",$500,-,-
2017-03-31,"$4,139","$2,243",$-195,"$2,048",$632,-,-,"$10,025","$12,108","$18,295","$-2,355",-,"$-1,599",-,"$-18,442","$-18,442",$-136,"$-22,532","$1,951",$87,"$2,038",-,-,-,$-23,"$2,015","$-2,161",-,-
2016-12-31,"$6,355","$2,296","$-2,024",$272,$-795,-,-,"$1,275",$923,"$7,550","$-3,525",-,$-584,-,"$-5,311","$-5,311",$370,"$-9,050","$1,210",$-758,$452,-,-,-,$143,$595,"$-1,067",-,-
2016-09-30,"$7,333","$2,246","$-3,078",$-832,$-267,-,-,"$1,820","$3,332","$9,833","$-3,285",-,$-375,-,"$-21,106","$-21,106",$-153,"$-24,919",$158,$270,$428,-,-,-,$15,$443,"$-14,655",-,-
2016-06-30,"$5,082","$2,234",$-990,"$1,244",$-761,-,-,$920,"$1,484","$7,810","$-3,301",-,$-255,-,"$-2,914","$-2,914",$74,"$-6,396",$140,$71,$211,-,-,-,$-71,$140,"$1,549",-,-
2016-03-31,"$5,657","$2,125","$-1,622",$503,$-511,-,-,"$1,308","$1,294","$7,454","$-2,843",-,"$-30,185",-,"$-10,347","$-10,347",$-485,"$-43,860","$11,041",$547,"$11,588",-,-,-,$25,"$11,613","$-24,786",-,-
2015-12-31,"$5,547","$1,978",$-517,"$1,461",$452,-,-,$112,$328,"$7,336","$-4,279",-,$-100,-,$970,$970,$256,"$-3,153",$-144,$130,$-14,-,-,-,$19,$5,"$4,137",-,-
2015-09-30,"$9,527","$1,989","$-7,806","$-5,817",$578,-,-,"$2,733","$6,502","$10,212","$-4,967",-,$-302,-,"$-5,827","$-5,827",$-8,"$-11,104",$933,$-262,$671,-,-,-,$-69,$602,$-327,-,-
2015-06-30,"$4,107","$1,941",$-136,"$1,805",$-891,-,-,"$1,808","$2,068","$7,980","$-3,389",-,$-505,-,"$-1,851","$-1,851",$133,"$-5,612",$833,$-382,$451,-,-,-,$-73,$378,"$2,876",-,-
2015-03-31,"$5,233","$1,871",$-163,"$1,708",$-397,-,-,"$-2,193",$-978,"$5,963","$-3,447",-,"$-3,995",-,$-787,$-787,$97,"$-8,132","$2,792",$136,"$2,928",-,-,-,$-110,"$2,818",$442,-,-
2014-12-31,"$4,218","$1,934",$-426,"$1,508",$348,-,-,$-426,"$2,127","$7,853","$-5,013",-,"$-3,755",-,$-634,$-634,$42,"$-9,360",$860,$710,"$1,570",-,-,-,$-15,"$1,555",$-68,-,-
2014-09-30,"$4,721","$1,854",$256,"$2,110",$124,-,-,"$4,395","$5,493","$12,324","$-4,079",-,$-393,-,"$-1,889","$-1,889",$219,"$-6,142",$992,$-95,$897,-,-,-,$40,$937,"$6,925",-,-
2014-06-30,"$6,458","$1,810","$-2,379",$-569,$-285,-,-,$716,"$1,016","$6,905","$-3,299",-,$24,-,"$2,184","$2,184",$122,$-969,$247,$321,$568,-,-,-,$-18,$550,"$6,507",-,-
2014-03-31,"$4,773","$1,772","$-1,367",$405,$-918,-,-,$-473,$-250,"$4,928","$-2,794",-,$-700,-,"$-1,018","$-1,018",$657,"$-3,855",$965,$-4,$961,-,-,-,"$-1,272",$-311,$762,-,-
2013-12-31,"$5,063","$1,675","$-1,167",$508,$481,-,-,$-33,"$1,396","$6,967","$-3,360",-,"$-5,601",-,"$-5,721","$-5,721","$12,611","$-2,071","$1,182",$-48,"$1,134",-,-,-,$40,"$1,174","$6,107",-,-
2013-09-30,"$5,153","$1,616","$-1,443",$173,$99,-,-,"$1,743","$2,500","$7,826","$-2,969",-,$-676,-,$-115,$-115,$759,"$-3,001","$1,776",$-296,"$1,480",-,-,-,$12,"$1,492","$6,384",-,-
2013-06-30,"$4,612","$1,616",$-561,"$1,055","$1,143",-,-,$-69,"$1,189","$6,856","$-2,551",-,$-62,-,"$-2,691","$-2,691","$-13,203","$-18,507","$1,194",$-477,$717,-,-,-,"$-2,479","$-1,762","$-13,394",-,-
2013-03-31,"$5,017","$1,601",$-521,"$1,080",$-169,-,-,"$-1,666",$-42,"$6,055","$-2,207",-,$-92,-,$-444,$-444,"$-1,213","$-3,956","$1,150",$-496,$654,-,-,-,$-597,$57,"$2,097",-,-
2012-12-31,"$4,661","$2,340","$-1,380",$960,$-853,-,-,$-964,$-831,"$4,790","$-2,582",-,"$-1,357",-,$387,$387,$444,"$-3,108","$-1,193",$680,$-513,-,-,-,"$-1,972","$-2,485",$-784,-,-
2012-09-30,"$4,054","$1,296",$-704,$592,$220,-,-,"$1,708","$2,005","$6,651","$-2,614",-,"$-1,362",-,"$2,504","$2,504",$819,$-653,"$1,154",$-77,"$1,077",-,-,-,$-57,"$1,020","$7,115",-,-
2012-06-30,"$3,231","$1,265",$41,"$1,306",$122,-,-,$601,$322,"$4,859","$-2,419",-,$-130,-,$926,$926,$351,"$-1,272",$-712,$-8,$-720,-,-,-,$36,$-684,"$2,835",-,-
2012-03-31,"$3,366","$1,253",$368,"$1,621",$35,-,-,"$-1,420",$-337,"$4,650","$-2,160",-,$-339,-,"$-2,309","$-2,309",$-733,"$-5,541","$2,302",$-904,"$1,398",-,-,-,$-55,"$1,343",$527,-,-
2011-12-31,"$3,191","$2,074",$-672,"$1,402",$-59,-,-,$-509,$-99,"$4,494","$-2,518",-,$-701,-,"$10,923","$10,923","$-9,107","$-1,403","$-1,262",$853,$-409,-,-,-,$-50,$-459,"$2,523",-,-
2011-09-30,"$2,410","$1,142",$133,"$1,275",$153,-,-,"$1,736","$2,314","$5,999","$-2,229",-,"$-7,812",-,"$-5,959","$-5,959","$-4,979","$-20,979","$2,017",$-28,"$1,989",-,-,-,$-41,"$1,948","$-13,115",-,-
2011-06-30,"$3,540","$1,141","$-1,261",$-120,$667,-,-,"$1,977","$3,061","$6,481","$-1,962",-,$-41,-,"$-3,853","$-3,853","$6,188",$332,$843,$-734,$109,-,-,-,$-256,$-147,"$6,713",-,-
2011-03-31,"$1,605","$1,135",$528,"$1,663","$-1,068",-,-,"$1,120",$234,"$3,502","$-1,482",-,$-131,-,$255,$255,"$4,219","$2,861","$-2,256",$210,"$-2,046",-,-,-,"$-1,513","$-3,559","$2,951",-,-
2010-12-31,"$4,473","$1,170",$126,"$1,296",$258,-,-,"$-3,554","$-1,705","$4,064","$-1,689",-,$-548,-,"$1,626","$1,626",$484,$-127,"$7,285",$429,"$7,714",-,-,-,"$-7,830",$-116,"$3,766",-,-
2010-09-30,"$3,119","$1,094",$-358,$736,$-486,-,-,"$2,544","$3,116","$6,971","$-1,575",-,$-13,-,$733,$733,$-395,"$-1,250",$676,$2,$678,-,-,-,$-18,$660,"$6,508",-,-
2010-06-30,"$2,090","$1,100",$-378,$722,$98,-,-,"$1,521",$735,"$3,547","$-1,546",-,$-452,-,$567,$567,$-98,"$-1,529",$494,$1,$495,-,-,-,$-108,$387,"$2,283",-,-
2010-03-31,"$3,812",$915,"$-1,220",$-305,"$-1,739",-,-,$962,$-194,"$3,313","$-1,170",-,"$-14,911",-,$828,$828,$-118,"$-15,371",$-605,$-62,$-667,-,-,-,"$7,861","$7,194","$-4,888",-,-
2009-12-31,"$3,154",$812,$-619,$193,$126,-,-,$-995,$473,"$3,820","$-1,134",-,$-33,-,"$2,004","$2,004",$-869,$-32,$-101,$-164,$-265,-,-,-,$111,$-154,"$3,639",-,-
2009-09-30,"$3,349",$779,$-85,$694,$-192,-,-,$-336,$486,"$4,529","$-1,170",-,$146,-,$-447,$-447,$-17,"$-1,488",$34,$-382,$-348,-,-,-,$-341,$-689,"$2,408",-,-
2009-06-30,"$3,384",$778,$56,$834,$451,-,-,"$-2,450","$-1,363","$2,855","$-1,260",-,$309,-,$-388,$-388,"$-2,875","$-4,214",$902,$-340,$562,-,-,-,$-411,$151,"$-1,040",-,-
2009-03-31,"$-1,446",$758,"$3,336","$4,094",$291,-,-,"$2,660","$1,994","$4,642","$-1,373",-,$-530,-,"$-1,339","$-1,339","$-2,185","$-5,427","$1,150",$1,"$1,151",-,-,-,$-226,$925,$12,-,-
2008-12-31,$315,$739,$-302,$437,$102,-,-,"$3,123","$2,072","$2,824","$-1,937",-,$-190,-,"$5,015","$5,015","$-12,933","$-10,045","$-1,035",$651,$-384,-,-,-,$-86,$-470,"$-7,830",-,-
2008-09-30,"$5,281","$2,071",$-306,"$1,765","$-1,013",-,-,"$3,299","$1,382","$3,437","$-1,663",-,$-436,-,$792,$792,"$-1,290","$-2,597",$940,$639,"$1,579",-,-,-,$-79,"$1,500","$2,210",-,-
2008-06-30,-,-,-,-,-,-,-,-,-,"$1,638","$-1,497",-,$-551,-,"$-3,720","$-3,720",$-314,"$-6,082",$85,$48,$133,-,-,-,$-82,$51,"$-4,407",-,-
2008-03-31,-,-,-,-,-,-,-,-,-,"$3,353","$-1,041",-,"$-4,873",-,"$-7,656","$-7,656",$228,"$-13,342","$1,358",$-155,"$1,203",-,-,-,$2,"$1,205","$-8,763",-,-
2007-12-31,"$13,567","$2,407","$-5,866","$-3,459","$-1,690",-,-,"$3,579","$2,442","$1,199","$-1,456",-,$26,-,"$-1,355","$-1,355",$-244,"$-3,029",$-368,$-182,$-550,-,-,-,$-383,$-933,"$-2,754",-,-
2007-09-30,-,-,-,-,-,-,-,-,-,"$3,919","$-1,365",-,$-410,-,"$-3,270","$-3,270",$126,"$-4,919",$869,$166,"$1,035",-,-,-,$40,"$1,075",$133,-,-
2007-06-30,-,-,-,-,-,-,-,-,-,"$2,807","$-1,324",-,$-348,-,"$-1,027","$-1,027",$-33,"$-2,732",$901,$-402,$499,-,-,-,$313,$812,$923,-,-
2007-03-31,-,-,-,-,-,-,-,-,-,"$4,625","$-1,228",-,$-870,-,$-591,$-591,$-59,"$-2,748","$1,047",$-178,$869,-,-,-,$-457,$412,"$2,284",-,-
2006-12-31,"$11,015","$2,066","$-2,180",$-114,$578,-,-,"$-1,587",$-706,"$2,313","$-1,430",-,$5,-,"$-2,031","$-2,031","$1,141","$-2,315","$1,332",-,"$1,332",-,-,-,$47,"$1,379","$1,494",-,-
2006-09-30,-,-,-,-,-,-,-,-,-,"$4,431","$-1,311",-,"$-4,378",-,"$2,039","$2,039",$-119,"$-3,769",$324,$44,$368,-,-,-,$-850,$-482,$180,-,-
2006-06-30,-,-,-,-,-,-,-,-,-,"$1,092","$-1,083",-,$-296,-,"$-1,113","$-1,113",$637,"$-1,855",$-240,$157,$-83,-,-,-,$57,$-26,$-789,-,-
2006-03-31,-,-,-,-,-,-,-,-,-,"$2,359",$-747,-,"$-5,463",-,$94,$94,$-22,"$-6,138","$1,521",$44,"$1,565",-,-,-,$54,"$1,619","$-2,160",-,-
2005-12-31,"$8,528",$982,"$-6,092","$-5,110","$-2,088",-,-,"$6,514","$6,028","$3,793","$-1,143",-,$-565,-,"$-5,824","$-5,824","$2,064","$-5,468",$137,$149,$286,-,-,-,$140,$426,"$-1,372",-,-
