,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-173,$100,$251,$351,-,$27,$-56,$344,$273,$451,$3,$-10,$-7,-,$-9,$-9,$13,$-10,"$3,237",$-335,"$2,902",-,-,$-74,$-57,"$2,771","$3,212",-,$-74
2020-09-30,$249,$185,$75,$260,-,-,-,$185,$185,$694,$-51,$4,$-272,-,$-7,$-7,$-13,$-339,$-62,$61,$-1,-,-,$-73,$-24,$-98,$256,-,$-73
2020-06-30,$313,$168,$169,$337,-,-,-,$-166,$-166,$484,$-50,$-4,$-5,-,$-26,$-26,$8,$-77,$-575,$-61,$-636,$-49,$-49,$-74,$-3,$-762,$-356,-,$-74
2020-03-31,$121,$151,$64,$215,-,-,-,$-128,$-128,$208,$-51,-,-,-,$-9,$-9,$-8,$-68,$551,-,$551,$-179,$-179,$-74,$-5,$293,$433,-,$-74
2019-12-31,"$3,385",$199,"$-3,134","$-2,935",$5,$22,$-177,$291,$66,$516,$-44,$11,$-7,-,$-102,$-102,$84,$-58,"$2,355","$-2,571",$-216,$-118,$-118,$-8,$-8,$-350,$108,-,$-8
2019-09-30,$372,$147,$-27,$120,-,-,-,$-20,$-20,$472,$-72,$1,$-327,-,$-13,$-13,$-78,$-489,"$-2,272","$2,485",$213,$-246,$-246,$-8,$-1,$-42,$-59,-,$-8
2019-06-30,$202,$126,$182,$308,-,-,-,$6,$6,$516,$-82,$-1,$-5,-,$-6,$-6,$1,$-93,"$1,870","$-2,485",$-615,$-292,$-292,$-8,$-57,$-972,$-549,-,$-8
2019-03-31,$482,$122,$-332,$-210,-,-,-,$-363,$-363,$-91,"$1,264",-,$-16,-,$-5,$-5,$-47,"$1,196",$-37,-,$-37,$-781,$-781,$-8,$42,$-784,$272,-,$-8
2018-12-31,$-13,$167,$-21,$146,$-83,$29,$113,$310,$177,$310,$-36,$19,$-34,-,$-47,$-47,$-48,$-146,"$1,075","$-1,734",$-659,$-244,$-244,$-9,$37,$-875,$-737,-,$-9
2018-09-30,$-48,$141,$366,$507,-,-,-,$95,$95,$554,"$1,348",$-3,$-106,-,$7,$7,$-143,"$1,103",$25,$-646,$-621,$-496,$-496,$-9,$25,"$-1,101",$473,-,$-9
2018-06-30,$96,$159,$402,$561,-,-,-,$-494,$-494,$163,$-34,$-3,$-369,-,$-16,$-16,$-280,$-702,$39,$646,$685,$-403,$-403,$-9,$191,$464,$-139,-,$-9
2018-03-31,$233,$165,$-89,$76,-,-,-,$41,$41,$350,$-102,$6,$-2,-,$-42,$-42,$-320,$-460,$-39,-,$-39,$-86,$-86,$-10,$121,$-14,$-70,-,$-10
