,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$139.2,$37.2,$-0.2,$37,$4.5,-,$-77,$298.7,$283.5,$440.4,$-40.1,-,$-292.5,$-77.2,$-118.7,$-195.9,$68.5,$-460,$243.7,-,$243.7,$-142.5,$-142.5,$-44.2,$-25,$32,$25.6,$16,$-39.5
2020-09-30,$-30.2,$38,$146.6,$184.6,$-292.9,-,$67.3,$493.4,$449,$609.4,$-34.9,-,$-30.3,$-40.1,$-157.9,$-198,$20.2,$-243,-,$-200,$-200,$-68.3,$-68.3,$-42.2,$1.7,$-308.8,$65.5,$15.5,$-37.5
2020-06-30,$178.1,$29.1,$37.4,$66.5,$153.8,-,$20.6,$34.8,$180.4,$415.9,$-24.6,-,$-135.8,$21.9,$-61.1,$-39.2,$-14.5,$-214.1,$-0.5,-,$-0.5,$-29.6,$-29.6,$-44.2,$-5.1,$-79.4,$137.6,$14.9,$-39.6
2020-03-31,$154.7,$29.3,$224.1,$253.4,$87.4,-,$-7.4,$-435.4,$-540.8,$-123.7,$-21.6,-,-,$137.1,$40.9,$178,$25.5,$181.9,$-0.7,$200,$199.3,$-56.6,$-56.6,$-42.7,$-8.6,$91.4,$132.8,$11.5,$-38
2019-12-31,$127.6,$41,$99.2,$140.2,$-62.3,-,$11.9,$77.8,$-9.8,$245.5,$-39.8,-,$-7.6,$-132.9,$64.8,$-68.1,$109.3,$-6.2,$-6.8,-,$-6.8,$-107.5,$-107.5,$-43,$28.2,$-129.1,$117.8,$15.2,$-38.3
2019-09-30,$-54.8,$22.9,$150.8,$173.7,$-384,-,$25.6,$665.9,$341.2,$442.2,$-12.7,-,-,$89.6,$-97.6,$-8,$16.7,$-4,$-45.1,-,$-45.1,$-65.8,$-65.8,$-42,$-15.8,$-168.7,$258.9,$15,$-37.3
2019-06-30,$144.1,$25.7,$37.2,$62.9,$-171.9,-,$0.9,$379,$212.4,$479,$-25.4,-,-,$-11.7,$-125.7,$-137.4,$0.4,$-162.4,$-2.8,-,$-2.8,$-48.5,$-48.5,$-42.9,$-8.1,$-102.3,$216.2,$14.2,$-38.3
2019-03-31,$165.7,$21.9,$19.5,$41.4,$157.6,-,$-13.6,$-84.6,$85.1,$246.7,$-32.4,-,-,$30.6,$-444.7,$-414.1,$-0.7,$-447.2,$290.2,-,$290.2,$-50,$-50,$-42.1,$22.8,$220.9,$20.2,$11.5,$-37.4
2018-12-31,$25,$25.6,$62.2,$87.8,$-340.1,-,$240,$174.8,$88.9,$202.1,$-23.9,-,$126.7,$49.2,$-529.7,$-480.5,$79.6,$-298.1,$139.4,-,$139.4,$-52.1,$-52.1,$-42.4,$2.7,$47.6,$-52.6,$18,$-37.7
2018-09-30,$53,$23,$30,$53,$123.7,-,$52.3,$15,$210.9,$282.3,$-20.8,-,$36.7,$-196.3,$-273.8,$-470.1,$64.6,$-389.6,$254.4,-,$254.4,$-80.3,$-80.3,$-40.2,$12,$145.9,$52.9,$17.4,$-35.5
2018-06-30,$67,$9.9,$72.7,$82.6,$120.9,-,$-268.1,$261.9,$123.9,$248,$-21.6,-,"$-1,213.5",$-21.1,$-342.6,$-363.7,$4.9,"$-1,593.9",$337.7,-,$337.7,$0.1,$0.1,$-35.7,$-1.6,$300.5,"$-1,088.3",$12.1,$-30.9
2018-03-31,$106,$11.5,$19,$30.5,$484.3,-,$-20.4,$-829.8,$-271.9,$-75.7,$-16.5,-,-,$116,$-30.3,$85.7,$9.9,$79.1,"$1,092.4",-,"$1,092.4",$-7,$269.4,$-29.7,$11.9,"$1,344","$1,345.2",$9.6,$-29.7
2017-12-31,$519.6,$11.8,$3.2,$15,$-946.4,-,$24.6,"$1,071.2",$43.9,$164,$7.5,-,$-1.7,$-22.2,$-301,$-323.2,$18.2,$-299.2,$293.1,-,$293.1,$-132.1,$-132.1,$-30.2,$12.2,$143,$4,$35.5,$-30.2
2017-09-30,-,-,-,-,-,-,-,-,-,$366.7,$-12.3,-,-,$-66.5,$-223.2,$-289.7,$56.3,$-245.7,$88.7,-,$88.7,$-38.2,$-38.2,$-28.8,$0.9,$22.6,$144.6,-,$-28.8
