,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,694",$670,"$-5,789","$-5,119",$-603,$-268,$713,-,$-158,"$-3,583",$-748,-,$-188,$20,-,$20,$6,$-910,$-34,-,$-34,-,-,-,$-282,$-316,"$-4,795",$133,-
2020-09-30,$779,$702,"$6,093","$6,795",$-285,$21,$878,"$-4,999","$-4,857","$2,717",$-489,-,$-5,$-29,-,$-29,$-7,$-530,$-39,-,$-39,-,-,-,$-206,$-245,"$1,950",$81,-
2020-06-30,"$1,216",$698,-,$698,$751,$139,$448,"$4,999","$6,809","$8,723",$-745,-,$-14,$-10,-,$-10,$-39,$-808,"$-3,957",-,"$-3,957",-,-,$-1,$-49,"$-4,007","$3,907",$66,$-1
2020-03-31,$698,$681,$512,"$1,193",$464,$-196,$-784,-,$-516,"$1,375",$-853,-,$-293,$-1,-,$-1,$2,"$-1,145",$813,-,$813,$-441,$-441,$-152,$-329,$-109,$110,$82,$-152
2019-12-31,"$1,273",$701,$313,"$1,014",$-233,$-63,$514,-,$218,"$2,505","$-1,274",-,$-78,$-10,-,$-10,$17,"$-1,345",$-565,-,$-565,$-272,$-272,$-136,$-137,"$-1,110",$62,$84,$-136
2019-09-30,$764,$654,$398,"$1,052",$81,$136,$120,-,$310,"$2,126","$-1,139",-,$-80,$-24,-,$-24,$-19,"$-1,262","$-2,181",-,"$-2,181",$-239,$-239,$-136,$-175,"$-2,731","$-1,871",$105,$-136
2019-06-30,$927,$644,$-152,$492,$195,$-57,$413,-,$578,"$1,997",$-964,-,$-19,$23,-,$23,$12,$-948,"$1,402",-,"$1,402",$-242,$-242,$-137,$-169,$854,"$1,899",$96,$-137
2019-03-31,"$1,181",$627,$360,$987,$-369,$-174,$-651,-,"$-1,194",$974,$-781,-,"$-1,444",$36,-,$36,$24,"$-2,165","$1,911",-,"$1,911",$-278,$-278,$-141,$-276,"$1,216",$29,$62,$-141
2018-12-31,"$1,245",$589,$161,$750,$-262,$-106,$548,-,$180,"$2,175","$-1,153",-,$-191,$-8,-,$-8,$66,"$-1,286",$-362,-,$-362,$-335,$-335,$-121,$-143,$-961,$-76,$64,$-121
2018-09-30,$896,$590,$98,$688,$72,$64,$119,-,$137,"$1,721",$-846,-,$-515,$42,-,$42,$19,"$-1,300",$-91,-,$-91,$-302,$-302,$-121,$-192,$-706,$-290,$70,$-121
2018-06-30,$966,$569,$-154,$415,$-229,$18,$294,-,$201,"$1,582",$-880,-,$-127,$12,-,$12,$15,$-980,$-111,-,$-111,$-470,$-470,$-122,$-94,$-797,$-218,$74,$-122
2018-03-31,"$1,282",$561,$-75,$486,$-4,$-218,$-263,-,$-485,"$1,283",$-694,-,$388,$11,-,$11,$-40,$-335,$220,-,$220,$-423,$-423,$-123,$-285,$-611,$354,$60,$-123
2017-12-31,$641,$558,$109,$667,$-531,$-19,$543,-,$426,"$1,734",$-982,-,$-69,$-58,-,$-58,$2,"$-1,107",$57,-,$57,$-576,$-576,-,$-94,$-613,$14,$75,-
2017-09-30,$530,$546,$-174,$372,$-151,$128,$129,-,$106,"$1,008",$-729,-,$-837,$-4,-,$-4,$-11,"$-1,581","$1,205",-,"$1,205",$-509,$-509,-,$-110,$586,$13,$55,-
2017-06-30,$795,$529,$347,$876,$-87,$-181,$293,-,$-267,"$1,404",$-733,-,$-195,$8,-,$8,$-2,$-922,$130,-,$130,$-542,$-542,-,$-118,$-530,$-48,$67,-
2017-03-31,$777,$529,$102,$631,$168,$3,$-591,-,$-128,"$1,280",$-571,-,$-86,$-19,-,$-19,$7,$-669,$117,-,$117,$-424,$-424,-,$-197,$-504,$107,$73,-
2016-12-31,"$1,085",$511,"$-2,477","$-1,966","$2,054",$49,$485,-,"$2,580","$1,699",$-876,-,$-105,$-14,-,$-14,$-11,"$-1,006",$-91,-,$-91,$-538,$-538,-,$-95,$-724,$-31,$55,-
2016-09-30,$745,$503,$921,"$1,424",$-680,$15,$-239,-,$-963,"$1,206",$-712,-,$-29,$60,-,$60,$2,$-679,$-29,-,$-29,$-355,$-355,-,$-157,$-541,$-14,$67,-
2016-06-30,$791,$497,$850,"$1,347",$-575,$-190,$269,-,$-789,"$1,349",$-663,-,$-411,$7,-,$7,$8,"$-1,059",$876,-,$876,"$-1,237","$-1,237",-,$-90,$-451,$-161,$64,-
2016-03-31,$811,$489,$885,"$1,374",$-789,$14,$-371,-,$-786,"$1,399",$-509,-,$-5,$11,-,$11,$7,$-496,$59,-,$59,$-621,$-621,-,$-230,$-792,$111,$65,-
2015-12-31,$738,$488,"$1,235","$1,723","$-1,138",$-109,$344,-,$-903,"$1,558",$-804,-,$-121,$-31,-,$-31,$4,$-952,$702,-,$702,"$-1,011","$-1,011",-,$-144,$-453,$153,$68,-
2015-09-30,$573,$490,"$1,275","$1,765","$-1,192",$-10,$-35,-,"$-1,237","$1,101",$-567,-,$-84,$27,-,$27,$2,$-622,$-28,-,$-28,$-446,$-446,-,$-90,$-564,$-85,$68,-
2015-06-30,$665,$478,$697,"$1,175",$-889,$-89,$195,-,$-783,"$1,057",$-558,-,$-60,$45,-,$45,$-4,$-577,$155,-,$155,$-574,$-574,-,$26,$-393,$87,$55,-
2015-03-31,$720,$483,"$1,128","$1,611",$-895,$-106,$-312,-,"$-1,313","$1,018",$-446,-,$-13,$22,-,$22,$5,$-432,$-51,-,$-51,$-366,$-366,-,$-149,$-566,$20,$48,-
2014-12-31,$676,$468,"$1,054","$1,522",$-990,$16,$486,-,$-571,"$1,627",$-694,-,$-656,$-59,-,$-59,$3,"$-1,406",$961,-,$961,"$-1,000","$-1,000",-,$-131,$-170,$51,$45,-
2014-09-30,$611,$470,$747,"$1,217",$-828,$-29,$63,-,$-700,"$1,128",$-569,-,$-64,$-21,-,$-21,$6,$-648,$-543,-,$-543,-,-,-,$-80,$-623,$-143,$41,-
2014-06-30,$632,$463,$839,"$1,302",$-702,$-96,$208,-,$-684,"$1,250",$-513,-,$1,$56,-,$56,$1,$-455,$-160,-,$-160,$-750,$-750,-,$-77,$-987,$-192,$40,-
2014-03-31,$454,$461,"$1,089","$1,550","$-1,125",$-123,$-313,-,"$-1,561",$443,$-400,-,$4,$-13,-,$-13,-,$-409,$520,-,$520,-,-,-,$-118,$402,$436,$37,-
2013-12-31,$554,$475,"$1,150","$1,625","$-4,395",$-19,$142,"$3,319",$-953,"$1,226",$-596,-,$-16,$-61,-,$-61,$1,$-672,$-22,-,$-22,$-500,$-500,-,$-102,$-624,$-70,$32,-
2013-09-30,$467,$456,$961,"$1,417",-,-,-,$-984,$-984,$900,$-451,-,$-440,$-5,-,$-5,$12,$-884,$118,-,$118,-,-,-,$-112,$6,$22,$30,-
