,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$119.8,$60.3,$12,$72.3,$-17.6,$37.3,-,$-16.8,$155.2,$347.3,$-26.9,-,$-1.5,$271.2,-,$271.2,-,$242.8,$-2.9,-,$-2.9,$-0.6,$-0.6,-,$-0.1,$-3.6,$609.7,$19.8,-
2020-09-30,$-39.1,$61.5,$19.5,$81,$-236,$-100.3,-,$33.6,$15.7,$57.6,$-32.6,-,$-0.5,$-173.8,-,$-173.8,-,$-206.9,$-304.1,-,$-304.1,$-1.6,$-1.6,-,$-0.1,$-305.8,$-439.1,$19.5,-
2020-06-30,$-127.7,$63.7,$-66.2,$-2.5,$186.3,$-29,-,$-13.4,$59.9,$-70.3,$-21.3,-,-,$238.3,-,$238.3,$3.7,$220.7,"$1,240.3",$-475,$765.3,$-33.9,$-33.9,$-49.8,$-8.5,$673.1,$831.1,$15.1,$-49.8
2020-03-31,$-249,$68.5,$86.4,$154.9,$10.7,$161.3,-,$107.9,$100.7,$6.6,$-54.3,-,-,$330.5,-,$330.5,-,$276.2,$-3,$475,$472,$-152.7,$-152.7,$-50.7,-,$268.6,$540.4,$27.7,$-50.7
2019-12-31,$334.1,$68.2,$-105.3,$-37.1,$137.9,$113.3,-,$-12.3,$246.9,$543.9,$-85.4,-,-,$215.7,-,$215.7,-,$130.3,$-2.9,-,$-2.9,$-99.4,$-99.4,$-51.3,$-0.2,$-153.8,$526.1,$22.1,$-51.3
2019-09-30,$182.1,$66.6,$31.6,$98.2,$-199.6,$-36.6,-,$-5.6,$-273.6,$6.7,$-81.2,-,-,$269.6,-,$269.6,-,$188.4,$-2.8,-,$-2.8,$-251.6,$-251.6,$-53.1,$-0.7,$-308.2,$-128.1,$27.8,$-53.1
2019-06-30,$117.1,$66.2,$14.2,$80.4,$108.6,$-165.7,-,$-39.2,$-0.1,$197.4,$-28.6,-,$0.9,$134.9,-,$134.9,-,$107.2,$-4.9,-,$-4.9,$-191.1,$-191.1,$-48.8,-,$-244.8,$64.9,$23,$-48.8
2019-03-31,$31.6,$69.3,$26.8,$96.1,$-95.8,$95.7,-,$55.7,$-27,$100.7,$-48.5,-,-,$-20.7,-,$-20.7,-,$-69.2,$-4.8,-,$-4.8,$-70.7,$-70.7,$-49.1,-,$-124.6,$-97,$23.3,$-49.1
2018-12-31,$120,$72,$43.3,$115.3,$124.6,$72.5,-,$-37,$234.8,$470.1,$-36.1,-,-,$-41.2,-,$-41.2,-,$-77.3,$-4.3,-,$-4.3,$-208,$-208,$-50.3,-,$-262.6,$127,$22.5,$-50.3
2018-09-30,$170.3,$69.7,$35.4,$105.1,$-172.5,$-104.7,-,$-29.4,$-293,$-17.6,$-50.8,-,-,$168.9,-,$168.9,$-23.8,$94.3,$93.3,-,$93.3,$-93.9,$-93.9,$-50.7,$-2.8,$-54.1,$20.7,$21.3,$-50.7
