,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,"$4,978",$758,$542,"$1,300",-,-,-,$-273,$-273,"$6,005",$-568,-,"$-1,193",-,"$-1,714","$-1,714",$-232,"$-3,707","$2,907",-,"$2,907","$-1,650","$-1,650","$-1,181",$711,$787,"$3,034",$256,"$-1,181"
2020-12-31,"$2,352",$732,$-75,$657,$-494,-,$767,$912,"$3,092","$6,101",$-574,-,"$-2,813",-,"$-1,450","$-1,450",$-341,"$-5,178",$-355,-,$-355,"$-1,475","$-1,475","$-1,184","$1,418","$-1,596",$-629,$152,"$-1,184"
2020-09-30,"$3,256",$719,$68,$787,$245,-,"$1,738","$1,251",$-916,"$3,127",$-557,-,$-374,-,"$-1,959","$-1,959",$21,"$-2,869","$-2,274",-,"$-2,274",$-514,$-514,"$-1,188","$-1,042","$-5,018","$-4,777",$139,"$-1,188"
2020-06-30,"$6,696",$717,$148,$865,"$2,213",-,"$-3,473",$248,"$2,442","$10,003",$-451,-,"$-3,023",-,$543,$543,$-21,"$-2,952","$-5,582",-,"$-5,582",$313,$313,"$-1,188",$178,"$-6,279",$758,$157,"$-1,188"
2020-03-31,"$3,465",$723,$478,"$1,201","$-2,652",-,"$1,120","$-4,328","$-1,723","$2,943",$-469,-,$-929,-,$30,$30,$-165,"$-1,533","$10,797",-,"$10,797","$-1,134","$-1,134","$-1,024",$664,"$9,303","$10,584",$231,"$-1,024"
2019-12-31,"$3,668",$718,$300,"$1,018",$-795,-,$998,$688,"$1,519","$6,205",$-650,-,$-143,-,$-476,$-476,$-119,"$-1,388","$-4,198",-,"$-4,198",$-102,$-102,"$-1,024",$-888,"$-6,212","$-1,378",$172,"$-1,024"
2019-09-30,"$3,629",$709,$55,$764,"$-1,239",-,$-224,$82,"$-1,243","$3,150",$-444,-,"$-3,449",-,$-374,$-374,$-166,"$-4,433","$2,518",-,"$2,518",$-308,$-308,"$-1,024","$-1,242",$-56,"$-1,382",$127,"$-1,024"
2019-06-30,"$3,385",$654,$47,$701,"$3,617",-,$-678,$-800,"$1,788","$5,874",$-415,-,"$-4,062",-,"$-1,335","$-1,335",$350,"$-5,462","$3,823",-,"$3,823","$-1,374","$-1,374","$-1,024",$-510,$915,"$1,338",$155,"$-1,024"
2019-03-31,"$3,557",$639,$419,"$1,058","$-1,421",-,"$1,125","$-1,403","$-1,381","$3,234",$-562,-,$-689,-,$-319,$-319,$154,"$-1,416","$1,851",-,"$1,851","$-2,679","$-2,679",$-860,"$1,416",$-272,"$1,541",$243,$-860
2018-12-31,"$3,164",$637,$224,$861,$-367,-,$86,$909,"$-1,629","$2,396",$-558,-,$-173,-,$-370,$-370,$-39,"$-1,140","$2,934",-,"$2,934",$-757,$-757,$-866,"$-1,983",$-672,$603,$126,$-866
2018-09-30,"$3,284",$611,$175,$786,$37,-,$482,"$-4,198","$-3,129",$941,$-545,-,"$-3,188",-,$-761,$-761,$-53,"$-4,547","$-1,483",-,"$-1,483",$-233,$-233,$-866,"$-1,898","$-4,480","$-8,105",$154,$-866
2018-06-30,"$3,010",$598,$49,$647,$558,-,$-50,$430,$350,"$4,007",$-483,-,$-53,-,"$-1,583","$-1,583",$-62,"$-2,181",$-476,-,$-476,$-317,$-317,$-866,$24,"$-1,635",$125,$150,$-866
2018-03-31,"$2,924",$582,$161,$743,"$-1,579",-,"$1,313","$2,147","$4,702","$8,369",$-477,-,"$-2,583",-,"$-1,385","$-1,385",$-72,"$-4,517","$3,159",-,"$3,159","$-2,355","$-2,355",$-722,"$2,340","$2,422","$6,262",$208,$-722
2017-12-31,"$3,721",$578,$-316,$262,$-818,-,$-21,"$-4,368","$-6,560","$-2,577",$-632,-,"$-1,223",-,$-753,$-753,$-96,"$-2,704","$2,262",-,"$2,262",$-243,$-243,$-727,$-276,"$1,016","$-4,288",$141,$-727
2017-09-30,"$2,561",$578,$-78,$500,"$1,941",-,$210,"$1,272","$4,485","$7,546",$-466,-,$-204,-,"$-1,484","$-1,484",$-85,"$-2,239","$-2,706",-,"$-2,706",$85,$85,$-726,$-298,"$-3,645","$1,687",$124,$-726
2017-06-30,"$2,350",$556,$93,$649,"$-1,245",-,$71,$-875,$-828,"$2,171",$-418,-,$-236,-,$-743,$-743,$30,"$-1,367","$-1,982",-,"$-1,982",$-242,$-242,$-724,$611,"$-2,337","$-1,560",$136,$-724
2017-03-31,"$2,191",$533,$150,$683,$-940,-,"$1,024","$3,498","$3,582","$6,456",$-507,-,$-468,-,"$-1,339","$-1,339",$25,"$-2,289",$-189,-,$-189,$-412,$-412,$-596,"$2,722","$1,525","$5,712",$196,$-596
2016-12-31,"$1,708",$527,$588,"$1,115",$-777,-,$-135,"$-3,534","$-4,232","$-1,409",$-485,-,$967,-,"$-1,158","$-1,158",$62,$-614,$-87,-,$-87,$-121,$-121,$-595,$452,$-351,"$-2,366",$116,$-595
2016-09-30,"$1,978",$515,$-205,$310,$-628,-,$-115,"$4,378","$4,915","$7,203",$-407,-,$-692,-,"$-1,188","$-1,188",$-41,"$-2,328",$69,-,$69,$-4,$-4,$-595,$229,$-301,"$4,579",$107,$-595
2016-06-30,"$1,760",$511,$-207,$304,"$1,158",-,$731,$-234,$-381,"$1,683",$-388,-,$-338,-,"$-1,508","$-1,508",$2,"$-2,232",$-591,-,$-591,$-424,$-424,$-594,$-252,"$-1,861","$-2,379",$105,$-594
2016-03-31,"$1,627",$502,$308,$810,"$-1,110",-,"$1,368","$-2,413",$-119,"$2,318",$-425,-,"$-1,697",-,"$-2,073","$-2,073",$14,"$-4,181","$1,599",-,"$1,599",$-302,$-302,$-477,$682,"$1,502",$-327,$157,$-477
2015-12-31,"$1,252",$484,$49,$533,$316,-,$448,$298,"$1,726","$3,511",$-484,-,$19,-,$-417,$-417,$-93,$-975,$376,-,$376,$-34,$-34,$-476,$543,$409,"$2,940",$100,$-476
2015-09-30,"$1,618",$452,$28,$480,$818,-,$149,$925,$699,"$2,797",$-356,-,"$-14,405",-,$290,$290,$-99,"$-14,570","$13,561",-,"$13,561",$-53,$-53,$-477,"$-1,080","$11,951",$96,$95,$-477
2015-06-30,"$1,585",$379,$-182,$197,$-967,-,$378,$-191,$-619,"$1,163",$-343,-,"$-1,203",-,$141,$141,$80,"$-1,325",$-108,-,$-108,$-7,$-7,$-476,$-26,$-617,$-763,$86,$-476
2015-03-31,"$1,413",$378,$203,$581,$-758,-,"$1,610","$-2,225",$275,"$2,269",$-373,-,$-575,-,$-545,$-545,$-32,"$-1,525",$778,-,$778,$-704,$-704,$-357,$779,$496,"$1,155",$125,$-357
2014-12-31,"$1,510",$381,$40,$421,$-366,-,$-170,$523,$498,"$2,429",$-404,-,"$-1,072",-,$546,$546,$254,$-676,$-152,-,$-152,$-922,$-922,$-358,$-51,"$-1,483",$262,$95,$-358
2014-09-30,"$1,602",$373,$-115,$258,"$1,586",-,$94,$753,"$1,340","$3,200",$-405,-,$-328,-,$-207,$-207,$-40,$-980,$816,-,$816,$-954,$-954,$-362,$-888,"$-1,388",$821,$81,$-362
2014-06-30,"$1,408",$364,$-115,$249,"$-1,141",-,$173,$-229,$-643,"$1,014",$-363,-,$-178,-,$314,$314,$-48,$-275,$-110,-,$-110,$-975,$-975,$-366,$-398,"$-1,849","$-1,102",$83,$-366
2014-03-31,"$1,099",$360,$139,$499,$-990,-,$387,"$-1,252",$-190,"$1,408",$-353,-,$-345,-,$146,$146,$-51,$-603,$-163,-,$-163,$-695,$-695,$-276,$561,$-573,$238,$105,$-276
2013-12-31,"$1,427",$350,$19,$369,$-197,-,$-279,$-319,$-728,"$1,068",$-467,-,$-32,-,$-463,$-463,$146,$-816,$6,-,$6,$-762,$-762,$-279,$-228,"$-1,263","$-1,010",$76,$-279
2013-09-30,"$1,570",$349,$40,$389,$832,-,$-4,$324,"$1,437","$3,396",$-361,-,$-46,-,$-848,$-848,-,"$-1,255",$159,-,$159,$-790,$-790,$-280,$-605,"$-1,516",$632,$79,$-280
2013-06-30,"$1,436",$340,$1,$341,$-489,-,$119,$-277,$-303,"$1,474",$-156,-,$-5,-,$47,$47,-,$-114,"$-1,301",-,"$-1,301",$-593,$-593,$-281,"$-1,495","$-3,670","$-2,384",$77,$-281
2013-03-31,"$1,240",$336,$189,$525,$-463,-,$673,$-685,$-712,"$1,053",$-323,-,$-279,-,$-347,$-347,$45,$-904,"$1,288",-,"$1,288",$-427,$-427,$-216,$858,"$1,503","$1,632",$99,$-216
2012-12-31,"$1,244",$370,$142,$512,$-223,-,$-40,$242,$-74,"$1,682",$-284,-,"$-3,730",-,$-175,$-175,-,"$-4,189","$3,178",-,"$3,178",$80,$80,$-217,"$-1,044","$1,997",$-510,$92,$-217
2012-09-30,"$1,557",$317,$169,$486,$281,-,$-157,"$-2,694","$-2,341",$-298,$-321,-,$-146,-,$-590,$-590,-,"$-1,057",$394,-,$394,$-687,$-687,$-217,$-797,"$-1,307","$-2,662",$87,$-217
2012-06-30,"$1,337",$326,$9,$335,$128,-,$52,$108,$513,"$2,185",$-196,-,$-469,-,$-340,$-340,-,"$-1,005",$-244,-,$-244,$-665,$-665,$-218,$-136,"$-1,263",$-83,$102,$-218
2012-03-31,"$1,388",$296,$178,$474,$-316,-,$246,"$1,996","$1,724","$3,586",$-269,-,"$-1,935",-,$-194,$-194,-,"$-2,398","$1,239",-,"$1,239",$-734,$-734,$-168,$707,"$1,044","$2,232",$140,$-168
2011-12-31,"$1,258",$290,$245,$535,$-52,-,$303,"$-2,351","$-2,208",$-415,$-212,-,$-366,-,$-671,$-671,-,"$-1,249",$-266,-,$-266,$-830,$-830,$-170,"$-1,320","$-2,586","$-4,250",$85,$-170
2011-09-30,"$1,271",$294,$-272,$22,$628,-,$-46,"$2,707","$3,671","$4,964",$-290,-,$-644,-,$-431,$-431,-,"$-1,365",$666,-,$666,$-753,$-753,$-172,$564,$305,"$3,904",$98,$-172
2011-06-30,"$1,267",$270,$155,$425,$-458,-,$-23,$160,$-497,"$1,195",$-303,-,$92,-,$-10,$-10,-,$-221,$-605,-,$-605,$-506,$-506,$-174,$296,$-989,$-15,$95,$-174
2011-03-31,"$1,346",$270,$265,$535,$-385,-,$143,$-463,$-657,"$1,224",$-213,-,$-541,-,$-583,$-583,-,"$-1,337",$551,-,$551,$-524,$-524,$-135,$888,$780,$667,$123,$-135
2010-12-31,"$1,043",$320,$303,$623,$19,-,$64,$330,$-225,"$1,441",$-330,-,$-232,-,"$-1,143","$-1,143",-,"$-1,705",$296,-,$296,$-542,$-542,$-136,$192,$-190,$-454,$76,$-136
2010-09-30,"$1,277",$247,$36,$283,$754,-,$-193,$472,"$1,344","$2,904",$-205,-,"$-1,907",-,$-704,$-704,-,"$-2,816",$251,-,$251,$-568,$-568,$-139,$-38,$-494,$-406,$83,$-139
2010-06-30,"$1,123",$249,$60,$309,$-471,-,$147,$-106,$-709,$723,$-211,-,$-87,-,$63,$63,-,$-235,$155,-,$155,$-604,$-604,$-174,$198,$-425,$63,$67,$-174
2010-03-31,"$1,191",$248,$175,$423,$-318,-,$-106,$-250,$-409,"$1,205",$-132,-,$-78,-,$-373,$-373,-,$-583,$-608,-,$-608,$-531,$-531,-,$637,$-502,$120,$100,-
2009-12-31,$944,$258,$62,$320,$73,-,$-90,$161,$16,"$1,280",$-256,-,$-84,-,$-522,$-522,-,$-862,-,-,-,$-198,$-198,-,$45,$-153,$265,$75,-
2009-09-30,"$1,035",$250,$-22,$228,$747,-,$-256,$484,"$1,478","$2,741",$-172,-,$-2,-,$550,$550,-,$376,$-510,-,$-510,-,-,-,$-319,$-829,"$2,288",$79,-
