,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$693,$249,$-108,$141,$194,"$-2,796","$1,083","$-1,058","$-1,704",$-870,$-973,-,$716,$5,-,$5,$-11,$-263,$-103,"$1,830","$1,727",$-16,$-16,$-202,$11,"$1,520",$387,$37,$-202
2020-09-30,$226,$238,"$-1,927","$-1,689",$21,"$-1,069",$430,$347,$383,"$-1,080",$510,-,$-91,$2,-,$2,"$2,134","$2,555","$-1,195",$-326,"$-1,521",$-5,$-5,$-202,$13,"$-1,715",$-240,$39,$-202
2020-06-30,$472,$244,$-355,$-111,$-113,"$1,257",$-559,$1,$-142,$219,$-166,-,$89,$-8,$-2,$-10,$407,$320,$-527,"$-2,855","$-3,382",-,-,$-202,$14,"$-3,570","$-3,031",$24,$-202
2020-03-31,$391,$245,"$-1,842","$-1,597",$-251,$182,$-260,$392,$551,$-655,$-194,-,$-1,$5,$-3,$2,"$2,046","$1,853","$1,480","$2,188","$3,668",$-112,$-112,$-203,$-11,"$3,342","$4,540",$51,$-203
2019-12-31,$499,$251,"$-2,131","$-1,880",$11,"$-1,015",$744,$-943,$-432,"$-1,813",$-305,-,$293,$36,$-1,$35,"$1,985","$2,008",$-6,$-41,$-47,-,-,$-197,$14,$-230,$-35,$23,$-197
2019-09-30,$408,$249,"$-2,074","$-1,825",$147,$142,$-66,$402,$491,$-926,$-140,-,$-25,$-24,$-2,$-26,"$2,096","$1,905",$-3,$-453,$-456,$-56,$-56,$-197,$6,$-703,$276,$21,$-197
2019-06-30,$238,$248,"$-1,771","$-1,523",$95,$686,$-482,$211,$607,$-678,$-185,-,$-63,$15,$-1,$14,"$1,851","$1,617",$-605,$104,$-501,$-94,$-94,$-197,-,$-792,$147,$2,$-197
2019-03-31,$234,$245,"$-1,791","$-1,546",$34,$166,$-260,$-494,$-723,"$-2,035",$-198,-,"$-1,858",$50,$-9,$41,"$1,744",$-271,$-4,"$1,309","$1,305",-,-,$-198,$-42,"$1,065","$-1,241",$43,$-198
2018-12-31,$317,$235,"$-2,211","$-1,976",$-314,$-352,$476,$806,$555,"$-1,104",$-287,-,$-126,$13,$-30,$-17,"$2,437","$2,007",$983,$-426,$557,$-77,$-77,$-190,$1,$291,"$1,194",$21,$-190
2018-09-30,$536,$232,"$-1,306","$-1,074",$-32,$-578,$489,$445,$37,$-501,$-176,-,$-173,$2,$5,$7,"$1,369","$1,027",$755,$-513,$242,-,-,$-189,$19,$72,$598,$25,$-189
