,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,356","$1,699","$-3,074","$-1,375","$5,297",$-209,$138,$653,"$5,879","$5,860",$-637,-,$-306,-,$-61,$-61,$446,$-558,"$-4,396",$-386,"$-4,782",$-77,$-77,"$-1,454",$20,"$-6,293",$-878,$279,"$-1,454"
2020-09-30,"$1,698","$1,683",$141,"$1,824",-,-,-,$764,$764,"$4,285",$-660,-,$-265,-,$658,$658,$-66,$-332,$-232,$-18,$-250,$-14,$-14,"$-1,453",$29,"$-1,689","$2,365",$222,"$-1,453"
2020-06-30,"$1,361","$1,679",$93,"$1,772",-,-,-,$444,$444,"$3,576",$-549,-,$725,-,"$-1,526","$-1,526",$115,"$-1,236",$997,"$-1,035",$-38,$-167,$-167,"$-1,450",$30,"$-1,624",$817,$247,"$-1,450"
2020-03-31,"$1,175","$1,634",$504,"$2,138",-,-,-,"$1,162","$1,162","$4,476",$-584,-,$13,-,$-311,$-311,$-20,$-902,$770,$586,"$1,356",$-44,$-44,"$-1,440",$13,$-115,"$3,057",$189,"$-1,440"
2019-12-31,"$3,670","$1,650","$-1,584",$66,$502,$67,$-503,$-350,$-284,"$3,451",$-491,-,$149,-,$-153,$-153,$624,$128,"$-3,724",$-457,"$-4,181",$-86,$-86,"$-1,438",$31,"$-5,675","$-1,911",$211,"$-1,438"
2019-09-30,"$1,672","$1,669",$179,"$1,848",-,-,-,$99,$99,"$3,619",$-519,-,"$-32,548",-,$425,$425,"$2,268","$-30,373","$-4,775","$-1,833","$-6,608",$-159,$-159,"$-1,436",$27,"$-8,177","$-35,309",$220,"$-1,436"
2019-06-30,"$2,498","$1,294",$-476,$818,-,-,-,$-375,$-375,"$2,941",$-281,-,$813,-,$-5,$-5,"$3,635","$4,162","$23,169",$-328,"$22,841",$-407,$-407,"$-1,436",$32,"$21,031","$28,262",$135,"$-1,436"
2019-03-31,"$1,591","$1,446",$-63,"$1,383",-,-,-,"$1,785","$1,785","$4,759",$-458,-,$32,-,$-620,$-620,$193,$-853,"$4,211",$21,"$4,232",$-981,$-981,"$-1,397",$9,"$1,863","$5,668",$113,"$-1,397"
2018-12-31,"$1,951","$1,112","$1,133","$2,245","$1,006",$-127,$126,"$-1,082",$-77,"$4,119",$-726,-,$-16,-,"$2,078","$2,078",$-880,$455,"$-2,110",$965,"$-1,145","$-2,073","$-2,073","$-1,416",$29,"$-4,605",$-127,$139,"$-1,416"
2018-09-30,"$2,694","$1,138",$105,"$1,243",-,-,-,$295,$295,"$4,232",$-800,-,$-1,-,"$-2,124","$-2,124",$-45,"$-2,969","$1,616",$-21,"$1,595",$-631,$-631,"$-1,431",$30,$-436,$771,$129,"$-1,431"
