,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$552,$601,$-279,$322,$273,$-19,$80,$-932,$-682,$192,"$-1,587",-,$158,$132,$-12,$120,$32,"$-1,277",$-783,"$2,099","$1,316",$2,$2,$-258,$20,"$1,080",$-5,$48,$-258
2020-09-30,$-242,$592,$-351,$241,$-448,$-5,$-7,$741,$447,$446,"$-1,383",-,-,-,$147,$147,$-66,"$-1,302",$370,$623,$993,$12,$-296,$-274,$1,$424,$-432,$-286,$-274
2020-06-30,$348,$587,$-39,$548,$-78,$-20,$143,$-631,$-586,$310,"$-1,246",-,-,-,$76,$76,$56,"$-1,114",$-567,-,$-567,$811,$811,$-252,-,$-8,$-812,-,$-252
2020-03-31,$213,$585,$-56,$529,$-30,$1,$-129,$-300,$-427,$315,"$-1,268",-,-,-,$-14,$-14,$4,"$-1,278","$2,954",$-550,"$2,404",$87,$87,$-262,$2,"$2,231","$1,268",$-58,$-262
2019-12-31,$173,$572,$-157,$415,$307,$-15,$4,$-299,$-78,$510,"$-1,380",-,$11,-,$-12,$-12,$48,"$-1,333",$-207,$550,$343,$175,$175,$-241,$68,$345,$-478,$-63,$-241
2019-09-30,$502,$546,"$-2,420","$-1,874",$-311,$-19,$63,$126,$-43,"$-1,415","$-1,262",-,-,-,$46,$46,$7,"$-1,209","$1,180",$-213,$967,"$2,191","$2,191",$-231,$-20,"$2,907",$283,$-39,$-231
2019-06-30,$422,$339,$78,$417,$-81,$-19,$190,$-524,$-451,$388,"$-1,161",-,-,-,$-1,$-1,$12,"$-1,150",$844,$29,$873,$3,$3,$-223,$-11,$642,$-120,$-68,$-223
2019-03-31,$308,$498,$-130,$368,$9,$-30,$31,$-558,$-466,$210,"$-1,074",-,-,-,$73,$73,$15,$-986,"$1,797",$-538,"$1,259",$22,$22,$-236,$-36,"$1,009",$233,$-114,$-236
2018-12-31,"$-1,400",$301,$-717,$-416,$286,$-24,$-51,"$2,616","$2,722",$906,"$-1,268",-,$-75,-,$23,$23,$94,"$-1,226",$-654,"$1,271",$617,$-20,$-20,$-222,$18,$393,$73,$-527,$-222
2018-09-30,$544,$565,$108,$673,$-267,$-11,$24,$44,$-163,"$1,054","$-1,082",-,-,-,$13,$13,$44,"$-1,025",$820,$-638,$182,$11,$11,$-233,$-17,$-57,$-28,-,$-233
2018-06-30,$298,$595,$-8,$587,$-135,$-7,$212,$-525,$-527,$358,"$-1,022",-,$78,-,$49,$49,$4,$-891,$634,$58,$692,$7,$7,$-221,$13,$491,$1,-,$-221
2018-03-31,$242,$479,$65,$544,$77,$-7,$-216,$57,$73,$859,"$-1,137",-,-,-,$24,$24,$16,"$-1,097","$1,783","$-2,302",$-519,$2,$2,$-233,$5,$-745,"$-1,026",-,$-233
2017-12-31,$-534,$524,"$1,132","$1,656",$393,$-22,$61,$-533,$-223,$899,"$-1,170",-,-,-,$80,$80,$7,"$-1,083","$-1,288","$2,667","$1,379",$14,$13,$-202,$-7,"$1,183",$999,-,$-202
2017-09-30,$501,$543,$68,$611,$-273,$2,$-45,$552,$148,"$1,260",$-915,-,-,-,$44,$44,$30,$-841,$713,$-399,$314,$16,$-459,$-214,$-40,$-399,$20,-,$-214
2017-06-30,$309,$528,$1,$529,$-141,$6,$260,$-335,$-284,$554,$-815,-,-,-,$74,$74,$20,$-721,$-1,$-131,$-132,$324,$787,$-202,$-342,$111,$-56,-,$-202
2017-03-31,$392,$520,$-18,$502,$27,$2,$-226,$153,$-10,$884,$-944,-,-,-,$-1,$-1,$4,$-941,"$1,524","$-1,053",$471,$-139,$-139,$-214,$-6,$112,$55,-,$-214
2016-12-31,$360,$523,$-145,$378,$285,$51,$-116,$-144,$14,$752,$-976,-,-,-,$20,$20,$30,$-926,$-137,$551,$414,$-29,$-29,$-182,$-6,$197,$23,-,$-182
2016-09-30,$451,$550,$48,$598,$-202,$-2,$84,$86,$21,"$1,070",$-945,-,-,-,$15,$15,$134,$-796,$-83,$-5,$-88,$-12,$-12,$-193,$-8,$-301,$-27,-,$-193
2016-06-30,$308,$526,$-112,$414,$-150,$-40,$251,$-141,$-145,$577,$-877,-,-,-,$38,$38,$-8,$-847,-,$437,$437,$-61,$-61,$-183,$51,$244,$-26,-,$-183
2016-03-31,$306,$499,$133,$632,$117,$-1,$-184,$-81,$-83,$855,$-951,-,-,-,$106,$106,$11,$-834,$397,$-372,$25,-,$169,$-191,$-48,$-45,$-24,-,$-191
2015-12-31,$-55,$490,$213,$703,$433,$4,$-156,$729,"$1,028","$1,676","$-1,091",-,-,-,$132,$132,$-76,"$-1,035",$-757,$301,$-456,$-69,$-69,$-161,$72,$-614,$27,-,$-161
2015-09-30,$448,$528,$-155,$373,$-444,$5,$34,$617,$244,"$1,065",$-937,-,-,-,$290,$290,$24,$-623,-,$-277,$-277,-,$-6,$-171,$7,$-447,$-5,-,$-171
2015-06-30,$406,$502,$14,$516,$1,$15,$67,$-113,$-118,$804,$-929,-,-,-,$-12,$-12,$1,$-940,$128,$178,$306,-,-,$-158,$12,$160,$24,-,$-158
2015-03-31,$318,$485,$56,$541,$31,$-10,$63,$-17,$105,$964,"$-1,268",-,-,-,$-36,$-36,$10,"$-1,294","$1,287",$-774,$513,-,-,$-170,$-30,$313,$-17,-,$-170
2014-12-31,$445,$503,$95,$598,$433,$-6,$-197,$154,$178,"$1,221","$-1,050",-,-,-,$61,$61,$18,$-971,$-103,$-59,$-162,-,-,$-139,$41,$-260,$-10,-,$-139
2014-09-30,$508,$448,$192,$640,$-184,$2,$95,$331,$271,"$1,419","$-1,000",-,-,-,$-17,$-17,$13,"$-1,004",$-402,$95,$-307,-,-,$-150,$-6,$-463,$-48,-,$-150
2014-06-30,$566,$432,$-255,$177,$-297,$-9,$179,$-587,$-700,$43,$-916,-,-,-,$13,$13,$13,$-890,$395,$642,"$1,037",-,$-1,$-139,$-9,$888,$41,-,$-139
2014-03-31,$202,$432,$192,$624,$112,$-12,$-63,$-363,$-261,$565,$-940,-,-,-,$-101,$-101,$-1,"$-1,042",$-3,$401,$398,-,$270,$-146,$-42,$480,$3,-,$-146
2013-12-31,$326,$472,$-13,$459,$350,$12,$-110,$22,$182,$897,$-657,-,-,-,$2,$2,$-12,$-667,$763,"$-1,320",$-557,-,-,$-129,$-8,$-694,$-464,-,$-129
2013-09-30,$462,$392,$118,$510,$-359,$-5,$67,$109,$-188,$809,$-927,-,-,-,$72,$72,$-21,$-876,$-2,$674,$672,-,-,$-140,$-3,$529,$462,-,$-140
2013-06-30,$-71,$418,$610,"$1,028",$-9,$84,$153,$-452,$-224,$755,$-855,-,-,-,$-141,$-141,$-19,"$-1,015",$-3,$433,$430,-,-,$-132,$-5,$293,$33,-,$-132
2013-03-31,$298,$414,$187,$601,$-38,$-11,$-65,$-302,$-416,$506,$-979,-,-,-,$-31,$-31,$-4,"$-1,014",$393,$245,$638,-,$-13,$-140,$-32,$453,$-55,-,$-140
2012-12-31,$-515,$396,"$1,058","$1,454",$315,$-3,$-148,$264,$237,"$1,176",$-930,-,-,-,$-51,$-51,$-786,"$-1,767",$-2,$-233,$-235,-,-,$-125,$-14,$-374,$-965,$-24,$-125
2012-09-30,$215,$416,$122,$538,$-338,$-2,$135,$153,$245,$998,$-980,-,-,-,$-39,$-39,$-17,"$-1,036",$-1,$90,$89,-,$-1,$-140,$50,$-2,$-40,$8,$-140
2012-06-30,$96,$415,$-121,$294,$-78,$5,$74,$190,$93,$483,$-936,-,-,-,$-43,$-43,$-53,"$-1,032",$-1,$-35,$-36,-,$385,$-121,$13,$241,$-308,$8,$-121
2012-03-31,$112,$407,$101,$508,$88,$10,$-47,$-175,$57,$677,"$-1,189",-,-,-,$-82,$-82,$-177,"$-1,448",$389,$-86,$303,-,$345,$-120,$257,$785,$14,$8,$-120
2011-12-31,$-823,$43,"$2,059","$2,102",$159,$7,$-133,$-11,$-372,"$1,082",$-641,-,$3,-,$-27,$-27,$-634,"$-1,299",$284,$-163,$121,-,-,$-120,$301,$302,$85,$-22,$-120
2011-09-30,$440,$457,$193,$650,$-269,$-4,$112,$294,$512,"$1,602","$-1,225",-,$-3,-,$-61,$-61,$-13,"$-1,302",$-3,$281,$278,-,-,$-119,$-20,$139,$439,$7,$-119
2011-06-30,$191,$473,$27,$500,$-64,$-3,$115,$-392,$-187,$504,"$-1,123",-,-,-,$-38,$-38,$3,"$-1,158",$433,$-2,$431,-,-,$-120,$-10,$301,$-353,$8,$-120
2011-03-31,$214,$454,$278,$732,$128,$-18,$-49,$-147,$-228,$718,"$-1,133",-,-,-,$-41,$-41,-,"$-1,174",$73,$294,$367,-,$123,$-117,$-8,$365,$-91,$7,$-117
2010-12-31,$179,$163,"$1,179","$1,342",$-11,$16,$-26,$-385,$-794,$727,$-651,-,$4,-,$-106,$-106,$-742,"$-1,495",$-113,$-79,$-192,-,-,$-116,$456,$148,$-620,$4,$-116
2010-09-30,$523,$412,$103,$515,$-197,$9,$142,$550,$750,"$1,788","$-1,059",-,-,-,$-55,$-55,-,"$-1,114","$1,002",$-397,$605,-,-,$-117,$-21,$467,"$1,141",$6,$-117
2010-06-30,$357,$412,$64,$476,$-137,$-34,$24,$-197,$-470,$363,"$-1,119",-,$-4,-,$31,$31,-,"$-1,092",$81,$218,$299,$1,$1,$-114,$-7,$179,$-550,$7,$-114
2010-03-31,$249,$393,$269,$662,$150,$-2,$-138,$-212,$-312,$599,$-951,-,-,-,$-71,$-71,$-91,"$-1,113",$198,$192,$390,$-1,$-1,$-116,$-14,$259,$-255,$7,$-116
2009-12-31,$226,$390,$-119,$271,$234,$16,$-115,$207,$436,$933,$425,-,$-15,$-2,$-44,$-46,"$-1,420","$-1,056",$-478,-,$-478,$-3,$-3,$-130,$-4,$-615,$-738,$5,$-130
2009-09-30,$444,$402,$9,$411,$-219,$-5,$209,$330,$374,"$1,229",$-747,-,-,-,$-278,$-278,-,"$-1,025",$-372,$8,$-364,-,-,$-134,$4,$-494,$-290,$6,$-134
2009-06-30,$6,$378,$-401,$-23,$-21,$5,$199,$493,$214,$197,$-755,-,$-1,$2,$-132,$-130,"$1,299",$413,$174,"$-1,481","$-1,307",-,-,$-131,$-14,"$-1,452",$-842,$6,$-131
2009-03-31,$269,$368,$66,$434,$86,$4,$-141,$-51,$-17,$686,$-785,-,$-6,-,$-21,$-21,$121,$-691,$352,$-585,$-233,-,-,$-126,$-9,$-368,$-373,$5,$-126
2008-12-31,$234,$367,$267,$634,$506,$-39,$-195,$-726,$-242,$626,$-865,-,$-8,$16,$-274,$-258,$322,$-809,$451,$335,$786,$-26,$-26,$-153,$28,$635,$452,$9,$-153
2008-09-30,$500,$356,$-65,$291,$-141,$-26,$5,$213,$111,$902,$-498,-,$-4,$-10,$14,$4,$-90,$-588,"$1,236","$1,008","$2,244",-,-,$-157,$-7,"$2,080","$2,394",$9,$-157
2008-06-30,$294,$358,$-94,$264,$-259,$-14,$245,$-318,$-411,$147,$-645,-,$-7,$22,$-8,$14,$-226,$-864,$-20,$400,$380,$17,$17,$-128,$-27,$242,$-475,$10,$-128
2008-03-31,$320,$338,$-11,$327,$22,$-35,$-215,$34,$-61,$586,$-703,-,-,$46,$-21,$25,$-6,$-684,$458,$-100,$358,$-17,$-24,$-129,$-3,$202,$104,$6,$-129
