,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,785",$473,$-102,$371,$-198,-,$171,$-48,$98,"$2,253",$-151,-,$-806,-,$-100,$-100,$3,"$-1,054",-,-,-,"$-1,021","$-1,021",$-399,$45,"$-1,375",$15,$52,$-399
2020-09-30,"$1,513",$422,$144,$566,$-187,-,$-63,$-739,$-472,"$1,654",$-165,-,-,$82,$-122,$-40,$6,$-199,-,-,-,"$-2,037","$-2,037",$-402,$-29,"$-2,468",$-898,$75,$-402
2020-06-30,"$1,420",$376,$3,$379,$302,-,$20,$-317,$-289,"$1,458",$-183,-,$-183,$-82,$158,$76,$171,$-119,-,-,-,$34,$34,$-401,$-42,$-409,$969,$75,$-401
2020-03-31,"$1,693",$381,$252,$633,$-3,-,$-102,$240,$-487,"$1,859",$-209,-,-,-,$54,$54,$-352,$-507,"$3,959",-,"$3,959","$-1,352","$-1,352",$-403,$-104,"$2,100","$3,364",$52,$-403
2019-12-31,"$2,100",$409,$-97,$312,$32,-,$-6,"$1,010",$565,"$2,980",$-185,-,$-270,-,$-3,$-3,$-2,$-460,$744,-,$744,$-975,$-975,$-333,$-18,$-582,"$1,997",$43,$-333
2019-09-30,"$2,108",$392,$126,$518,$49,-,$69,"$-1,318",$-280,"$2,355",$-219,-,$-447,$124,$-84,$40,-,$-626,-,-,-,"$-1,746","$-1,746",$-335,$-44,"$-2,125",$-473,$77,$-335
2019-06-30,"$2,048",$400,$-53,$347,$-7,-,$-83,$-609,$-870,"$1,536",$-182,-,$-723,$-124,$253,$129,$9,$-767,"$1,480",-,"$1,480","$-1,880","$-1,880",$-337,$-200,$-937,$-140,$73,$-337
2019-03-31,"$1,862",$462,$100,$562,$-320,-,$-22,$-288,"$-1,113","$1,312",$-142,-,-,-,$366,$366,$-11,$213,-,-,-,"$-1,770","$-1,770",$-340,$-113,"$-2,223",$-752,$57,$-340
2018-12-31,$899,$463,$8,$471,-,-,$145,$-708,$-58,"$1,332",$-123,-,-,$400,$-547,$-147,$1,$-269,-,-,-,$-876,$-876,$-259,$2,"$-1,133",$-141,$43,$-259
2018-09-30,"$1,899",$418,$-47,$371,$-122,-,$42,$-180,$91,"$2,367",$-130,-,-,$-400,$298,$-102,$1,$-231,-,-,-,"$-1,139","$-1,139",$-260,$-18,"$-1,417",$710,$55,$-260
