,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$153.1,$133.5,$10.2,$143.7,$501.4,-,$-441.8,$-79.7,$68.1,$364.9,$-19.8,-,$-233,-,$-0.4,$-0.4,$-0.8,$-254,$-49.7,$-0.9,$-50.6,$28.3,$28.3,$-87.3,$-14.3,$-123.9,$99.5,$19.3,$-87.3
2020-09-30,$187.8,$133.9,$-12.4,$121.5,$271.2,-,$-127.6,$-95,$276.1,$585.4,$-20.7,-,$-8.4,-,$-0.4,$-0.4,$6.5,$-23,$-50.2,$-20.4,$-70.6,$25.4,$25.4,$-86.6,$3.1,$-128.7,$472.1,$17.7,$-86.6
2020-06-30,$161.8,$122.6,$-15.8,$106.8,$486.7,-,$-139.5,$-54.5,$425,$693.6,$-29.3,-,$-6.7,-,$-0.2,$-0.2,$1.4,$-34.8,$-50.2,$-216.2,$-266.4,$34.3,$34.3,$-86.1,$-82.2,$-400.4,$369.5,$18.9,$-86.1
2020-03-31,$355.4,$172.4,$-121.3,$51.1,"$-2,055.8",-,"$1,863.1",$199.2,$-297.9,$108.6,$-29.5,-,$-76.2,-,$-0.4,$-0.4,$1.1,$-105,$575,$-266.5,$308.5,$23.9,$23.9,$-87.4,$-97.1,$147.9,$9.3,$18.6,$-87.4
2019-12-31,$105.6,$129.6,$-4.5,$125.1,$397.4,-,$-381.7,$-54.5,$119.4,$350.1,$-31.1,-,$-315.7,-,$-51,$-51,$1.6,$-396.2,-,$126,$126,$18.1,$18.1,$-81.3,$-53.1,$9.7,$16.6,$15.9,$-81.3
2019-09-30,$137.1,$119.3,$-29.7,$89.6,$276.9,-,$-235.9,$-34.7,$122.8,$349.5,$-32.4,-,$-217.2,-,$-0.3,$-0.3,$2.3,$-247.6,-,$103.6,$103.6,$18,$18,$-80.1,$-32.9,$8.6,$60.7,$15.5,$-80.1
2019-06-30,$121.4,$115,$-8.9,$106.1,$176.6,-,$202.3,$-101.9,$288.3,$515.8,$-36,-,$-558.3,-,$-0.3,$-0.3,$3.1,$-591.5,$125,$70.1,$195.1,$32.3,$32.3,$-80.1,$-34.6,$112.7,$5.8,$16.2,$-80.1
2019-03-31,$351.7,$110.5,$-113,$-2.5,"$-1,285.6",-,$876.9,$136.8,$-445.4,$-96.2,$-39.3,-,$-175.6,-,$-0.4,$-0.4,$74,$-141.3,$600,$-25.5,$574.5,$32.8,$32.8,$-79.6,$-20.3,$507.4,$304,$13.6,$-79.6
2018-12-31,$127.8,$109.8,$-34.6,$75.2,$-0.8,-,$90.6,$-81.6,$57.5,$260.5,$-33.6,-,$-209.3,-,$-15.5,$-15.5,$1.9,$-256.5,$-50,$148.9,$98.9,$12,$12,$-75.6,$-30.1,$5.2,$-23.7,$13.5,$-75.6
2018-09-30,$138.4,$106.2,$-46.7,$59.5,$315,-,$-377.8,$-24.4,$-6.6,$191.3,$-28.1,-,$-180.1,-,$-0.4,$-0.4,$0.5,$-208.1,-,$48.5,$48.5,$22.2,$22.2,$-75.3,$-40.2,$-44.8,$-84.2,$13.5,$-75.3
