,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$111.953,$251.961,$-44.756,$207.205,-,-,-,$13.246,$-7.001,$295.763,$-53.827,-,-,-,$360.73,$360.73,$-339.233,$-32.33,$-290.994,-,$-290.994,$30.552,$30.552,$-169.775,$-12.105,$-442.322,$-176.85,$4.165,$-169.775
2020-09-30,$13.737,$235.915,$21.658,$257.573,-,-,-,$-75.834,$160.233,$434.402,$-40.888,-,-,-,$54.644,$54.644,$-175.211,$-161.455,$-538.763,-,$-538.763,$36.39,$36.39,$-169.404,$-2.694,$-674.471,$-400.646,$5.765,$-169.404
2020-06-30,$-159.235,$352.035,$133.589,$485.624,-,-,-,$31.431,$70.219,$405.559,$-26.73,-,-,-,$4.435,$4.435,$-146.806,$-169.101,"$-1,787.291",-,"$-1,787.291",$0.129,$0.129,$-298.284,$-9.082,"$-2,094.528","$-1,857.123",$1.043,$-298.284
2020-03-31,$474.73,$249.715,$-210.19,$39.525,-,-,-,$-36.8,$-203.608,$314.452,$-26.789,-,-,-,$545.9,$545.9,$-1.93,$517.181,"$2,216.415",-,"$2,216.415",$2.819,$2.819,$-298.629,$-9.305,"$1,911.3","$2,740.157",$10.514,$-298.629
2019-12-31,$12.893,$353.502,$1.553,$355.055,-,-,-,$8.319,$-17.741,$354.235,$-56.937,-,-,-,$51.98,$51.98,$-158.463,$-163.42,$51.281,-,$51.281,$0.038,$0.038,$-298.267,$-7.445,$-254.393,$-62.494,$7.253,$-298.267
2019-09-30,$86.918,$239.587,$36.159,$275.746,-,-,-,$-42.201,$-12.48,$354.329,$-41.406,-,-,-,$-728.616,$-728.616,$-144.13,$-914.152,$854.495,-,$854.495,$84.252,$84.252,$-296.978,$-11.834,$629.935,$70.3,$8.195,$-296.978
2019-06-30,$211.898,$228.344,$-10.94,$217.404,-,-,-,$-1.323,$-39.011,$393.099,$-36.426,-,-,-,$-138.088,$-138.088,$-265.389,$-439.903,$-458.612,-,$-458.612,$789.077,$789.077,$-286.603,$1.033,$44.895,$-1.935,$10.07,$-286.603
2019-03-31,$127.588,$239.205,$-2.98,$236.225,-,-,-,$-31.751,$-29.976,$336.12,$-21.955,-,-,-,$4.454,$4.454,$-50.323,$-67.824,$-62.256,-,$-62.256,$102.694,$102.694,$-285.09,$-15.111,$-259.763,$8.767,$8.405,$-285.09
2018-12-31,$63.302,$244.976,$60.022,$304.998,-,-,-,$34.181,$-7.785,$363.845,$-58.833,-,-,-,$-207.558,$-207.558,$-74.058,$-340.449,$245.749,-,$245.749,$4.524,$4.524,$-283.76,$-6.63,$-40.117,$-17.083,$9.202,$-283.76
2018-09-30,$103.281,$221.292,$38.711,$260.003,-,-,-,$-63.659,$-55.264,$307.286,$-30.996,-,-,-,$-4.543,$-4.543,$-25.422,$-60.961,$38.905,-,$38.905,$1.518,$1.518,$-283.703,$-12.549,$-255.829,$-9.556,$6.488,$-283.703
2018-06-30,$169.3,$208.535,$-2.659,$205.876,-,-,-,$22.533,$25.927,$402.317,$-21.412,-,-,-,$136.066,$136.066,$440.699,$555.353,$-674.541,-,$-674.541,$2.005,$2.005,$-283.646,$-6.561,$-962.743,$-5.479,$7.149,$-283.646
