,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$87.8,$192.9,$45.9,$238.8,$-3.9,$-1.5,$-29.7,$139,$-81.2,$245.4,$650,-,-,-,$-7.4,$-7.4,$-121.8,$520.8,$-5.6,$-885.1,$-890.7,$200.2,$200.2,$-17.7,-,$-708.2,$58,$17.4,$1.7
2020-09-30,$-172.9,$180.6,$225.2,$405.8,-,-,-,$-82,$-82,$150.9,$-472.9,-,-,-,$-5.9,$-5.9,$-34.5,$-513.3,$365.4,$224.7,$590.1,$3.7,$3.7,$-88.5,$-228.9,$276.4,$-86,-,$-80.4
2020-06-30,$-4.7,$177.5,$92.7,$270.2,-,-,-,$72.3,$72.3,$337.8,$-367.2,-,-,-,$-1.9,$-1.9,$-32.9,$-402,$996.3,$-882.9,$113.4,$3.8,$3.8,$-99.9,$-12.5,$4.8,$-59.4,-,$-80.4
2020-03-31,$75.6,$184.3,$268.2,$452.5,-,-,-,$-158.2,$-158.2,$369.9,$-452.1,-,-,-,$1.9,$1.9,$-34.4,$-484.6,$-4.1,$273.2,$269.1,$3.7,$3.7,$-88.4,$-5.1,$179.3,$64.6,-,$-80.3
2019-12-31,$-139.3,$190.4,$410.5,$600.9,$187.8,$-2,$-299.9,$-117.4,$-110.1,$351.5,$-492,-,-,-,$-8.4,$-8.4,$-28.2,$-528.6,$-3.1,$158.1,$155,$233.5,$233.5,$-94.1,$-5.9,$288.5,$111.4,$25.9,$-74.7
2019-09-30,$6.6,$182.2,$-0.9,$181.3,-,-,-,$117.7,$117.7,$305.6,$-466.5,-,-,-,$0.1,$0.1,$-29.4,$-495.8,$747.5,$-465.9,$281.6,$3.8,$3.8,$-82.9,$-7.7,$194.8,$4.6,-,$-74.7
2019-06-30,$296.9,$177.9,$82,$259.9,-,-,-,$-29.7,$-29.7,$527.1,$-489.8,-,-,-,$-3.6,$-3.6,$-29.2,$-522.6,$-43.7,$1,$-42.7,$4,$4,$-94,$-0.2,$-132.9,$-128.4,-,$-74.6
2019-03-31,$218.9,$175.1,$58.1,$233.2,-,-,-,$-53,$-53,$399.1,$-353.7,-,-,-,$3.6,$3.6,$-25.3,$-375.4,$-2.3,$102.8,$100.5,$3.1,$3.1,$-83.6,$-4,$16,$39.7,-,$-74.5
2018-12-31,$-11.7,$169.3,$-161.3,$8,$-186.2,$41.4,$268.4,$-549,$-383.4,$-387.1,$-519.8,-,-,-,$5.2,$5.2,$-35,$-549.6,$-2.1,$366.1,$364,$236.6,$722.3,$-82.4,$0.1,"$1,004",$67.3,$28.6,$-70.8
2018-09-30,$-339.5,$148.5,$-55.4,$93.1,-,-,-,$364.1,$364.1,$117.7,$-464.1,-,-,-,$-12.9,$-12.9,$-28.4,$-505.4,$-552.8,"$1,011.1",$458.3,$3.9,$3.8,$-70.8,$-30.9,$360.4,$-27.3,-,$-70.8
