,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$174.958,$24.561,$-25.666,$-1.105,$11.687,$6.206,$0.469,$26.719,$45.081,$218.934,$-14.19,$-0.25,$-1.25,-,-,-,-,$-15.69,-,-,-,$0.524,$0.524,-,$-0.126,$0.398,$208.341,$7.943,-
2020-09-30,$146.321,$24.651,$3.571,$28.222,$-15.132,$4.163,$7.241,$22.301,$18.573,$193.116,$-19.21,-,$-0.25,-,-,-,-,$-19.46,-,$-121.933,$-121.933,$18.256,$18.256,-,$-0.507,$-104.184,$70.294,$7.927,-
2020-06-30,$148.996,$23.582,$9.437,$33.019,$-19.215,$-14.82,$-4.974,$65.136,$26.127,$208.142,$-24.556,-,-,-,-,-,-,$-24.556,$200,$-365.802,$-165.802,$10.339,$10.339,-,$-6.068,$-161.531,$23.898,$7.797,-
2020-03-31,$111.856,$23.204,$14.353,$37.557,$-38.062,$-14.434,$-1.755,$-67.291,$-121.542,$27.871,$-49.002,$-0.668,-,-,-,-,-,$-49.67,-,$198.11,$198.11,$-181.209,$-181.209,-,-,$16.901,$-8.931,$7.284,-
2019-12-31,$90.544,$22.589,$21.801,$44.39,$1.979,$-0.724,$0.776,$18.448,$20.479,$155.413,$-45.911,-,$-50,-,-,-,-,$-95.911,-,$59.257,$59.257,$-133.526,$-133.526,-,$-0.12,$-74.389,$-13.67,$16.655,-
2019-09-30,$108.838,$22.446,$9.118,$31.564,$13.248,$-13.671,$5.211,$-12.925,$-8.137,$132.265,$-37.071,$-0.255,-,-,-,-,-,$-37.326,-,$-22.013,$-22.013,$-77.166,$-77.166,-,$-0.572,$-99.751,$-6.849,$9.391,-
2019-06-30,$125.701,$21.621,$7.149,$28.77,$-4.278,$-8.39,$-4.729,$0.028,$-17.369,$137.102,$-33.781,-,$-0.304,-,-,-,-,$-34.085,-,$-95.495,$-95.495,$-12.759,$-12.759,-,$-1.234,$-109.488,$-5.771,$6.898,-
2019-03-31,$102.709,$21.355,$10.256,$31.611,$-33.421,$-14.521,$0.699,$-52.699,$-99.942,$34.378,$-38.206,-,-,-,-,-,-,$-38.206,$100,$-52.024,$47.976,$-50.154,$-50.154,-,$-0.603,$-2.781,$-7.178,$6.334,-
2018-12-31,$85.677,$20.604,$-5.313,$15.291,$14.64,$1.792,$1.17,$17.078,$34.68,$135.648,$-33.109,$-6.735,-,-,-,-,-,$-39.844,-,$-15.54,$-15.54,$-102.266,$-102.266,-,-,$-117.806,$-23.083,$6.209,-
2018-09-30,$93.214,$20.878,$14.209,$35.087,$-0.169,$-10.59,$-1.339,$-5.495,$-17.593,$110.708,$-31.265,$-0.45,$-22.5,-,-,-,-,$-54.215,-,$-22.5,$-22.5,$-61.528,$-61.528,-,$-0.266,$-84.294,$-27.682,$6.596,-
