,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$929.6,$45.6,$-156.4,$-110.8,-,$-448,-,$-368.8,$-816.8,$2,$-59.2,-,-,-,$35.3,$35.3,$40.7,$16.8,-,-,-,$-115.7,$-115.7,$-210.1,$258.8,$-67,$-49.7,$81.7,$-210.1
2020-09-30,$698.6,$49.7,$-34.9,$14.8,-,$-391.6,-,$-45.6,$-437.2,$276.2,$-50.1,-,-,-,$-9.1,$-9.1,$3.7,$-55.5,-,-,-,$-109.2,$-109.2,$-210,$211,$-108.2,$123.3,$52.9,$-210
2020-06-30,$728.5,$48.2,$-346.3,$-298.1,-,$40.8,-,$381.8,$422.6,$853,$-59.3,-,-,-,$28.4,$28.4,$5.7,$-25.2,-,-,-,$-119.9,$-119.9,$-210.5,$11.6,$-318.8,$502.8,$53.3,$-210.5
2020-03-31,$166.6,$46.1,$451.3,$497.4,-,-,-,$123.7,$123.7,$787.7,$-46,-,-,-,$73.2,$73.2,$0.4,$27.6,-,-,-,$-853.2,$-853.2,$-215.2,$76.1,$-992.3,$-178.2,$58.3,$-215.2
2019-12-31,$593.9,$59.1,$-74,$-14.9,-,$-242.8,-,$-314.2,$-557,$22,$-55.7,-,-,-,$-195.4,$-195.4,$3.3,$-247.8,-,-,-,$-162.8,$-162.8,$-183.5,$136.6,$-209.7,$-435.8,$70.5,$-183.5
2019-09-30,$545.1,$45.7,$31.3,$77,-,$-244.1,-,$173.9,$-70.2,$551.9,$-54.4,-,-,-,$4.9,$4.9,$1.9,$-47.6,-,-,-,$-135.7,$-135.7,$-182.6,$196.8,$-121.5,$381,$45.4,$-182.6
2019-06-30,$555.9,$44.1,$187.9,$232,-,$-444,-,$26.2,$-417.8,$370.1,$-46.8,-,-,-,$49.3,$49.3,$2.2,$4.7,-,-,-,$-136.6,$-136.6,$-183.2,$124.3,$-195.5,$179.6,$47.2,$-183.2
2019-03-31,$554,$41.9,$-240.9,$-199,-,-,-,$223.7,$223.7,$578.7,$-47.7,-,-,-,$14.5,$14.5,$-0.6,$-33.8,-,-,-,$-187.4,$-187.4,$-184.6,$66,$-306,$238.2,$43.5,$-184.6
2018-12-31,$272,$44.6,$2.4,$47,-,$141.3,-,$-326.8,$-185.5,$133.5,$-47,-,-,-,$2.2,$2.2,$-0.3,$-45.1,-,-,-,$-588.6,$-588.6,$-172,$-15.8,$-776.4,$-701,$61.8,$-172
2018-09-30,$581.6,$40.2,$-57,$-16.8,-,$-171.2,-,$163.5,$-7.7,$557.1,$-42.9,-,-,-,$75,$75,$81.5,$113.6,-,-,-,$-69.5,$-69.5,$-173.6,$168.2,$-74.9,$600,$44.5,$-173.6
2018-06-30,$459.6,$37.8,$231,$268.8,-,$-407.1,-,$87,$-320.1,$408.3,$-41.9,-,-,-,$-387.7,$-387.7,$5.4,$-424.2,-,-,-,$-112.4,$-112.4,$-173.9,$140.2,$-146.1,$-169.9,$45.2,$-173.9
2018-03-31,$455.5,$36.9,$-159.3,$-122.4,-,-,-,$187.9,$187.9,$521,$-36.7,-,-,-,$-484.9,$-484.9,$1.8,$-519.8,-,-,-,$-245.1,$-245.1,$-174.8,$177.8,$-242.1,$-239.6,$45.6,$-174.8
2017-12-31,$386.6,$36.7,$-62.6,$-25.9,-,$-282.4,-,$-201.6,$-484,$-123.3,$-57,-,-,-,$21.7,$21.7,$-1.1,$-36.4,-,-,-,$56.9,$56.9,$-142.3,$276.3,$190.9,$29.6,$41.4,$-142.3
2017-09-30,$404.2,$35,$19.8,$54.8,-,$-408.5,-,$163.1,$-245.4,$213.6,$-46.5,-,-,-,$-14.6,$-14.6,$-1.1,$-62.2,-,-,-,$58.6,$58.6,$-140.4,$287.6,$205.8,$360.3,$36.4,$-140.4
2017-06-30,$390,$36.3,$411.3,$447.6,-,$-802,-,$-84.9,$-886.9,$-49.3,$-35.7,-,-,-,$149.1,$149.1,$-5.2,$108.2,-,-,-,$-108.3,$-108.3,$-139.5,$166.6,$-81.2,$-15.1,$37.4,$-139.5
2017-03-31,$400.4,$35.6,$-591.5,$-555.9,-,-,-,$344,$344,$188.5,$-46.9,-,-,-,$76.3,$76.3,-,$29.4,-,-,-,$-264.2,$-264.2,$-140.9,$551.1,$146,$360.5,$36.8,$-140.9
2016-12-31,$366.8,$33.4,$40.1,$73.5,$-10.5,$-213.8,$139.2,$-452.9,$-538,$-97.7,$-35.8,-,-,-,$116.8,$116.8,$-85.1,$-4.1,-,-,-,$-113.7,$-113.7,$-134.2,$116.8,$-131.1,$-216.8,$43.7,$-134.2
2016-09-30,$362.7,$34,$31.1,$65.1,-,$-366.9,-,$221.5,$-145.4,$282.4,$-33.3,-,-,-,$-14.1,$-14.1,$-4.3,$-51.7,-,-,-,$-252.3,$-252.3,$-135,$258.2,$-129.1,$104.7,$42.3,$-135
2016-06-30,$211.2,$33.8,$480.6,$514.4,-,$-710.3,-,$-102,$-812.3,$-86.7,$-44,-,-,-,$-85.5,$-85.5,$83.7,$-45.8,-,-,-,$1.1,$1.1,$-135.7,$269.2,$134.6,$-17.8,$38.8,$-135.7
2016-03-31,$313.3,$32.2,$-474.2,$-442,-,$-6.9,-,$208.1,$201.2,$72.5,$-35.2,-,-,-,$243,$243,-,$207.8,-,-,-,$-185.7,$-185.7,$-135.9,$270.8,$-50.8,$228.1,$36.8,$-135.9
2015-12-31,$303.2,$31.9,$31.3,$63.2,$-3.2,$-5,$98.2,$-319.5,$-229.5,$136.9,$-36.7,-,-,-,$197.3,$197.3,$-3,$157.6,-,-,-,$-154.8,$-154.8,$-131.8,-,$-286.6,$7.9,$41.6,$-131.8
