,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$333.548,$36.605,$5.631,$42.236,$-168.333,$84.789,$13.386,$97.444,$60.034,$435.818,$-48.317,$-0.422,-,-,$-32.454,$-32.454,-,$-81.193,-,-,-,$-13.257,$-13.257,$-116.656,-,$-129.913,$234.939,$27.37,$-116.656
2020-09-30,$313.416,$32.578,$22.825,$55.403,$-118.646,$1.063,$39.524,$23.962,$-94.481,$274.338,$-38.753,$-0.269,$-140.755,-,$-114.492,$-114.492,-,$-294.269,-,-,-,$-1.191,$-1.191,$-116.525,-,$-117.716,$-131.398,$22.031,$-116.525
2020-06-30,$184.18,$29.328,$5.621,$34.949,$-19.037,$-9.808,$-11.612,$28.58,$-19.892,$199.237,$-56.9,$-0.421,$-1.835,-,$252.966,$252.966,-,$193.81,-,-,-,$14.899,$14.899,$-108.879,-,$-93.98,$306.32,$15.925,$-108.879
2020-03-31,$161.18,$28.204,$40.675,$68.879,$197.157,$-47.318,$-39.851,$-109.153,$-4.185,$225.874,$-39.454,$-0.953,$-6.058,-,$-32.407,$-32.407,-,$-78.872,-,-,-,$-11.58,$-11.58,$-108.571,-,$-120.151,$21.249,$15.559,$-108.571
2019-12-31,$360.791,$28.56,$-87.327,$-58.767,$-138.645,$7.952,$-1.331,$91.253,$-67.645,$234.379,$-26.403,$-0.515,$-24.979,-,$-31.041,$-31.041,-,$-82.938,-,-,-,$1.226,$1.226,$-108.359,-,$-107.133,$50.2,$15.847,$-108.359
2019-09-30,$227.866,$26.881,$48.739,$75.62,$9.055,$-109.904,$21.563,$-38.616,$-114.534,$188.952,$-30.875,$-1.009,$0.704,-,$9.771,$9.771,-,$-21.409,-,-,-,$-0.018,$-0.018,-,-,$-0.018,$157.184,$16.592,-
2019-06-30,$223.656,$26.723,$3.616,$30.339,$-106.707,$-29.15,$38.746,$-25.841,$-143.359,$110.636,$-30.177,$-0.44,$-276.014,-,$-7.147,$-7.147,-,$-313.778,-,-,-,$12.722,$12.722,$-108.218,-,$-95.496,$-295.845,$15.832,$-108.218
2019-03-31,$140.173,$24.011,$27.645,$51.656,$112.896,$-39.067,$-32.786,$-77.906,$-27.247,$164.582,$-30.047,$-0.413,-,-,$-2.161,$-2.161,-,$-32.621,-,-,-,$-12.694,$-12.694,$-200.687,-,$-213.381,$-85.706,$15.129,$-200.687
2018-12-31,$190.15,$24.718,$24.104,$48.822,$-104.665,$11.402,$8.027,$55.923,$-21.234,$217.738,$-32.605,$-1.618,-,-,$-34.465,$-34.465,-,$-68.688,-,-,-,$2.372,$2.372,$0.001,-,$2.373,$145.263,$14.297,$0.001
2018-09-30,$184.215,$23.256,$32.725,$55.981,$63.856,$-64.473,$30.983,$-0.886,$23.523,$263.719,$-29.76,$-0.53,$-19.753,-,$-2.878,$-2.878,-,$-52.921,-,-,-,$0.373,$0.373,$-100.063,-,$-99.69,$109.675,$14.347,$-100.063
