,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$2,797","$3,080",$513,"$3,593","$-1,341",$-104,$42,"$5,670","$2,406","$6,693","$-3,275",-,-,"$-6,887",-,"$-6,887","$5,155","$-5,007","$-8,408",$-303,"$-8,711",-,-,$-16,$120,"$-8,607","$-6,739",-,$-16
2020-09-30,"$4,018","$3,162",$9,"$3,171",-,-,-,"$4,042","$4,042","$11,231","$-1,006",-,-,"$-8,575",-,"$-8,575","$5,098","$-4,483","$-9,681",$-266,"$-9,947",-,$492,$-61,$-41,"$-9,557","$-2,784",-,$-61
2020-06-30,$-780,"$3,265",$-214,"$3,051",-,-,-,"$-5,086","$-5,086","$-2,815",$-984,-,-,"$-9,539",-,"$-9,539","$4,757","$-5,766",$-571,$833,$262,-,-,$-2,$-224,$36,"$-8,526",-,$-2
2020-03-31,$286,"$3,308",$-272,"$3,036",-,-,-,"$-1,761","$-1,761","$1,561","$-1,869",-,-,"$-9,352",-,"$-9,352","$4,651","$-6,570","$24,524",$13,"$24,537",-,-,$-590,$-267,"$23,680","$18,223",-,$-590
2019-12-31,$-192,"$3,286",$-269,"$3,017",$-563,$-761,$-492,"$4,697","$1,521","$3,473","$-3,337",-,-,"$-2,778",-,"$-2,778","$4,907","$-1,208",$-622,"$-1,068","$-1,690",-,$-6,$-558,$-78,"$-2,332",$44,-,$-558
2019-09-30,"$2,311","$3,309",$-114,"$3,195",-,-,-,"$1,047","$1,047","$6,553","$-2,136",-,-,"$-4,844",-,"$-4,844","$5,429","$-1,551","$-1,483",$-180,"$-1,663",-,$49,$-608,$89,"$-2,133","$2,718",-,$-608
2019-06-30,"$2,403","$3,407",$307,"$3,714",-,-,-,"$-1,041","$-1,041","$5,076","$-2,519",-,-,"$-7,512",-,"$-7,512","$5,602","$-4,429","$-1,094",$-23,"$-1,117",-,$414,$-558,$-28,"$-1,289",$-600,-,$-558
2019-03-31,"$2,145","$4,116","$-1,026","$3,090",-,-,-,"$-5,316","$-5,316",$-81,"$-2,702",-,-,"$-7,214",-,"$-7,214","$6,205","$-3,711",$980,$959,"$1,939",-,-,$-626,$-236,"$1,077","$-2,715",-,$-626
2018-12-31,"$2,069","$3,646","$-1,889","$1,757",$492,$399,$-537,"$2,871","$3,882","$6,030","$-3,114",-,-,"$-8,410",-,"$-8,410","$5,336","$-6,188","$3,085",$-509,"$2,576",-,"$1,109",$-552,$-291,"$2,842","$2,638",-,$-552
2018-09-30,"$2,530","$3,313","$-1,388","$1,925",-,-,-,$-782,$-782,"$3,673","$-3,349",-,-,"$-5,510",-,"$-5,510","$4,324","$-4,535","$3,076","$1,051","$4,127",-,$492,$-586,$-76,"$3,957","$3,087",-,$-586
2018-06-30,"$2,366","$3,129",$583,"$3,712",-,-,-,$-973,$-973,"$5,105","$-3,781",-,-,"$-5,686",-,"$-5,686","$3,989","$-5,478",$-185,$524,$339,-,"$1,261",$-538,$-176,$886,$224,-,$-538
2018-03-31,"$1,110","$3,581",$-740,"$2,841",-,-,-,"$-3,503","$-3,503",$448,"$-4,389",-,-,"$-3,777",-,"$-3,777","$3,604","$-4,562","$4,502",$120,"$4,622",-,-,$-566,$-287,"$3,769",$-301,-,$-566
2017-12-31,"$-4,903","$3,177","$6,036","$9,213","$1,402",$440,$-362,"$3,807","$3,046","$6,888","$-4,453",-,-,"$-4,089",-,"$-4,089","$3,731","$-4,811","$1,581",$234,"$1,815","$-1,498","$-1,498",$-532,$120,$-95,"$1,968",-,$-532
2017-09-30,$114,"$3,147","$1,316","$4,463",-,-,-,"$-1,696","$-1,696","$2,881","$-5,167",-,-,"$-3,878",-,"$-3,878",$207,"$-8,838","$3,214",$39,"$3,253","$-1,498",$-513,$-556,$-45,"$2,139","$-3,665",-,$-556
2017-06-30,"$2,433","$3,194",$582,"$3,776",-,-,-,$-691,$-691,"$5,518","$-5,968",-,-,"$-4,050",-,"$-4,050","$2,900","$-7,118","$7,661",$-53,"$7,608","$-1,496","$-1,496",$-572,$-47,"$5,493","$3,999",-,$-572
2017-03-31,"$2,686","$2,743",$286,"$3,029",-,-,-,"$-3,674","$-3,674","$2,041","$-5,378",-,-,"$-3,804",-,"$-3,804","$2,377","$-6,805","$6,139",$-360,"$5,779",-,-,$-573,$-159,"$5,047",$386,-,$-573
2016-12-31,"$1,895","$2,694","$-1,528","$1,166","$-1,249",$-75,"$3,195","$-1,067","$1,851","$4,018","$-21,022",-,$-2,"$-7,764","$14,959","$7,195","$2,185","$-11,644","$6,005",$7,"$6,012",$-999,$-999,$-586,$505,"$4,932","$-2,959",-,$-586
2016-09-30,"$2,707","$2,534",$-446,"$2,088",-,-,-,"$1,775","$1,775","$6,570","$-1,360",-,$-3,"$-7,567","$-4,814","$-12,381","$2,084","$-11,660","$4,177",$5,"$4,182","$-1,201","$-1,201",$-594,$-269,"$2,118","$-2,975",-,$-594
