,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-3,347",$712,"$4,473","$5,185","$-1,914",-,"$1,354",$-403,$-662,"$1,176","$-2,163",-,$-7,$-1,-,$-1,$-6,"$-2,177",$-646,$-538,"$-1,184",$71,$71,$-846,$-2,"$-1,961","$-2,930",$288,$-846
2020-09-30,"$1,957",$677,$-242,$435,$247,-,$167,$-29,$944,"$3,336","$-1,146",-,$-13,$-3,-,$-3,$-1,"$-1,163",$-353,"$-1,032","$-1,385",$90,$90,$-845,$-17,"$-2,157",$26,$140,$-845
2020-06-30,"$1,768",$661,$685,"$1,346","$-1,118",-,$484,$229,$283,"$3,397","$-1,131",-,-,$110,-,$110,$12,"$-1,009",$-956,$-801,"$-1,757",$50,$50,$-843,$-16,"$-2,566",$-142,$137,$-843
2020-03-31,$965,$648,$421,"$1,069","$1,223",-,"$-1,101",$311,$516,"$2,550",$-932,-,-,-,-,-,$-2,$-934,"$3,566",$-91,"$3,475",$-150,$-150,$-840,$-318,"$2,167","$3,718",$231,$-840
2019-12-31,$-106,$630,"$2,880","$3,510","$-1,560",-,"$1,333",$-291,$-458,"$2,946","$-2,040",-,-,$-8,-,$-8,$14,"$-2,034",$-282,"$1,410","$1,128",$-196,$-196,$-797,$-8,$127,"$1,053",$199,$-797
2019-09-30,"$1,750",$587,"$-1,211",$-624,$26,-,$-132,$716,$360,"$1,486","$-1,420",-,$-5,$233,-,$233,$12,"$-1,180","$1,726","$-1,049",$677,$-216,$-216,$-798,$17,$-320,$-31,$203,$-798
2019-06-30,"$1,685",$575,$-285,$290,$-484,-,$361,$240,$-45,"$1,930","$-1,345",-,-,$-4,-,$-4,$-82,"$-1,431","$-1,037","$1,166",$129,$-175,$-175,$-800,$7,$-839,$-326,$205,$-800
2019-03-31,"$1,111",$568,$319,$887,"$1,301",-,"$-1,143",$215,$279,"$2,277","$-1,510",-,$-1,$101,-,$101,$-6,"$-1,416","$1,702","$-1,217",$485,$-199,$-199,$-799,$-182,$-695,$175,$308,$-799
2018-12-31,$453,$545,"$2,488","$3,033","$-1,517",-,"$1,425",$-410,$-197,"$3,289","$-1,801",-,-,$-65,-,$-65,$35,"$-1,831",$-615,$140,$-475,$-177,$-177,$-751,$-29,"$-1,432",$-8,$127,$-751
2018-09-30,"$1,508",$524,$319,$843,$-174,-,$-131,$-33,$-129,"$2,222","$-1,631",-,-,$-29,-,$-29,$-19,"$-1,679",$431,$-145,$286,$-198,$-198,$-753,$12,$-653,$-116,$129,$-753
2018-06-30,"$1,485",$542,$347,$889,$69,-,$341,$291,$759,"$3,133","$-1,297",-,$-2,$-62,-,$-62,$-13,"$-1,374",$-4,$-97,$-101,$-212,$-212,$-753,$9,"$-1,057",$665,$139,$-753
2018-03-31,"$1,345",$596,$517,"$1,113","$1,201",-,$-601,"$1,076","$1,609","$4,067","$-1,517",-,-,$69,-,$69,$2,"$-1,446","$-1,497",$165,"$-1,332",$-184,$-184,$-754,$-280,"$-2,550",$57,$239,$-754
2017-12-31,"$1,096",$594,"$-3,056","$-2,462","$-1,840",-,$997,$-796,"$-1,573","$-2,939","$-1,513",-,$-73,$243,-,$243,$-13,"$-1,356","$5,199",$104,"$5,303",$-397,$-397,$-686,$-19,"$4,201",$-97,$138,$-686
2017-09-30,"$1,259",$572,$400,$972,$-320,-,$132,$-393,$-434,"$1,797","$-1,695",-,$-4,$88,-,$88,$21,"$-1,590",$283,$456,$739,$-403,$-403,$-696,$2,$-358,$-125,$118,$-696
2017-06-30,"$1,384",$562,$415,$977,$4,-,$143,$-147,$21,"$2,382","$-1,068",-,$-32,$-18,-,$-18,$3,"$-1,115","$2,026","$-1,372",$654,$-402,$-402,$-694,$10,$-432,$849,$116,$-694
2017-03-31,"$1,166",$554,"$-2,017","$-1,463","$1,134",-,$-673,$109,$536,$239,$-927,-,$-25,$47,-,$47,$-5,$-910,$569,$562,"$1,131",$-364,$-364,$-695,$-196,$-124,$-779,$212,$-695
