,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$5,418",$-197,"$1,565","$1,368",$842,-,$104,"$3,918","$4,853","$5,153",-,-,"$-1,684",$-306,"$1,425","$1,119","$-1,597","$-2,162",$-83,-,$-83,$-571,"$-1,574",$-449,"$-4,887","$-6,993","$-3,845",-,$-415
2020-09-30,-,-,-,-,-,-,-,-,-,"$3,793",-,-,-,"$1,537","$-7,145","$-5,608","$-1,071","$-6,679",$-101,$25,$-76,$-80,$909,$-478,"$2,530","$2,885",$116,-,$-419
2020-06-30,-,-,-,-,-,-,-,-,-,$846,-,-,-,$553,"$-1,934","$-1,381",$-10,"$-1,391",$5,$-25,$-20,-,-,$-496,"$1,196",$680,$195,-,$-419
2020-03-31,-,-,-,-,-,-,-,-,-,"$1,847",-,-,-,"$-2,125","$-9,703","$-11,828","$3,491","$-8,337","$1,056",-,"$1,056",$-500,$472,$-436,"$13,065","$14,157","$7,496",-,$-404
2019-12-31,"$5,909",$-369,$821,$452,$-514,-,$8,"$7,698","$7,425","$5,181",-,-,$-32,$-329,"$-5,885","$-6,214",$-847,"$-7,093",$-25,-,$-25,$-250,$-250,$-463,$-271,"$-1,009","$-2,854",-,$-406
2019-09-30,-,-,-,-,-,-,-,-,-,"$4,146",-,-,-,$-721,"$-4,718","$-5,439",$88,"$-5,351",$-53,$34,$-19,$-785,$-785,$-445,"$3,576","$2,327","$1,017",-,$-413
2019-06-30,-,-,-,-,-,-,-,-,-,"$2,387",-,-,-,"$1,747",$-723,"$1,024",$-467,$557,$509,$-34,$475,$-750,$-750,$-476,"$1,685",$934,"$3,929",-,$-419
2019-03-31,-,-,-,-,-,-,-,-,-,"$2,072",-,-,-,$-545,"$-4,852","$-5,397",$-302,"$-5,699",$-22,-,$-22,$-500,$-500,$-437,"$3,275","$2,316","$-1,315",-,$-405
2018-12-31,"$5,128",$-385,"$-1,209","$-1,594","$-1,809",-,$-121,"$9,194","$8,204","$1,301",-,-,-,"$1,171","$3,832","$5,003",$355,"$5,358",$-573,-,$-573,"$-1,200","$-1,200",$-472,"$-1,087","$-3,332","$3,331",-,$-415
2018-09-30,-,-,-,-,-,-,-,-,-,"$3,533",-,-,-,"$-1,356","$-4,521","$-5,877",$-351,"$-6,228","$-1,113",$-75,"$-1,188",$-636,$-636,$-451,"$1,194","$-1,081","$-3,822",-,$-419
2018-06-30,-,-,-,-,-,-,-,-,-,"$5,608",-,-,-,"$1,215","$-5,477","$-4,262",$-17,"$-4,279",$-191,$75,$-116,"$-1,115",$-335,$-474,"$2,319","$1,394","$2,385",-,$-428
2018-03-31,-,-,-,-,-,-,-,-,-,"$1,296",-,-,-,$-160,$-214,$-374,$-111,$-485,$-31,-,$-31,"$-1,041",$-547,$-422,"$1,218",$218,"$1,226",-,$-416
2017-12-31,"$4,020",$-249,"$2,903","$2,654",$-991,-,$-280,"$9,676","$5,609","$2,050",-,-,-,"$2,296","$-1,019","$1,277",$-995,$282,"$-1,112",-,"$-1,112",$-622,$-622,$-467,$-394,"$-2,595",$-322,-,$-422
2017-09-30,-,-,-,-,-,-,-,-,-,"$4,734",-,-,$-211,"$-1,123","$-7,189","$-8,312","$-1,486","$-10,009",$601,-,$601,$-495,$-495,$-433,"$1,210",$883,"$-4,296",-,$-427
2017-06-30,-,-,-,-,-,-,-,-,-,"$3,401",-,-,-,"$2,806","$-4,550","$-1,744","$-1,129","$-2,873",$160,-,$160,$-952,$-952,$-477,$576,$-693,$-92,-,$-431
2017-03-31,-,-,-,-,-,-,-,-,-,"$2,098",-,-,-,"$-1,892","$-1,366","$-3,258","$-1,018","$-4,276",$-16,-,$-16,$-858,$-858,$-443,"$2,816","$1,499",$-466,-,$-437
2016-12-31,$854,$-458,"$6,545","$6,087","$-2,158",$111,$-31,"$11,433","$7,833","$5,643",-,-,$-156,"$3,502","$7,362","$10,864","$-1,972","$8,736",$-19,-,$-19,$-302,$-302,$-486,"$-10,970","$-11,777","$1,994",-,$-441
2016-09-30,-,-,-,-,-,-,-,-,-,"$2,927",-,-,$156,"$-1,817","$-1,953","$-3,770","$-1,064","$-4,678",$-38,-,$-38,-,-,$-447,"$1,098",$613,"$-1,184",-,$-441
2016-06-30,-,-,-,-,-,-,-,-,-,"$4,291",-,-,-,"$1,887","$-5,342","$-3,455",$-714,"$-4,169","$-1,273",-,"$-1,273",-,-,$-487,"$5,136","$3,376","$3,777",-,$-441
2016-03-31,-,-,-,-,-,-,-,-,-,"$1,913",-,-,-,"$-2,302","$-3,915","$-6,217",$478,"$-5,739",$-17,-,$-17,$-70,$-70,$-419,"$4,797","$4,291",$538,-,$-413
2015-12-31,"$5,385",$-448,"$-2,511","$-2,959",$-831,$784,$138,"$10,820","$11,626","$4,525",-,-,-,"$5,867","$-8,171","$-2,304","$-1,187","$-3,491","$1,942",-,"$1,942",$-823,$-823,$-468,$983,"$1,634","$2,536",-,$-419
2015-09-30,-,-,-,-,-,-,-,-,-,"$2,639",-,-,-,$-411,$-182,$-593,$446,$-147,$16,-,$16,$-107,$-679,$-426,$801,$-288,"$2,142",-,$-420
2015-06-30,-,-,-,-,-,-,-,-,-,"$4,202",-,-,-,$-543,"$1,364",$821,$-681,$140,"$-1,045",-,"$-1,045",$-14,$539,$-451,"$-3,330","$-4,287",$-53,-,$-420
2015-03-31,-,-,-,-,-,-,-,-,-,"$2,686",-,-,-,"$-5,690",$-403,"$-6,093",$-807,"$-6,900","$1,485",-,"$1,485",$-986,$-986,$-424,"$1,648","$1,723","$-2,681",-,$-394
2014-12-31,"$6,336",$102,"$-2,394","$-2,292",$-650,$-739,$207,"$11,439","$12,332","$5,426",-,-,$-452,"$3,671","$-5,436","$-1,765","$-1,169","$-3,386",$-60,-,$-60,$443,$443,$-429,$325,$279,"$2,025",-,$-398
2014-09-30,-,-,-,-,-,-,-,-,-,"$4,029",-,-,-,$122,"$-4,772","$-4,650",$-319,"$-4,969",$-318,-,$-318,$-439,$-439,$-425,"$3,593","$2,411","$1,390",-,$-395
2014-06-30,-,-,-,-,-,-,-,-,-,"$4,437",-,-,$452,"$1,327","$-9,611","$-8,284","$-1,032","$-8,864",$-24,-,$-24,$-4,$-4,$-426,"$3,679","$3,225","$-1,180",-,$-395
2014-03-31,-,-,-,-,-,-,-,-,-,"$2,484",-,-,-,$47,"$2,720","$2,767",$-603,"$2,164","$-1,460",$-75,"$-1,535",-,-,$-341,"$-1,783","$-3,659",$988,-,$-311
2013-12-31,"$3,393",$547,"$3,917","$4,464",$-582,"$-1,433",$293,"$9,125","$8,274","$6,147",-,-,"$-1,833","$-1,317","$-4,044","$-5,361","$-1,396","$-8,590",$391,$67,$458,-,-,$-342,"$-1,439","$-1,323","$-3,791",-,$-311
2013-09-30,-,-,-,-,-,-,-,-,-,"$2,670",-,-,$13,$392,"$1,579","$1,971",$-706,"$1,278",$-409,-,$-409,"$1,000","$1,000",$-333,"$-2,052","$-1,794","$2,192",-,$-303
