,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$28,755","$2,666","$1,987","$4,653","$-10,945",$-950,"$21,670","$-4,420","$5,355","$38,763","$-3,500",-,$-9,"$-5,279",-,"$-5,279",$204,"$-8,584","$-1,000",$22,$-978,"$-24,775","$-24,775","$-3,613","$-2,883","$-32,249","$-2,070","$2,020","$-3,613"
2020-09-30,"$12,673","$2,702","$1,324","$4,026","$1,768",$-137,"$6,725","$-4,479","$3,877","$20,576","$-1,784",-,$-51,"$7,434",$34,"$7,468",$-102,"$5,531",$291,$-994,$-703,"$-16,737","$-16,737","$-3,511",$-406,"$-21,357","$4,750","$1,724","$-3,511"
2020-06-30,"$11,253","$2,752","$2,696","$5,448","$-2,135",$-689,"$2,733",$-339,$-430,"$16,271","$-1,565",-,$-339,"$-2,992",$-6,"$-2,998",$-263,"$-5,165","$3,655","$-1,487","$2,168","$-15,891","$-15,891","$-3,656","$-1,737","$-19,116","$-8,010","$1,698","$-3,656"
2020-03-31,"$11,249","$2,786","$1,278","$4,064","$5,269",$727,"$-12,431","$4,433","$-2,002","$13,311","$-1,853",-,$-176,"$11,407",$-146,"$11,261",$-219,"$9,013","$-1,694","$2,497",$803,"$-18,146","$-18,146","$-3,375",$-222,"$-20,940","$1,384","$1,697","$-3,375"
2019-12-31,"$22,236","$2,816","$1,219","$4,035","$2,015",$-28,"$-1,089","$3,347","$4,245","$30,516","$-2,107",-,$-958,"$-10,396",-,"$-10,396",$-207,"$-13,668","$1,210",$-979,$231,"$-20,704","$-20,704","$-3,539","$-1,395","$-25,407","$-8,559","$1,710","$-3,539"
2019-09-30,"$13,686","$3,179",$885,"$4,064","$-8,768",$-785,"$17,881","$-6,168","$2,160","$19,910","$-2,777",-,$-13,"$3,063",$-261,"$2,802",$-810,$-798,"$3,658","$-3,951",$-293,"$-17,054","$-17,054","$-3,479",$-213,"$-21,039","$-1,927","$1,499","$-3,479"
2019-06-30,"$10,044","$2,933","$1,457","$4,390",$919,"$1,502",$220,"$-5,439","$-2,798","$11,636","$-2,000",-,$-320,"$28,736","$1,384","$30,120",$-298,"$27,502","$-3,000","$-1,990","$-4,990","$-16,954","$-16,954","$-3,629","$-1,231","$-26,804","$12,334","$1,496","$-3,629"
2019-03-31,"$11,561","$3,040","$1,176","$4,216","$2,964",$70,"$-11,523","$3,867","$-4,622","$11,155","$-2,363",-,$-124,"$15,812",$-63,"$15,749",$86,"$13,348","$-2,500",$-42,"$-2,542","$-23,312","$-23,312","$-3,443",$-160,"$-29,457","$-4,954","$1,514","$-3,443"
2018-12-31,"$19,965","$3,395","$1,558","$4,953","$5,130","$-1,076","$-8,501","$6,219","$1,772","$26,690","$-3,355",-,$-167,"$9,849",$-427,"$9,422",$-56,"$5,844",-,$6,$6,"$-8,796","$-8,796","$-3,568","$-1,318","$-13,676","$18,858","$1,559","$-3,568"
2018-09-30,"$14,125","$2,754","$1,830","$4,584","$-9,078","$1,942","$19,585","$-11,635",$814,"$19,523","$-3,041",-,$-290,$592,$-40,$552,$-222,"$-3,001",-,$-27,$-27,"$-18,763","$-18,763","$-3,530",$-260,"$-22,580","$-6,058","$1,345","$-3,530"
