,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$61.868,$6.134,$60.393,$66.527,$-11.692,$0.525,$1.981,$-52.062,$-49.26,$79.135,$-7.722,-,-,$-75.061,$-23.004,$-98.065,-,$-105.787,-,-,-,$1.521,$1.521,-,$-0.242,$1.279,$-21.223,$12.856,-
2020-09-30,$62.213,$5.657,$6.799,$12.456,$1.753,$6.282,$-5.67,$2.579,$2.54,$77.209,$-9.508,-,$-0.236,$-152.108,$-1.1,$-153.208,$67.882,$-95.07,-,-,-,$6.523,$6.523,-,$-1.077,$5.446,$-12.586,$11.565,-
2020-06-30,$44.588,$5.48,$1.726,$7.206,$3.014,$-0.211,$-4.458,$1.204,$-20.035,$31.759,$-10.044,-,$-51.947,$77.747,$-2,$75.747,-,$13.756,-,-,-,$-10.3,$-10.3,-,$-9.857,$-20.157,$22.486,$9.298,-
2020-03-31,$31.798,$6.003,$10.307,$16.31,$15.884,$0.024,$1.74,$16.354,$38.485,$86.593,$-10.546,-,-,$20.565,$-0.058,$20.507,-,$9.961,-,-,-,$-21.685,$-21.685,-,$-0.08,$-21.765,$74.371,$2.762,-
2019-12-31,$69.217,$5.375,$27.695,$33.07,$-6.505,$-1.057,$0.06,$-17.806,$-12.847,$89.44,$-8.853,-,-,$-75.453,$-13.099,$-88.552,-,$-97.405,-,-,-,$-24.544,$-24.544,-,$-0.401,$-24.945,$-32.309,$10.574,-
2019-09-30,$13.071,$4.687,$59.92,$64.607,$-8.629,$-4.965,$2.244,$2.556,$-3.419,$74.259,$-12.357,-,-,$25.283,$-5,$20.283,-,$7.926,-,-,-,$-31.059,$-31.059,-,$-0.67,$-31.729,$49.231,$13.324,-
2019-06-30,$88.923,$4.365,$-14.466,$-10.101,$4.801,$-7.239,$-1.463,$-3.65,$-14.194,$64.628,$-12.25,-,-,$-30.887,$-2.8,$-33.687,-,$-45.937,-,-,-,$1.26,$1.26,-,$-40.536,$-39.276,$-19.973,$13.121,-
2019-03-31,$73.96,$4.185,$-2.043,$2.142,$-2.755,$-10.659,$3.067,$-1.861,$-5.711,$70.391,$-8.535,-,-,$-14.92,$-12.299,$-27.219,-,$-35.754,-,-,-,$3.582,$3.582,-,$-0.563,$3.019,$36.84,$10.737,-
2018-12-31,$44.863,$3.589,$36.086,$39.675,$-14.137,$-9.772,$4.148,$3.755,$-9.923,$74.615,$-8.124,-,-,$-38.684,$-19.01,$-57.694,-,$-65.818,-,-,-,$0.431,$0.431,-,$-1.547,$-1.116,$7.799,$15.578,-
2018-09-30,$50.127,$3.388,$15.513,$18.901,$-7.061,$-8.956,$-1.923,$2.07,$-8.468,$60.56,$-12.198,-,-,$-27.192,$-10.26,$-37.452,-,$-49.65,-,-,-,$6.19,$6.19,-,$-2.068,$4.122,$15.094,$15.934,-
2018-06-30,$90.066,$2.959,$-31.655,$-28.696,$1.93,$-7.794,$2.684,$-4.983,$-14.739,$46.631,$-15.147,-,-,$51.08,$-1.166,$49.914,-,$34.767,-,-,-,$5.798,$5.798,-,$-67.598,$-61.8,$18.313,$12.245,-
2018-03-31,$36.847,$2.905,$19.914,$22.819,$-4.947,$-3.712,$1.817,$-0.273,$-3.267,$56.399,$-11.695,-,-,$-56.76,$-6.4,$-63.16,$6.4,$-68.455,-,-,-,$3.008,$3.008,-,$-0.457,$2.551,$-7.527,$11.183,-
2017-12-31,$13.446,$2.78,$44.217,$46.997,$-7.518,$-6.611,$2.296,$1.038,$-3.747,$56.696,$-26.493,-,-,$-25.221,$6.4,$-18.821,$-6.4,$-51.714,$-0.14,-,$-0.14,$2.369,$2.369,-,$-0.623,$1.606,$5.966,$11.232,-
2017-09-30,$24.503,$2.857,$18.608,$21.465,$-3.619,$-4.061,$4.69,$0.917,$-2.811,$43.157,$-7.871,-,-,$-29.514,$-6,$-35.514,-,$-43.385,$-0.193,-,$-0.193,$2.765,$2.765,-,$-1.432,$1.14,$0.566,$9.282,-
2017-06-30,$37.374,$2.463,$5.559,$8.022,$0.795,$-1.302,$-4.391,$-1.768,$-9.102,$36.294,$-9.804,-,-,$-7.004,$-0.4,$-7.404,-,$-17.208,$-0.184,-,$-0.184,$3.555,$3.555,-,$-17.805,$-14.434,$4.93,$8.656,-
