,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$401,$265,$105,$370,$88,$-5,-,$-95,$-103,$668,$-542,-,$86,$81,$-46,$35,$-18,$-439,$-204,$-643,$-847,-,$-1,$-323,$436,$-735,$-554,-,$-323
2020-09-30,$-481,$264,$825,"$1,089",$-10,$31,-,$526,$659,"$1,267",$-413,-,$-13,$15,$-108,$-93,$24,$-495,$-350,$224,$-126,-,$113,$-191,$-297,$-501,$274,-,$-191
2020-06-30,$3,$271,$296,$567,$10,$-69,-,$21,$-123,$447,$-384,-,$-30,$-99,$-63,$-162,$-50,$-626,$855,$-519,$336,-,-,$-172,$-36,$128,$-103,-,$-172
2020-03-31,$229,$268,$19,$287,$-40,$23,-,$-63,$-143,$373,$-561,-,$-10,$-23,$-115,$-138,$-26,$-735,$296,$879,"$1,175",-,-,$-117,$-28,"$1,030",$638,-,$-117
2019-12-31,$-120,$271,$446,$717,$46,$31,-,$-30,$94,$691,$-800,-,$-184,$-56,$-66,$-122,$96,"$-1,010",$394,$-137,$257,-,-,$-262,$52,$47,$-269,-,$-262
2019-09-30,$298,$262,$178,$440,$17,$-28,-,$-34,$23,$761,$-552,-,$-59,$46,$-85,$-39,$52,$-598,$-144,$129,$-15,-,-,$-200,$-26,$-241,$-112,-,$-200
2019-06-30,$67,$266,$176,$442,$1,$43,-,$-35,$-185,$324,$-549,-,$229,$-24,$-83,$-107,$-23,$-450,$-140,$69,$-71,-,-,$-187,$-36,$-294,$-422,-,$-187
2019-03-31,$233,$246,$182,$428,$9,$-18,-,$48,$29,$690,$-504,-,-,$-70,$-90,$-160,$1,$-663,$437,$230,$667,-,-,$-140,$-125,$402,$372,-,$-140
2018-12-31,$181,$233,$250,$483,$-81,$-23,-,$-43,$-2,$662,$-544,-,$224,$96,$-44,$52,$-47,$-315,$-5,$-212,$-217,-,-,$-227,$-36,$-480,$-119,-,$-227
2018-09-30,$191,$258,$372,$630,$-131,$20,-,$121,$72,$767,$-598,-,$-36,$315,$-11,$304,$20,$-310,$19,$-252,$-233,-,-,$-157,$-44,$-434,$-20,-,$-157
2018-06-30,$416,$258,$-297,$-39,$45,$-17,-,$-46,$-104,$399,$-484,-,$586,$-324,$-46,$-370,$-28,$-296,$97,$-7,$90,-,-,$-197,$8,$-99,$-26,-,$-197
2018-03-31,$777,$254,$-364,$-110,$-39,$-16,-,$-31,$-152,$515,$-495,-,"$1,180",$-196,$-44,$-240,$-29,$416,$-527,$98,$-429,-,-,$-103,$-98,$-630,$380,-,$-103
2017-12-31,"$-1,286",$285,"$1,763","$2,048",$102,$38,-,$-84,$114,$803,$-590,-,$50,$-39,$-40,$-79,$-25,$-644,$-110,$-224,$-334,-,-,$-240,$-61,$-635,$-510,-,$-240
2017-09-30,$261,$303,$89,$392,$-159,$-23,-,$-53,$115,$739,$-464,-,$-582,$215,$-6,$209,$-22,$-859,$129,$624,$753,-,-,$-159,$20,$614,$417,-,$-159
2017-06-30,$150,$290,$156,$446,$-170,$-27,-,$-34,$-396,$254,$-649,-,$27,$-137,$-43,$-180,$23,$-779,$582,$-127,$455,-,-,$-230,$-82,$143,$-367,-,$-230
2017-03-31,$98,$291,$169,$460,$50,$-16,-,$95,$102,$708,$-474,-,$4,$191,-,$191,$-38,$-317,$-67,$141,$74,-,-,$-112,$-41,$-79,$288,-,$-112
2016-12-31,$-693,$299,$946,"$1,245",$-98,$6,-,$162,$89,$715,$-575,-,$390,$-197,$-6,$-203,$121,$-267,$-86,$-191,$-277,-,-,$-192,$-20,$-489,$-59,-,$-192
2016-09-30,$229,$291,$82,$373,$-31,$24,-,$222,$190,$819,$-515,-,$-49,$-6,-,$-6,$27,$-543,$-279,$240,$-39,-,-,$-193,$17,$-215,$60,-,$-193
2016-06-30,$-387,$296,$597,$893,$329,$36,-,$362,$135,$723,$-615,-,$36,$61,-,$61,$-260,$-778,$572,$-149,$423,-,-,$-230,$-56,$137,$86,-,$-230
2016-03-31,$74,$290,$140,$430,$37,$-24,-,$346,$139,$640,$-640,-,$109,$-105,-,$-105,$88,$-548,$-203,$132,$-71,$55,$55,$-151,$-13,$-180,$-78,-,$-151
2015-12-31,$41,$264,$316,$580,$-64,$-15,-,$157,$50,$629,$-621,-,$42,$-28,$-3,$-31,$-117,$-727,$123,$-11,$112,$-74,$-74,$-211,$115,$-58,$-150,-,$-211
