,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$196.1,$42,$2.2,$44.2,$69.1,$13.2,$-3.4,$-20,$80.7,$321,$-42.6,-,-,-,-,-,$-0.3,$-42.9,-,-,-,$2.7,$2.7,$-373.2,-,$-370.5,$-86.1,$1.4,$-373.2
2020-09-30,$221.5,$41.1,$4.8,$45.9,$48.4,$63.6,$16.3,$-9.8,$21.6,$289,$-30,-,-,-,-,-,$-0.1,$-30.1,-,-,-,$12,$12,$-143.4,-,$-131.4,$130.3,$1.4,$-143.4
2020-06-30,$238.9,$40.7,$4.1,$44.8,$-45.8,$-51.4,$-18,$8.7,$-33,$250.7,$-38.2,-,-,-,-,-,$1.2,$-37,-,$-50,$-50,$18.9,$18.9,$-143.2,-,$-174.3,$40.8,$1.3,$-143.2
2020-03-31,$202.6,$38.6,$3.6,$42.2,$-101.4,$10.6,$19.3,$35.6,$-3.7,$241.1,$-46.7,-,$-125,-,-,-,-,$-171.7,-,$110,$110,$-44.6,$-44.6,$-143.6,-,$-78.2,$-14.2,$1.6,$-143.6
2019-12-31,$178.7,$37.9,$14.4,$52.3,$77.6,$-7.5,$-22.4,$-20.2,$21.4,$252.4,$-60.5,-,-,-,-,-,$-0.1,$-60.6,-,$-100,$-100,$15.5,$15.5,$-126.3,-,$-210.8,$-16.3,$1.4,$-126.3
2019-09-30,$213.5,$37.3,$3.1,$40.4,$-1.6,$-12.6,$11.4,$-12.7,$3.4,$257.3,$-59.7,-,-,-,-,-,$0.2,$-59.5,-,$-55,$-55,$2.9,$2.9,$-126.2,-,$-178.3,$16.2,$1.4,$-126.2
2019-06-30,$204.6,$37.1,$3.6,$40.7,$-26.9,$-50.8,$19.9,$-6.9,$-117.2,$128.1,$-66.8,-,-,-,-,-,$-0.1,$-66.9,-,$30,$30,$22,$22,$-123.1,-,$-71.1,$-10.4,$1.3,$-123.1
2019-03-31,$194.1,$36.4,$3.9,$40.3,$-79.5,$-13.5,$-9.7,$30.5,$-29.5,$204.9,$-52.8,-,-,-,-,-,$0.1,$-52.7,-,$-30,$-30,$18.1,$18.1,$-123,-,$-134.9,$18.2,$1.6,$-123
2018-12-31,$168.8,$35.9,$14,$49.9,$51.7,$-88.4,$7.6,$-18,$-40.7,$178,$-78,-,-,-,-,-,$3,$-75,-,$110,$110,$-60.5,$-60.5,$-114.4,-,$-64.9,$37.5,$1.3,$-114.4
2018-09-30,$197.6,$34.8,$8.1,$42.9,$-40,$-29.9,$13.9,$-18.9,$-55.9,$184.6,$-35,-,$-3.7,-,-,-,$-6.3,$-45,-,$-35,$-35,$5.7,$5.7,$-114.8,-,$-144.1,$-5.8,$1.3,$-114.8
2018-06-30,$211.2,$34.1,$9.2,$43.3,$-49.6,$-33.8,$24,$-7.8,$-102.6,$151.9,$-25,-,-,-,-,-,-,$-25,-,$20,$20,$-38.6,$-38.6,$-106.3,-,$-124.9,$-1.6,$1.1,$-106.3
2018-03-31,$174.3,$33.4,$15.2,$48.6,$-82.4,$-41.2,$0.6,$18.5,$-63.2,$159.7,$-28.8,-,-,-,-,-,$-0.1,$-28.9,-,$-10,$-10,$3.8,$3.8,$-106.4,-,$-112.6,$20.2,$1.4,$-106.4
2017-12-31,$152.4,$32.3,$-29,$3.3,$22.5,$-45.1,$0.4,$0.6,$-26.4,$129.3,$-36,-,-,-,-,-,$-5.1,$-41.1,-,$-20,$-20,$6,$6,$-92,-,$-106,$-16.5,$1.2,$-92
2017-09-30,$143.1,$32.5,$4.8,$37.3,$-18.2,$0.9,$5.9,$-19.4,$-17.8,$162.6,$-23.7,-,-,-,-,-,$-4.8,$-28.5,-,-,-,$-25.7,$-25.7,$-92,-,$-117.7,$18.3,$1.2,$-92
2017-06-30,$148.9,$31.9,$3.2,$35.1,$-38,$-33.5,$12.4,$-5.3,$-101.1,$82.9,$-33.7,-,$-0.8,-,-,-,$-0.1,$-34.6,-,$80,$80,$-56.3,$-56.3,$-92.5,-,$-68.8,$-19.2,$1.6,$-92.5
