,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-12-31,$-309,$577,$-19,$558,$-456,$-570,$825,$-9,$-153,$96,$-506,-,-,-,$-15,$-15,$-52,$-573,$18,-,$18,$-9,$-9,$-608,$206,$-393,$-734,-,$-608
2020-09-30,$-379,$614,$-359,$255,"$-1,387",$441,$553,$496,$289,$165,$30,-,-,-,$-10,$-10,$-533,$-513,"$2,530",-,"$2,530",-,-,$-399,$-96,"$2,035","$1,728",-,$-399
2020-06-30,"$1,335",$578,"$-1,863","$-1,285","$1,219",$509,"$-1,224",$111,$686,$736,$-873,-,-,-,$-10,$-10,$301,$-582,"$1,173",-,"$1,173",-,-,$-400,$-143,$630,$804,-,$-400
2020-03-31,"$-1,754",$582,"$2,380","$2,962","$3,397",$627,"$-4,222",$-587,"$-1,257",$-49,$-439,-,-,-,$-19,$-19,$-299,$-757,$354,-,$354,$-147,$-147,$-401,$-1,$-195,"$-1,068",-,$-401
2019-12-31,"$1,330",$571,$215,$786,$-800,$-511,$620,$81,$-408,"$1,708",$-585,-,$-10,-,$-42,$-42,$-174,$-811,$80,-,$80,$-222,$-222,$-439,$58,$-523,$446,-,$-439
2019-09-30,$639,$567,$31,$598,"$1,423",$-152,$-641,$-584,$192,"$1,429",$35,-,$-36,-,$-32,$-32,$-602,$-635,$67,-,$67,$-307,$-307,$-372,$-37,$-649,$104,-,$-372
2019-06-30,$648,$566,$10,$576,$-769,$250,$155,$400,$293,"$1,517",$-981,-,$-29,-,$-27,$-27,$229,$-808,$-841,-,$-841,$-212,$-212,$-376,$-18,"$-1,447",$-744,-,$-376
2019-03-31,$167,$551,$-22,$529,$-895,$28,"$1,400",$67,$181,$877,$-463,-,-,-,$-63,$-63,$-221,$-747,"$1,008",-,"$1,008",$-36,$-36,$-375,$-975,$-378,$-205,-,$-375
2018-12-31,"$1,022",$531,$265,$796,$-460,$-197,$304,"$1,083",$-140,"$1,678",$-495,-,$-353,-,$-57,$-57,$-255,"$-1,160",$18,-,$18,$-627,$-627,$-391,$13,$-987,$-569,-,$-391
2018-09-30,$874,$517,$-38,$479,-,-,-,$-857,$-857,$496,$-439,-,$-28,-,$-5,$-5,$-164,$-636,$8,-,$8,$-434,$-434,$-354,$1,$-779,$-900,-,$-354
2018-06-30,$875,$523,$-26,$497,-,-,-,$687,$687,"$2,059",$-434,-,$-622,-,$-64,$-64,$-260,"$-1,380",$-114,-,$-114,$-327,$-327,$-384,$-4,$-829,$-207,-,$-384
2018-03-31,$582,$498,$2,$500,-,-,-,$-944,$-944,$138,$-384,-,$-85,-,$-55,$-55,$-228,$-752,$83,-,$83,$-320,$-320,$-356,$20,$-573,"$-1,192",-,$-356
2017-12-31,"$2,400",$490,"$-2,623","$-2,133",$-870,$-516,"$1,842",$255,"$1,393","$1,660",$-985,-,-,-,$-33,$-33,$376,$-642,$374,-,$374,$-457,$-457,$-317,$71,$-329,$674,-,$-317
2017-09-30,$863,$497,$56,$553,-,-,-,$-379,$-379,"$1,037",$-341,-,-,-,$-151,$-151,$-74,$-566,$-4,-,$-4,$-291,$-291,$-320,-,$-615,$-31,-,$-320
2017-06-30,$572,$499,$28,$527,-,-,-,$698,$698,"$1,797",$-293,-,-,-,$-105,$-105,$-62,$-460,$-6,-,$-6,$-345,$-345,$-323,$-2,$-676,$744,-,$-323
2017-03-31,$321,$500,$-4,$496,-,-,-,$171,$171,$988,$-279,-,$-72,-,$-117,$-117,$-246,$-714,$-5,-,$-5,$-279,$-279,$-349,$-19,$-652,$-353,-,$-349
2016-12-31,$416,$468,$37,$505,-,-,-,$77,$77,$998,$-366,-,-,-,$-4,$-4,$-252,$-622,$-947,-,$-947,$-172,$-172,$-336,$22,"$-1,433","$-1,133",-,$-336
2016-09-30,$645,$470,$-2,$468,-,-,-,$-250,$-250,$863,$-302,-,-,-,-,-,$-151,$-453,"$1,452",-,"$1,452",$-499,$-499,$-276,$-19,$658,"$1,024",-,$-276
2016-06-30,$843,$471,$-324,$147,-,-,-,"$1,329","$1,329","$2,319",$-294,-,-,-,$2,$2,$-158,$-450,$176,-,$176,$-400,$-400,$-282,$-187,$-693,"$1,147",-,$-282
2016-03-31,$513,$485,$-172,$313,-,-,-,$-186,$-186,$640,$-316,-,-,-,$-2,$-2,$-163,$-481,$-3,-,$-3,$-265,$-265,$-282,$6,$-544,$-336,-,$-282
2015-12-31,$395,$494,$878,"$1,372","$-1,093",$45,"$1,007","$-1,223","$-1,280",$487,$-432,-,-,-,$-141,$-141,$-235,$-808,$-4,-,$-4,$-544,$-544,$-285,$15,$-818,"$-1,187",-,$-285
2015-09-30,"$1,373",$482,$159,$641,"$1,016",$-26,"$-1,582",$-101,$-652,"$1,362",$-358,-,-,-,-,-,$-107,$-465,$-30,-,$-30,"$-1,099","$-1,099",$-199,$33,"$-1,295",$-463,-,$-199
2015-06-30,"$1,365",$425,$-21,$404,$77,$-19,$575,$-48,$560,"$2,329",$-370,-,-,-,-,-,$-131,$-501,$-76,-,$-76,$-662,$-662,$-203,$-17,$-958,$894,-,$-203
2015-03-31,$968,$441,$-61,$380,-,-,-,$85,$85,"$1,433",$-458,-,-,-,-,-,$-255,$-713,"$1,043",-,"$1,043",$-310,$-310,$-206,$-1,$526,"$1,181",-,$-206
2014-12-31,"$1,220",$425,$254,$679,"$2,250",$150,"$-3,092",$66,$-902,$997,$-700,-,-,-,$-14,$-14,$-144,$-858,$24,-,$24,$-487,$-487,$-143,$-8,$-614,$-502,-,$-143
2014-09-30,"$1,062",$430,$118,$548,$503,"$-1,164",$-57,"$1,066",$256,"$1,866",$-499,-,-,-,-,-,$-121,$-620,-,-,-,$-339,$-339,$-145,$-5,$-489,$711,-,$-145
2014-06-30,$593,$414,$48,$462,-,-,-,$79,$79,"$1,134",$-566,-,-,-,-,-,$-242,$-808,$-200,-,$-200,$-221,$-221,$-133,$39,$-515,$-167,-,$-133
2014-03-31,$836,$421,$88,$509,-,-,-,"$-1,101","$-1,101",$244,$-388,-,-,-,-,-,$-170,$-558,-,-,-,$-202,$-202,$-133,$23,$-312,$-645,-,$-133
2013-12-31,"$1,287",$437,$-312,$125,"$1,135","$1,335","$-2,031",$878,"$1,117","$2,529",$-431,-,-,-,$-76,$-76,$-32,$-539,$-6,$467,$461,$43,$43,$-120,$11,$395,"$2,384",-,$-120
2013-09-30,$324,$448,$147,$595,"$-1,547",$-511,"$1,406",$-17,$-698,$221,$-479,-,-,-,-,-,$-111,$-590,-,-,-,$-26,$-26,$-122,$3,$-145,$-490,-,$-122
2013-06-30,$465,$405,$168,$573,$412,$-824,$625,$-215,$227,"$1,265",$-634,-,-,-,-,-,$-189,$-823,$-300,$550,$250,$-251,$-251,$-109,$219,$109,$541,-,$-109
2013-03-31,$652,$430,$173,$603,-,-,-,$294,$294,"$1,549",$-577,-,-,-,-,-,$-283,$-860,$-180,-,$-180,$-266,$-266,$-111,$35,$-522,$134,-,$-111
2012-12-31,"$1,009",$402,$456,$858,"$-1,133",$116,$150,$-328,"$-1,544",$323,$-802,-,$77,-,-,-,$-213,$-938,$-150,-,$-150,$-110,$-110,$-97,$169,$-188,$-826,$29,$-97
2012-09-30,$673,$402,$457,$859,$-794,$-314,"$1,263",$-55,$581,"$2,113",$-709,-,$-11,-,-,-,$-112,$-832,-,-,-,$24,$24,$-97,$19,$-54,"$1,254",$9,$-97
2012-06-30,$830,$386,$433,$819,$768,$669,"$-1,823",$-42,$-359,"$1,290",$-694,-,$-66,-,-,-,$-107,$-867,$-562,-,$-562,$-39,$-39,$-83,$12,$-672,$-264,$10,$-83
2012-03-31,$-432,$384,$689,"$1,073","$1,159",$-471,$410,$6,$903,"$1,544",$-726,-,$160,-,-,-,$-148,$-714,-,-,-,$-97,$-97,$-83,$-139,$-319,$535,$10,$-83
2011-12-31,$45,$393,$84,$477,-,-,-,$-812,$-812,$-290,$-771,-,$-526,-,-,-,$-180,"$-1,477",$90,-,$90,$-72,$-72,$-84,$2,$-64,"$-1,805",$24,$-84
2011-09-30,"$1,203",$390,$237,$627,"$1,422",$-978,"$-1,147",$694,$-456,"$1,374",$-615,-,"$-1,638",-,-,-,$-74,"$-2,327",-,-,-,$-258,$-258,$-28,$13,$-273,"$-1,278",$11,$-28
2011-06-30,$743,$386,$235,$621,"$-1,422",$978,"$1,147","$-1,618",$-468,$896,$-531,-,$-37,-,-,-,$-143,$-711,$-208,-,$-208,$9,$9,$-29,$11,$-217,$-26,$11,$-29
2011-03-31,$98,$365,$-25,$340,-,-,-,"$1,620","$1,620","$2,058",$-438,-,$-37,-,-,-,$-308,$-783,$-510,-,$-510,$21,$21,$-28,$5,$-512,$799,$12,$-28
2010-12-31,$-438,$377,"$1,001","$1,378",-,-,-,$-517,$-517,$423,$-504,-,$547,-,$330,$330,$-117,$256,$300,-,$300,$-3,$-3,$-29,$1,$269,$982,$22,$-29
2010-09-30,$292,$372,$216,$588,-,-,-,$-28,$-28,$852,$-441,-,-,-,-,-,$-63,$-504,-,-,-,$-1,$-1,$-28,$1,$-28,$351,$10,$-28
2010-06-30,$583,$367,$-9,$358,-,-,-,$-153,$-153,$788,$-403,-,$220,-,-,-,$-118,$-301,$-223,-,$-223,$8,$8,$-29,$-97,$-341,$114,$10,$-29
2010-03-31,$-113,$357,$28,$385,-,-,-,$710,$710,$982,$-382,-,$-260,-,-,-,$-214,$-856,$950,-,$950,$3,$3,$-28,$-9,$916,"$1,062",$12,$-28
2009-12-31,"$-1,408",$371,"$1,864","$2,235",-,-,-,$-944,$-944,$-117,$-486,-,$-21,-,-,-,$-102,$-609,$-76,-,$-76,-,-,$-85,$107,$-54,$-780,$31,$-85
2009-09-30,$-629,$389,$262,$651,-,-,-,$511,$511,$533,$-469,-,-,-,-,-,$-40,$-509,-,-,-,$3,$3,$-84,$-4,$-85,$-18,$12,$-84
2009-06-30,$-254,$389,$-147,$242,-,-,-,$638,$638,$626,$-616,-,$-572,-,-,-,$-77,"$-1,265",$-209,-,$-209,$802,$802,$-78,$-1,$514,$-92,$11,$-78
2009-03-31,$309,$378,$219,$597,-,-,-,$-125,$-125,$781,$-735,-,$-13,-,-,-,$-161,$-909,$998,-,$998,$1,$1,$-77,$-8,$914,$775,$12,$-77
2008-12-31,"$-3,278","$4,439",$422,"$4,861",-,-,-,"$-2,008","$-2,008",$-425,$-999,-,$25,-,$-11,$-11,$-128,"$-1,113",-,-,-,$-179,$-179,$-78,$-8,$-265,"$-1,827",$23,$-78
2008-09-30,"$1,152",$370,$103,$473,-,-,-,$93,$93,"$1,718",$-716,-,$359,-,$-1,$-1,$-74,$-432,-,-,-,$-71,$-71,$-78,$2,$-147,"$1,123",$12,$-78
2008-06-30,$734,$369,$-89,$280,-,-,-,$160,$160,"$1,174",$-641,-,$17,-,$12,$12,$-92,$-704,-,-,-,$-178,$-178,$-79,$3,$-254,$213,$12,$-79
2008-03-31,$261,$367,$20,$387,-,-,-,$-20,$-20,$628,$-537,-,$-82,-,-,-,$-97,$-716,$-374,-,$-374,$-511,$-511,$-64,$8,$-941,"$-1,033",$12,$-64
