,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,390",$498,$15,$513,$52,$-134,$300,$408,$612,"$2,515",$-323,-,-,-,$62,$62,$2,$-259,"$-1,000",$-5,"$-1,005",$102,$102,$-848,$-51,"$-1,802",$513,$46,$-848
2020-09-30,"$1,417",$481,$-1,$480,$-128,$241,$221,$376,$583,"$2,480",$-355,-,$576,-,$-745,$-745,$1,$-523,"$-1,331",$-6,"$-1,337",$89,$89,$-847,$-2,"$-2,097",$-98,$44,$-847
2020-06-30,"$1,287",$492,$-262,$230,$384,$9,$-281,$71,$388,"$1,905",$-370,-,$-86,-,"$1,026","$1,026",$7,$577,"$-1,146",$-594,"$-1,740",$86,$86,$-846,$-9,"$-2,509",$-34,$52,$-846
2020-03-31,"$1,294",$440,$206,$646,$-143,$-207,$12,$-457,$-727,"$1,213",$-325,-,$61,-,$-111,$-111,-,$-375,"$1,745",$462,"$2,207",$-216,$-216,$-847,$-36,"$1,108","$1,900",$120,$-847
2019-12-31,$970,$463,$-103,$360,$359,$115,$105,$171,"$1,008","$2,338",$-506,-,"$-4,280",-,$-540,$-540,$27,"$-5,299","$-1,680",$150,"$-1,530",$-54,$-54,$-828,$-39,"$-2,451","$-5,378",$48,$-828
2019-09-30,"$1,588",$379,$-47,$332,$244,$180,$-49,$-383,$102,"$2,022",$-261,-,$236,-,$88,$88,$27,$90,"$3,851",$-25,"$3,826",$-70,$-70,$-828,$-124,"$2,804","$4,882",$48,$-828
2019-06-30,"$1,131",$376,$261,$637,$-180,$253,$-170,$154,$-106,"$1,662",$-419,-,$-6,-,$402,$402,$13,$-10,$-625,$-13,$-638,$-250,$-250,$-830,$-17,"$-1,735",$-89,$52,$-830
2019-03-31,$893,$375,$92,$467,$-78,$-178,$-3,$-53,$-312,"$1,048",$-390,-,$-698,-,$-142,$-142,$5,"$-1,225","$2,019",$-428,"$1,591",$-486,$-486,$-830,$-17,$258,$85,$130,$-830
2018-12-31,"$1,349",$371,$82,$453,$291,$53,$260,$-160,$456,"$2,258",$-412,-,$40,-,$-45,$-45,$1,$-416,$-574,$414,$-160,"$-1,185","$-1,185",$-787,$-20,"$-2,152",$-332,$44,$-787
2018-09-30,"$1,546",$355,$38,$393,$10,$-225,$160,$367,$200,"$2,139",$-330,-,-,-,$42,$42,$19,$-269,"$1,791","$-1,472",$319,$-968,$-968,$-794,$-10,"$-1,453",$384,$50,$-794
2018-06-30,"$1,862",$380,$-282,$98,$-346,$-128,$76,$315,$-61,"$1,899",$-352,-,$779,-,$199,$199,-,$626,-,$-807,$-807,"$-1,514","$-1,514",$-802,$-19,"$-3,142",$-690,$49,$-802
