,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$236,$108,$29,$137,$26,$692,$-346,$-52,$197,$569,$-133,-,$-4,-,-,-,$-19,$-156,$-720,$2,$-718,$-107,$-107,$-4,$-19,$-848,$-416,-,$-4
2020-09-30,$115,$95,$10,$105,$-109,$-14,$133,$60,$106,$351,$-55,-,-,-,-,-,$27,$-28,$489,$-501,$-12,-,-,$-5,$10,$-7,$324,-,$-5
2020-06-30,$-92,$98,$41,$139,$96,$124,$-351,$89,$161,$243,$-46,-,$-11,-,-,-,$36,$-21,$-221,$-104,$-325,-,-,$-4,$1,$-328,$-100,-,$-4
2020-03-31,$50,$90,$28,$118,$47,$-368,$-49,$-46,$-599,$-395,$-50,-,-,-,-,-,$7,$-43,$996,$603,"$1,599",$-54,$-54,$-5,$3,"$1,543","$1,089",-,$-5
2019-12-31,$199,$114,$19,$133,$129,$360,$146,$-82,$443,$791,$-114,-,$-2,-,-,-,$33,$-83,$-257,$-118,$-375,$-9,$-9,$-9,$-21,$-414,$304,-,$-9
2019-09-30,$220,$100,$52,$152,$-2,$-147,$2,$31,$-113,$284,$-81,-,-,-,-,-,$2,$-79,$-7,$118,$111,$-109,$-109,-,$-1,$1,$196,-,-
2019-06-30,$217,$100,$16,$116,$51,$-290,$85,$-3,$-186,$155,$-76,-,-,-,-,-,$14,$-62,$281,$-100,$181,$-159,$-159,$-4,$9,$27,$115,-,$-4
2019-03-31,$179,$102,$15,$117,$-34,$-215,$47,$-45,$-542,$-216,$-59,-,-,-,-,-,$17,$-42,$-19,$100,$81,$-202,$-202,$-5,$10,$-116,$-365,-,$-5
2018-12-31,$246,$115,$71,$186,$12,$231,$5,$-67,$-39,$411,$-122,-,$-23,-,-,-,$31,$-114,$-71,-,$-71,$-326,$-326,$-5,$-72,$-474,$-186,-,$-5
2018-09-30,$563,$106,$-431,$-325,$76,$-112,$-46,$8,$38,$299,$-74,-,$807,-,-,-,$7,$740,$-26,-,$-26,$-468,$-468,$-5,$25,$-474,$562,-,$-5
2018-06-30,$224,$111,$9,$120,$-94,$50,$-37,$78,$103,$482,$-82,-,-,-,-,-,$70,$-12,$-15,$-2,$-17,$-571,$-571,$-5,$35,$-558,$-105,-,$-5
2018-03-31,$189,$105,$2,$107,$78,$-128,$15,$-121,$-410,$-85,$-77,-,-,-,-,-,$83,$6,$-19,$2,$-17,$-344,$-344,$-5,$8,$-358,$-426,-,$-5
2017-12-31,$-106,$115,$225,$340,$-25,$324,$22,$-28,$342,$595,$-147,-,$-1,-,-,-,$14,$-134,$-371,-,$-371,$-79,$-79,$-5,$-42,$-497,$-32,-,$-5
2017-09-30,$159,$114,$122,$236,$-79,$149,$-38,$-276,$-315,$97,$-115,-,$-1,-,-,-,$15,$-101,$265,-,$265,$-122,$-122,$-5,$17,$155,$165,-,$-5
2017-06-30,$153,$112,$20,$132,$13,$61,$-38,$5,$148,$460,$-85,-,$-11,-,-,-,$30,$-66,$-23,$-100,$-123,$-143,$-143,$-5,$2,$-269,$132,-,$-5
2017-03-31,$101,$106,$-2,$104,$-78,$-122,$-102,$-22,$-444,$-216,$-76,-,$-318,-,-,-,$50,$-344,$324,$100,$424,$-186,$-186,$-6,$19,$251,$-301,-,$-6
2016-12-31,$214,$118,$23,$141,$80,$285,$69,$-67,$403,$782,$-140,-,$-7,-,-,-,$103,$-44,$-19,$-110,$-129,$10,$10,$-6,$-29,$-154,$559,-,$-6
2016-09-30,$421,$108,$-89,$19,$-6,$-183,$-1,$35,$-296,$174,$-99,-,-,-,-,-,$5,$-94,$-185,$110,$-75,-,-,$-5,$-2,$-82,$-4,-,$-5
2016-06-30,$177,$114,$13,$127,$115,$-141,-,$-26,$-204,$119,$-119,-,$-15,-,-,-,$61,$-73,$-44,$-42,$-86,-,-,$-5,$15,$-76,$-35,-,$-5
2016-03-31,$150,$109,$20,$129,$-147,$-313,$147,$68,$-458,$-150,$-88,-,$-164,-,-,-,$27,$-225,$316,$42,$358,$-215,$-215,$-6,$7,$144,$-227,-,$-6
2015-12-31,$226,$129,$21,$150,$140,$415,$-113,$-34,$278,$675,$-134,-,-,-,-,-,$16,$-118,$-154,-,$-154,$24,$24,$-5,$-25,$-160,$391,-,$-5
2015-09-30,$176,$112,$3,$115,$27,$-138,$33,$51,$-101,$213,$-113,-,$-47,-,-,-,$25,$-135,$-20,$-105,$-125,$-124,$-124,$-6,$4,$-251,$-178,-,$-6
