,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$604.19,$29.355,$165.148,$194.503,$-72.253,$-37.107,$35.123,$95.962,$-307.161,$491.532,$-47.689,-,-,-,$291.436,$291.436,-,$243.747,$-3.547,-,$-3.547,$-101.011,$-101.011,-,$-20.634,$-125.192,$627.86,$97.027,-
2020-09-30,$667.434,$26.642,$117.8,$144.442,$12.948,$-30.521,$1.456,$30.756,$95.872,$907.748,$-174.795,-,-,-,$-73.142,$-73.142,-,$-247.937,$-10.58,-,$-10.58,$-86.211,$-86.211,-,$-43.893,$-140.684,$525.285,$99.539,-
2020-06-30,$837.27,$26.697,$-4.7,$21.997,$59.533,$-36.936,$0.412,$-59.786,$179.26,"$1,038.527",$-17.864,-,-,-,$89.776,$89.776,-,$71.912,$-20.73,-,$-20.73,$133.461,$133.461,-,$7.294,$120.025,"$1,233.736",$117.189,-
2020-03-31,$602.753,$26.821,$208.549,$235.37,$-223.672,$-27.45,$14.285,$60.598,$-22.425,$815.698,$-19.45,-,-,-,$51.116,$51.116,-,$31.666,$5.833,-,$5.833,$-220.429,$-220.429,-,$-144.834,$-359.43,$481.283,$115.706,-
2019-12-31,$583.234,$26.256,$58.534,$84.79,$-184.143,$-18.767,$-10.575,$74.287,$-222.016,$446.008,$-16.761,-,$-908.388,-,$28.158,$28.158,-,$-896.991,$3.054,-,$3.054,$162.611,$162.611,-,$-4.244,$161.421,$-283.91,$91.591,-
2019-09-30,$57.518,$25.847,$116.382,$142.229,$14.426,$-20.106,$15.864,$-16.873,$135.042,$334.789,$-24.291,-,$-245.824,-,$21.116,$21.116,-,$-248.999,$-14.269,-,$-14.269,$30.538,$30.538,-,$4.087,$20.356,$102.945,$85.42,-
2019-06-30,$267.427,$27.698,$85.53,$113.228,$-25.734,$-12.035,$-3.929,$-16.455,$83.094,$463.749,$-16.358,-,-,-,$-33.832,$-33.832,-,$-50.19,$-17.924,-,$-17.924,$-5.538,$-5.538,-,$10.447,$-13.015,$400.114,$89.687,-
2019-03-31,$268.631,$27.14,$91.234,$118.374,$-30.136,$-13.139,$-24.145,$32.478,$-62.221,$324.784,$-18.041,-,-,-,$-21.097,$-21.097,-,$-39.138,-,-,-,$-30.387,$-30.387,-,$-11.602,$-41.989,$243.279,$93.791,-
2018-12-31,"$1,525.096",$18.826,"$-1,312.529","$-1,293.703",$-32.985,$-7.504,$13.531,$-24.965,$83.185,$314.578,$-15.646,-,-,-,$-2.362,$-2.362,$-22.896,$-40.904,$2.841,-,$2.841,$-99.466,$-99.466,-,$-4.421,$-101.046,$171.202,$78.943,-
2018-09-30,$128.456,$19.192,$153.618,$172.81,$12.999,$-15.095,$10.794,$4.811,$80.082,$381.348,$-20.912,-,-,-,$-28.977,$-28.977,-,$-49.889,$-10.894,-,$-10.894,$8.912,$8.912,-,$4.061,$2.079,$332.983,$85.532,-
2018-06-30,$206.25,$18.059,$35.943,$54.002,$-74.693,$-1.158,$10.075,$-5.316,$61.451,$321.703,$-29.612,-,-,-,$-86.686,$-86.686,-,$-116.298,$-3.548,-,$-3.548,$-48.599,$-48.599,-,$0.939,$-51.208,$148.34,$82.436,-
2018-03-31,$227.301,$16.343,$-4.289,$12.054,$-13.473,$-8.208,$2.154,$64.298,$13.302,$252.657,$-29.279,-,-,-,$34.212,$34.212,-,$4.933,$-0.947,-,$-0.947,$78.403,$78.403,-,$1.5,$78.956,$338.202,$78.136,-
2017-12-31,$102.185,$16.432,$75.844,$92.276,$-11.594,$-17.258,$1.828,$-47.628,$33.05,$227.511,$-42.984,-,-,-,$21.137,$21.137,$1.061,$-20.786,$23.684,-,$23.684,$46.635,$46.635,-,$2.912,$73.231,$280.757,$76.246,-
2017-09-30,$-291.267,$15.225,$449.551,$464.776,$-10.398,$-7.228,$-7.122,$-44.765,$-3.423,$170.086,$-27.96,-,-,-,$24.281,$24.281,$-221.602,$-225.281,$-1.983,-,$-1.983,$150.318,$150.318,-,$4.37,$152.705,$99.011,$74.456,-
2017-06-30,$31.169,$14.89,$82.519,$97.409,$-41.969,$-15.104,$13.33,$4.967,$53.075,$181.653,$-17.378,-,-,-,$-58.905,$-58.905,-,$-76.283,$-5.934,-,$-5.934,$136.638,$136.638,-,$1.329,$132.033,$239.515,$73.095,-
2017-03-31,$249.548,$14.85,$71.232,$86.082,$-7.798,$-7.894,$0.717,$-44.498,$-69.938,$265.692,$-11.099,-,-,-,$-149.88,$-149.88,-,$-160.979,$-4.703,$-300,$-304.703,$11.249,$11.249,-,$3.889,$-289.565,$-183.464,$69.439,-
2016-12-31,$27.759,$15.451,$62.461,$77.912,$-29.335,$-7.832,$9.787,$89.968,$39.053,$144.724,$-14.788,-,-,-,$232.183,$232.183,$-40.458,$176.937,$4.876,-,$4.876,$17.065,$17.065,-,$71.821,$93.762,$411.022,$62,-
2016-09-30,$-39.537,$14.569,$57.555,$72.124,$3.194,$-3.757,$2.289,$-4.081,$33.069,$65.656,$-13.883,-,-,-,$33.599,$33.599,$15.075,$34.791,$-3.762,-,$-3.762,$17.463,$17.463,-,$-0.147,$13.554,$113.826,$61.209,-
2016-06-30,$-36.151,$14.963,$90.011,$104.974,$-10.442,$-3.008,$-23.478,$-4.962,$-27.963,$40.86,$-15.918,-,-,-,$-44.469,$-44.469,$2.605,$-57.782,$-3.497,-,$-3.497,$24.856,$24.856,-,$-0.106,$21.253,$1.621,$61.942,-
2016-03-31,$-36.102,$16.415,$53.697,$70.112,$-2.512,$-4.771,$-0.343,$-10.14,$-49.147,$-15.137,$-11.974,-,-,-,$-93.451,$-93.451,$2.717,$-102.708,$-4.041,-,$-4.041,$8.846,$8.846,-,$-0.103,$4.702,$-110.523,$55.472,-
2015-12-31,$-74.669,$15.747,$55.06,$70.807,$-21.363,$-7.019,$-7.992,$14.237,$33.005,$29.143,$-12.527,-,-,-,$-78.051,$-78.051,$-32.112,$-122.69,$6.837,-,$6.837,$45.903,$45.903,-,$-0.1,$52.64,$-41.482,$44.646,-
2015-09-30,$-93.816,$16.168,$58.26,$74.428,$-67.538,$-6.701,$9.316,$-12.788,$-42.685,$-62.073,$-8.797,-,-,-,$-103.617,$-103.617,$11.479,$-100.935,$-2.074,-,$-2.074,$51.839,$51.839,-,$-0.097,$49.668,$-114.293,$65.734,-
2015-06-30,$-220.992,$14.065,$75.023,$89.088,$-15.334,$-6.791,$20.523,$-4.134,$21.638,$-110.266,$-13.42,-,$-80,-,$370.302,$370.302,$1.561,$278.443,$-9.944,-,$-9.944,$46.234,$46.234,-,$-0.093,$36.197,$205.664,$63.261,-
2015-03-31,$-198.704,$16.363,$58.013,$74.376,$-5.863,$-2.635,$-23.556,$-20.566,$-97.908,$-222.236,$-10.558,-,-,-,$245.768,$245.768,$-21.172,$214.038,$8.889,-,$8.889,$41.616,$41.616,-,$-0.091,$50.414,$39.62,$57.384,-
2014-12-31,$-180.846,$16.336,$41.207,$57.543,$14.743,$-11.568,$30.592,$-7.107,$-58.48,$-181.783,$-14.676,-,$-10,-,$-2.77,$-2.77,$9.435,$-18.011,$-12.418,-,$-12.418,$73.341,$73.341,-,$47.262,$108.185,$-93.304,$42.382,-
2014-09-30,$-170.06,$16.961,$47.099,$64.06,$-9.833,$-6.095,$-13.215,$-10.791,$18.353,$-87.647,$-9.298,-,-,-,$39.835,$39.835,$0.008,$30.545,$289.052,-,$289.052,$83.327,$83.327,-,$-15.146,$357.233,$298.005,$46.136,-
2014-06-30,$-159.382,$14.172,$42.639,$56.811,$-22.719,$-1.294,$6.693,$-7.223,$-25.349,$-127.92,$-11.701,-,-,-,$101.582,$101.582,$0.001,$89.882,$-9.262,-,$-9.262,$57.813,$57.813,-,$-15.146,$33.405,$-3.487,$42.444,-
2014-03-31,$-232.457,$15.788,$46.407,$62.195,$25.237,$2.488,$0.978,$-16.181,$-5.5,$-175.762,$-15.526,-,-,-,$-4.881,$-4.881,-,$-20.407,$5.428,-,$5.428,$60.134,$60.134,-,$-15.146,$50.416,$-145.254,$46.58,-
2013-12-31,$-184.549,$17.631,$177.826,$195.457,$32.626,$1.93,$-3.229,$-33.148,$8.851,$19.759,$-14.471,-,-,-,$-55.865,$-55.865,$-49.474,$-119.81,$-1.456,-,$-1.456,$23.518,$23.518,-,$61.99,$84.052,$-13.882,$23.374,-
2013-09-30,$-128.662,$9.489,$41.581,$51.07,$39.199,$-1.408,$7.369,$-6.93,$63.872,$-13.72,$-18.514,-,-,-,$60.826,$60.826,$7.224,$49.536,$-2.355,-,$-2.355,$34.488,$34.488,-,$-19.127,$13.006,$51.934,$31.307,-
2013-06-30,$-61.712,$10.554,$56.33,$66.884,$30.372,$-2.611,$-12.803,$-2.03,$-6.099,$-0.927,$-1.801,-,-,-,$-39.422,$-39.422,$36.532,$-4.691,$-2.308,-,$-2.308,$186.202,$186.202,-,$-26.406,$157.488,$152.148,$44.775,-
2013-03-31,$-312.627,$10.691,$316.929,$327.62,$-48.834,$9.231,$-40.571,$-22.964,$-80.771,$-65.778,$-16.607,-,-,-,$-27.964,$-27.964,$6.975,$-37.596,$-10.096,-,$-10.096,$21.67,$21.67,-,$-17.709,$-6.135,$-110.308,$33.707,-
2012-12-31,$-78.076,$12.373,$84.428,$96.801,$-3.626,$2.494,$13.533,$-6.945,$21.834,$40.559,$-28.046,-,-,-,$29.002,$29.002,$6.2,$7.156,$-0.207,-,$-0.207,$16.771,$16.771,-,$-11.727,$4.837,$52.521,$29.827,-
2012-09-30,$-26.467,$8.593,$47.412,$56.005,$46.021,$1.869,$16.672,$9.819,$76.423,$105.961,$-21.396,-,-,-,$-91.829,$-91.829,$-18.003,$-131.228,$-2.408,-,$-2.408,$16.947,$16.947,-,$-6.389,$8.15,$-17.175,$30.183,-
2012-06-30,$-34.468,$8.665,$133.272,$141.937,$46.61,$-17.373,$-13.913,$-28.824,$10.936,$118.405,$-15.543,-,-,-,$-56.493,$-56.493,$1.993,$-70.043,-,-,-,$136.705,$136.705,-,$0.987,$137.692,$186.138,$34.556,-
2012-03-31,$87.876,$8.56,$27.49,$36.05,$-49.093,$-16.915,$-1.4,$-36.993,$-121.01,$2.916,$-6.155,-,-,-,$-219.408,$-219.408,$-6.139,$-231.702,-,-,-,$21.298,$21.298,-,$0.227,$21.525,$-207.397,$29.98,-
2011-12-31,$188.141,$9.724,$48.752,$58.476,$262.526,$-44.564,$25.365,$1.627,$257.046,$503.663,$-9.329,-,-,-,$-377.722,$-377.722,$-0.725,$-387.776,$-105,-,$-105,$16.12,$16.12,-,$-94.1,$-182.98,$-67.225,$31.183,-
2011-09-30,$228.452,$7.75,$120.649,$128.399,$-349.418,$-14.738,$-18.044,$-18.499,$-313.956,$42.895,$-9.985,-,-,-,$19.464,$19.464,$11.967,$21.446,-,-,-,$20.069,$20.069,-,-,$20.069,$84.35,$31.402,-
2011-06-30,$-199.318,$8.709,$48.715,$57.424,$-90.636,$-34.424,$31.213,$-15.268,$-74.301,$-216.195,$-10.431,-,$-60,-,$241.204,$241.204,$2.017,$172.79,-,-,-,$55.03,$55.03,-,-,$55.03,$11.659,$34.602,-
2011-03-31,$-176.096,$8.858,$41.563,$50.421,$6.922,$-17.662,$-1.066,$-29.038,$-60.953,$-186.628,$-4.85,-,-,-,$411.366,$411.366,$-0.564,$405.952,$-50,-,$-50,$33.643,$33.643,-,-,$-16.357,$203.339,$29.564,-
2010-12-31,$-180.392,$8.205,$35.602,$43.807,$-7.564,-,$11.133,$-36.916,$-29.518,$-166.103,$-14.428,-,-,-,$-155.174,$-155.174,$-0.093,$-169.695,$-391.645,-,$-391.645,$9.447,$9.447,-,$391.645,$9.447,$-326.704,$25.212,-
2010-09-30,$-208.957,$6.758,$34.306,$41.064,$-1.404,-,$-21.951,$6.888,$3.903,$-163.99,$-10.83,-,-,-,$8.372,$8.372,$0.044,$-2.414,$391.645,-,$391.645,$6.85,$6.85,-,-,$398.495,$232.293,$25.185,-
2010-06-30,$-200.006,$7.912,$57.107,$65.019,$4.331,-,$17.6,$-7.3,$26.1,$-108.887,$-9.686,-,-,-,$54.637,$54.637,$-4.303,$40.648,-,-,-,$9.473,$9.473,-,-,$9.473,$-58.939,$26.534,-
2010-03-31,$-165.271,$7.584,$25.487,$33.071,$1.714,-,$-7.964,$-29.135,$-64.262,$-196.462,$-3.11,-,-,-,$142.252,$142.252,$-0.38,$138.762,-,-,-,$7.664,$7.664,-,$-0.022,$7.642,$-50.111,$20.745,-
2009-12-31,$-158.644,$8.383,$34.953,$43.336,$0.572,-,$17.047,$-16.933,$12.981,$-102.327,$-7.578,-,-,-,$-540.232,$-540.232,$0.033,$-547.777,$27.685,-,$27.685,$511.025,$511.025,-,$-0.046,$538.664,$-112.475,$19.185,-
2009-09-30,$-149.565,$6.815,$21.565,$28.38,$4.584,-,$-7.539,$88.877,$99.55,$-21.635,$-4.753,-,-,-,$47.731,$47.731,$-0.453,$42.525,$122.217,-,$122.217,$8.376,$8.376,-,-,$130.593,$150.184,$21.408,-
2009-06-30,$-171.297,$7.745,$41.04,$48.785,$1.959,-,$5.01,$-5.251,$4.447,$-118.065,$-4.586,-,-,-,$-79.264,$-79.264,$0.193,$-83.657,-,-,-,$11.166,$11.166,-,$-0.085,$11.081,$-193.25,$28.726,-
2009-03-31,$-162.672,$7.164,$25.503,$32.667,$6.785,-,$-29.575,$-11.566,$-55.554,$-185.559,$-6.579,-,$-87.422,-,$174.006,$174.006,$0.172,$80.177,-,-,-,$318.668,$318.668,-,-,$318.668,$213.084,$23.447,-
2008-12-31,$-142.332,$8.575,$15.116,$23.691,$-1.523,-,$20.295,$-11.76,$21.416,$-97.225,$-6.612,-,-,-,$-64.264,$-64.264,$0.361,$-70.515,-,-,-,$13.715,$13.715,-,-,$13.715,$-153.761,$15.105,-
2008-09-30,$-130.044,$7.953,$15.215,$23.168,$-6.601,-,$-4.88,$-10.137,$-20.604,$-127.48,$-10.506,-,-,-,$-93.936,$-93.936,$0.585,$-103.857,$0.607,-,$0.607,$224.355,$224.355,-,-,$224.962,$-6.756,$15.629,-
2008-06-30,$-91.321,$8.17,$18.189,$26.359,$9.46,-,$5.064,$141.967,$168.72,$103.758,$-9.568,-,-,-,$-24.73,$-24.73,$-0.576,$-34.874,$-19.997,-,$-19.997,$10.079,$10.079,-,-,$-9.918,$58.936,$18.261,-
2008-03-31,$-96.154,$7.498,$13.87,$21.368,$6.495,-,$-1.469,$-12.307,$-30.749,$-105.535,$-5.494,-,-,-,$-145.54,$-145.54,$-0.37,$-151.404,$278,-,$278,$113.979,$113.979,-,-,$391.979,$135.033,$14.017,-
2007-12-31,$-85.751,$7.451,$13.789,$21.24,$3.338,-,$6.993,$-2.729,$11.819,$-52.692,$-5.199,-,-,-,$148.49,$148.49,$0.444,$143.735,-,-,-,$10.727,$10.727,-,-,$10.727,$101.684,$13.711,-
2007-09-30,$-107.033,$6.835,$13.868,$20.703,$2.531,-,$8.003,$-4.641,$22.689,$-63.641,$-7.929,-,-,-,$188.917,$188.917,$0.273,$181.261,$-42.102,-,$-42.102,$9.705,$9.705,-,-,$-32.397,$85.261,$13.868,-
2007-06-30,$-117.767,$6.852,$23.178,$30.03,$6.91,-,$8.613,$-4.956,$19.402,$-68.335,$-13.154,-,-,-,$-112.725,$-112.725,$0.384,$-125.495,-,-,-,$8.14,$8.14,-,$-0.004,$8.136,$-185.61,$23.002,-
2007-03-31,$-80.728,$6.321,$13.209,$19.53,$18.824,-,$-6.227,$-11.916,$-6.61,$-67.808,$-6.133,-,-,-,$212.899,$212.899,$-1.101,$205.665,-,-,-,$3.393,$3.393,-,$-0.049,$3.344,$141.157,$13.166,-
2006-12-31,$-27.344,$6.875,$11.72,$18.595,$-20.309,-,$8.224,$-8.306,$4.462,$-4.287,$-7.188,-,-,-,$-280.247,$-280.247,$7.134,$-280.301,-,-,-,$14.302,$14.302,-,-,$14.302,$-270.26,$10.925,-
2006-09-30,$-51.802,$5.934,$3.253,$9.187,$-23.946,-,$-1.133,$150.043,$144.117,$101.502,$-6.997,-,-,-,$23.619,$23.619,$4.09,$20.712,-,-,-,$319.806,$319.806,-,$0.048,$319.854,$442.001,$9.988,-
2006-06-30,$-77.658,$6.809,$12.775,$19.584,$5.111,-,$2.018,$-13.051,$-0.908,$-58.982,$-10.779,-,-,-,$19.609,$19.609,-,$8.83,-,-,-,$9.606,$9.606,-,$-0.057,$9.549,$-40.397,$12.774,-
2006-03-31,$-50.087,$6.25,$7.746,$13.996,$-3.184,-,$0.049,$-11.356,$-24.617,$-60.708,$-7.453,-,-,-,$49.741,$49.741,-,$42.288,-,-,-,$22.321,$22.321,-,$-0.161,$22.16,$3.782,$8.791,-
2005-12-31,$-38.131,$6.889,$14.191,$21.08,$0.169,-,$-0.25,$-0.015,$10.048,$-7.003,$-5.142,-,-,-,$-32.047,$-32.047,$5.125,$-32.064,-,-,-,$15.731,$15.731,-,$-0.09,$15.641,$-23.574,$2.253,-
2005-09-30,$-79.578,$7.029,$37.98,$45.009,$-6.823,-,$-2.969,$-11.67,$-21.742,$-56.311,$-4.434,-,-,-,$-46.351,$-46.351,$2.4,$-48.385,-,-,-,$11.814,$11.814,-,$-0.045,$11.769,$-93.076,$1.626,-
2005-06-30,$-40.988,$6.531,$2.329,$8.86,$-3.075,-,$0.955,$-11.957,$-21.782,$-53.91,$-4.144,-,-,-,$46.156,$46.156,-,$42.012,-,-,-,$169.474,$169.474,-,-,$169.474,$157.324,$2.216,-
2005-03-31,$-44.72,$6.84,$1.647,$8.487,$1.025,-,$1.814,$-10.946,$-18.597,$-54.83,$-3.239,-,-,-,$39.104,$39.104,$0.84,$36.705,-,-,-,$0.572,$0.572,-,-,$0.572,$-17.635,$1.435,-
