,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-02-28,"$1,449",$112,$-4,$108,$84,$-647,-,$-243,$-267,"$1,290",$-177,-,-,$-861,-,$-861,$-72,"$-1,110",-,$-37,$-37,$188,$188,$-434,$-37,$-320,$-119,$142,$-434
2020-11-30,"$1,251",$247,$179,$426,$69,$632,-,$175,$796,"$2,473",$-168,-,-,"$-2,074",-,"$-2,074",$254,"$-1,988",-,$-97,$-97,$479,$479,$-385,$-41,$-44,$487,$189,$-385
2020-08-31,"$1,518",$217,$-129,$88,$-990,$689,-,$-338,$-724,$882,$-176,-,-,$-715,-,$-715,$2,$-889,-,$-113,$-113,$302,$302,$-384,$-53,$-248,$-200,$136,$-384
2020-05-31,$-790,$223,$190,$413,"$1,714","$-1,399",-,$-160,$376,$-1,$-289,-,-,$18,-,$18,$1,$-270,"$6,134",$54,"$6,188",$5,$5,$-381,$-11,"$5,801","$5,485",$126,$-381
2020-02-29,$847,$534,$-180,$354,$93,$153,-,$-427,$-21,"$1,180",$-275,-,-,$166,-,$166,$139,$30,-,$-293,$-293,$-749,$-749,$-382,$-18,"$-1,442",$-207,$113,$-382
2019-11-30,"$1,115",$187,$-25,$162,$-112,$-338,-,$-105,$-365,$912,$-238,-,-,$-202,-,$-202,-,$-440,-,$49,$49,$-550,$-550,$-344,$-13,$-858,$-376,$110,$-344
2019-08-31,"$1,367",$175,$87,$262,$-456,$-270,-,$38,"$-1,235",$394,$-284,-,-,$45,-,$45,$-109,$-348,-,$239,$239,$-888,$-888,$-345,$-16,"$-1,010","$-1,020",$80,$-345
2019-05-31,$989,$184,$81,$265,$190,$-264,-,$-36,$756,"$2,010",$-273,-,-,$130,-,$130,-,$-143,-,$-5,$-5,$-668,$-668,$-346,$-7,"$-1,026",$771,$99,$-346
2019-02-28,"$1,101",$177,$157,$334,$-136,$37,-,$-43,$-367,"$1,068",$-216,-,-,$339,-,$339,$1,$124,-,$7,$7,$-621,$-621,$-348,$-15,$-977,$272,$93,$-348
2018-11-30,$847,$178,$129,$307,$-30,$-238,-,$-41,$370,"$1,524",$-287,-,-,$375,-,$375,-,$88,-,$-6,$-6,"$-1,124","$-1,124",$-318,$-10,"$-1,458",$141,$92,$-318
2018-08-31,"$1,092",$181,$225,$406,$-294,$-25,-,$-83,$-197,"$1,301",$-343,-,-,$6,-,$6,$4,$-333,-,$-321,$-321,"$-1,173","$-1,173",$-320,$-18,"$-1,832",$-967,$41,$-320
2018-05-31,"$1,137",$200,$174,$374,$184,$-10,-,$509,$759,"$2,270",$-300,-,-,$72,-,$72,$-22,$-250,$20,$327,$347,"$-1,381","$-1,381",$-323,$-30,"$-1,387",$587,$60,$-323
2018-02-28,$-921,$198,$639,$837,$-140,$-2,-,$-266,$871,$787,$-231,-,-,$983,-,$983,-,$752,$-6,"$-1,218","$-1,224",$-684,$-684,$-325,$-1,"$-2,234",$-642,$55,$-325
2017-11-30,$767,$191,$-19,$172,$244,$-147,-,$335,$384,"$1,323",$-227,-,-,$13,-,$13,-,$-214,$-7,$895,$888,$-810,$-810,$-295,$1,$-216,$891,$53,$-295
2017-08-31,$950,$185,$-28,$157,$-101,$-96,-,$-543,$-532,$575,$-270,-,-,$258,-,$258,-,$-12,$-7,$9,$2,$-646,$-646,$-300,$-54,$-998,$-395,$50,$-300
2017-05-31,"$1,008",$188,$-48,$140,$120,$-74,-,$32,$-186,$962,$-329,-,-,$-191,-,$-191,-,$-520,$-4,$303,$299,$-644,$-644,$-299,$-21,$-665,$-213,$53,$-299
2017-02-28,"$1,141",$170,$-134,$36,$-228,$143,-,$-67,$-63,"$1,114",$-263,-,-,$-480,-,$-480,$19,$-724,$-48,$3,$-45,$-374,$-374,$-298,-,$-717,$-318,$51,$-298
2016-11-30,$842,$178,$61,$239,$-34,$-238,-,$-22,$-99,$982,$-223,-,-,$546,-,$546,$-11,$312,"$1,477",-,"$1,477",$-774,$-774,$-267,-,$436,"$1,680",$54,$-267
2016-08-31,"$1,249",$180,$-54,$126,$-284,$-62,-,$-63,$-587,$788,$-277,-,-,$243,-,$243,$-42,$-76,$-4,$21,$17,$-942,$-942,$-269,$-8,"$-1,202",$-479,$57,$-269
2016-05-31,$846,$163,$-108,$55,$184,$-231,-,$-12,$586,"$1,487",$-241,-,-,$-258,-,$-258,$9,$-490,$-4,$1,$-3,$-403,$-403,$-270,$-253,$-929,$94,$60,$-270
2016-02-29,$950,$177,$211,$388,$15,$-5,-,$-35,$-462,$876,$-286,-,-,$442,-,$442,$-3,$153,$-3,$-101,$-104,"$-1,416","$-1,416",$-273,$30,"$-1,763",$-807,$60,$-273
2015-11-30,$785,$157,$96,$253,$-191,$-254,-,$-41,$-493,$545,$-288,-,-,$-24,-,$-24,-,$-312,$876,$81,$957,$-452,$-452,$-239,$126,$392,$605,$62,$-239
2015-08-31,"$1,179",$165,$55,$220,$52,$-100,-,$-73,$-908,$491,$-318,-,-,$-67,-,$-67,-,$-385,$-1,$-48,$-49,$-460,$-460,$-240,$75,$-674,$-606,$54,$-240
2015-05-31,$865,$168,$-92,$76,$-107,$-111,-,$-113,$401,"$1,342",$-240,-,-,$447,-,$447,-,$207,$-5,$20,$15,$-537,$-537,$-241,$68,$-695,$837,$51,$-241
2015-02-28,$791,$165,$210,$375,$68,$-192,-,$27,$625,"$1,791",$-235,-,-,$19,-,$19,-,$-216,$-5,$-25,$-30,$-553,$-553,$-242,$34,$-791,$742,$48,$-242
2014-11-30,$655,$161,$253,$414,$26,$-207,-,$-58,$-205,$864,$-225,-,-,$-221,-,$-221,-,$-446,$-8,$-41,$-49,$-238,$-238,$-207,$72,$-422,$-30,$49,$-207
2014-08-31,$962,$155,$131,$286,$-203,$-111,-,-,$-565,$683,$-260,-,-,$540,-,$540,-,$280,$-8,$-17,$-25,$-692,$-692,$-209,$44,$-882,$83,$43,$-209
2014-05-31,$698,$155,$88,$243,$-43,$-156,-,$12,$387,"$1,328",$-208,-,-,$233,-,$233,$-1,$24,$-10,$38,$28,$-837,$-837,$-212,$24,$-997,$356,$46,$-212
2014-02-28,$682,$134,$22,$156,$-166,$-72,-,$-97,$-101,$737,$-221,-,-,$179,-,$179,-,$-42,$-10,$-22,$-32,$-713,$-713,$-212,$37,$-920,$-222,$43,$-212
2013-11-30,$534,$145,$46,$191,$13,$-216,-,$-23,$-395,$330,$-204,-,-,$-291,-,$-291,-,$-495,$-55,$56,$1,$-263,$-263,$-187,$44,$-405,$-575,$46,$-187
2013-08-31,$779,$152,$66,$218,$-102,$-61,-,$-102,$-379,$618,$-244,-,-,$-449,-,$-449,$-1,$-694,$-2,$3,$1,$-432,$-432,$-188,$27,$-592,$-676,$42,$-188
2013-05-31,$655,$143,$188,$331,$104,$-114,-,$51,$354,"$1,340",$-160,-,-,"$-1,082",-,"$-1,082",$16,"$-1,226",$984,$17,"$1,001",$-113,$-113,$-188,$38,$738,$843,$46,$-188
2013-02-28,$866,$93,$-193,$-100,$16,$-64,-,$-46,$-319,$447,$-174,-,$561,$-255,-,$-255,$-6,$126,$-2,$3,$1,$-185,$-185,$-188,$20,$-352,$266,$45,$-188
2012-11-30,$384,$129,$121,$250,$145,$-24,-,$30,$76,$710,$-143,-,$225,$-136,-,$-136,$-7,$-61,$-3,$-29,$-32,$-336,$-336,$-162,$6,$-524,$126,$46,$-162
2012-08-31,$567,$137,$20,$157,$-123,$-17,-,$-63,$-189,$535,$-107,-,-,$333,-,$333,$-5,$221,$-42,$19,$-23,$-727,$-727,$-165,$8,$-907,$-152,$37,$-165
2012-05-31,$537,$76,$-17,$59,$-90,$-124,-,$8,$303,$899,$-183,-,-,$-253,-,$-253,$24,$-412,$-2,$40,$38,$-133,$-133,$-165,$30,$-230,$311,$35,$-165
2012-02-29,$560,$122,$28,$150,$-142,$-136,-,$-94,$-382,$328,$-120,-,-,$257,-,$257,$29,$166,$-67,$-38,$-105,$-172,$-172,$-165,$26,$-416,$92,$34,$-165
2011-11-30,$469,$87,$31,$118,$50,$-157,-,$4,$-77,$510,$-145,-,-,$651,-,$651,$9,$515,$-2,$-31,$-33,$-562,$-562,$-144,$29,$-710,$321,$36,$-144
2011-08-31,$645,$111,$29,$140,$-141,$-398,-,$-59,$-698,$87,$-113,-,-,$484,-,$484,$-54,$317,$-132,$-18,$-150,$-479,$-479,$-145,$30,$-744,$-347,$25,$-145
2011-05-31,$594,$98,$21,$119,$-103,$-152,-,$-43,$129,$842,$-129,-,-,$-255,-,$-255,$-35,$-419,$-2,$46,$44,$-541,$-541,$-147,$10,$-634,$-177,$27,$-147
2011-02-28,$523,$85,$-39,$46,$-134,$-147,-,$-2,$-246,$323,$-111,-,-,$682,-,$682,$-2,$569,$-2,$10,$8,$-416,$-416,$-148,$14,$-542,$364,$28,$-148
2010-11-30,$457,$113,$26,$139,$46,$-134,-,$-3,$-161,$435,$-102,-,-,$-350,-,$-350,$-35,$-487,$-2,$17,$15,$-116,$-116,$-129,$34,$-196,$-242,$29,$-129
2010-08-31,$559,$62,$21,$83,$-82,$-118,-,$13,$-430,$212,$-89,-,-,$-614,-,$-614,$19,$-684,$-2,$-32,$-34,$-441,$-441,$-131,$6,$-600,"$-1,069",$21,$-131
2010-05-31,$522,$134,$-45,$89,$93,$70,-,$-34,$664,"$1,275",$-95,-,-,$-259,-,$-259,$50,$-304,$-1,$32,$31,$-74,$-74,$-130,$21,$-152,$854,$21,$-130
2010-02-28,$497,$87,$78,$165,$-196,$-37,-,$-35,$-150,$512,$-66,-,-,$153,-,$153,$14,$101,$-2,$8,$6,$-289,$-289,$-132,$12,$-403,$190,$23,$-132
2009-11-30,$375,$94,$61,$155,$191,$157,-,$54,$138,$668,$-84,-,-,$-610,-,$-610,$-39,$-733,$-2,$4,$2,$-46,$-46,$-122,$18,$-148,$-226,$24,$-122
2009-08-31,$513,$81,$73,$154,$94,$95,-,$-55,$42,$709,$-80,-,-,$-221,-,$-221,$-31,$-332,$-27,$-249,$-276,$32,$32,$-121,$7,$-358,$-30,$91,$-121
