,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-12-31,"$1,456",$553,$-14,$539,$161,$-175,-,"$1,252",$-60,"$1,935",-,-,-,"$-14,169","$1,280","$-12,889","$6,146","$-6,743","$-3,891",$-166,"$-4,057",$-9,$-489,$-540,"$10,282","$5,196",$388,-,$-492
2020-09-30,"$1,532",$232,$62,$294,$-363,"$1,398",-,$-351,"$-1,433",$393,-,-,-,"$-19,493","$7,557","$-11,936","$8,794","$-3,142","$-4,237","$-1,170","$-5,407",$-61,$-61,$-557,"$9,065","$3,040",$291,-,$-494
2020-06-30,"$3,655",$384,"$-5,784","$-5,400",$282,$748,-,"$5,957","$4,772","$3,027",-,-,-,"$-30,752","$6,893","$-23,859","$6,001","$-17,858","$-12,901","$-13,652","$-26,553",$10,$10,$-546,"$40,765","$13,676","$-1,155",-,$-491
2020-03-31,$915,$328,"$1,252","$1,580",$-452,"$-1,014",-,"$-7,101","$-3,191",$-696,-,-,-,"$4,392","$-2,102","$2,290","$-25,669","$-23,379","$8,936","$2,950","$11,886","$-1,499","$-1,499",$-566,"$16,686","$26,507","$2,432",-,$-503
2019-12-31,"$1,381",$411,$196,$607,$759,$-181,-,"$1,248","$1,127","$3,115",-,-,$75,"$-2,670","$1,149","$-1,521","$-2,819","$-4,265","$-6,178","$5,308",$-870,$-935,$-935,$-564,"$2,909",$540,$-610,-,$-509
2019-09-30,"$1,392",$325,$269,$594,$-766,$-724,-,$89,"$-1,382",$604,-,-,-,"$-2,020",$-896,"$-2,916",$-326,"$-3,242","$-2,786","$-5,045","$-7,831",$-980,$-980,$-581,"$12,285","$2,893",$255,-,$-518
2019-06-30,"$1,374",$307,$326,$633,$-436,"$1,107",-,$549,$236,"$2,243",-,-,-,"$-3,373","$-2,235","$-5,608","$-5,852","$-11,460","$2,884","$5,820","$8,704",$-769,$-769,$-487,"$2,123","$9,571",$354,-,$-432
2019-03-31,"$1,271",$272,$399,$671,$320,$358,-,"$-3,015",$-541,"$1,401",-,-,-,$442,$-431,$11,"$-6,034","$-6,023",$-502,"$2,482","$1,980",$-804,$-804,$-499,"$3,399","$4,076",$-546,-,$-436
2018-12-31,"$1,351",$290,$522,$812,$725,"$-1,186",-,"$2,335",$-26,"$2,137",-,-,-,"$2,757","$-1,021","$1,736","$-4,051","$-2,315","$-2,054",$984,"$-1,070",$-724,$-724,$-497,"$2,829",$538,$360,-,$-442
2018-09-30,"$1,400",$272,$-329,$-57,$-412,$132,-,$-531,$-179,"$1,164",-,-,-,"$2,051",$-909,"$1,142",$-337,$805,$646,"$-1,898","$-1,252",$-443,$-443,$-509,$58,"$-2,146",$-177,-,$-446
2018-06-30,"$1,356",$287,$40,$327,$-353,$-15,-,$-551,$-66,"$1,617",-,-,-,"$7,186","$-6,037","$1,149","$-2,358","$-1,209","$-1,396","$2,750","$1,354",$-834,$-834,$-410,$258,$368,$776,-,$-355
2018-03-31,"$1,239",$280,$-45,$235,"$1,675",$176,-,"$-1,113","$1,448","$2,922",-,-,-,$-129,$519,$390,"$-1,640","$-1,250",$-549,$-24,$-573,$-807,$-807,$-421,$-471,"$-2,272",$-600,-,$-358
2017-12-31,"$2,091",$258,$-745,$-487,"$-1,185",$53,-,"$1,101",$-740,$864,-,-,$-19,"$-3,730","$-1,690","$-5,420",$48,"$-5,391","$5,002","$-3,385","$1,617",$-482,$-482,$-417,"$4,322","$5,040",$513,-,$-362
2017-09-30,"$1,126",$291,$158,$449,$-413,"$1,328",-,$-364,$920,"$2,495",-,-,-,"$-2,275","$1,069","$-1,206","$-3,529","$-4,735","$-1,620","$2,871","$1,251",$-527,$-527,$-427,"$1,640","$1,937",$-303,-,$-364
