,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-01-31,"$2,101.1",$75.5,"$-1,979","$-1,903.5",-,-,-,$-49.9,$-49.9,$147.7,$-55.9,-,$-79.8,-,-,-,-,$-135.7,$29.8,$-8.8,$21,$-23.6,$-23.6,-,$-11,$-13.6,$2.9,-,-
2020-10-31,$81.2,$77.6,$29.4,$107,$8.5,$-62.3,$23.2,$82.4,$30.1,$218.3,$-107,-,$-36.2,-,-,-,-,$-143.2,$-94.1,$6.4,$-87.7,$22.2,$22.2,$-1.5,$-18.3,$-85.3,$-11.5,$37.6,$-1.5
2020-07-31,$55.2,$70.6,$23.1,$93.7,-,-,-,$-36.1,$-36.1,$112.8,$-45.1,-,$-6.7,-,-,-,-,$-51.8,$-17.1,$-3,$-20.1,$1.5,$1.5,-,-,$-18.6,$47.5,-,-
2020-04-30,$11.5,$68.8,$14.7,$83.5,-,-,-,$-69.2,$-69.2,$25.8,$-89.3,-,$-1.8,-,-,-,-,$-91.1,$109.8,$10.8,$120.6,$-55.3,$-55.3,$-1.5,$7.8,$71.6,$3.4,-,$-1.5
2020-01-31,$90.5,$70.6,$19.2,$89.8,-,-,-,$-50.6,$-50.6,$129.7,$-69,-,$-9.4,-,-,-,-,$-78.4,$-29.1,$-20.8,$-49.9,-,-,-,$-13.3,$-63.2,$-12.1,-,-
2019-10-31,$121,$70.6,$26.3,$96.9,$-55.6,$-37.3,$3.6,$29.5,$-18,$199.9,$-84.8,-,$-0.1,-,-,-,-,$-84.9,$-161,$173.5,$12.5,$-127.8,$-127.8,$-1.5,$-22.3,$-139.1,$-23.7,$35.1,$-1.5
2019-07-31,$120.2,$70.7,$8.2,$78.9,-,-,-,$-2.4,$-2.4,$196.7,$-75.4,-,$-8.3,-,-,-,-,$-83.7,$-50,$-65.6,$-115.6,$12,$12,-,-,$-103.6,$8.3,-,-
2019-04-30,$122.3,$70.7,$-11.8,$58.9,-,-,-,$33.6,$33.6,$214.8,$-52.7,-,$-0.8,-,-,-,-,$-53.5,$-215,$9.9,$-205.1,$-4.3,$-4.3,$-1.5,$9,$-201.9,$-42,-,$-1.5
2019-01-31,$103.2,$68.8,$-16.9,$51.9,-,-,-,$-53.3,$-53.3,$101.8,$-79.2,-,$-50,-,-,-,-,$-129.2,$-299,$407.5,$108.5,$-6.1,$-6.1,-,$-9.2,$93.2,$66.7,-,-
2018-10-31,$100.7,$70.5,$-195.3,$-124.8,$-59.5,$-5,$2.9,$236.7,$260.7,$236.6,$-43.4,-,$-3.1,-,-,-,-,$-46.5,$-266,$-7.4,$-273.4,$22.3,$22.3,$-1.4,$-10.8,$-263.3,$-75.4,$43.2,$-1.4
