,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$4,142",$713,"$-4,416","$-3,703","$1,544",$-509,"$2,185",$635,"$3,855","$4,294",$-319,-,"$5,588",-,$-835,$-835,$-14,"$4,420","$-2,550",$-532,"$-3,082","$-1,553","$-1,553",-,$-86,"$-4,721","$4,041",-,-
2020-09-30,"$1,398",$702,$-113,$589,$-717,$55,$-233,$-197,"$-1,092",$895,$-252,-,$-135,-,$-551,$-551,-,$-938,$-701,$147,$-554,"$-1,018","$-1,018",-,$-110,"$-1,682","$-1,717",-,-
2020-06-30,"$1,760",$694,$-122,$572,$-827,$-146,"$1,569",$346,$942,"$3,274",$-256,-,-,-,$19,$19,-,$-237,$-614,$625,$11,$-292,$-292,-,$-31,$-312,"$2,747",-,-
2020-03-31,"$1,189",$693,$112,$805,"$-1,266",$96,$716,$347,$-107,"$1,887",$-267,-,-,-,$-39,$-39,$37,$-269,$-931,$-180,"$-1,111",$-803,$-803,-,$96,"$-1,818",$-237,-,-
2019-12-31,$984,$927,$-4,$923,$181,$-512,$918,$299,$886,"$2,793",$-310,-,$-147,-,$190,$190,$-4,$-271,"$-1,154",$-202,"$-1,356",$-324,$-324,-,$-27,"$-1,707",$834,-,-
2019-09-30,"$1,354",$913,$-210,$703,$171,$137,$-110,$206,$404,"$2,461",$-243,-,-,-,$-60,$-60,$-1,$-304,$-600,$142,$-458,$-643,$-643,-,$-72,"$-1,173",$967,-,-
2019-06-30,"$1,410",$914,$-102,$812,"$-1,070",$84,$-192,$-5,"$-1,183","$1,039",$-303,-,-,-,$-325,$-325,$-6,$-634,"$-1,740",$427,"$-1,313",$-387,$-387,-,$-73,"$-1,773","$-1,366",-,-
2019-03-31,"$1,372",$897,$-172,$725,$-272,$440,$535,$392,"$1,095","$3,192",$-194,-,$-6,-,$675,$675,-,$475,"$-1,000","$-1,048","$-2,048",$-409,$-409,-,$-77,"$-2,534","$1,121",-,-
2018-12-31,$147,$257,$-73,$184,$359,$-191,$-696,$323,$-205,$126,$-182,-,"$-24,455",-,$-67,$-67,-,"$-24,704","$2,972","$1,596","$4,568",$-5,$-5,-,$-163,"$4,400","$-20,177",-,-
2018-09-30,$774,$162,$11,$173,$-72,$-31,$362,$-582,$-323,$624,$-126,-,-,-,$263,$263,$-12,$125,"$19,884",$-104,"$19,780",$14,$14,-,$-137,"$19,657","$20,398",-,-
2018-06-30,$808,$136,-,$136,$186,$21,$-245,$89,$51,$995,$-117,-,-,-,$-188,$-188,$206,$-99,-,$-2,$-2,$7,$7,-,$-17,$-12,$863,-,-
2018-03-31,$917,$140,$42,$182,$-2,$94,$69,$765,$926,"$2,025",$-103,-,-,-,"$-1,391","$-1,391",$-206,"$-1,700",$-131,$-3,$-134,$-290,$-290,-,$-106,$-530,$-201,-,-
2017-12-31,$267,$141,$157,$298,$-72,$-72,$510,$-349,$10,$575,$-131,-,$-176,-,$-296,$-296,-,$-603,$-3,$96,$93,$-744,$-744,-,$-32,$-683,$-684,-,-
2017-09-30,$562,$139,$235,$374,$112,-,$380,$-117,$299,"$1,235",$-146,-,$-19,-,$-647,$-647,$444,$-368,$271,$-2,$269,"$-1,031","$-1,031",-,$-63,$-825,$45,-,-
2017-06-30,$810,$140,$-31,$109,$-144,-,$27,$103,$-222,$697,$-103,-,$-14,-,$-54,$-54,$-444,$-615,-,$-4,$-4,$-618,$-618,-,$-6,$-628,$-544,-,-
2017-03-31,$593,$146,$-35,$111,$-14,-,$-186,$784,$875,"$1,579",$-91,-,-,-,$-26,$-26,-,$-117,$-250,$-10,$-260,$-201,$-201,-,$-54,$-515,$970,-,-
2016-12-31,$374,$150,$-48,$102,$593,$30,$116,$-425,$371,$847,$-99,-,$1,-,$-782,$-782,-,$-880,-,$-5,$-5,$13,$13,-,$22,$30,$-39,-,-
2016-09-30,$452,$150,$5,$155,$840,-,$67,$509,"$1,305","$1,912",$-108,-,$-1,-,$-912,$-912,$-101,"$-1,122",-,$-32,$-32,$9,$9,-,$-9,$-32,$770,-,-
2016-06-30,$503,$152,$-95,$57,$-311,-,$205,$100,$-214,$346,$-142,-,$-4,-,$-66,$-66,-,$-212,-,$-105,$-105,$4,$4,-,$24,$-77,$53,-,-
2016-03-31,$514,$158,$43,$201,$-213,-,$-263,$420,$206,$921,$-112,-,-,-,$-248,$-248,-,$-360,-,$-6,$-6,$-129,$-129,-,$-11,$-146,$433,-,-
2015-12-31,$418,$134,$24,$158,$100,-,$204,$317,$560,"$1,136",$-153,-,$11,-,"$-1,297","$-1,297",-,"$-1,439",-,$-6,$-6,$-117,$-117,-,$17,$-106,$-413,-,-
2015-09-30,$544,$149,$42,$191,$70,-,$3,$-113,$-121,$614,$-111,-,$-3,-,$-87,$-87,-,$-201,-,$-5,$-5,$8,$8,-,$14,$17,$412,-,-
2015-06-30,$584,$151,$56,$207,$-500,-,$59,$200,$-345,$446,$-131,-,-,-,$84,$84,-,$-47,$-938,$-5,$-943,$-94,$-94,-,$-13,"$-1,050",$-651,-,-
2015-03-31,$531,$151,$-58,$93,$-560,-,$157,$295,$113,$737,$-115,-,$-107,-,$173,$173,-,$-49,$894,$-5,$889,$-314,$-314,-,$-45,$530,"$1,200",-,-
2014-12-31,$462,$153,$-58,$95,$-233,-,$241,$63,$129,$686,$-123,-,-,-,$-338,$-338,-,$-461,-,$-8,$-8,$-339,$-339,-,$-64,$-411,$-201,-,-
2014-09-30,$531,$146,$-25,$121,$68,-,$-117,$-86,$-182,$470,$-114,-,-,-,$-423,$-423,$-36,$-573,-,$-8,$-8,$-214,$-214,-,$5,$-217,$-346,-,-
2014-06-30,$572,$139,$-65,$74,$-204,-,$185,$35,$-134,$512,$-139,-,-,-,$-187,$-187,-,$-326,-,$-90,$-90,$-377,$-377,-,$-41,$-508,$-309,-,-
2014-03-31,$529,$150,$-28,$122,$-389,-,$-107,$85,$-161,$490,$-97,-,-,-,$-421,$-421,$12,$-506,-,$-6,$-6,$-572,$-572,-,$79,$-499,$-519,-,-
2013-12-31,$360,$152,$-50,$102,$-25,-,$41,$157,$150,$612,$-113,-,$-76,-,$-578,$-578,$42,$-725,$-8,$-10,$-18,$-149,$-149,$11,$-3,$-159,$-260,-,$11
2013-09-30,$553,$146,$11,$157,$120,-,$-165,$109,$120,$830,$-205,-,-,-,$-158,$-158,$-44,$-407,$-7,$-72,$-79,$-518,$-518,-,$-20,$-617,$-154,-,-
2013-06-30,$506,$149,$50,$199,$-6,-,$-31,$114,$98,$82,$-125,-,$40,-,$310,$310,$-40,$185,-,$-214,$-214,$-145,$-145,$-11,$31,$-339,$-97,-,$-11
2013-03-31,$59,$150,$-27,$123,$170,-,$-328,$756,$488,$-805,$-84,-,$-40,-,"$1,086","$1,086",-,$962,-,$195,$195,$-41,$-41,-,$31,$185,$328,-,-
2012-12-31,$407,$154,$118,$272,$-39,-,$262,$3,$114,$793,$-79,-,$-113,-,$199,$199,-,$7,-,$-44,$-44,$-60,$-60,-,$26,$-78,$742,-,-
2012-09-30,$466,$136,$8,$144,$89,-,$-537,$-494,$-930,$-320,$-121,-,$-271,-,$-49,$-49,-,$-441,-,$11,$11,$-79,$-79,-,$10,$-58,$-809,-,-
