,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$764,$615,$62,$677,-,-,-,$245,$245,"$1,686",$-398,-,-,-,$13,$13,$-26,$-411,$49,-,$49,$-199,$-199,$-320,$-91,$-561,$716,$17,$-320
2020-09-30,$856,$592,$-20,$572,-,-,-,$168,$168,"$1,596",$-296,-,-,-,$35,$35,$-76,$-337,$-49,-,$-49,$50,$50,$-201,$-42,$-242,"$1,021",$17,$-201
2020-06-30,$347,$528,$-66,$462,-,-,-,$-145,$-145,$664,$-280,-,-,-,$28,$28,$-32,$-284,$-90,-,$-90,-,-,$-155,$-46,$-291,$93,$17,$-155
2020-03-31,$824,$565,$-480,$85,-,-,-,$27,$27,$936,$-328,-,-,-,$252,$252,"$1,199","$1,123",$-85,-,$-85,$-321,$-321,$-158,$-22,$-586,"$1,469",$21,$-158
2019-12-31,$561,$613,$-69,$544,-,-,-,$100,$100,"$1,205",$-430,-,-,-,$39,$39,$-18,$-409,$-589,-,$-589,$-479,$-479,$-114,$-89,"$-1,271",$-474,$21,$-114
2019-09-30,"$2,204",$548,"$-1,811","$-1,263",-,-,-,$-150,$-150,$791,$-428,-,$6,-,$-2,$-2,$-14,$-438,$653,-,$653,-,-,$-109,$-14,$530,$881,$22,$-109
2019-06-30,-,$487,$81,$568,-,-,-,$-269,$-269,$299,$-380,-,$121,-,$100,$100,$55,$-104,"$-1,250",-,"$-1,250",-,-,$-546,$-97,"$-1,893","$-1,697",$35,$-546
2019-03-31,$119,$312,$130,$442,-,-,-,$10,$10,$571,$-225,-,-,-,$-50,$-50,-,$-275,-,-,-,-,-,$-120,$-23,$-143,$150,$19,$-120
2018-12-31,$15,$336,$465,$801,-,-,-,$-76,$-76,$740,$-269,-,$-2,-,$-20,$-20,$-2,$-293,$3,-,$3,$-2,$-2,$-75,$-35,$-109,$338,$19,$-75
2018-09-30,$-124,$299,$407,$706,-,-,-,$-157,$-157,$425,$-274,-,$-99,-,$-7,$-7,$13,$-367,-,-,-,$-26,$-26,$-76,$-13,$-115,$-59,$19,$-76
2018-06-30,$298,$279,$-19,$260,-,-,-,$-159,$-159,$399,$-258,-,$-39,-,$12,$12,$4,$-281,$-3,-,$-3,$-6,$-6,$-74,$31,$-52,$64,$19,$-74
2018-03-31,$191,$301,$122,$423,-,-,-,$-351,$-351,$263,$-231,-,-,-,$-6,$-6,$1,$-236,-,-,-,$-64,$-64,$-76,$-39,$-179,$-152,$19,$-76
2017-12-31,$-517,$323,$878,"$1,201",-,-,-,$61,$61,$745,$-309,-,-,-,$-16,$-16,$-3,$-328,$-1,-,$-1,-,-,$-40,$-85,$-126,$294,$17,$-40
2017-09-30,$199,$328,$144,$472,-,-,-,$-185,$-185,$486,$-194,-,-,-,$15,$15,$1,$-178,$-383,-,$-383,-,-,$-40,$-12,$-435,$-126,$18,$-40
2017-06-30,$151,$282,$173,$455,-,-,-,$-84,$-84,$522,$-183,-,-,-,$-113,$-113,$14,$-282,-,-,-,-,-,$-27,$-28,$-55,$186,$19,$-27
2017-03-31,$58,$328,$169,$497,-,-,-,$-184,$-184,$371,$-180,-,-,-,$19,$19,$3,$-158,-,-,-,-,-,$-27,$-25,$-52,$162,$16,$-27
2016-12-31,$-827,$321,"$1,200","$1,521",-,-,-,$-67,$-67,$627,$-301,-,-,-,$-4,$-4,$933,$628,$-530,-,$-530,-,-,$-26,$-10,$-566,$658,$16,$-26
2016-09-30,$-313,$335,"$1,029","$1,364",-,-,-,$-195,$-195,$856,$-269,-,-,-,$2,$2,$-30,$-297,$-276,-,$-276,-,-,$-14,$-179,$-469,$-82,$17,$-14
2016-06-30,$62,$281,$408,$689,$52,$96,-,$-132,$26,$777,$-283,-,-,-,$-2,$-2,$-9,$-294,$-2,-,$-2,-,-,$-14,$-24,$-40,$400,$21,$-14
2016-03-31,$135,$276,$372,$648,$-52,$-96,-,$-99,$-257,$526,$-280,-,-,-,$184,$184,$-15,$-111,$-499,-,$-499,-,-,$-159,$-84,$-742,$-582,$16,$-159
2015-12-31,$-358,$323,$331,$654,-,-,-,$-24,$-24,$272,$-422,-,$48,$-29,$12,$-17,$2,$-389,$-2,-,$-2,$-37,$-37,$-14,$-6,$-59,$-71,$19,$-14
2015-09-30,$285,$256,$183,$439,-,-,-,$86,$86,$810,$-283,-,$-871,$29,$-29,-,$41,"$-1,113",$54,-,$54,$37,$37,$-15,$-115,$-39,$-706,$18,$-15
2015-06-30,$148,$292,$193,$485,-,-,-,$-195,$-195,$438,$-322,-,-,-,-,-,$-3,$-325,$-76,-,$-76,$675,$675,$-11,$8,$596,$710,$20,$-11
2015-03-31,$229,$346,$123,$469,-,-,-,$-73,$-73,$625,$-284,-,-,-,$29,$29,$41,$-214,$-205,-,$-205,-,-,$-15,$24,$-196,$195,$20,$-15
2014-12-31,$61,$187,$327,$514,-,-,-,$-16,$-16,$559,$-274,-,-,$-25,$-1,$-26,$385,$85,$-102,-,$-102,-,-,$-12,$102,$-12,$696,$9,$-12
2014-09-30,$75,$277,$193,$470,-,-,-,$-221,$-221,$324,$-277,-,-,$25,$-24,$1,$112,$-164,$2,-,$2,-,-,$-13,$-15,$-26,$125,$15,$-13
2014-06-30,$145,$347,$-14,$333,-,-,-,$-103,$-103,$375,$-254,-,-,$-25,$25,-,$4,$-250,$10,-,$10,-,-,$-16,$59,$53,$178,$14,$-16
2014-03-31,$48,$298,$184,$482,-,-,-,$-350,$-350,$180,$-235,-,$-28,$25,$-1,$24,$61,$-178,$3,-,$3,-,-,$-77,$-6,$-80,$-80,$13,$-77
2013-12-31,"$-1,272",$381,"$1,809","$2,190",-,-,-,$-536,$-536,$382,$-372,-,-,$-588,$589,$1,$-5,$-376,$186,-,$186,-,-,$-101,$-5,$80,$80,$9,$-101
2013-09-30,$394,"$-1,963","$2,102",$139,-,-,-,$-93,$-93,$440,$-408,-,-,$587,-,$587,$-11,$168,$-251,-,$-251,-,-,$-124,$-4,$-379,$227,$17,$-124
2013-06-30,"$-2,273","$2,677",$54,"$2,731",-,-,-,$-170,$-170,$288,$-610,-,$-5,-,-,-,$17,$-598,$373,-,$373,$1,$1,$-176,$-6,$192,$-130,$19,$-176
2013-03-31,$356,$267,$97,$364,-,-,-,$-287,$-287,$433,$-510,-,$-8,-,-,-,$11,$-507,$80,-,$80,$1,$1,$-211,$25,$-105,$-183,$19,$-211
2012-12-31,$690,$281,$-95,$186,-,-,-,$-34,$-34,$842,$-816,-,$-3,$-220,$210,$-10,$16,$-813,$161,-,$161,$4,$4,$-174,$-11,$-20,$12,$17,$-174
2012-09-30,$447,$272,$126,$398,-,-,-,$-271,$-271,$574,$-816,-,-,$90,-,$90,$-11,$-737,$-15,-,$-15,$5,$5,$-174,$-1,$-185,$-348,$19,$-174
2012-06-30,$371,$248,$140,$388,-,-,-,$-412,$-412,$347,$-882,-,$-11,$53,-,$53,$-19,$-859,$-37,-,$-37,$13,$13,$-177,$1,$-200,$-715,$19,$-177
2012-03-31,$603,$231,$131,$362,-,-,-,$-356,$-356,$609,$-696,-,$-11,$-143,-,$-143,$-5,$-855,"$1,439",-,"$1,439",$2,$2,$-173,$-174,"$1,094",$852,$17,$-173
2011-12-31,$-897,$260,"$1,527","$1,787",-,-,-,$32,$32,$922,"$-1,006",-,$-8,$3,-,$3,$-28,"$-1,039",$26,-,$26,$5,$5,$-273,$-24,$-266,$-375,$17,$-273
2011-09-30,$675,$270,$119,$389,-,-,-,$197,$197,"$1,261",$-761,-,$-10,$17,-,$17,$6,$-748,$-90,-,$-90,$27,$27,$-148,$3,$-208,$280,$18,$-148
2011-06-30,$524,$250,$199,$449,-,-,-,$-561,$-561,$412,$-618,-,"$-2,284",$52,-,$52,$-12,"$-2,862",$-167,-,$-167,$5,$5,$-101,-,$-263,"$-2,678",$25,$-101
2011-03-31,$670,$256,$42,$298,-,-,-,$21,$21,$989,$-402,-,$-7,$-12,-,$-12,$3,$-418,$-31,-,$-31,$3,$3,$-89,-,$-117,$477,$19,$-89
2010-12-31,"$1,022",$248,$-257,$-9,-,-,-,$-168,$-168,$845,$-430,-,$-2,$-17,-,$-17,$32,$-417,$-156,-,$-156,$4,$4,$-176,$-3,$-331,$105,$16,$-176
2010-09-30,$814,$242,$133,$375,-,-,-,$-335,$-335,$854,$-344,-,$-2,$-2,-,$-2,$-49,$-397,$-11,-,$-11,$26,$26,$-127,$-2,$-114,$349,$15,$-127
2010-06-30,$537,$231,$63,$294,-,-,-,$-78,$-78,$753,$-319,-,-,$-3,-,$-3,$2,$-320,$-13,-,$-13,$27,$27,$-136,$-68,$-190,$238,$21,$-136
2010-03-31,$743,$224,$-79,$145,-,-,-,$-173,$-173,$715,$-309,-,-,$-3,-,$-3,$27,$-285,$-250,-,$-250,$3,$3,$-269,$236,$-280,$149,$18,$-269
2009-12-31,$865,$206,$127,$333,-,-,-,$-200,$-200,$998,$-455,-,$-241,$12,-,$12,$-9,$-693,$-130,-,$-130,$30,$30,$-328,$311,$-117,$193,$13,$-328
2009-09-30,$645,$209,$50,$259,$-68,$155,-,$-10,$151,"$1,055",$-404,-,$-6,-,-,-,$-6,$-416,"$1,872",-,"$1,872",$1,$1,$-52,-,"$1,821","$2,478",$14,$-52
2009-06-30,$306,$200,$51,$251,$40,$-121,-,$-9,$-48,$509,$-580,-,$-749,-,-,-,$11,"$-1,318",$46,-,$46,$8,$8,$-161,$-9,$-116,$-905,$16,$-161
2009-03-31,$277,$191,$47,$238,$28,$-34,-,$-8,$-130,$385,$-330,-,$-11,-,-,-,$-13,$-354,$-220,-,$-220,"$1,239","$1,239",$-49,$12,$982,"$1,014",$14,$-49
2008-12-31,$42,$160,$235,$395,-,-,-,$-207,$-207,$230,$-520,-,$11,$1,-,$1,$-21,$-529,$43,-,$43,$2,$2,$-188,$54,$-89,$-418,$12,$-188
2008-09-30,$222,$196,$-58,$138,-,-,-,$-161,$-161,$199,$-457,-,$-1,$32,-,$32,$42,$-384,$154,-,$154,$3,$3,$-145,$11,$23,$-182,$14,$-145
2008-06-30,$339,$190,$-54,$136,$98,$4,-,$-215,$-105,$370,$-443,-,$-14,$3,-,$3,$-20,$-474,$202,-,$202,$7,$7,$-95,$4,$118,$22,$13,$-95
2008-03-31,$557,$192,$-101,$91,$-98,$-4,-,$-44,$-154,$494,$-450,-,$-321,$-3,-,$-3,$4,$-770,$196,-,$196,$17,$17,$-143,$1,$71,$-217,$11,$-143
2007-12-31,$112,"$1,281",$-759,$522,-,-,-,$38,$38,$672,$-510,-,$-946,$-2,-,$-2,"$1,196",$-262,$-112,-,$-112,$31,$31,$-199,$11,$-269,$180,$10,$-199
2007-09-30,$397,$177,$23,$200,-,-,-,$-41,$-41,$556,$-449,-,$80,$-8,-,$-8,$20,$-357,$334,-,$334,$254,$254,$-47,$-361,$180,$385,$11,$-47
2007-06-30,"$-2,062",$196,"$1,636","$1,832",$-1,$-10,-,$-715,$-391,$-621,$-350,-,$76,$5,-,$5,$165,$-104,$764,-,$764,$5,$5,$-159,$-6,$604,$-118,$12,$-159
2007-03-31,$68,$188,$137,$325,$1,$10,-,$-11,$-335,$58,$-360,-,$-2,$-29,-,$-29,$1,$-390,$-21,-,$-21,$9,$9,$-46,$8,$-50,$-380,$13,$-46
2006-12-31,$223,$167,$4,$171,$-58,$-59,-,$8,$35,$429,$-433,-,$-255,$135,-,$135,$339,$-214,$-48,-,$-48,$12,$12,$-74,$5,$-105,$107,$50,$-74
2006-09-30,$198,$157,$-99,$58,$46,$-99,-,$-54,$-31,$225,$-404,-,$119,$115,-,$115,$13,$-157,$99,-,$99,$9,$9,$-191,$-64,$-147,$-76,-,$-191
2006-06-30,$161,$148,$204,$352,$-54,$-101,-,$-16,$-177,$336,$-333,-,$-22,$175,-,$175,$4,$-176,$56,-,$56,$19,$19,$-89,$6,$-8,$156,-,$-89
2006-03-31,$209,$147,$53,$200,$-44,$-123,-,$-23,$-174,$235,$-367,-,$-190,$298,-,$298,$2,$-257,$-20,-,$-20,$38,$38,$-90,$-8,$-80,$-103,-,$-90
2005-12-31,$62,$115,$433,$548,$-87,$-23,-,$-53,$-128,$482,$-320,-,$-115,$-178,-,$-178,$311,$-302,$-77,-,$-77,$26,$26,$-146,$4,$-193,$-13,$27,$-146
