,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-10,027","$2,690","$11,161","$13,851",$-290,$101,-,$104,$-154,"$3,670",$-283,-,"$-12,343","$5,256","$-4,757",$499,-,"$-12,127","$5,695",$-3,"$5,692","$-1,465","$-1,465","$-1,021",$277,"$3,483","$-4,887",$171,"$-1,021"
2020-09-30,"$1,878","$2,655","$-1,120","$1,535",$-159,$481,-,"$1,105","$-1,286","$2,219",$-153,-,$-41,"$-4,728","$4,757",$29,-,$-165,"$-1,500",$-242,"$-1,742",-,-,"$-1,016",$171,"$-2,587",$-502,$185,"$-1,016"
2020-06-30,$-80,"$2,558",$742,"$3,300",$546,$642,-,$220,"$1,141","$4,269",$-131,-,$-10,$921,-,$921,-,$780,-,$-48,$-48,-,-,"$-1,021",$76,$-993,"$4,116",$213,"$-1,021"
2020-03-31,$-766,"$2,477",$901,"$3,378",$-743,"$1,448",-,$-355,"$1,282","$3,894",$-186,-,$180,$659,-,$659,-,$653,-,$26,$26,$-81,$-81,"$-1,017",$18,"$-1,054","$3,426",$210,"$-1,017"
2019-12-31,"$-1,060","$1,236",$4,"$1,240",$318,$470,-,$121,"$2,001","$2,181",$-251,-,"$-11,093","$1,490","$-2,325",$-835,-,"$-12,179",$-12,$16,$4,"$-7,000","$-7,000",$-668,$-13,"$-7,677","$-17,669",$284,$-668
2019-09-30,"$1,366",$171,$83,$254,$127,$-35,-,$903,$922,"$2,556",$-190,-,"$1,710","$-3,354","$2,325","$-1,029",-,$491,-,$31,$31,$-300,$-300,$-671,$-1,$-941,"$2,085",$56,$-671
2019-06-30,"$1,439",$169,$-148,$21,$71,$-7,-,$712,$637,"$2,083",$-191,-,$163,$743,-,$743,-,$715,"$18,784",$157,"$18,941",-,-,$-671,$-2,"$18,268","$21,069",$48,$-671
2019-03-31,"$1,715",$170,$-105,$65,$236,$35,-,$-917,$-390,"$1,390",$-204,-,$295,$969,-,$969,-,"$1,060","$-1,250",$-73,"$-1,323",-,-,$-669,$-37,"$-2,029",$424,$53,$-669
2018-12-31,"$1,158",$172,"$1,539","$1,711",$-207,$-64,-,$826,$686,"$3,555",$-290,-,$-855,$-317,-,$-317,-,"$-1,462",-,$74,$74,-,-,$-653,$1,$-578,"$1,503",$53,$-653
2018-09-30,"$1,912",$165,$-453,$-288,$-334,$-30,-,$121,$-345,"$1,279",$-224,-,$319,$-242,-,$-242,-,$-147,-,$-71,$-71,-,-,$-653,$4,$-720,$409,$62,$-653
2018-06-30,$382,$157,$58,$215,$-107,$-118,-,$443,$460,"$1,057",$-198,-,$-626,$476,-,$476,-,$-348,$-5,$-202,$-207,$-153,$-153,$-654,$-1,"$-1,015",$-343,$51,$-654
2018-03-31,"$1,495",$143,$121,$264,$219,$-4,-,$-672,$-584,"$1,175",$-239,-,$39,$157,-,$157,-,$-43,-,$-344,$-344,$-167,$-167,$-653,$-58,"$-1,222",$-79,$55,$-653
2017-12-31,"$-2,329",$197,$371,$568,$108,$-36,-,$-325,"$2,758","$1,117",$-254,-,$156,"$1,117",-,"$1,117",-,"$1,019",-,$-471,$-471,$-249,$-249,$-639,$7,"$-1,352",$777,$50,$-639
2017-09-30,$856,$188,$541,$729,$-85,$65,-,$65,$128,"$1,713",$-262,-,$-216,$620,-,$620,-,$142,$-750,$898,$148,$-220,$-220,$-640,$6,$-706,"$1,174",$50,$-640
2017-06-30,$922,$211,$472,$683,$-208,$13,-,$94,$-21,"$1,584",$-248,-,$-59,$-717,-,$-717,-,"$-1,024",$-474,$108,$-366,-,-,$-643,$3,"$-1,006",$-440,$54,$-643
2017-03-31,"$1,526",$193,$-138,$55,$-246,$-71,-,$-703,$-720,$861,$-291,-,$129,$-41,-,$-41,-,$-203,"$1,488",$192,"$1,680","$-2,000","$-2,000",$-655,$-38,"$-1,013",$-327,$45,$-655
2016-12-31,$898,$122,$375,$497,$93,$-45,-,$60,$84,"$1,443",$-371,-,$93,$294,-,$294,-,$16,$-15,$23,$8,-,-,$-635,$22,$-605,$805,$56,$-635
2016-09-30,"$1,215",$105,$-241,$-136,$-44,$4,-,$212,$325,"$1,404",$-341,-,$146,$-173,-,$-173,-,$-368,-,$85,$85,-,-,$-636,$5,$-546,$498,$48,$-636
2016-06-30,"$1,188",$90,$-219,$-129,$-428,$-67,-,$328,$-620,$439,$-261,-,$305,$362,-,$362,-,$406,-,$50,$50,-,-,$-635,$33,$-552,$290,$54,$-635
2016-03-31,"$1,206",$65,$-558,$-493,$-424,$-44,-,$-448,$-941,$-228,$-242,-,$431,"$1,237",-,"$1,237",-,"$1,426",-,$-33,$-33,$-231,$-231,$-641,$-45,$-950,$259,$47,$-641
2015-12-31,$-188,$76,$173,$249,$-356,$-134,-,$897,$823,$884,$-285,-,$-184,$-515,-,$-515,-,$-984,-,$-503,$-503,$-231,$-231,$-618,$-7,"$-1,359","$-1,590",$59,$-618
2015-09-30,$730,$105,$-138,$-33,$-319,$69,-,$624,$-173,$524,$-234,-,$342,$-170,-,$-170,-,$-62,-,$-113,$-113,$30,$30,$-617,-,$-700,$-224,$63,$-617
