,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,781",$103,"$-1,129","$-1,026",$62,$-107,$-37,$-59,$-201,$554,$-74,-,-,$-220,-,$-220,-,$-294,-,-,-,$35,$35,-,-,$35,$295,$79,-
2020-09-30,$390,$97,$128,$225,$-345,$32,$-77,$-168,$-276,$339,$-74,-,-,$-438,$-37,$-475,-,$-549,$-200,-,$-200,$-70,$-70,-,$1,$-269,$-479,$76,-
2020-06-30,$157,$86,$65,$151,$-94,$-268,$5,$24,$-65,$243,$-91,-,-,-,$55,$55,-,$-36,-,$200,$200,$39,$39,-,$-1,$238,$445,$60,-
2020-03-31,$162,$82,$80,$162,$168,$-74,$-26,$-28,$-389,$-65,$-55,-,-,-,$-18,$-18,-,$-73,-,-,-,$3,$3,-,$-1,$2,$-136,$59,-
2019-12-31,$170,$78,$197,$275,$-468,$58,$-1,$-144,$-3,$442,$-42,-,-,$16,-,$16,-,$-26,$-142,-,$-142,$-413,$-413,-,$448,$-107,$309,$57,-
2019-09-30,$120,$76,$107,$183,$-47,$-25,$14,$-19,$-69,$234,$-55,-,-,$25,$87,$112,-,$57,$-97,-,$-97,$-3,$-3,-,$2,$-98,$193,$54,-
2019-06-30,$35,$70,$48,$118,$-89,$-60,-,$5,$-123,$30,$-58,-,-,-,$51,$51,-,$-7,$-70,-,$-70,$483,$483,-,$-451,$-38,$-15,$45,-
2019-03-31,$16,$64,$54,$118,$-5,$-110,$-6,$-18,$-347,$-213,$-62,-,-,-,$-138,$-138,$27,$-173,$-164,-,$-164,$1,$1,-,$449,$286,$-100,$41,-
2018-12-31,$38,$52,$106,$158,$6,$-107,$-5,$-61,$-76,$120,$-41,-,-,$-78,$10,$-68,$21,$-88,$-26,-,$-26,$20,$20,-,$6,-,$32,$36,-
2018-09-30,$102,$50,$45,$95,$-136,$12,$40,$-102,$-121,$76,$-33,-,-,-,$25,$25,$19,$11,-,-,-,$9,$9,-,$-1,$8,$95,$36,-
2018-06-30,$116,$52,$31,$83,$-424,$-35,$38,$69,$-254,$-55,$-43,-,-,-,$-35,$-35,$10,$-68,$-1,-,$-1,$29,$29,-,-,$28,$-95,$33,-
2018-03-31,$81,$54,$34,$88,$-280,$-21,$-38,$24,$-276,$-107,$-46,-,-,-,-,-,$21,$-25,$-14,-,$-14,$6,$6,-,-,$-8,$-140,$32,-
2017-12-31,$-19,$48,$21,$69,$418,$-8,$-18,$-99,$274,$324,$-44,-,-,-,-,-,$61,$17,$-110,$70,$-40,$5,$5,-,$1,$-34,$307,$21,-
2017-09-30,$61,$45,$33,$78,$-105,$-28,$70,$-20,$-70,$69,$-34,-,-,-,$84,$84,$1,$51,$42,$-42,-,$5,$5,-,$-3,$2,$122,$29,-
2017-06-30,$-42,$44,$23,$67,$-22,$-43,$-15,$-25,$-107,$-82,$-12,-,-,-,$137,$137,$-1,$124,$-42,$42,-,$2,$2,-,$-6,$-4,$38,$24,-
2017-03-31,$-33,$43,$32,$75,$-394,$76,$6,$-29,$-341,$-299,$-23,-,-,-,$-221,$-221,$-2,$-246,-,-,-,$8,$8,-,$-5,$3,$-542,$23,-
2016-12-31,$-52,$55,$23,$78,$266,$46,$-183,$-29,$153,$179,$-21,-,-,-,$-4,$-4,$9,$-16,$66,$-230,$-164,$7,$7,-,$1,$-156,$7,$29,-
2016-09-30,$-406,$33,$328,$361,$30,$-28,$184,$-10,$74,$29,$-9,-,-,-,$-5,$-5,$4,$-10,$-393,-,$-393,$678,$678,-,$-3,$282,$301,$23,-
2016-06-30,$69,$33,$-118,$-85,$-150,$-69,$11,$-141,$-69,$-85,$-21,-,-,-,$351,$351,$-1,$329,$-4,-,$-4,$2,$2,-,$-1,$-3,$241,$18,-
2016-03-31,$-109,$33,$20,$53,$33,$3,$-12,$17,$14,$-42,$-26,-,-,-,-,-,-,$-26,-,-,-,-,-,-,$-1,$-1,$-69,$16,-
2015-12-31,$-102,$45,$-104,$-59,$116,$82,$18,$86,$220,$59,$-32,-,-,-,-,-,-,$-32,$-100,$100,-,$4,$4,-,$-1,$3,$30,$16,-
2015-09-30,$-197,$42,$41,$83,$35,$24,$30,$-43,$58,$-56,$-17,-,-,-,-,-,-,$-17,-,-,-,-,-,-,$-1,$-1,$-74,$13,-
2015-06-30,$-181,$45,$47,$92,$83,$-111,$76,$-54,$32,$-57,$-17,-,-,-,$228,$228,-,$211,$-1,-,$-1,$1,$1,-,$-2,$-2,$152,$17,-
2015-03-31,$-180,$46,$159,$205,$46,$-6,$-97,$-16,$-197,$-172,$-22,-,-,-,$7,$7,-,$-15,$57,-,$57,-,-,-,$2,$59,$-128,$17,-
2014-12-31,$-364,$48,$149,$197,$151,$213,$-99,$149,$283,$116,$-22,-,-,-,$65,$65,-,$43,$3,-,$3,-,-,-,$3,$6,$165,$16,-
2014-09-30,$17,$49,$13,$62,$-104,$62,$22,$-67,$-61,$18,$-29,-,-,-,$148,$148,-,$119,$-1,-,$-1,$2,$2,-,$-1,-,$137,$21,-
2014-06-30,$-36,$53,$78,$131,$-32,$-90,$82,$-81,$-123,$-28,$-23,-,-,-,$-20,$-20,-,$-43,$18,-,$18,$1,$1,-,$1,$20,$-51,$21,-
2014-03-31,$-20,$53,$40,$93,$-8,$14,$-151,$-8,$-277,$-204,$-21,-,-,-,$-110,$-110,-,$-131,$20,-,$20,$1,$1,-,$-1,$20,$-315,$23,-
2013-12-31,$89,$54,$31,$85,$42,$38,$-130,$-18,$-153,$21,$-21,-,-,-,$317,$317,-,$296,$4,-,$4,-,-,-,$5,$9,$326,$24,-
2013-09-30,$48,$57,$11,$68,$-203,$-211,$81,$-10,$-95,$21,$42,-,-,-,$144,$144,-,$186,$-2,-,$-2,$1,$1,-,$3,$2,$209,$23,-
2013-06-30,$-74,$59,$27,$86,$-25,$-97,$34,$-74,$-47,$-35,$-25,-,-,-,$-49,$-49,-,$-74,$-1,-,$-1,$1,$1,-,$2,$2,$-107,$20,-
2013-03-31,$-146,$66,$78,$144,$-14,$-52,$-74,$-1,$-153,$-155,$158,-,-,-,$-111,$-111,-,$47,$-1,-,$-1,$1,$1,-,-,-,$-108,$24,-
2012-12-31,$-473,$66,$38,$104,$53,$183,$6,$11,$83,$-286,$-133,-,$111,-,$62,$62,$14,$54,$-1,-,$-1,$2,$2,-,$4,$5,$-227,$23,-
2012-09-30,$-157,$66,$31,$97,$60,$89,$-213,$-9,$-180,$-240,$79,-,$-111,-,$40,$40,$-18,$-10,$5,-,$5,-,-,-,$6,$11,$-239,$27,-
2012-06-30,$37,$65,$30,$95,$217,$-249,$100,$23,$-51,$81,$-39,-,-,-,$-223,$-223,$-1,$-263,$-1,-,$-1,$3,$3,-,$2,$4,$-178,$26,-
2012-03-31,$-590,$63,$266,$329,$-40,$-106,$384,$-57,$368,$107,$-40,-,$-281,-,$525,$525,$-4,$200,$-1,-,$-1,$9,$9,-,$9,$17,$324,$21,-
