,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-494,$363,$367,$730,$-661,"$1,063",$98,$132,$403,$639,$-506,-,-,-,-,-,$-7,$-513,"$1,368",-,"$1,368",$2,$2,$-481,$-17,$872,"$1,052",-,$-481
2020-09-30,$-726,$358,"$1,163","$1,521","$-1,130",$282,$136,$86,$-304,$491,$-552,-,-,-,-,-,$10,$-542,$70,-,$70,-,-,$-467,$-7,$-404,$-428,-,$-467
2020-06-30,$-67,$348,$389,$737,$-86,$204,$118,$-36,$94,$764,$-939,-,-,-,-,-,$-208,"$-1,147","$1,497",-,"$1,497",-,-,$-459,$9,"$1,047",$669,-,$-459
2020-03-31,"$-2,427",$348,"$2,815","$3,163","$3,900","$-1,620","$-3,239",$-90,$-519,$217,$-923,-,-,-,-,-,$46,$-877,"$1,192",-,"$1,192",$-435,$-435,$-457,$-24,$276,$-393,-,$-457
2019-12-31,$810,$346,$67,$413,"$-1,399","$1,800",$163,$255,$471,"$1,694","$-1,278",-,-,-,-,-,$22,"$-1,256",$-278,-,$-278,$-355,$-355,$-463,$-13,"$-1,109",$-654,-,$-463
2019-09-30,$793,$342,$678,"$1,020",$-375,$-455,$410,$-87,$-151,"$1,662",$-867,-,-,-,-,-,$21,$-846,$491,-,$491,$-342,$-342,$-461,$-19,$-331,$449,-,$-461
2019-06-30,"$1,504",$339,$-164,$175,$636,$241,"$-1,098",$256,$251,"$1,930",$-631,-,-,-,-,-,$57,$-574,$130,-,$130,$-444,$-444,$-467,$-6,$-787,$566,-,$-467
2019-03-31,$270,$337,$316,$653,"$-1,170","$-1,790","$2,466",$-438,"$-1,401",$-478,"$-1,097",-,-,-,-,-,$85,"$-1,012",$133,-,$133,$-304,$-304,$-420,$307,$-284,"$-1,766",-,$-420
2018-12-31,"$2,316",$343,$147,$490,"$1,798","$1,976","$-2,826",$396,"$1,333","$4,139",$-994,-,-,-,-,-,$63,$-931,$-180,-,$-180,$-483,$-483,$-428,$-7,"$-1,098","$2,095",-,$-428
2018-09-30,"$1,568",$351,$146,$497,$-782,$-641,$-31,$-252,"$-1,483",$582,$-779,-,-,-,-,-,$60,$-719,$-29,-,$-29,$-349,$-349,$-420,$-21,$-819,$-960,-,$-420
