,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$330,$345,$904,"$1,249",$347,$88,-,$-453,$69,"$1,602",$-387,-,-,-,-,-,$4,$-383,"$-1,000",$-65,"$-1,065",-,-,$-242,-,"$-1,307",$-88,$29,$-242
2020-09-30,$986,$317,$225,$542,$31,$-21,-,$-597,$-149,"$1,359",$-287,-,-,-,-,-,$-2,$-289,$-27,-,$-27,-,-,$-242,$16,$-253,$817,$25,$-242
2020-06-30,"$1,005",$308,$31,$339,$147,$-47,-,$150,"$1,029","$2,337",$-269,-,-,-,-,-,-,$-269,$7,$-757,$-750,$-146,$-146,$-242,$-30,"$-1,168",$900,$18,$-242
2020-03-31,$868,$297,$174,$471,$-810,$-2,-,$-765,"$-2,400",$-993,$-272,-,-,-,-,-,$2,$-270,"$2,232",$744,"$2,976",$-344,$-344,$-227,$-109,"$2,296","$1,033",$18,$-227
2019-12-31,$-409,$341,"$1,301","$1,642",$785,$21,-,$165,"$1,239","$2,464",$-471,-,-,-,-,-,$49,$-422,-,$-399,$-399,$-300,$-300,$-222,$-3,$-924,"$1,118",$34,$-222
2019-09-30,$933,$318,$14,$332,$-279,-,-,$-290,$-110,"$1,139",$-257,-,-,-,-,-,$7,$-250,$-500,$89,$-411,$-213,$-213,$-223,$-3,$-850,$39,$38,$-223
2019-06-30,$861,$304,$44,$348,$334,$-32,-,$-67,$402,"$1,607",$-252,-,-,-,-,-,$-3,$-255,$20,$-733,$-713,$-171,$-171,$-224,$-4,"$-1,112",$240,$29,$-224
2019-03-31,$863,$302,$59,$361,$-718,$-124,-,$-924,"$-2,106",$-913,$-284,-,-,-,-,-,$4,$-280,$-20,$814,$794,$-60,$-60,$-211,$-61,$462,$-731,$26,$-211
2018-12-31,$356,$266,$618,$884,$254,$65,-,$418,"$1,099","$2,377",$-463,-,-,-,-,-,$5,$-458,-,$-307,$-307,"$-1,054","$-1,054",$-205,$-2,"$-1,568",$351,$4,$-205
2018-09-30,"$1,244",$253,$255,$508,$93,$-29,-,$-947,$-886,$812,$-282,-,-,-,-,-,$21,$-261,$-726,$250,$-476,$-168,$-168,$-209,$-9,$-862,$-311,$29,$-209
2018-06-30,$789,$159,$105,$264,$42,$-36,-,$-326,$-163,$875,$-199,-,"$-7,657",-,-,-,$4,"$-7,852","$-1,536",$-65,"$-1,601",$-41,$-41,$-209,$-2,"$-1,853","$-8,830",$34,$-209
2018-03-31,$840,$122,$-3,$119,$-187,$-37,-,$-581,"$-1,198",$-237,$-305,-,-,-,-,-,$-2,$-307,$-14,-,$-14,-,-,$-198,$-100,$-312,$-856,$19,$-198
2017-12-31,"$1,021",$152,$391,$543,$159,$45,-,$-551,$44,"$1,607",$-278,-,-,-,-,-,$18,$-260,"$8,245",$-13,"$8,232",-,-,$-174,$-58,"$8,000","$9,347",$28,$-174
2017-09-30,$643,$110,$149,$259,$141,$34,-,$-247,$32,$938,$-217,-,-,-,-,-,$14,$-203,-,-,-,$-26,$-26,$-174,$-40,$-240,$495,$24,$-174
2017-06-30,$555,$109,$-5,$104,$-192,$-27,-,$-30,$-126,$507,$-217,-,-,-,-,-,$5,$-212,-,-,-,$-138,$-138,$-175,$-2,$-315,$-20,$25,$-175
2017-03-31,$650,$104,$8,$112,$-317,$-27,-,$-632,"$-1,181",$-439,$-216,-,-,-,-,-,$2,$-214,-,-,-,$-229,$-229,$-166,$-90,$-485,"$-1,138",$17,$-166
2016-12-31,$368,$134,$935,"$1,069",$876,$-67,-,$-877,$172,"$1,531",$-312,-,-,-,-,-,$112,$-200,$670,-,$670,$-398,$-398,$-158,$-7,$107,"$1,438",$32,$-158
2016-09-30,$602,$113,$100,$213,$-183,$184,-,$-42,$-53,$738,$-137,-,-,-,-,-,$1,$-136,-,-,-,$-467,$-467,$-160,$-11,$-638,$-36,$24,$-160
2016-06-30,$517,$106,$-31,$75,$-133,$-81,-,$115,$29,$604,$-173,-,-,-,-,-,$2,$-171,-,-,-,$-400,$-400,$-163,$-8,$-571,$-138,$23,$-163
2016-03-31,$556,$103,$-21,$82,$-514,$-89,-,$101,$-692,$-60,$-298,-,-,-,-,-,-,$-298,$-107,-,$-107,$-282,$-282,$-159,$-136,$-684,"$-1,042",$14,$-159
2015-12-31,$459,$138,$444,$582,$433,$50,-,$71,$612,"$1,633",$-137,-,-,-,-,-,$4,$-133,-,-,-,$-318,$-318,$-145,$-10,$-473,"$1,027",$29,$-145
2015-09-30,$516,$113,$44,$157,$-119,$-13,-,$39,$-92,$557,$-102,-,-,-,-,-,$38,$-64,-,-,-,$-948,$-948,$-149,$-11,"$-1,108",$-615,$23,$-149
2015-06-30,$531,$117,$-43,$74,$-19,$-41,-,$94,$1,$626,$-115,-,-,-,-,-,$-4,$-119,-,-,-,"$-1,091","$-1,091",$-153,$-2,"$-1,246",$-739,$23,$-153
2015-03-31,$484,$99,$123,$222,$-325,$-76,-,$-424,"$-1,348",$-654,$-117,-,-,-,-,-,$2,$-115,$600,-,$600,$-825,$-825,$-156,$-67,$-448,"$-1,217",$24,$-156
2014-12-31,$506,$140,$175,$315,$426,$-67,-,$21,$688,"$1,490",$-276,-,-,-,-,-,$-12,$-288,-,-,-,$-610,$-610,$-140,$9,$-741,$461,$41,$-140
2014-09-30,$473,$105,$96,$201,$46,$76,-,$-10,$284,$933,$-109,-,-,-,-,-,-,$-109,-,-,-,$-757,$-757,$-143,$2,$-898,$-74,$42,$-143
2014-06-30,$511,$108,$4,$112,$-46,$33,-,$-23,$-45,$572,$-116,-,-,-,-,-,-,$-116,-,-,-,$-731,$-731,$-148,$14,$-865,$-409,$29,$-148
2014-03-31,$579,$109,$-6,$103,$-531,$-66,-,$8,"$-1,065",$-402,$-60,-,-,-,-,-,$-72,$-132,-,-,-,$-570,$-570,$-132,$-29,$-731,"$-1,265",$22,$-132
2013-12-31,$478,$150,$59,$209,$318,$91,-,$52,$498,"$1,204",$-186,-,-,-,-,-,$9,$-177,-,-,-,$-710,$-710,$-134,$23,$-821,$206,$26,$-134
2013-09-30,$497,$120,$93,$213,$121,$-52,-,$7,$242,$950,$-90,-,-,-,-,-,$3,$-87,-,-,-,$-740,$-740,$-139,$56,$-823,$40,$47,$-139
2013-06-30,$488,$115,$39,$154,$-73,$187,-,$-453,$-358,$328,$-48,-,-,-,-,-,$4,$-44,"$1,964",-,"$1,964",$-465,$-465,$-142,$80,"$1,437","$1,721",$47,$-142
2013-03-31,$489,$110,$38,$148,$-195,$-125,-,$62,$-609,$1,$-40,-,-,-,-,-,$2,$-38,-,-,-,$-456,$-456,$-130,$-56,$-642,$-679,$24,$-130
