,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-12-31,"$1,330",$401,"$-2,440","$-2,039",$-458,$798,-,$123,"$3,527","$2,408",$-99,-,$-628,$-117,"$-34,798","$-34,915","$6,077","$-29,565",$-537,$-152,$-689,-,-,$-708,"$10,314","$8,917","$-18,240",$73,$-607
2020-09-30,"$1,141",$388,$421,$809,$336,$-846,-,"$2,798",$-776,$425,$-130,-,"$-1,732",$45,"$-8,758","$-8,713","$8,457","$-2,118",$-981,$544,$-437,-,$908,$-680,"$-2,187","$-2,396","$-4,089",$104,$-607
2020-06-30,$958,$420,$641,"$1,061","$-1,931",$39,-,$140,"$-1,752",$-24,$-122,-,$-17,$451,"$1,912","$2,363","$5,322","$7,546","$-23,622","$-6,994","$-30,616",-,"$2,544",$-658,"$26,057","$-2,673","$4,849",$97,$-605
2020-03-31,"$1,063",$399,$974,"$1,373","$3,378","$1,870",-,"$-3,654","$1,594","$4,628",$-464,-,$-62,$-379,$-661,"$-1,040","$-17,949","$-19,515","$23,506","$-5,522","$17,984",-,$-503,$-679,"$15,368","$32,170","$17,283",$79,$-605
2019-12-31,$726,$213,$21,$234,"$-1,460",$377,-,$-537,"$-1,061",$-444,$-108,-,"$6,289",$-29,"$9,845","$9,816","$1,722","$17,719","$-3,575",$976,"$-2,599",-,-,$-364,"$1,849","$-1,114","$16,161",$46,$-345
2019-09-30,$828,$141,$156,$297,$-152,"$1,029",-,$265,$583,"$1,775",$-52,-,$-33,$34,"$-9,441","$-9,407","$2,933","$-6,559","$2,757",$151,"$2,908",-,$-42,$-389,"$2,658","$5,135",$351,$39,$-345
2019-06-30,$885,$139,$220,$359,$-336,$95,-,$-158,$-399,$934,$-30,-,-,$104,"$1,514","$1,618","$-3,814","$-2,226","$-2,275","$4,039","$1,764",-,-,$-354,$-285,"$1,125",$-167,$48,$-310
2019-03-31,$798,$137,$187,$324,$150,"$-1,133",-,"$-1,006","$-1,989",$-745,$-34,-,-,$-109,$-341,$-450,$-102,$-586,$912,"$1,127","$2,039",-,-,$-352,"$-1,480",$207,"$-1,124",$32,$-309
2018-12-31,$805,$142,$87,$229,$59,$745,-,$-155,$649,"$1,371",$-363,-,$-296,-,$267,$267,"$-1,838","$-2,230",$311,"$-4,474","$-4,163",$-375,$-375,$-353,"$6,568","$1,677",$818,$28,$-309
2018-09-30,$839,$139,$172,$311,$593,$-316,-,$221,$439,"$1,551",-,-,-,-,$82,$82,"$-1,252","$-1,170",$-786,"$6,076","$5,290",$-200,$-200,$-356,"$-5,015",$-281,$100,$37,$-313
2018-06-30,$822,$136,$179,$315,$-426,$-197,-,$583,$19,"$1,119",-,-,-,-,"$1,603","$1,603","$-3,369","$-1,766",$745,$-745,-,$-310,$-310,$-334,"$1,233",$589,$-58,$45,$-290
2018-03-31,$791,$138,$181,$319,$-90,$10,-,$-583,$-663,$308,-,-,-,-,$-222,$-222,$425,$203,$-34,$-617,$-651,$-320,$-320,$-335,$823,$-483,$28,$31,$-292
2017-12-31,$667,$137,$162,$299,$119,$456,-,$327,$902,"$1,676",-,-,-,-,"$-1,156","$-1,156","$-1,052","$-2,208","$2,914","$-2,978",$-64,$-373,$-373,$-302,"$1,244",$505,$-27,$23,$-258
2017-09-30,$648,$139,$161,$300,$105,$314,-,$35,$454,"$1,471",-,-,-,-,"$-1,327","$-1,327",$751,$-576,$-863,"$1,774",$911,$-920,$-920,$-305,$-882,"$-1,196",$-301,$35,$-262
2017-06-30,$674,$137,$179,$316,$-105,$-11,-,$509,$393,"$1,330",-,-,-,-,$-284,$-284,"$-1,595","$-1,879",$77,"$4,123","$4,200",$-246,$-246,$-286,"$-4,171",$-503,"$-1,052",$44,$-242
2017-03-31,$426,$137,$570,$707,$499,$-644,-,$-886,"$-1,031",$158,-,-,-,-,"$-1,281","$-1,281",$534,$-747,$-698,$613,$-85,$-74,$-74,$-286,"$1,090",$645,$56,$30,$-243
2016-12-31,$643,$145,$147,$292,$973,$244,-,$230,"$1,798","$2,478",-,"$-2,986",$63,-,"$2,814","$2,814","$1,840","$1,731",$-426,"$-2,658","$-3,084",$-376,$-376,$-287,$534,"$-3,213",$996,$19,$-243
2016-09-30,$642,$141,$179,$320,$-204,$-407,-,$208,"$-1,054",$-224,-,-,-,-,$-325,$-325,$-328,$-653,"$-1,565","$2,592","$1,027",$-135,$-135,$-286,$630,"$1,236",$359,$31,$-243
2016-06-30,$587,$142,$149,$291,$-873,$902,-,$43,$105,$991,-,-,$-789,-,"$2,110","$2,110","$-1,594",$-273,"$1,157","$-4,052","$-2,895",$9,$8,$-271,"$2,275",$-883,$-165,$38,$-228
2016-03-31,$570,$127,$165,$292,$-540,$-307,-,$-481,"$-1,079",$-130,-,-,-,-,"$-2,234","$-2,234",$453,"$-1,781","$-1,137",$537,$-600,$-18,$433,$-248,"$1,393",$978,$-933,$27,$-211
2015-12-31,$542,$123,$147,$270,$417,$-367,-,$280,$479,"$1,229",-,-,$-252,-,$-634,$-634,$-501,"$-1,387",$-969,"$1,012",$43,$9,$9,$-247,"$1,284","$1,089",$931,$18,$-210
2015-09-30,$533,$121,$135,$256,"$1,049",$-92,-,$230,$965,"$1,880",-,-,$-435,-,$-228,$-228,$-630,"$-1,293","$1,057","$-2,137","$-1,080",$59,$59,$-248,$841,$-428,$159,$30,$-211
2015-06-30,$501,$110,$305,$415,$-346,$152,-,$-217,$-294,$615,-,-,$-174,-,"$1,593","$1,593","$-1,381",$38,$-247,$730,$483,-,-,$-232,$-282,$-31,$622,$35,$-195
2015-03-31,$547,$107,$122,$229,$-698,$-391,-,$-307,"$-1,440",$-593,-,-,"$1,916",-,$-829,$-829,$-294,$793,$-2,$-587,$-589,-,-,$-210,$273,$-526,$-326,$23,$-173
